,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t)
10,-0.00050468,0.009946035,0.239422,0.042433415,-0.028460365,0.02429836,-0.09909781,-0.05485989,0.041233778,0.0017725211,0.04247115,0.123885825,-0.017081674,-0.06786697,0.048572224,0.065984026,-0.05065331,-0.018611558,0.032638464,0.17821752
11,0.10793485,0.05472377,0.11392309,0.011626987,-0.066002145,0.05578066,-0.10931331,0.09967405,0.07162683,0.02558549,0.011117477,0.08612217,0.08066586,0.025660256,0.014783863,0.13184221,0.17661084,0.038734913,0.04504776,0.09172607
12,0.2178667,0.013519046,0.050473884,0.08679206,-0.013474248,-0.012174669,-0.039800182,0.029591117,0.031901307,0.000989763,-0.01837782,0.08968747,0.058640853,-0.113868214,0.03575045,0.12386653,-0.032801002,-0.10818736,0.05513381,0.17304431
13,0.06789468,0.037866008,0.0070781256,0.0809324,-0.06368174,0.13189472,0.034900285,0.020482205,0.03714958,0.14348015,-0.012752247,0.0497337,0.011711743,-0.06309176,0.019276299,-0.02072811,0.06783044,-0.068934426,0.062214404,0.09053262
14,0.072989695,0.026231075,0.039044827,0.022942655,-0.0072404034,0.0018379675,0.010090618,0.02898817,0.08690065,0.18471749,-0.033356562,0.027328746,0.030716639,-0.07169749,0.05830766,0.082821645,0.05037457,0.038363546,0.122180216,0.07165867
15,0.082773365,0.058528114,0.0319203,0.103552595,0.034004632,-0.092372924,0.016258683,0.03950557,0.080491126,0.014087598,0.0174076,0.06189936,0.0144230835,-0.076925784,0.026795225,0.11165706,0.16504505,-0.03369674,0.012528364,0.17277
16,0.099517025,0.014215634,0.060119867,0.06837872,-0.028630877,0.009848097,0.04077627,0.026660245,0.022689115,0.10858097,0.022927426,0.008739296,-0.005304257,-0.13425039,0.023350567,0.08166209,-0.12889501,-0.061986554,0.09950598,0.19206406
17,0.030913187,0.023446295,0.049915396,0.1500791,-0.030278016,0.059250005,0.071941026,0.01833003,0.024160136,0.021429379,0.07052176,0.03615513,0.04458969,0.007092598,-0.004698094,-0.027543565,0.16412096,-0.026391607,0.03951551,0.081607744
18,-0.0047762413,0.042335566,0.042730108,0.0034796982,0.15638995,0.045171734,-0.040594816,-0.0014686775,0.028280634,-0.017537747,0.055848088,0.046210147,0.0005168994,-0.05327722,0.04893925,0.09962133,-0.075876996,0.06729053,0.10858684,0.11037753
19,0.051247343,0.025508728,-0.017058052,0.02898117,0.08339096,0.08558519,-0.08603149,0.030076917,0.035687037,0.05359707,0.00033361162,0.030939676,-0.01647874,-0.026348686,-0.021179184,-0.08253263,0.056736354,-0.0333141,0.03733117,0.1674717
20,0.02745089,0.050927255,0.031463396,-0.045949873,-0.066912904,0.0431765,-0.15082668,0.030138172,0.23785774,0.16499875,-0.02911449,0.0220243,-0.0055031404,-0.013529321,0.0077389507,0.044527583,-0.05343055,0.01517999,0.15744233,0.21916044
21,0.09935199,0.044696577,0.06759319,0.20007145,6.60792e-05,-0.122701526,-0.116493784,0.03161096,0.07548945,0.0070179803,-0.0072765,0.25452566,0.02006017,-0.05617342,0.02508592,0.075927585,0.19939375,-0.107584,-0.00023836305,0.50042075
22,0.11555626,0.082240276,-0.057640344,-0.012243707,-0.19508696,0.22387114,-0.026724458,0.118628584,0.02483788,0.088537596,-0.019501599,0.025375728,0.0012753478,-0.17058237,0.011685408,0.057017688,-0.16912678,0.07330096,0.0786285,0.2219123
23,0.03953764,0.002586145,0.14419737,0.09810602,-0.06328826,0.019934325,-0.120109074,0.07769279,0.066029884,-0.012061756,-0.053585634,0.034920096,0.05328442,0.032179374,0.07286711,0.032563046,0.20803256,0.05641347,0.112071134,0.039136272
24,0.0697532,0.031072466,0.057316523,0.1534349,0.06850083,-0.046597484,-0.040189058,-0.008684672,0.10914868,0.01481882,0.046017677,0.0644654,0.04022775,-0.19711182,0.04921637,0.14518464,-0.02109645,0.060574155,0.06355667,0.11152199
25,0.046773713,0.09381714,0.009948375,0.14441976,-0.036572043,-0.031303737,-0.056109488,0.033375636,0.032195576,0.049777057,0.027020691,0.09460957,-0.008530531,-0.05548781,0.06548626,-0.030109402,0.05189391,-0.04243824,0.0681583,0.06950774
26,0.06720806,0.072802074,0.036248885,-0.016003713,0.022522284,0.027204767,0.05231776,0.093879975,0.047892943,0.083168596,0.15067446,-0.0021607222,0.040165894,-0.058722086,0.017956857,0.27068222,0.08994794,0.14155798,0.11526468,0.026912104
27,-0.05515212,-0.03161703,0.10407757,0.23127113,0.03745507,-0.08166297,0.014823186,-0.019539656,0.02608592,0.1909661,0.054558232,0.09073976,0.0023232512,-0.06101668,-0.02453185,0.15088987,0.0030827215,-0.16175991,0.019220877,0.19367234
28,0.05410304,0.019049212,0.06897021,0.050282866,-0.10464513,0.060091898,0.042501304,0.076697156,0.02481167,0.05746889,0.0008157082,0.023402533,0.010943519,-0.029552579,0.04536836,0.015449613,0.11250981,0.08394775,0.075046316,0.036007777
29,0.0118644,0.0069058854,0.19975784,0.17721868,0.048369564,0.006812644,-0.026617281,0.006611081,0.017749874,-0.010499748,-0.04688078,0.020699479,0.04056622,-0.09376557,0.026992604,0.13420123,0.027739419,-0.0096890805,0.099755645,0.05095063
30,0.10857511,0.06690638,-0.0087943915,0.11779213,0.0515967,-0.02419075,0.056847386,0.047297694,0.06658413,0.07373213,0.0054534776,0.066185385,-0.011691458,-0.08584334,0.026319075,0.13341618,0.08037231,0.13876612,0.10524255,-0.013543589
31,0.07750615,0.05540085,0.03739446,0.09996946,0.05749032,-0.050649643,0.044196725,0.058483697,0.047532633,0.23335171,0.016229121,0.036962826,0.0036842446,-0.14366573,0.09605062,0.016432801,0.019928733,-0.032564215,0.048833054,0.060378272
32,0.077251405,0.0040474613,-0.005231091,0.01701079,-0.001954899,0.0028249184,0.008531598,0.018121831,0.2479015,0.056508444,0.02610803,-0.0108499145,0.019633422,-0.03137298,0.04851589,-0.010619976,0.14296234,-0.013004454,0.04016087,0.05476536
33,0.0056527006,0.015745005,0.026297241,0.14498541,0.06370363,-0.17238659,0.01847868,0.0044546854,0.0070170127,0.031647027,0.020237047,0.017873392,0.056765504,-0.0768835,-0.008372367,0.16490532,-0.07914398,-0.16262516,0.058767684,0.26665863
34,0.058100782,0.012987382,0.038257554,0.07827069,-0.12236861,0.059507877,0.03525665,-0.015809087,0.043969158,0.09409223,0.070856795,0.062290598,-0.0020828322,-0.025319438,-0.0077854237,-0.043846015,0.029153122,0.06399123,0.11451474,0.09499186
35,0.17250338,0.03921813,0.18982293,0.028155258,-0.038295656,0.021341637,-0.097484395,0.033050712,0.046738584,0.0013927575,-0.016493447,0.06019209,0.029216493,-0.040944096,-0.0387955,0.07158685,0.110487685,0.11759668,0.1519477,0.12241648
36,0.15210462,0.050046068,0.05121171,0.07845515,-0.02197583,0.12017823,-0.07224731,0.03218646,0.06972339,0.033750646,-0.0067511513,0.1110273,0.0029307026,-0.19126372,0.04229498,0.10657059,0.048518803,0.0021820404,0.13570628,0.17457026
37,0.17269841,0.05539945,0.031260617,0.07446573,0.007353753,-0.008261576,-0.063742995,0.06974327,0.058527563,-0.020782832,-0.032571267,0.049400974,0.04718557,-0.14597109,0.028463364,0.03213277,0.04036686,-0.03450476,0.118391454,0.08867906
38,0.06573703,0.032933157,0.050091777,0.050183948,-0.016318884,-0.038628656,-0.026561692,0.00590999,0.07658666,0.038372733,0.14561981,0.06904878,-0.0053110644,-0.11915569,0.040245384,0.03662896,0.013172731,-0.01079146,0.046878815,0.06926238
39,-0.01608108,0.013031224,0.06805805,0.19007508,0.017047217,0.005737097,-0.019930653,0.04297968,0.00032010302,0.07327873,0.057004172,0.00823038,0.015711695,0.005799765,-0.057030506,0.019943018,0.21953669,-0.13516445,0.056848392,0.09549805
40,-0.008850751,0.007967311,0.04885927,0.045696132,-0.04114207,0.03356788,0.016756125,0.0018711453,-0.00015195784,0.042360235,0.08257191,0.064796634,-0.012356916,-0.15590073,-0.01774889,0.10519461,-0.09941919,0.14028946,0.20232323,0.14670347
41,0.09619106,0.055310898,0.076090865,0.09728411,-0.063925624,0.021297488,-0.10358241,0.039089914,0.07250987,-0.010786258,-0.02099551,0.10643722,0.029012915,-0.06943274,-0.028902832,0.015320476,0.16605881,0.011671692,0.04554478,0.13698158
42,0.099663585,0.033716317,0.07294768,0.09484176,0.11547567,0.017948002,-0.097261734,0.13163593,0.05031448,0.044783607,-0.016489366,0.097932085,0.017294137,-0.16561097,0.056306034,0.11503197,-0.014144752,0.018570255,0.060827695,0.08457072
43,0.022004904,0.016260274,-0.03442758,0.0435426,0.018559774,0.03739268,-0.022887914,0.05005983,0.13498473,0.008609938,-0.050992087,0.03600361,0.10810563,-0.101923585,0.060865264,-0.07161772,0.06276926,-0.03657145,0.08129604,0.15370797
44,0.09036689,0.086392164,0.012619683,0.045611955,-0.06265101,-0.05121859,-0.050620407,-0.036020372,0.05742212,0.030083591,0.0094974805,0.09950107,-0.0017256504,-0.09879985,0.07202314,0.05917532,-0.07224269,0.03280937,0.040987868,0.13524798
45,0.101449236,0.043543074,0.042761948,0.03605151,0.027115583,-0.0007878449,0.0039444864,0.05119117,0.103098884,0.17224726,0.105226316,-0.013842907,0.042941026,0.09560255,-0.011089276,-0.014320875,0.27482906,-0.023944896,0.010274121,0.051089935
46,-0.068959765,-0.029962607,0.10554632,0.07356661,0.050455533,-0.04147089,-0.050901778,-0.027276654,0.018078368,0.022506544,0.010893235,0.03363053,0.006864529,-0.06720433,-0.017744616,0.17335281,-0.11614131,-0.1711725,0.030347988,0.29214695
47,0.048645116,0.025192846,-0.029791825,0.09983963,-0.14148593,0.02892499,-0.0013152545,0.103346206,0.12536602,0.02918589,0.046735395,0.033209294,0.007540513,0.013357695,-0.009403048,0.017439462,0.12068752,0.066516064,0.017660819,0.13075987
48,-0.0381998,-0.010499005,0.11962078,0.12559062,-0.045650482,-0.012825467,-0.10283169,0.0135498,-0.01209054,-0.0010798968,-0.046569604,0.026040528,0.09539092,-0.09523484,0.002793121,0.23427525,-0.09396249,-0.08879863,0.087421395,0.14066663
49,0.07328252,0.07703696,0.041352622,0.13350275,-0.06236989,-0.026999163,0.069322534,-0.007226646,0.050749537,0.016542917,0.010508631,0.108765095,0.0036649434,-0.06812395,0.02716842,0.10586515,0.17005852,0.1287669,0.15724613,-0.04466979
50,0.13306051,0.090468965,0.064800546,0.09089439,0.102039106,-0.059535876,0.11116231,0.07714834,0.14420514,0.0627479,0.023384023,0.08264595,0.036088817,-0.2063335,-0.006121935,0.10191863,0.029853212,0.09056873,0.053331945,0.07402088
51,0.021122456,0.016274555,-0.032007277,0.07263962,0.0139719695,-0.038475823,0.013686693,0.031722106,0.054495707,0.114442006,0.021965744,0.0490817,-0.03598209,-0.08329805,0.033032335,-0.017043361,0.053086106,-0.08701982,0.019019995,0.07280151
52,0.025969967,0.008275858,0.0071954965,0.0026838053,-0.022980569,0.014196315,0.04972656,0.04455678,-0.002754963,0.047053985,-0.018071244,-0.014663411,0.038238905,-0.023714367,-0.0030321334,0.026146088,-0.0065168906,0.044267274,0.023825787,0.035642326
53,-0.00451022,0.008408377,0.13162602,0.03088486,-0.003210023,0.01073602,0.015205623,-0.024020502,0.013034018,0.0035629282,0.08304411,0.032551438,-0.0042808508,-0.03522886,0.044534173,0.011751768,0.026755437,-0.00409167,0.008449857,0.019315772
54,0.21910861,0.006940066,0.064622626,0.0011091311,0.008872131,0.018949393,-0.03299596,0.03165538,-0.009368359,0.021280758,0.00680897,-0.013803644,0.037618697,0.012016906,-0.04597087,0.012333636,0.06189878,-0.023712352,0.024478113,0.033528376
55,-0.0122046545,0.07232021,0.017687313,0.012980357,-9.321887e-05,0.011649709,-0.011388947,0.029862083,0.009811295,0.027407357,0.0028564893,0.06629212,0.009189729,-0.052950405,0.035186578,0.028833134,0.07569543,-0.109636635,0.01339564,0.15221639
56,0.13438869,0.1036849,-0.0027016317,0.019984405,-0.03290337,0.043561842,-0.0046407115,0.03880744,0.12159683,0.044797905,0.026416967,0.037081845,0.12623304,-0.045060173,0.006052835,0.032354057,0.022797372,0.014004528,0.026176438,0.06354768
57,0.026129562,0.00013779191,0.07470122,0.074787065,0.021743018,-0.08043458,-0.03735598,-0.0059412643,0.079033,0.054006614,0.05389691,0.07318026,-0.018966837,-0.06492711,0.00507545,0.13484964,0.048999354,-0.1389037,0.032383423,0.119631425
58,0.030145375,0.04307349,0.0018094033,0.11836026,-0.05916148,-0.0206098,0.07497737,0.075904615,-0.008401706,0.042155206,0.023249315,0.024508774,0.0023917994,-0.064620785,-0.011602912,0.08728564,0.03487791,-0.025493387,0.0089058,0.098317645
59,-0.004560234,-0.016039148,0.050511908,0.073325336,0.07772505,0.033111174,0.034080572,0.073178574,0.0012178569,0.08117705,-0.016587213,0.08330742,0.04279323,0.012929738,0.0074643837,0.26912218,-0.0009606853,0.07210402,0.06615112,-0.005121617
60,0.04648829,0.023673514,-0.028828893,0.24104257,0.016881555,0.014714152,0.13039811,0.025384124,0.07594991,-0.02401119,-0.06211685,0.051642727,-0.027919909,-0.14161105,0.043044932,0.022685647,0.17698546,0.06353714,0.093381286,0.009241965
61,0.1016105,0.052750133,0.03345479,0.054215807,0.041753933,-0.05402883,0.10991587,0.19624598,0.04044988,0.04818398,-0.023609336,0.032830436,0.015194849,-0.07916043,0.049395874,0.095701694,-0.10210716,0.2543396,0.12898378,0.01493099
62,0.0043608807,-0.0025744073,0.26431113,0.21124443,0.019050747,-0.03594161,-0.009590614,0.064830534,0.025257256,0.08250794,0.06573602,0.12855506,0.100864574,-0.04369851,0.10628984,-0.033300944,0.15917991,-0.05827784,0.044147335,0.055121183
63,0.06518802,0.03072006,0.031215217,-0.060861617,0.24058922,0.16513166,0.17724806,0.016694313,0.0030829953,0.08020388,-0.031598654,0.052067295,-0.0033927662,-0.09698069,-0.01438491,0.045442145,0.110499054,0.07848885,0.11919907,0.093026385
64,0.11391344,0.047628082,-0.01632537,0.08440834,-0.0006631147,-0.004933984,0.042524144,0.033191994,0.051888462,0.012790531,-0.047653187,0.06607843,-0.0012099892,-0.15222606,0.020475725,-0.07727299,-0.052501205,-0.0036208155,0.05300278,0.15002762
65,0.067877054,0.035041194,-0.006528787,-0.0058089923,-0.050580997,0.07445294,0.04665231,0.06561966,0.040453084,0.09488864,0.011809545,0.015753191,0.013184673,0.007939655,0.106683455,0.030490436,0.18126188,0.038409695,0.039968375,0.0054726894
66,0.016597278,-0.005378081,0.057832863,0.102931924,0.049922936,0.046140753,0.073136054,0.10924782,0.021566804,-0.0008002445,-0.027042767,-0.02665716,0.037444122,-0.059809502,0.02398333,0.17282118,-0.068055294,-0.07263889,0.05158754,0.14694694
67,0.023237519,-0.014097779,0.02585141,0.119607635,-0.0740815,-0.020111317,0.15329072,-0.030156568,0.015833361,-0.018834246,-0.048396945,0.041624736,-0.009871909,-0.045423515,0.2565645,-0.005273074,0.012388399,0.010299513,0.08303082,0.052100513
68,0.123009205,0.080684945,0.03339039,0.08780295,-0.032371387,0.021612909,0.08024104,0.043729536,0.034579143,0.040839247,0.011414573,-0.08590729,0.11811002,0.0053936495,0.050543178,0.07589568,0.04426415,0.17932484,0.0500653,-0.014896976
69,-0.02377658,-0.020914802,0.19973704,0.22282442,0.053802215,-0.06052146,0.006919265,-0.059269957,0.079673514,0.058022954,0.1471203,0.07893649,0.0030052066,-0.06410142,0.005240414,0.11027145,0.05483483,-0.07731239,0.11234666,0.07731219
70,0.056982517,0.033065416,0.024254518,0.13810536,-0.047470108,-0.026711896,0.00873217,0.03865669,0.021880487,0.028727751,0.040446244,0.055166867,0.011463048,-0.077293545,-0.06335654,0.0087614935,0.22812864,0.021902561,0.08624146,0.14254853
71,0.15918824,0.024809921,0.051365096,0.024582453,-0.050221115,0.037516154,-0.092367865,0.02219692,0.022014046,0.04440258,0.09332169,0.128726,0.03512726,-0.1774036,0.027183639,0.13862792,-0.1170598,0.07253594,0.058504824,0.12174457
72,0.07631123,0.033400185,0.04726418,0.051019076,-0.031847805,0.08858278,-0.11431115,0.04846795,0.020487005,-0.00030251313,-0.029525666,0.064021215,0.011556785,0.017826341,-0.010280406,-0.057955988,0.17773806,-0.10076721,0.033665437,0.023389492
73,0.060472228,0.02366913,0.029338155,0.0046419688,0.005036124,0.2270908,-0.032568656,0.07211278,0.026646998,-0.027022418,-0.0042459667,0.037900288,0.0085592745,-0.12647922,0.03130342,0.11799721,-0.084892996,0.027389083,0.12591678,0.069670334
74,0.12908968,0.027224826,0.04131715,0.10142013,0.01583146,-0.033361513,-0.0024205716,0.09708013,0.053894766,-0.09910434,-0.08095971,0.118062966,0.08264391,-0.070685685,0.020164177,-0.041587465,0.09550242,-0.04020659,0.22018579,0.096755296
75,0.20550077,0.081313305,0.03854413,0.020703204,-0.017526975,-0.0045935363,0.009453241,0.023019008,0.0952276,0.07236954,-0.031293053,0.14530626,-0.018883793,-0.23230635,0.08156846,0.03755192,-0.048501927,0.09706813,0.056709565,0.11487614
76,0.10524107,0.14101335,-0.009382811,0.018738618,-0.015822018,-0.014247335,-0.0033601671,0.085937716,0.08993288,0.052053303,-0.00921685,-0.0009604469,0.03871175,-0.0186384,0.022633525,0.009167064,0.14006434,-0.0068465844,0.045053583,-0.0015672795
77,-0.012456618,-0.0040044542,0.101325706,0.19282341,0.12205896,-0.090883195,0.036047377,-0.010972179,0.123934165,0.07944205,0.04123556,0.056015782,0.010023954,-0.120875224,0.0679989,0.110417515,-0.052014105,-0.049347214,0.004217722,0.12779857
78,0.09415261,0.010334589,-0.043660052,0.104567125,-0.06289839,-0.049569964,0.092335895,0.17750822,0.10919696,0.05273951,0.021102695,0.0029899925,-0.013287697,0.013031375,-0.020696992,-0.0675945,0.08383669,0.00117328,0.10175359,0.06712189
79,-0.045605537,-0.02301242,0.11571309,0.12946385,-0.020415744,0.009103468,0.038273826,0.068852276,0.008622542,0.031501208,-0.047654018,0.13739711,0.030675571,-0.09704015,0.041534096,0.2372655,-0.055044867,-0.052396044,0.030307451,0.15981998
80,0.098867655,0.07630424,-0.006772754,0.07542211,-0.086864114,0.062539294,0.10789101,0.09395771,0.058853965,0.045309417,-0.014711961,0.009813005,0.024621056,-0.094053246,0.04887511,-0.04756762,0.099024,0.111567475,0.12794611,-0.020418916
81,0.09481847,0.034058914,0.096252635,0.07183848,0.09071384,-0.05716899,0.0036704186,-0.0034689466,0.061142243,0.008823798,-0.020024791,0.058537193,0.034011677,-0.10915914,0.09765126,0.10713864,0.07214905,-0.006968934,0.07995905,0.098352544
82,0.14670819,0.04430011,0.039668582,0.16371171,-0.018800333,-0.014226727,0.058556676,0.030999904,0.07154344,0.05411762,0.030594317,0.013780158,-0.004992494,-0.105581716,0.0670017,0.026665036,0.010238653,0.10428959,0.0077163097,0.08731378
83,0.0005234983,-0.0015257979,0.07458164,0.058141835,0.035412975,-0.028593423,-0.04477838,0.015639778,0.01625248,0.08219658,0.00726376,-0.02594228,0.023515629,0.014302877,0.022009013,0.029362129,0.06523552,-0.028317144,0.08896356,0.12127747
84,0.032286793,0.012982991,0.06981035,0.11072165,-0.031059846,0.0041071605,-0.044382084,-0.02155644,0.021637935,0.019411026,0.017208077,0.047688816,0.02478098,-0.050201982,0.0011169936,0.121215045,0.0017636307,0.020840066,0.033028897,0.15755805
85,0.043097705,0.0429617,0.08861396,0.18116128,-0.05617553,0.018792072,-0.059365693,0.019611469,0.09825116,0.053437162,0.025344513,0.070648804,0.10350029,-0.054533664,0.06350872,0.035147622,0.045467686,0.075772874,0.06239681,0.0891376
86,0.0440533,0.18665208,0.07983734,0.07076848,-0.022550896,-0.0038442276,-0.06592392,-0.011683596,0.053032827,0.024042696,0.047683332,0.055453185,0.011913939,-0.03779313,0.0085074175,0.18602253,0.16517827,0.11402786,0.120790854,0.06033053
87,0.07983674,0.035396624,0.06358775,0.21622735,0.14232966,-0.11036152,-0.04498312,0.13302656,0.14148739,0.11997628,0.09497488,0.063591115,0.0153970355,-0.1824922,-0.026529519,0.09342203,0.01239166,-0.03257637,0.03605415,0.13850571
88,-0.06398195,-0.024201259,-0.008926584,0.09948303,-0.05154291,-0.004829053,-0.0030118749,0.024426837,-0.019981401,0.08206758,-0.02279016,0.059614167,-0.03061614,-0.072423175,-0.005558937,0.051046513,0.07320457,-0.10461293,0.05591845,0.1665132
89,0.1092902,0.032813426,0.02531603,0.05566557,-0.046724495,0.075563245,0.05003798,0.06628457,0.01349909,0.09312224,-0.044143006,0.015430793,0.020832954,-0.09262917,0.019522242,0.043023355,-0.014759352,0.13709418,0.047337417,0.02382758
90,0.039579228,0.020644955,0.0418797,0.06269546,0.025761079,0.08805476,-0.004082537,-0.0013918851,0.028906329,-0.01622311,-0.032527927,0.037250202,0.07890803,-0.02814866,0.13791534,0.020672992,0.0833653,0.0013022302,0.07678359,-0.027505387
91,0.07413952,0.07706152,0.00021705125,0.019225398,0.082609236,-0.038689137,0.04228005,0.004806388,0.060594358,-0.03370421,0.01304784,0.053507745,0.021027528,-0.083166026,0.050005175,0.033442356,-0.009602899,0.04816084,0.07547296,0.021922547
92,0.056948483,0.16005185,-0.026606508,0.020401115,0.06692077,-0.052213605,0.00080069806,0.045300134,0.09786606,0.059081882,0.09768851,0.052326195,0.016039982,-0.044280585,0.019716825,-0.034266204,0.014822575,-0.02550726,-0.004322619,0.10023382
93,-0.04264388,0.004401928,-0.011846017,-0.010666076,0.05597703,-0.009692689,-0.089045,0.07840645,0.055809475,0.17775634,0.11140269,-0.0013650802,0.014402982,0.14972433,-0.02854745,0.041392162,0.017757766,-0.12097307,0.00070364587,0.14039922
94,-0.0795326,-0.043541614,0.032082587,0.056717508,-0.05961549,0.02958244,-0.07891899,-0.0065362034,-0.031833403,0.12637188,-0.01646328,0.024262967,0.07965053,0.037022404,-0.033024725,0.029488316,0.037867136,-0.12426651,0.0005850671,0.25238454
95,0.024282672,0.097520486,0.02001175,0.019032706,-0.13570897,0.09813713,-0.07868996,-0.019117929,0.0084649855,0.0076686107,-0.006339988,0.07646489,-0.00913603,-0.008538429,0.09005421,0.03516938,0.048184086,0.100587696,0.08469754,0.090530835
96,0.19958857,0.0491681,0.07901785,0.06632735,0.012881029,-0.006163995,-0.11146819,0.043655403,0.078619935,0.020385649,0.012939312,0.0028449679,0.06309725,-0.060618255,0.008514219,0.077068485,0.059429947,0.04395975,0.113464676,0.06644669
97,0.042482838,0.015238633,0.10765709,0.17213856,0.0031024255,-0.08574204,-0.05034767,0.055512566,0.09119967,0.03760541,0.046792828,0.09115767,-0.016762557,-0.1269881,0.01114773,0.042413305,0.077278346,-0.08859037,0.040470254,0.1590732
98,0.015015839,0.024111928,0.02935508,0.061944023,-0.05066385,0.018244045,-0.049169276,0.062442794,0.13395572,0.07250364,-0.025559846,0.008489875,0.0073661203,0.06365915,-0.0095173195,0.05285797,0.060942024,-0.004142831,0.060623847,0.09570376
99,0.036229882,0.016988065,0.09418595,0.117540464,-0.02037239,-0.026565932,-0.02382116,0.00075917353,0.03680072,0.085103855,-0.023348179,0.03879676,0.011293122,-0.08647634,0.028612468,0.15819532,0.019207897,0.12630153,0.054749288,0.16152956
100,0.05859533,0.03476295,0.009232731,0.16435552,-0.050956845,-0.0012296811,-0.011069,0.01704837,0.03731933,0.120593704,0.03278137,0.03059082,0.014950025,-0.08734948,0.03922494,0.020012625,0.08162586,0.07040371,0.051477227,0.1679348
101,0.020071875,0.008061061,0.0971102,0.03932307,-0.047528695,0.2797322,-0.11555664,0.040914338,0.06277117,0.07860173,0.005281092,0.013601324,0.024372147,-0.047488898,-0.011898133,0.09005026,0.0090213595,0.15207931,0.17059898,0.08690977
102,0.076830946,0.061322477,0.10010459,0.17037073,-0.039114513,-0.04047838,-0.13062385,0.021587681,0.042231444,-0.12582952,-0.079299726,0.12931927,0.011138221,-0.11543899,0.0075920844,0.043189373,0.15772927,0.025940306,0.16506834,0.12887554
103,0.2073217,0.101611234,0.017279886,0.10727681,-0.007638499,0.11113149,-0.042401634,0.06827672,0.14091657,0.15666577,0.07250343,0.08452306,0.075019814,-0.20097686,0.07473309,0.09132427,-0.057429813,0.1581998,0.085869946,0.09598233
104,0.03037835,0.043717813,0.062064946,0.09945448,0.009602167,-0.055887878,-0.13733229,0.021414408,0.058349606,-0.002967027,-0.0015072785,0.044007313,0.002761627,-0.04076957,-0.00916147,0.01585153,0.16185443,-0.1461983,0.13620989,0.36987957
105,0.11360002,0.05852943,0.024875075,0.048187103,-0.10632923,0.044315934,-0.13998012,0.020697748,0.08006698,0.05115723,0.014866087,0.094292425,0.0041209674,-0.16329937,0.11714432,0.13086276,-0.09582369,0.04479125,0.023409922,0.28658223
106,0.070217624,0.053083535,0.064877406,0.12900928,-0.11264284,0.05354398,-0.17483813,0.05160649,0.04674297,0.013868459,0.009077816,-0.030279247,0.08011414,0.01930338,0.016341567,0.032371894,0.20443806,-0.09024319,0.04632296,0.06965887
