,x0(t),x1(t),x2(t),x3(t),x4(t)
58,0.114641204,0.11519927,0.112543784,0.08105482,0.11623306
59,0.11153093,0.1758742,0.18237856,0.10755494,0.0153454505
60,0.06626837,0.17815101,0.10217523,0.10420438,0.07006738
61,0.09119001,0.12854615,0.1277401,0.090850376,0.03322394
62,0.1018389,0.252416,0.08888976,0.09855162,0.0015738717
63,0.05035369,0.13879497,0.14046383,0.07437519,0.00026353588
64,0.11729036,0.1499027,0.09272074,0.075801045,0.004064534
65,0.04067347,0.13045909,0.08740511,0.0738276,0.05997079
66,0.07421197,0.104115434,0.120880745,0.07055702,0.038626827
67,0.08837297,0.1883331,0.08030638,0.08825669,0.061006207
68,0.100738555,0.13637559,0.12664239,0.099115536,0.020467797
69,0.06290817,0.19379081,0.13322893,0.099949494,0.03489309
70,0.110086426,0.13216534,0.11488669,0.14802127,0.024424795
71,0.11717175,0.15889326,0.09151393,0.10040574,0.07392879
72,0.111565664,0.14802192,0.19312724,0.09815934,0.078063756
73,0.10974429,0.20991454,0.15592322,0.12891656,0.022493381
74,0.10567159,0.25587344,0.24518833,0.104613915,0.028454138
75,0.068698294,0.25171435,0.15336998,0.15584145,0.030360619
76,0.100649185,0.15936662,0.1520859,0.12516013,0.0059370226
77,0.09315638,0.16105653,0.094677985,0.100350164,0.013144942
78,0.056774598,0.15196243,0.11715438,0.28214094,0.012897066
79,0.14776482,0.17065234,0.083766624,0.12105392,0.015456012
80,0.068451375,0.16096406,0.098526254,0.09680204,0.00030528125
81,0.04857025,0.15769647,0.112680815,0.06602804,0.028762871
82,0.11696796,0.109403,0.10040556,0.13757882,0.0024034572
83,0.078864895,0.17313012,0.13913335,0.11236578,0.07602196
84,0.12034391,0.22448002,0.1486025,0.108039625,0.003536211
85,0.06326754,0.17865786,0.122228235,0.10102706,0.026431222
86,0.06446385,0.16951293,0.11315796,0.07874612,0.03537637
87,0.122259066,0.16943243,0.23926239,0.11006527,0.006895596
88,0.070232674,0.2110384,0.111331604,0.15544945,8.524074e-05
89,0.08178957,0.13372988,0.15374953,0.08431409,0.024925902
90,0.07783663,0.1477752,0.091946006,0.090671234,0.043823548
91,0.08631601,0.13059686,0.116688035,0.099040255,0.036188766
92,0.07100031,0.1399523,0.0839849,0.10336888,0.01597946
93,0.11522709,0.10780964,0.084901854,0.08942784,0.00010541615
94,0.08488123,0.16634028,0.054207526,0.10220058,0.0058878283
95,0.0591184,0.15017183,0.10929129,0.099873595,0.11090898
96,0.123936884,0.13807032,0.15766947,0.09611863,0.06435059
97,0.1484938,0.21245646,0.20369136,0.14059867,0.001770643
98,0.09502173,0.30885258,0.10840032,0.12419553,2.6190017e-05
99,0.17135115,0.13658102,0.15629278,0.0869954,4.406355e-05
100,0.04628769,0.21690749,0.0711598,0.116912305,0.063685454
101,0.09564772,0.139615,0.14663859,0.07495471,0.034693494
102,0.065990195,0.2081339,0.10576326,0.102942616,0.009890948
103,0.05734329,0.11707076,0.11885043,0.09036823,0.032165166
104,0.07387126,0.12207175,0.0826942,0.09287934,0.021485353
105,0.057585508,0.11011232,0.072171606,0.12067022,0.0007388068
106,0.0783958,0.099029526,0.084929086,0.27834222,0.0006844765
107,0.18629625,0.16292636,0.06230231,0.11235425,0.0059891567
108,0.061431665,0.15812077,0.08673317,0.093766026,0.063597195
109,0.08883214,0.12821454,0.15015796,0.09482738,0.039257035
110,0.07525079,0.15308246,0.09847861,0.09664931,0.037070677
111,0.10290864,0.13823232,0.10982131,0.077668585,0.024575155
112,0.19386265,0.13798845,0.08246195,0.07897893,0.018347796
113,0.1681566,0.17651476,0.07818325,0.09655941,0.101680204
114,0.11761822,0.18021338,0.14102988,0.22339332,0.0005016041
115,0.15730907,0.19321688,0.094542265,0.12066571,0.000303264
116,0.11451392,0.18121377,0.14755258,0.096860394,0.011628968
117,0.0859976,0.16437286,0.100643076,0.09964299,0.009638979
118,0.058974646,0.15233302,0.09116333,0.23599383,0.09698458
119,0.23010126,0.17407209,0.12828065,0.18651494,0.000119699704
120,0.09358195,0.22633065,0.17382061,0.14030895,0.0064548543
121,0.0840448,0.19988069,0.12508315,0.113098025,0.027632603
122,0.26782995,0.14021948,0.14362481,0.13190192,0.010522928
123,0.07761341,0.24183606,0.08778779,0.14926493,0.021072423
124,0.09150947,0.12624829,0.13166377,0.115757,3.2985429e-06
125,0.07219571,0.17804016,0.063450314,0.10677996,0.0068298997
126,0.06321998,0.097913906,0.092460595,0.08215996,0.03313083
127,0.06761027,0.15024927,0.27763563,0.06831684,0.06833001
128,0.07050355,0.26473293,0.14325708,0.13971907,0.06913141
129,0.13628541,0.16418824,0.1708196,0.11101766,0.03481926
130,0.07630223,0.19628613,0.14581947,0.11337344,0.012833141
131,0.07157065,0.14486007,0.110286936,0.12025781,0.009704559
132,0.1710751,0.14152804,0.08437988,0.08339489,0.021914262
133,0.13147509,0.15601571,0.08710988,0.118208215,0.010201811
134,0.06466337,0.14968412,0.08551603,0.11639547,0.012574852
135,0.073019974,0.14274359,0.08681156,0.089632146,0.04752532
136,0.091396,0.24704903,0.10174039,0.074666984,0.025544738
137,0.1404334,0.12608406,0.13672659,0.07731271,0.014867094
138,0.084132016,0.17888305,0.29278243,0.09713978,0.03933095
139,0.13336907,0.2887237,0.11266198,0.16421303,0.010709905
140,0.17396683,0.16831194,0.1520275,0.14470266,0.010313484
141,0.07807046,0.21109611,0.1520162,0.122945845,0.0023149485
142,0.06406003,0.15346777,0.16137053,0.09819673,0.001068041
143,0.06555852,0.14199018,0.120279245,0.100352116,0.01135124
144,0.05806194,0.13566159,0.1036059,0.07565424,0.007046641
145,0.046086445,0.15501978,0.08607798,0.08427271,0.0068345955
146,0.097362876,0.11256356,0.10302006,0.17513025,0.049019113
147,0.14696029,0.15905951,0.08280445,0.15713495,0.0016866162
148,0.18208493,0.23949857,0.08468472,0.106622525,0.008153492
149,0.08045527,0.16277103,0.12507604,0.0956327,0.043188296
150,0.09815189,0.14949015,0.11073317,0.12079753,0.0341267
151,0.07781789,0.14384879,0.1780178,0.09118742,0.0063556326
152,0.055109307,0.334409,0.08847376,0.08851312,0.0031637913
153,0.17511071,0.13045233,0.17530411,0.06263021,0.0020033559
154,0.05975225,0.22600386,0.06667937,0.1119764,9.471885e-05
155,0.10655944,0.1307129,0.16991472,0.08275501,0.002525418
156,0.046776343,0.16272955,0.067373484,0.1131503,0.058852773
157,0.08606379,0.100248136,0.13160557,0.07600188,0.005943879
158,0.053338245,0.21161544,0.06356883,0.12901522,0.008209781
159,0.068644494,0.1292439,0.18358672,0.10368824,0.0046963715
160,0.05593179,0.18417493,0.06713827,0.1064191,0.00030658056
161,0.06000768,0.0969676,0.10058162,0.09224532,0.0006012076
162,0.056072857,0.20226279,0.052394643,0.08984681,0.0017523684
163,0.046164777,0.10450928,0.12084035,0.05105569,0.014207393
164,0.033493586,0.13293356,0.060520396,0.05809205,0.0021907287
165,0.086005725,0.077956066,0.0946174,0.038610652,0.0008393603
166,0.03287593,0.11011342,0.045786068,0.060287934,0.0016108935
167,0.04377108,0.120176114,0.05794092,0.03710903,0.003641442
168,0.031152997,0.06361241,0.07515927,0.087966576,0.024170943
169,0.07301408,0.08274895,0.047137264,0.06315107,0.019421538
170,0.05460245,0.08133247,0.16795942,0.17555147,0.049583666
171,0.112900116,0.17137721,0.06781821,0.12670295,0.020079046
172,0.1147328,0.14543924,0.09810993,0.08674292,0.028265784
173,0.084376775,0.13522765,0.10889454,0.0909806,0.027361372
174,0.16574088,0.12902658,0.10445839,0.07824616,0.011903171
175,0.08448976,0.15957314,0.07921094,0.11586332,0.0041206884
176,0.14204785,0.13032109,0.082482025,0.07241099,0.00058563764
177,0.1102267,0.14753856,0.06844294,0.08315781,0.004431908
178,0.06131733,0.11606326,0.0797811,0.07959193,0.023985669
179,0.052406564,0.09714303,0.07785404,0.065292746,0.033995103
180,0.054495938,0.09171244,0.11069963,0.068794854,0.0030854386
181,0.06046827,0.117616504,0.12849939,0.06984133,0.021876797
182,0.06377574,0.19035712,0.097046256,0.10419631,0.03487286
183,0.18241568,0.121807694,0.12680836,0.08067046,0.000368413
184,0.056573365,0.18009995,0.10421462,0.10497082,0.011124201
185,0.15973356,0.115894176,0.109442875,0.07327438,0.00033244112
186,0.041823164,0.254459,0.062525235,0.08687322,0.00050215377
187,0.044820897,0.08150535,0.13478737,0.059680045,0.03474073
188,0.058887783,0.12613747,0.073461026,0.08716676,0.033363912
189,0.06405281,0.13557209,0.079896376,0.07140661,0.008005257
190,0.07039976,0.14939697,0.07540811,0.05858908,0.0063825096
191,0.040737804,0.098083675,0.080248676,0.05771707,0.022583853
192,0.058877625,0.094197325,0.07213351,0.052925345,0.013979646
193,0.052768756,0.08288996,0.07776209,0.049926274,0.023241442
194,0.049929556,0.099420555,0.054519914,0.08078085,0.0064311223
195,0.05716571,0.10182123,0.07585471,0.04943481,0.030527864
196,0.05631978,0.08712288,0.09651016,0.06052628,0.022799626
197,0.05168613,0.13504755,0.05661421,0.06226451,0.06146782
198,0.06788306,0.09852594,0.10587256,0.05803319,0.028909286
199,0.08784261,0.12977555,0.07261281,0.16127652,0.2400755
200,0.23203209,0.18069728,0.19864929,0.2315523,0.024342543
201,0.13671048,0.3240623,0.19256142,0.17298071,0.08038077
202,0.16119292,0.22802012,0.2101636,0.15350093,0.034608245
203,0.0947063,0.2597811,0.14988118,0.16883653,0.013566845
204,0.102206126,0.18899024,0.14361104,0.108132124,0.022742782
205,0.07159386,0.15582022,0.12063902,0.09627068,0.0050094603
206,0.17001122,0.14238518,0.08048291,0.09048143,0.0011329603
207,0.10640855,0.14944263,0.08010787,0.091167256,2.9008615e-06
208,0.047049373,0.11613399,0.092516735,0.07006249,0.0024916022
209,0.09030711,0.10033348,0.06442502,0.084359124,0.09797219
210,0.09580833,0.13593832,0.12297418,0.12227023,0.002290796
211,0.13995019,0.1418664,0.07052767,0.14173159,0.00052298646
212,0.1067294,0.14091519,0.15654638,0.091583595,0.026124712
213,0.07203984,0.1928806,0.08370276,0.108322665,0.026457781
214,0.069977485,0.17254171,0.1380643,0.13417663,0.038522992
215,0.15313154,0.22956447,0.10953709,0.133217,0.12164587
216,0.17261317,0.20396647,0.24505562,0.13086684,0.011163586
217,0.0726785,0.25582477,0.13076462,0.14669427,0.00436422
218,0.0798137,0.13964224,0.1949257,0.13044095,0.08197891
219,0.16800852,0.21854787,0.12024331,0.18147089,0.0017613731
220,0.12734297,0.19299226,0.11057119,0.1788871,0.040418033
221,0.1349176,0.1880611,0.12766553,0.16304356,0.05412997
222,0.14851679,0.22750857,0.12539394,0.12138655,0.14610809
223,0.17139263,0.2403521,0.20589119,0.14291805,0.016117541
224,0.11583492,0.2452068,0.22855625,0.13414286,0.06460124
225,0.11243846,0.22247177,0.47163546,0.14806627,6.7755595e-05
226,0.07745133,0.41447568,0.20746523,0.18502201,0.023899062
227,0.107926704,0.20041402,0.26046747,0.15010503,1.5058566e-05
228,0.10607076,0.24312776,0.10287407,0.12968454,0.011556578
229,0.07063239,0.14040177,0.12904553,0.12640527,0.012799338
230,0.08311935,0.17366552,0.07760662,0.09411049,0.0077219456
231,0.053186905,0.17179626,0.105428554,0.07118739,0.022522798
232,0.07597385,0.17877212,0.13092074,0.06649304,0.0044527203
233,0.041329853,0.17544736,0.38426095,0.22947639,7.939663e-06
234,0.18297768,0.37592167,0.11208064,0.18264663,0.013203361
235,0.09873811,0.23265634,0.2043523,0.14168845,0.04361807
236,0.112434685,0.21000923,0.15151499,0.15672831,0.10810478
237,0.16220854,0.2016156,0.22394326,0.14189461,0.00042919177
238,0.087857656,0.29386628,0.12709683,0.15141177,0.005043374
239,0.07936647,0.14675985,0.29521233,0.092853874,0.00028726237
240,0.06746802,0.27928334,0.10984045,0.117043294,0.016445046
241,0.08457129,0.15434028,0.15788066,0.0818742,0.0051493724
242,0.08778656,0.14347711,0.102454856,0.0889368,0.020529384
243,0.05714328,0.12523398,0.08202884,0.08199017,0.0004527399
244,0.07244058,0.13498375,0.06687824,0.07480616,3.9262854e-05
245,0.052580874,0.13013786,0.15600473,0.059621267,0.07103872
246,0.07461487,0.15067211,0.11292286,0.11469622,0.046353694
247,0.08761871,0.19864652,0.23818435,0.10188115,0.0029045471
248,0.063513786,0.20372427,0.10135935,0.11662348,0.073261656
249,0.23535672,0.23967786,0.14287391,0.092433795,0.021379989
250,0.06968048,0.21911086,0.1318237,0.13810052,0.06405455
251,0.12066023,0.15145117,0.14159724,0.16208936,0.016725097
252,0.09031156,0.17601898,0.112109676,0.12592448,0.0016429086
253,0.22101668,0.18791087,0.11256996,0.08266068,0.00041132662
254,0.051716287,0.21708432,0.09550146,0.18416281,0.018487709
255,0.12508196,0.12428019,0.1180771,0.10019356,0.00011707623
256,0.05120706,0.20110889,0.08118114,0.10389656,0.003527084
257,0.05603951,0.09424614,0.10298357,0.065357886,0.002922051
258,0.034519576,0.098999046,0.2220752,0.07033586,0.011922763
259,0.049502,0.15123527,0.05904937,0.09907012,0.012992028
260,0.056493334,0.08241464,0.11639561,0.08628278,0.0051809987
261,0.046291478,0.19921136,0.16180642,0.06856286,0.08114583
262,0.09038423,0.14348722,0.14183505,0.13547288,0.020610798
263,0.12685141,0.2910049,0.0829447,0.0995638,0.006743847
264,0.082219236,0.13864884,0.35955527,0.07925563,0.0104115065
265,0.08285427,0.28019845,0.07823865,0.13643715,0.000740724
266,0.17944425,0.11993944,0.17655632,0.07528427,0.005912245
267,0.050115176,0.27786198,0.07063344,0.16441725,0.0059972643
268,0.14210351,0.10465055,0.18605375,0.07282569,0.030456318
269,0.09097042,0.19490884,0.19469473,0.116360456,0.010671246
270,0.064646825,0.19687347,0.11549794,0.1271187,0.00056789577
271,0.08531443,0.19747946,0.13844256,0.1469968,0.05827254
272,0.107178,0.17805116,0.12805788,0.107713535,2.8229164e-05
273,0.05588952,0.21516728,0.11249369,0.09472857,0.15851586
274,0.15038368,0.16427901,0.19870399,0.12630174,0.0007386416
275,0.07769063,0.2163074,0.09462947,0.15173618,0.0013030949
276,0.085167795,0.1393117,0.1294463,0.08518049,0.00653253
277,0.046366505,0.20721157,0.07294393,0.08383834,0.00814012
278,0.045997746,0.09406614,0.119082645,0.06443145,0.003973915
279,0.086413756,0.1515873,0.050362922,0.0668401,0.00096053374
280,0.033906806,0.085359134,0.07677347,0.05487137,0.043798815
281,0.06406214,0.08206421,0.076162934,0.063101135,0.023940636
282,0.04444286,0.123718426,0.066146664,0.15064539,0.019475952
283,0.09417228,0.117567144,0.08311715,0.07370984,0.056133736
284,0.07605743,0.12120091,0.08799194,0.112659685,0.024315141
285,0.07991096,0.11730342,0.076188706,0.11065374,0.10352689
286,0.10786837,0.13175271,0.1456702,0.09646589,0.0003703077
287,0.051468503,0.15147196,0.06607051,0.108908236,0.0011885694
288,0.05590006,0.08630816,0.092032775,0.07786641,0.04207924
289,0.06606592,0.12182498,0.18831268,0.111732334,0.083739184
290,0.099217094,0.17609413,0.10599301,0.17353466,8.472946e-05
291,0.08702707,0.30916196,0.09642451,0.095138766,0.0064733545
292,0.06280253,0.24349567,0.16097996,0.0740983,0.11405362
293,0.109308705,0.15939158,0.31028056,0.1258257,0.029130759
294,0.09611477,0.28791058,0.09670331,0.14527649,7.745478e-05
295,0.07480533,0.18016414,0.16472377,0.08639768,0.13449913
296,0.11044841,0.19393161,0.15828286,0.115109466,0.022167543
297,0.07255502,0.17526141,0.11042156,0.10150214,0.0017257225
298,0.09809236,0.120956495,0.11671016,0.19566044,0.018802917
299,0.112724535,0.260925,0.07443747,0.12642643,0.0030673791
300,0.08441188,0.13049938,0.14551342,0.13885057,0.00065895345
301,0.07013784,0.15108134,0.068343565,0.099978186,0.00015200351
302,0.06387166,0.10029008,0.07660903,0.063248225,0.03075759
303,0.051412746,0.11596255,0.0660402,0.058908395,0.10259841
304,0.08623315,0.10998201,0.11055002,0.07034565,0.03177211
305,0.07072208,0.1946162,0.11949365,0.07493276,0.006032523
306,0.053835705,0.17891046,0.15787502,0.07317187,0.019090926
307,0.048246097,0.14611746,0.10184139,0.15357369,0.006726756
308,0.082819276,0.115446836,0.098074675,0.08626109,0.021391945
309,0.07733621,0.13256204,0.120813474,0.12792003,0.0019939814
310,0.06904283,0.13487001,0.0692011,0.09667727,0.039103203
311,0.1649869,0.10837397,0.10098219,0.09067802,0.048496515
312,0.15763941,0.17883894,0.1568569,0.101931356,0.00012785025
313,0.055065583,0.18342279,0.09569315,0.13006012,0.0046131006
314,0.1059515,0.22161183,0.1322134,0.07508034,0.024759118
315,0.09854,0.14541942,0.13021195,0.08452382,0.002507066
316,0.11777537,0.17640507,0.09533344,0.100816995,0.00037465387
317,0.07671754,0.15695854,0.091996714,0.14426842,0.19249983
318,0.20822681,0.16948286,0.17481034,0.12843515,0.01785951
319,0.21290903,0.2284071,0.106692135,0.13811149,0.0767839
320,0.10964743,0.23196855,0.16055454,0.1437456,0.013391632
321,0.081724234,0.20854385,0.15566696,0.114134505,0.0148487985
322,0.06481532,0.15127335,0.11609578,0.09197102,0.026205365
323,0.065626495,0.15700278,0.09980102,0.14504221,0.027871031
324,0.09606859,0.12642303,0.101122305,0.095598854,6.942034e-05
325,0.0502179,0.1229257,0.0690065,0.08174621,0.17056973
326,0.15923698,0.211822,0.14915262,0.18391663,0.014997299
327,0.10275724,0.21233231,0.13234395,0.12846126,0.0017160084
328,0.07431283,0.1709395,0.12158487,0.11253825,0.12151059
329,0.12963912,0.19812298,0.1464092,0.11514368,0.047039147
330,0.09601972,0.1805516,0.12286404,0.11078448,0.04139166
331,0.10164365,0.15183835,0.11215055,0.09594733,0.011902449
332,0.13066614,0.14704007,0.0821996,0.08849742,0.017718747
333,0.05313958,0.13456081,0.08347648,0.09093154,0.000308863
334,0.05303512,0.21219046,0.072885916,0.059356336,0.06092262
335,0.06403287,0.12242055,0.13721319,0.07686777,0.085501954
336,0.08256876,0.14512312,0.116570994,0.09968832,0.015959008
337,0.067331225,0.12859298,0.082073286,0.08874858,3.0968485e-07
338,0.18803504,0.12458768,0.16645461,0.060501467,0.0020913037
339,0.0524374,0.20704716,0.070345685,0.24782647,0.0011062848
340,0.12559614,0.1307151,0.12968943,0.10403058,0.00040227376
341,0.079303555,0.16177183,0.06911704,0.09127352,0.04667474
342,0.06931808,0.11189978,0.122486636,0.09586288,0.033220638
343,0.064777285,0.15900859,0.12674463,0.080969565,0.033416394
344,0.06139868,0.14059618,0.1738486,0.076537065,0.0014790561
345,0.09039089,0.17485774,0.1586676,0.08892124,0.021609712
346,0.055616178,0.15239899,0.11004213,0.08989812,0.12871905
347,0.17294058,0.31463587,0.16990109,0.09616259,2.4566565e-05
348,0.054423943,0.20442943,0.1752107,0.110521115,0.028911002
349,0.088513464,0.15553874,0.13664497,0.09330478,0.021518812
350,0.05981157,0.15707734,0.08859365,0.090161666,1.4804428e-05
351,0.05030704,0.17583534,0.079105884,0.06188509,0.0003267539
352,0.03591604,0.10866593,0.12705117,0.098134086,0.0014711982
353,0.06707924,0.111103974,0.098055154,0.17661801,0.011516437
354,0.11096814,0.1318321,0.061310302,0.10429051,0.0092375185
355,0.06563311,0.27536422,0.09069244,0.072721705,0.15297522
356,0.13283429,0.18261582,0.23775952,0.103011444,0.0036641741
357,0.05336943,0.2614364,0.09314306,0.25348455,0.0022098785
358,0.1459407,0.14419632,0.16651201,0.10676689,0.0011771484
359,0.15529367,0.23136717,0.07400954,0.107025474,0.0055842684
360,0.06257603,0.14314236,0.11849116,0.11485579,0.083953425
361,0.105644986,0.14031748,0.113935106,0.09591999,0.059393838
362,0.15739676,0.16405089,0.13406588,0.0941878,0.064405225
363,0.098851904,0.18544759,0.1389846,0.1176357,0.0014931022
364,0.062740006,0.21105908,0.096195586,0.19277623,7.020932e-06
365,0.121658005,0.15286234,0.11530414,0.09325176,8.442531e-05
366,0.054258656,0.17795269,0.11856767,0.08838764,0.012952146
367,0.05113851,0.16073275,0.122581296,0.105273,0.0107898945
368,0.06717995,0.13498352,0.097430825,0.07277752,0.0003427868
369,0.045259003,0.22638223,0.07817324,0.25377783,0.03863305
370,0.14625128,0.13806179,0.15290469,0.10531471,0.006753886
371,0.08082882,0.1796203,0.14580122,0.110893205,0.022752782
372,0.122334,0.15327935,0.10119731,0.17333992,8.760516e-06
373,0.08725269,0.25596568,0.078606255,0.10035742,0.0030575881
374,0.05887282,0.111658856,0.13363688,0.08141406,0.0010803265
375,0.052181136,0.14779158,0.060396057,0.07935261,0.052402426
376,0.10497379,0.10343048,0.10060612,0.101299755,0.027520152
377,0.06443697,0.14132996,0.0999082,0.08896127,0.0002935992
378,0.09999575,0.10766724,0.103864506,0.06350907,0.010524804
379,0.054581665,0.20321679,0.08680511,0.069926396,0.020332849
380,0.06764129,0.09481507,0.1574706,0.06499857,0.00031344508
381,0.06533179,0.15503034,0.048771076,0.11867433,0.009367157
382,0.068244815,0.09673487,0.09022767,0.075114265,0.074973114
383,0.10384742,0.1194532,0.08698575,0.083218046,0.024950052
384,0.07039927,0.14328146,0.16142458,0.14361373,0.006359301
385,0.1591351,0.17584038,0.12020117,0.27619782,0.011974793
386,0.17449506,0.21333127,0.09864326,0.14998242,0.11255269
387,0.13640851,0.22797628,0.19198628,0.1769417,0.041801203
388,0.12994264,0.22745481,0.14630675,0.13699593,0.05404798
389,0.12426088,0.20029978,0.20327282,0.12872882,0.010834143
390,0.07499015,0.2675103,0.12147968,0.14986995,0.018163254
391,0.09209419,0.14088014,0.15698004,0.09342967,9.065416e-09
392,0.05747889,0.15426023,0.0854651,0.16186857,0.0022806972
393,0.08666824,0.15265696,0.08117019,0.1385798,3.9399205e-05
394,0.12933645,0.122037895,0.122958794,0.09275006,0.0063984157
395,0.055238117,0.1849844,0.09687622,0.10144727,0.016656484
396,0.06774323,0.11168605,0.11736886,0.11669326,0.0074898335
397,0.06636869,0.13302796,0.06777227,0.08307642,0.019086929
398,0.06622735,0.09530412,0.079453215,0.061141297,0.0055540036
399,0.050758574,0.09897441,0.1501309,0.103945814,0.00035678336
400,0.05687006,0.12908016,0.057027765,0.36063826,0.008406389
401,0.19386047,0.16326499,0.07023777,0.1398181,0.15937468
402,0.15721655,0.26981083,0.16258298,0.1427054,0.00061452226
403,0.09100456,0.21176814,0.16521072,0.11830436,0.04212515
404,0.2083145,0.26295918,0.16314444,0.1242037,0.031473406
405,0.10700878,0.2556791,0.19400771,0.13524033,0.15956597
406,0.14947653,0.22612464,0.21107288,0.16091305,0.003302544
407,0.08728837,0.25863084,0.12032918,0.1810995,0.00057626347
408,0.09559413,0.15424152,0.12962604,0.29775125,0.000298997
409,0.26756856,0.20023791,0.08277966,0.16866614,1.0607825e-05
410,0.12700021,0.21765855,0.13329805,0.13170555,0.016296756
411,0.14776164,0.18614154,0.1179945,0.102719665,0.0014312416
412,0.05343621,0.15894786,0.1455624,0.1732499,0.049809363
413,0.11159816,0.16504215,0.1598365,0.12220719,0.1562545
414,0.16889422,0.20812118,0.17704192,0.13934691,0.0008516067
415,0.072188474,0.20895432,0.16095306,0.1339573,0.08722271
416,0.11389777,0.21504477,0.17399587,0.1312994,0.035252787
417,0.09633959,0.28096515,0.13564636,0.11492893,0.06872027
418,0.09382506,0.16219561,0.20612034,0.10880759,0.0033577895
419,0.05765082,0.23469402,0.13843136,0.13188903,0.009270569
420,0.0718059,0.19785886,0.122104146,0.10946853,2.396453e-05
421,0.054814298,0.2120347,0.12609796,0.09091047,0.0038755343
422,0.086074606,0.13834395,0.20646217,0.10492597,0.0030114225
423,0.060798593,0.27281612,0.10651457,0.115619436,0.0020078253
424,0.069480844,0.11694029,0.15010563,0.07465808,0.000100492
425,0.041772943,0.18023469,0.07356114,0.09556269,0.036111046
426,0.074363574,0.10604075,0.17612717,0.06295919,0.00042942897
427,0.043924645,0.17955214,0.0745593,0.17618681,0.0042908783
428,0.09308963,0.10624837,0.09438278,0.08656005,0.17404293
429,0.18103924,0.28597307,0.14935486,0.18444133,0.0015791573
