,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t)
10,0.10076913,0.024470516,0.008191801,0.0012204618,0.025440257,-0.03186052,-0.06078473,0.13149191,0.0012819461,0.06886563,-0.09594262,0.047061145,0.098015115,0.037001923,0.04515052,0.09546079,0.014963314,0.092279255,-0.033327684,0.13002676,0.084398896,0.07907418,-0.009567951,0.18210553,0.20599964,0.07651746,-0.024992451,0.1250788,0.06439899
11,-0.02790053,-0.003732752,0.009306138,0.16661397,-0.10951917,0.04562147,0.11347312,0.029884856,0.012605165,-0.049119007,0.12442298,0.01040346,0.18742453,0.12333355,-0.049123097,-0.10125491,-0.16999419,0.17209782,0.0042185057,0.070689574,0.1782318,0.09786367,-0.0073648915,0.02781399,-0.22036846,0.20669663,0.044948384,0.13754632,-0.09684223
12,0.13767213,0.019922763,0.013308645,0.039752644,-0.074133135,0.042125158,-0.13427682,0.106070474,0.011810291,0.052272797,-0.1407856,-0.037110414,0.01643794,0.095774546,-0.007918424,0.13730599,-0.086665235,0.157399,0.15436967,0.06222841,0.21485826,0.09154171,0.08726745,0.122551486,0.2094522,-0.1015263,-0.11971242,0.14767465,0.030364245
13,-0.04236097,-0.058449984,0.027863685,0.044713184,-0.1263671,0.10014469,0.024737138,-0.080378875,0.010723989,0.100632876,-0.010772463,-0.0020596068,0.08298298,0.10782037,0.05907117,0.035803437,-0.12215547,0.32682225,-0.059841987,0.07237071,0.20656161,0.09135366,0.03558988,0.020149548,-0.2967518,0.16900423,0.058077622,0.28902856,0.023176406
14,0.0043652607,0.038918216,0.032841347,0.033025865,-0.15263654,0.07266044,-0.0013721809,0.05306801,0.0032122333,-0.059743974,-0.0114964545,-0.007889381,-0.08865337,0.006480693,0.03396134,0.06903803,-0.20317167,0.08795495,0.07474871,0.14912204,0.07938825,0.15553245,-0.07561397,-0.1714926,-0.09103816,-0.10955702,0.01903797,0.20706607,-0.040845312
15,0.027715532,0.003217936,0.02262705,0.13404666,-0.0842213,0.1317893,-0.10073778,0.04416503,0.0031452412,0.029701306,-0.022615945,-0.049929444,-0.024343528,0.048985697,0.15248042,0.12853853,0.0897718,0.16275343,-0.07824526,0.019635662,0.15977183,0.1442958,0.0391183,-0.09820237,0.01823418,-0.12070873,0.01570436,0.15842967,0.12369233
16,-0.113565974,0.017037742,0.0007152862,-0.008322301,-0.17789577,0.013241843,0.099711426,0.06540428,0.055508777,-0.054080967,0.042011,0.028132413,-0.051357247,-0.03621447,-0.030404467,0.09929483,-0.056780882,0.14713246,-0.07641208,0.119195074,0.11584314,0.1765298,-0.011299123,-0.025456704,-0.27452472,0.08678204,0.04048012,0.19014576,0.0880227
17,0.06570027,0.07135313,0.0030271406,0.07202514,-0.083091564,0.007040847,-0.04808169,0.19415617,0.0026046622,0.10804962,-0.084198885,0.045527354,-0.09279325,-0.076731466,0.06926485,0.14644425,0.05671104,0.064970255,0.044806093,-0.013333505,-0.000854576,0.19401786,0.044896785,-0.10547455,0.10831916,-0.10436461,0.043058936,0.20431942,0.07758422
18,-0.04908036,-0.03147903,0.0001862273,-0.024802748,-0.13554095,0.00022557279,0.12222483,0.0039562685,0.071457595,0.05968877,0.0011944361,0.092621654,0.08330072,0.017528987,0.018376045,0.1498349,-0.11949483,0.08964504,-0.08728688,-0.08056801,0.09005375,0.18682528,0.038842995,-0.022757797,-0.25080985,0.15361305,0.13171193,0.030995127,0.10400644
19,0.062082857,0.07212909,0.07877582,-0.02689854,-0.053552046,0.04415225,-0.11487463,0.107427835,0.0047179186,-0.04450672,-0.25423077,0.040309988,-0.01813705,-0.0084593855,0.018947756,0.15298527,-0.14313869,-0.13384235,-0.03318351,0.15378712,-0.102808416,0.050288964,0.07561463,-0.13651328,0.1578055,-0.07628763,0.056034327,0.16737281,0.007306858
20,-0.016730381,0.013518162,0.020040091,0.06070697,0.00783799,0.097409554,-0.0140143335,0.07927568,0.07580074,0.001808096,-0.055302702,-0.033599105,0.067721464,0.14943948,0.14648187,-0.017598424,0.03267581,0.06734531,0.023858808,-0.059099186,0.041545868,0.039143577,-0.0021879044,-0.09418395,-0.019195218,-0.07316241,0.19253801,0.07885313,-0.028906457
21,-0.07013952,0.033564225,4.591699e-05,-0.025264183,-0.14470553,0.021463938,0.024374131,0.006057822,0.033409316,-0.10615925,0.03261452,0.009821185,-0.055442035,0.018422471,-0.03924164,0.20250931,0.0066896942,0.24378532,0.10611409,0.060590476,-0.007869758,0.15566355,0.064443626,0.0011071824,-0.017270267,-0.08409175,0.012629645,0.18097931,-0.0032175463
22,0.058314748,0.061137564,3.7572978e-08,0.016761871,-0.10231173,-0.017904233,0.020198794,0.021282468,0.0013596284,0.068836175,0.0052260803,0.0020255079,-0.042386178,-0.0197246,0.039849628,0.12231617,0.04597733,0.07042515,-0.11903413,0.033720028,-0.028234188,0.23001865,0.042787116,-0.037431102,-0.022291489,0.022642966,0.14105669,0.14277685,0.12434423
23,0.052962925,-0.012000782,0.00081154826,0.030354388,-0.057925384,0.07970388,0.09417358,0.078784354,0.018507183,0.0016284598,-0.040795837,0.011873099,0.01277525,-0.0043012495,0.10361055,0.08678015,-0.13569997,0.11878158,-0.08083862,0.042122416,-0.039618585,0.05487721,-0.009363131,-0.06378941,-0.044372514,0.26211736,0.06325778,0.029364813,0.04398758
24,-0.0016812226,0.12402721,0.06251645,0.06466688,-0.14973018,0.07894104,-0.07126841,0.19794714,0.0032584004,0.082970835,-0.07469126,-0.027206352,0.10518697,0.054162446,0.06154335,0.01909218,-0.050346825,0.054274216,-0.008262889,0.08003559,0.09494759,-0.04121603,0.055040292,-0.036799442,0.04042533,0.02308422,0.040737413,0.17623812,0.024710894
25,-0.034989942,0.00087857887,0.0370191,0.050978888,-0.14174719,0.07002845,0.055404164,0.0030724187,0.00050352485,-0.080649115,0.06581657,-0.010009208,0.051929194,0.026551003,0.002846934,0.22987002,-0.06935556,0.1315726,0.04385466,0.0010607885,0.017928543,0.0880928,0.08656526,0.048577704,-0.14665216,-0.05748294,0.05412099,0.10629866,-0.04891871
26,0.091697246,0.040549688,0.006549867,-0.042591617,-0.06594014,0.022702182,-0.061136242,-0.04488622,0.0131567735,0.016133444,-0.14204523,-0.00964609,-0.11106507,-0.046334688,0.010433152,0.20114565,-0.03726916,0.0660033,-0.08226878,0.10560121,-0.025501199,0.09364405,0.046300493,-0.10409132,0.13024661,-0.06503716,0.012023458,0.20900492,0.062294155
27,-0.022704054,-0.045816496,0.0044941003,0.054633446,-0.010078974,0.08139261,0.110548414,0.07119281,0.009019936,0.055328574,0.006641239,0.018568551,0.07572743,0.013367172,0.08024439,-0.0953395,0.11032587,0.038187236,-0.08817207,0.027923638,0.086431146,0.14575091,-0.06927495,0.06269215,-0.1842322,0.08708077,0.12272996,0.07408959,0.056088902
28,0.08100149,0.015463813,0.019406095,0.05313703,-0.08114589,-0.028430752,0.001689664,0.011045361,0.0008068849,-0.051246103,0.12089419,0.054883685,-0.08196741,-0.037793722,0.009069227,0.06468643,-0.13506274,0.06624832,0.2066493,0.005796246,-0.0122619895,0.040754925,0.036653277,-0.059324898,0.13738808,0.16394147,0.0020053666,0.013233613,-0.045833934
29,0.03354698,-0.040327117,0.0083722845,0.106763735,0.004562445,0.09545553,-0.06239999,0.13701291,0.024903236,0.042285874,0.013121866,-0.031563394,0.19445124,0.117535144,0.14674084,-0.045676433,-0.017854163,0.0874498,-0.056604505,-0.0026236875,0.20930113,0.06989041,0.039908767,0.27137265,0.016261622,0.022881309,-0.02036627,0.041498408,-0.008086195
30,-0.09765667,-0.0069020493,0.00581064,0.005192764,-0.16722132,0.061487656,0.02304631,-0.06024842,0.019527705,-0.1482082,-0.028582413,0.14282762,-0.060792364,0.061116323,0.036125742,0.16612197,-0.23022543,0.21593195,0.12048405,0.0939171,0.16640006,0.01595937,0.101116076,0.07151289,-0.112121336,0.07321012,-0.011231042,0.1510066,-0.060970407
31,0.0015274487,0.08925752,0.033860687,0.02730929,-0.059800267,0.1558099,-0.100185096,0.037412636,0.004786881,0.07596742,-0.24253497,-0.05212941,0.009810761,0.024392119,0.1749951,0.09426828,0.07969725,0.06800355,-0.109218776,0.14938241,0.1784976,0.28054368,-0.021805534,0.09336051,0.10520438,-0.26858938,-0.029617414,0.3066755,0.016362585
32,-0.08241231,0.015734725,0.000661649,0.08572843,-0.13693407,0.033273563,0.118194185,-0.17631678,0.02626916,-0.08209969,0.19932534,0.020160016,-0.1650655,-0.06557571,-0.031452756,0.12482822,-0.18223028,0.09861083,-0.03550525,0.018712698,0.11725026,0.10036952,-0.09361699,-0.23470074,-0.36588776,0.1534742,0.15519688,0.13696694,0.012417404
33,0.20727092,0.041304328,0.0004985577,0.058537085,0.06689815,0.07753174,-0.1320248,0.2691352,0.04351498,0.13415878,-0.15921056,-0.03226192,-0.09853542,-0.092622556,0.21539357,0.057145827,0.15236136,-0.08863107,-0.12628688,0.053845573,0.10675296,0.2033366,-0.07635551,-0.021225603,0.20441262,-0.10804167,0.07185666,0.14986198,0.15317921
34,-0.12750615,-0.08759694,0.025207048,0.08715759,-0.18557782,0.023893202,0.1971278,0.018398441,0.009268586,-0.048549317,0.16896337,0.12004683,0.005132962,-0.030070033,-0.026615907,-0.048617672,-0.083822265,0.15543784,-0.07728702,-0.17394598,0.19406001,-0.0499907,0.1443862,-0.0009906567,-0.36045367,0.26999596,0.17296922,0.046499055,-0.009418234
35,0.12463484,0.07405858,0.041314393,-0.15910886,-0.071810424,0.12108867,-0.11974159,0.13508658,0.017326413,0.025471196,-0.23944029,-0.0026850533,0.0031292737,-0.03237028,0.06444817,0.21046615,-0.03330853,0.034229837,0.13408262,0.014868172,0.08585093,0.094452806,0.10709795,0.24135259,0.3386192,-0.21218741,-0.06664933,0.09535906,-5.8964128e-05
36,-0.07140685,-0.061886296,0.045340173,-0.039910708,0.16310987,0.07114321,0.047327623,-0.17735957,6.313661e-05,-0.01802828,0.10908362,-0.006032998,0.062079795,0.052965257,0.08088748,0.044166368,-0.07296562,0.047950607,-0.1034996,-0.0140460925,0.065230906,0.06658309,0.06934676,-0.06856528,-0.2931486,0.08145872,0.14585945,0.14632073,-0.011144914
37,0.045823403,0.036045525,0.038727447,-0.04036881,0.07038903,0.03466683,-0.0600543,0.19793043,0.037366398,-0.0685043,-0.15526643,-0.012978086,-0.057150863,-0.058714807,0.16371648,-0.042829216,-0.05261685,-0.0023953803,0.013926017,0.016873335,-0.05272091,0.05726077,-0.24255867,-0.10765517,0.24012396,-0.16395055,-0.045474123,0.109789595,0.033377785
38,-0.08448176,0.070442975,0.012765802,0.20353174,-0.17613213,0.09375085,0.010517474,0.15973285,0.0017805825,-0.052046023,0.29457936,0.017128658,-0.030919483,-0.033840023,0.057097837,0.08513927,0.22295885,0.17575024,0.011148082,-0.20978673,0.19398825,0.06331172,0.034859896,0.027069181,-0.15718687,0.03589616,0.06674736,-0.051499195,0.10951201
39,0.0058266856,0.08073646,0.02032668,-0.12213386,-0.19629033,-0.092601985,0.1062209,0.06509072,0.011085818,0.011191138,-0.008703437,0.05722388,-0.07371602,-0.07828309,-0.0850568,0.34410954,0.013581226,0.048461936,-0.045477934,0.045186356,0.0076489523,0.026924366,0.1993386,0.42909005,-0.0014829859,0.071114436,0.010810517,0.083784245,0.15802851
40,0.13521914,0.047606863,0.0052279355,-0.060546618,-0.01377965,-0.053698648,-0.04055286,-0.08666817,0.00019772798,0.0931461,-0.16357774,0.010759471,0.112680174,0.015350573,0.07488726,0.11690874,-0.1537821,-0.04857315,-0.20880482,0.05751884,-0.10809746,0.04372766,0.094454505,0.02839864,0.023223244,0.024507415,0.12364985,0.16056113,0.06157811
41,0.025175761,-0.06723646,0.046288833,-0.018449022,0.075538866,0.14998032,0.08407748,0.016221657,0.29073444,-0.06071192,-0.115573846,0.12324875,0.02565131,0.074621655,0.07839677,-0.062483314,-0.09963349,-0.02844711,0.011842075,0.121374175,-0.060116477,-0.040854756,-0.11291787,-0.16396542,0.041363224,-0.022566197,0.1571323,0.054591797,0.017668284
42,0.036544215,0.027799832,0.0013170411,0.12307556,0.019109406,0.050776742,-0.03433322,0.11695385,8.000899e-05,-0.04989391,0.011861221,-0.023088511,0.11883986,0.06195605,0.04804889,-0.093327895,0.2978898,0.12413404,0.10963589,-0.03308712,0.122863896,0.17468344,-0.05683648,0.039691336,0.21199109,-0.29327518,0.13782306,0.03368471,-0.024513206
43,-0.030043386,-0.01731578,0.11224921,0.21052077,-0.089162916,-0.12739334,0.19945484,-0.14317347,0.014041282,-0.08294362,0.28667647,0.10337482,-0.048404533,0.0069281687,-0.20266777,0.11981927,0.023439512,0.2372815,0.114875875,-0.036480162,0.062253803,0.10667049,0.046997037,0.13649195,-0.23108262,0.2688471,0.015129119,-0.024418904,0.049987115
44,0.25732297,0.03867437,0.03470652,-0.040717207,0.05474822,-0.13989782,-0.0864032,0.13072385,0.008980062,0.12817062,-0.15443595,0.009392439,0.16552301,0.08933234,0.012778129,0.036225773,-0.032389384,-0.021125983,-0.07879372,0.034897573,0.033194657,0.07065475,-0.014287299,0.17118567,0.19115716,0.067955725,-0.046936262,0.093418695,0.054991234
45,-0.029971581,-0.12832446,9.898202e-06,0.03548874,-0.05327726,0.035475522,0.045799963,-0.020601127,0.002731064,-0.062182568,-0.033290785,0.0013014646,0.19394672,0.17714842,-0.053895958,-0.04516883,-0.20155106,0.16203208,0.07664585,0.0048242286,-0.0028346637,-0.08397426,-0.007978586,-0.009104211,-0.15431246,0.28012532,0.1125676,0.11400336,-0.1683233
46,0.09934175,0.06116502,0.003733873,0.026767373,-0.042831022,0.076015696,-0.095728256,0.08794181,0.0126469135,-0.06420023,-0.13697991,-0.029055493,0.08395247,0.190293,0.1289672,0.073402196,-0.02378094,0.15278575,0.12317413,0.11646274,-0.031537514,0.12138851,-0.038848154,-0.01714361,0.1850091,-0.07365785,-0.016045853,0.115034565,-0.1867184
47,-0.09715398,-0.02636504,0.00019756488,0.07796961,-0.124267116,0.067132525,0.03635534,-0.054238994,0.0088819675,-0.10559622,0.10662231,0.020704532,0.0027185744,0.11721149,0.0030094236,0.06755638,-0.05852384,0.31808406,0.0054908064,0.12254788,0.091804005,0.08842379,0.015526264,-0.031526115,-0.18900895,0.07894397,-0.040346816,0.122037195,-0.13898422
48,0.17502338,0.061880283,0.003514633,0.07498735,-0.11870776,0.03503064,-0.031563897,0.029011205,0.014867822,0.027721079,-0.056149427,0.015044985,-0.0395108,0.011265864,0.04220371,0.10579946,0.050022654,0.1466495,-0.031780574,0.11314149,0.06764025,0.17369096,-0.025889307,0.031985063,0.0060588135,-0.042955697,-0.09511225,0.2545603,-0.017216114
49,-0.034290224,-0.024003707,0.01252163,0.06967329,-0.10886057,0.06133312,0.069612645,-0.009422191,0.060064424,0.0058212946,-0.012932276,0.027782299,0.12848876,0.15430687,0.04036222,0.014774472,-0.049778532,0.17025705,-0.06914761,0.04144016,0.14103636,0.049133696,-0.048310805,0.007415235,-0.088886194,0.12446152,0.13496213,0.079860084,-0.058389403
50,0.0230545,0.019052979,2.2335973e-06,0.071445346,-0.08735113,0.024562042,0.010688081,0.07306227,0.013567771,-0.08040947,-0.011347588,0.012749865,0.06271306,0.07436943,-0.03234716,0.109758586,-0.06370822,0.1457299,0.07606974,0.23729314,0.05001454,0.10824479,0.009948719,-0.039782632,-0.014535677,-0.0068228208,0.038439877,0.27660546,-0.10850448
51,0.10385038,-0.010656881,0.042253494,0.17675339,-0.07837582,0.032468636,0.029302087,0.010003151,0.0015376605,0.087059624,0.0051033106,0.011283262,0.02304684,0.10984199,0.003993498,0.06668647,0.0197482,0.18288003,-0.023451865,0.009744165,0.07630538,0.17160165,-0.041994177,-0.0502748,0.11052114,-0.04358832,-0.00954942,0.26885086,-0.054336786
52,0.03601675,-0.032604985,2.1374724e-05,0.066912755,-0.0963389,-0.021178436,0.0007178397,-0.03830835,0.041204255,-0.0067777215,0.055772837,0.006187526,0.07270843,0.09978947,-0.003302686,0.090811126,-0.047596328,0.17759548,0.030009145,0.047397245,0.19658011,0.07207421,-0.065133795,0.031661347,-0.20897476,0.2945614,-0.014525672,0.17381883,-0.035811458
53,0.008990728,-0.01575876,0.071932815,0.06291262,-0.06756171,0.028285999,-0.024056181,0.1303071,0.02085013,-0.027854957,-0.081325024,-0.011384488,0.056571692,0.09670002,-0.012541121,0.0071758367,0.009829193,0.22568849,0.008911658,0.19812311,0.045793265,0.11642871,-0.048212666,0.011291906,0.020971369,-0.03164445,-0.017176948,0.20790535,-0.15055795
54,0.05038444,-0.0041841073,0.005093436,0.14331052,-0.15237868,-0.015286798,0.031185377,-0.080302805,0.0075621395,-0.020544723,0.11223846,0.012463926,-0.0022950638,0.06776408,-0.023798114,0.06043067,0.054369546,0.25653496,0.032582134,-0.05533171,0.08972514,0.115589745,0.20937969,-0.07528666,-0.16563433,0.069602385,-0.018605195,0.10213378,-0.11047782
55,0.1922869,-0.0134907635,0.047378134,-0.1307629,-0.05639849,-0.040604953,0.029102761,0.04116007,0.0028543738,0.06706085,-0.237941,0.024722997,0.010344308,0.03768382,0.05184095,0.13904063,-0.14619699,0.0995956,-0.030980203,0.12570228,0.020568307,0.058010794,-0.0063261054,0.111099005,4.9550785e-05,0.036818553,-0.048850894,0.10091733,-0.026987158
56,0.013205014,-0.09585163,0.0002672811,0.07450498,-0.08581771,0.08328113,-0.07243084,-0.032275178,0.0065356623,-0.028831892,-0.094909415,-0.034118637,0.054268777,0.12597477,0.06884863,-0.026689453,-0.13155305,0.077255584,-0.05516565,0.044669826,0.035651904,-0.042679343,-0.0014062297,-0.091288984,-0.041869707,0.024220238,0.2304316,0.14366584,-0.09724092
57,-0.06212678,0.039763693,0.0012632596,0.027850319,-0.056659393,0.14088932,-0.014046746,0.03320469,0.22664829,-0.054513033,-0.06297344,-0.026329674,-0.05120445,0.068575986,0.045984365,0.05985195,0.0911347,0.17691782,0.040916197,0.103043295,0.080975845,0.10587093,-0.035329748,0.002433814,-0.03350162,0.11533289,-0.036280256,0.10036425,-0.07804476
58,0.0019560475,0.034033153,0.010313846,0.1514005,-0.12027379,0.0589146,0.06302753,0.031107102,0.02214282,0.0033876577,0.13024776,0.09604237,-0.008712711,0.06557967,-0.016146353,0.08525939,0.091067836,0.14571148,0.22395125,0.020437358,0.04044358,0.28824282,0.0023874198,-0.048592895,-0.07664209,-0.08146373,0.10392985,0.08505464,-0.11971134
59,0.07829496,0.008157922,0.023177814,0.03119126,-0.008404076,-0.049550492,0.035046708,-0.075626865,0.006177605,0.08632934,-0.036005527,0.03362586,-0.022465969,0.025813542,-0.04053788,0.1528851,-0.052884467,0.080140114,0.0043338165,0.1275596,0.021682968,0.16514306,0.035955597,0.098918974,-0.014088811,0.09421181,-0.032257132,0.12757683,0.026348786
60,0.053829774,-0.01424532,0.11660403,0.09065522,0.0351665,0.023509081,-0.03240305,-0.011391836,0.00038622582,0.11523819,-0.044430494,-0.013220921,0.11986714,0.08814318,0.05423339,-0.112255864,-0.044862583,-0.008831237,-0.030630577,0.064957,0.07813497,0.03616686,-0.09017564,-0.09334361,-0.085588954,0.10159379,0.050732013,0.14412095,-0.050047997
61,0.017481418,-0.024448808,7.3047295e-07,0.08174628,0.029016359,0.027206784,0.034283217,0.030345604,0.012075604,0.021870926,-0.0016549681,0.015862763,0.0684842,0.09767307,-0.014146272,0.0024387809,-0.06597237,0.098593056,0.1170712,0.08211744,0.046318237,0.042880796,-0.08196985,-0.08213189,0.018435918,0.0016527546,-0.028690036,0.09496589,-0.088915594
62,0.09535057,0.08462326,0.011160975,0.09464927,-0.042885005,0.020965206,-0.050125856,0.060233943,0.11565959,-0.0019358564,0.042263865,0.05627499,0.04028277,0.07094477,0.08889106,-0.0064078,0.012585044,0.09999282,0.092755675,0.03956982,0.1836676,0.11110125,-0.045935035,-0.020226624,-0.048182406,0.051202312,-0.035021737,0.08980463,-0.04875432
63,-0.06392707,0.027875897,0.00595663,0.15046406,-0.12132947,0.03943807,0.041209623,0.058546416,0.059274025,0.08742755,-0.04721866,0.0031949584,0.026545899,0.05636329,-0.021997325,0.06470427,-0.015832461,0.17172882,0.12675673,0.16399123,0.094564065,0.107552156,0.02971803,0.12796009,-0.049902588,-0.041065015,0.0023216298,0.12149533,-0.057908196
64,0.03470353,0.03285164,2.3721917e-05,0.07193887,-0.094429255,0.054220356,-0.028313622,-0.1594478,0.033058967,-0.002273154,0.093297414,-6.289757e-05,-0.030163847,-0.0033458914,-0.0041772653,0.101963356,-0.036571324,0.0041724104,-0.016938308,0.11144269,0.11337303,0.19898142,0.032247756,-0.13626823,-0.16652791,-0.048927493,0.1976835,0.165815,0.017931098
65,-0.010012686,-0.017333813,0.04120852,0.054908838,0.08158072,0.024691502,0.014310887,0.06446839,2.19968e-06,0.035560485,-0.10264462,-0.002359311,-0.078920186,-0.03160569,0.033687606,-0.03524638,-0.03774539,-0.04203064,-0.05899843,0.16255718,0.040363546,0.09671225,-0.094892874,-0.04869661,0.11418896,-0.0362525,0.022954727,0.17236719,0.09967035
66,0.06106287,0.005149568,0.0036443025,0.12914926,0.0031905845,0.021659056,0.006052818,0.044247992,0.004829067,0.0628673,0.16016607,-0.0035637743,0.07271912,0.0341257,0.0772447,-0.10899278,0.14734282,0.15833068,-0.020849138,-0.13538411,0.2593493,0.11779844,-0.094736986,0.058989048,-0.116518855,0.0707847,0.1239468,-0.0025374722,0.05168699
67,0.036963515,-0.028088965,0.0002864576,-0.00781453,-0.122143574,0.0135682635,0.07076647,0.027633905,0.0061831903,-0.02434482,0.046233773,0.037029047,0.014736533,0.009164526,0.004891269,0.12583408,-0.08501913,0.12224934,0.10526096,0.033369355,0.10170704,-0.03824888,0.022984138,0.22548631,-0.11391573,0.17003162,-0.059528187,0.058182213,0.003946905
68,0.053569794,-0.014539756,0.037608046,0.046048928,-0.027007848,0.06370737,-0.07361124,0.028762884,0.0058885925,0.016182132,-0.124384105,0.010917846,0.07147209,0.047553044,0.104883656,0.03448697,-0.06909752,0.012313972,-0.047717914,0.07524406,0.1453209,0.07747698,0.049821295,0.0039252695,0.066659,-0.0890947,0.006346711,0.1863614,-0.042711936
69,-0.030099608,-0.02676992,3.2691815e-11,0.03301185,-0.026903592,0.115803376,0.01490688,-0.04780726,0.0011591028,-0.040457033,-0.008402277,0.031463426,-0.044684358,0.029556498,0.04455699,-0.012738267,-0.10586327,0.10748566,0.019995302,0.01625395,0.17088713,0.08102179,-0.06438631,-0.02225543,-0.10935268,-0.041518312,0.025762381,0.13415022,-0.018456135
70,-0.0097371545,0.015867082,0.009575083,0.042753406,0.043501522,0.06612555,0.10011634,0.019194402,0.01350708,0.0075151753,-0.046169896,0.07902088,-0.06497462,0.02918319,0.129404,0.057766616,0.08940503,0.04841616,-0.012560997,0.007618322,0.18826203,0.10188322,-0.046484116,0.013155315,0.043033056,-0.09721393,-0.0064809974,0.120318525,0.13558435
71,-0.0020025438,0.0052404846,5.0457573e-05,0.031053197,-0.092759006,-0.03977431,-0.005127613,0.097056925,0.045097347,-0.030429177,0.07952329,0.028960511,-0.05468322,-0.010751152,0.008008022,0.031539593,0.012889441,0.053494968,-0.057574682,0.030724747,0.18944266,0.07101319,-0.06485256,0.040344033,-0.09816864,0.04662987,0.009384012,0.15113986,0.10071017
