,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x42(t),x43(t),x44(t),x45(t),x46(t),x47(t),x48(t),x49(t)
10,0.082348496,0.029609334,0.022564562,0.061079208,0.021507073,0.059427325,-0.023280287,0.011018544,-0.041160673,0.018318,-0.01471156,0.03606669,0.0071180705,0.042764004,0.04888604,0.020089505,-0.05614026,0.019111589,0.031370405,-0.0047932677,-0.008179099,0.014968997,0.043892868,-0.0031867586,0.1710848,0.14466009,0.038506728,0.016532822,0.052870087,0.13138618,-0.05184721,-0.06358511,0.056984387,0.18506047,0.5008107,0.03503687,0.007968081,0.05163165,-0.052434508,0.053985097,0.042051524,0.11404326,0.013320024,0.097247764,0.13818258,0.14171043,0.06009292,0.013158238,-0.032248475,0.12758937
11,-0.04656518,0.032607302,0.057049103,0.023724409,0.027190704,-0.037860602,-0.029780492,0.036216296,0.022633143,0.01593565,0.056661226,0.035656925,0.012308635,-0.033815645,-0.045272186,-0.062297214,-0.07139019,0.07473719,0.089260034,0.015851822,0.02854713,0.110123806,0.12965223,-0.10686683,0.355995,0.021610262,0.054566216,0.0031427043,0.09068433,-0.009234827,0.02384653,-0.03350299,-0.07773386,0.05863891,0.19554031,0.0968115,0.0056117405,0.090250395,-0.0038452046,-0.024117716,-0.0052111736,0.019141022,0.03143534,0.10180052,-0.046582017,0.07434894,-0.0021845698,0.011794963,0.06603888,0.26926574
12,0.058977183,0.041967846,0.009607692,0.03513915,-0.012492256,0.022224976,-0.08860092,0.010477297,0.018807262,0.03936735,-0.034395613,0.00011131902,0.020016208,0.05357534,0.01932044,0.049315482,-0.043497942,-0.010026919,-0.029583849,0.024042763,-0.015457693,-0.026486076,0.065096796,0.1272403,0.2582828,0.037257105,0.043969713,-0.0047092084,-0.002679158,0.030394202,-0.041394975,-0.0052305795,-0.01993088,0.1761188,0.13782316,0.06014135,-0.008472167,0.037011754,0.0657454,-0.047474936,0.049074754,0.08233148,-0.014531649,0.08890093,0.078753516,0.10857273,-0.022931948,0.11586286,-0.027352236,0.11372977
13,-0.009255037,0.035335097,0.06967457,0.16956605,0.12391628,-0.00092274835,0.04132146,0.09546058,-0.018469539,0.0067079444,0.11661802,0.01891683,-0.023773506,0.00987508,0.028185718,-0.03819455,-0.030870419,0.059499793,0.09495713,0.030335471,0.04507514,-0.004002802,0.009875552,-0.033331633,0.14488447,0.029691098,0.0036442922,0.032890044,0.015070185,0.04033034,0.02234932,-0.0049013216,-0.0034725023,0.056406558,0.10669531,0.023427282,0.028871825,0.040406812,0.014490124,0.05520752,0.016362825,0.05638865,0.020804353,0.06443263,0.046360336,-0.04377975,-0.04038887,-0.00714192,0.027258419,0.079613164
14,0.011743619,0.06437016,0.03472371,0.070418395,-0.022649365,0.014549095,0.009252477,-0.026938664,0.07527253,0.035516094,0.080294244,0.0026194588,0.04848271,0.026848081,0.12264288,0.12504835,-0.026891854,-0.010569885,0.05157081,0.032320477,-0.006320868,-0.011231497,0.045018733,0.022498356,0.060021862,0.009681933,0.17609963,0.07073287,0.05758778,0.033586346,-0.0028116032,0.016350536,-0.03254224,0.13417494,0.049176928,0.018847443,0.022069626,0.083368786,0.010919409,-0.003242271,0.021417446,-0.054159746,0.03687604,-0.020339971,-0.01594946,0.07419659,-0.011307107,0.02048868,0.03705044,0.10063884
15,0.030498777,0.09337864,-0.005255012,0.045645364,-0.007948369,0.004677536,-0.034869824,-0.022195926,0.08140107,0.08028375,0.09945765,0.013488962,-0.014955802,0.032796435,0.06200614,0.056855615,-0.0027859434,0.060273867,0.08790846,0.05242705,-0.009226295,-0.011207528,-0.018511835,-0.02251464,0.08758658,0.03160803,0.018554278,0.09440108,-0.0034169815,0.045395825,-0.10099442,-0.03471312,0.027106494,0.13944887,0.06698173,0.13279867,0.025479209,0.022599064,-0.0043242984,-0.065599084,0.058892794,0.04901544,-0.03883982,0.09929874,-0.02947357,0.057538997,-0.020785134,0.018902468,0.0056560193,0.04262915
16,0.012283715,0.03479741,0.025907807,0.035642125,-0.002766484,0.0016625552,-0.042083666,0.0010382901,-0.026808953,-0.0023275935,0.09803319,0.007854067,0.07422142,0.06982206,0.04204126,0.021312542,-0.032340422,0.058513064,0.073297255,0.05242917,0.016949462,0.066977166,0.039438147,-0.00407457,0.041450858,0.0018914363,0.03365926,0.047552064,0.038768433,0.060138807,-0.012104012,-0.030320669,0.01205094,0.11186437,0.050205704,-0.039425958,0.058804944,0.13383764,0.043946844,-0.027495474,0.0072611338,0.07758507,-0.06422002,0.13907105,-0.039916486,0.057291545,-0.023330368,0.026959648,-0.026753949,0.09167852
17,0.044869967,0.07706957,0.08740249,0.02714669,-0.014611814,0.04589877,-0.0671667,0.020744104,-0.001224184,0.0130851455,0.003201128,0.035190936,-0.015102539,-0.06261384,0.036786854,0.019979145,-0.08696163,0.056515392,0.0041413065,0.025719767,0.019026486,0.029617108,0.068582766,-0.017187761,0.14657304,0.09196693,0.09941694,-0.014996864,-0.059873387,0.26530507,-0.0030647474,-0.016065933,0.13362393,0.15422902,0.16877994,0.08874013,0.0024311647,0.07999489,-0.020249246,-0.044572573,0.06942554,0.06707419,0.028880497,0.08703103,-0.029127851,0.056385532,-0.016469905,0.0019769017,0.016194602,0.031399727
18,0.11545251,0.049875498,0.06493897,0.051832493,0.009532875,-0.014309548,-0.041772038,0.00073876046,0.010935113,0.07386461,0.028569039,0.014164474,-0.09706485,0.062225938,0.025618581,0.03444549,-0.064280406,0.004878738,0.022921521,-0.03439254,0.06793876,-0.039721265,0.025122512,-0.15508175,0.18807684,0.017876508,0.043153264,-0.0034878142,-0.031665966,-0.061387412,-0.055815294,-0.03049516,-0.040329862,0.06576492,0.08939372,-0.07376637,0.011309236,0.045532383,0.006220012,-0.0018503292,0.023089204,0.042983536,-0.020143565,-0.003034762,-0.09335343,-0.004703929,-0.050551765,-0.0048509887,0.045447882,0.09993911
19,0.1318216,0.05997697,0.04273129,0.043034382,-0.032336373,0.01454575,-0.13433024,-0.0559587,0.043529477,0.064438924,0.09823626,4.490253e-05,-0.0078214565,0.11330248,0.08410178,0.046732537,-0.08580507,0.028226478,0.028402064,0.0012015935,0.025574148,-0.012865702,0.067934796,-0.0016740132,0.04217106,-0.032262348,0.036917873,0.06911272,0.018259628,0.06661697,-0.03771348,-0.043669924,0.060601108,0.08552011,0.099198245,0.04298038,0.038356528,0.102179915,0.03802135,-0.048807185,0.24315691,0.005209319,0.06979765,-0.061899878,0.028752472,0.10785205,-0.04338056,-0.028983302,-0.007197408,0.09828219
20,0.007594662,0.019101156,0.020023208,0.081717804,0.005643542,0.015763346,-0.05294203,0.012238356,-0.024232429,0.080657415,0.046535186,0.0179825,0.042356156,0.023645043,0.052738328,-0.014373855,0.07391259,0.06300819,-0.014115919,0.047976337,0.0027851742,-5.8062375e-05,0.026906349,-0.09900416,0.122923024,-0.0019517016,0.07186671,-0.0042180396,0.05120465,0.03320454,-0.013429905,-0.08732698,-0.028127907,0.18469095,0.05560703,0.040330335,0.12837817,0.037230164,0.13886626,-0.042234957,0.030758565,0.096321255,0.09114894,0.10439937,-0.055410646,0.13250643,-0.1601191,-0.03043664,-0.014097713,0.07032177
21,0.16737156,0.043358944,0.048264682,0.01927534,-0.070012055,0.032227296,-0.101416595,-0.027602272,0.014318069,0.010503761,0.042028412,0.016700635,-0.02276491,-0.009276429,0.15712897,0.033821885,-0.121383585,0.016952466,0.074907064,0.020157544,0.102258876,-0.008922274,0.086598694,0.010592215,0.022786362,0.03248763,0.05771554,-0.0070739426,0.037494615,-0.034910843,-0.0053844117,0.020759506,-0.021748511,0.018719755,0.052439034,0.12882699,0.078556806,0.12969758,0.003291553,-0.040775433,0.046073873,-0.022055073,-0.06903319,0.12933503,0.025603749,0.08854235,0.23380148,0.06609243,0.013730552,0.012800745
22,0.03527059,0.042606175,0.01136195,0.015370123,-0.041436426,0.022361465,-0.049922734,0.045622174,0.029697787,0.029527288,0.06779716,0.011601395,-0.0115044685,0.034360774,-0.0665116,-0.011058876,0.11275764,0.0055744536,0.06704597,0.104764745,0.0002246236,-0.012520409,-0.0003616959,-0.06622946,0.07488686,-0.002637919,0.03334055,0.036125254,-0.11205169,0.031371426,0.010362256,-0.06643065,0.0060356027,0.15540971,0.20980804,-0.0067370054,0.100062445,0.04183097,0.039839167,-0.055986423,0.042509947,0.03047709,-0.01290505,0.053083733,0.009812575,0.00018558837,0.013159394,-0.030318657,0.09320357,0.04684034
23,0.000920869,0.016729182,0.044546988,0.11830988,-0.030778052,0.01011148,-0.06777625,-0.0694605,-0.0011013912,0.0059657223,0.067882344,0.00021226608,-0.019769508,0.08961164,0.06576927,0.029671015,-0.026883021,0.01490278,0.08284298,0.033418335,0.0017915573,0.00783507,0.06208519,-0.018817939,0.136266,0.0097330725,0.04287794,0.05572157,0.006271107,-0.034498233,0.034691244,0.00013347605,0.046994988,0.049271677,-0.02848166,-0.009830549,0.053978875,0.11055255,0.024575312,0.037111457,0.05345347,0.08353609,-0.05546134,-0.06056762,0.030820843,0.06738859,0.035219774,0.026212513,0.007228438,0.16438723
24,0.023859166,0.022251133,0.04251721,-0.025814319,-0.035085153,0.045730494,-0.025171973,0.09461868,0.07783068,0.041731283,0.074130595,0.05855651,0.02099343,0.014111401,0.120722614,-0.013014804,0.032889098,-0.0087460615,0.03502589,0.011200783,0.008808413,-0.020263925,-0.005236062,0.068325624,0.03346482,-0.008435206,0.025728952,0.044099487,0.026851475,0.05553378,0.021474756,-0.025498828,0.027139302,0.102123946,0.0060020173,-0.016797602,0.116034515,-0.008699113,0.06808413,-0.034229267,0.037059393,0.10166465,0.02047144,0.06732707,-0.035586998,0.06570047,-0.04016537,-0.023718214,0.026789816,-0.016143337
25,0.04188803,0.012975205,0.077349365,0.06853585,0.064548135,-0.0025602635,0.03813663,-0.017409364,-0.007836264,0.03240042,0.04101669,0.00998569,0.00044088857,0.084221914,0.037929054,0.018225098,-0.057857364,0.12926584,0.08078204,0.008380649,0.1091739,0.013013279,0.15160015,-0.03896702,-0.032098155,0.13201906,0.07468976,0.0041985363,0.018682798,-0.0053231255,-0.025207253,0.041546162,-0.039111454,0.07879723,0.13311301,-0.043652825,0.13024691,0.029831592,-0.017614285,0.010457991,0.013330017,0.0024540778,0.014640643,0.05735958,0.08543521,0.01791716,0.057481118,0.059893772,0.00921914,0.051504925
26,0.025076095,0.04799798,0.0012798903,0.004445387,-0.053370096,0.035309065,-0.009774834,-0.013193805,0.058129597,0.08980249,0.07403612,0.0018874436,-0.046013035,0.009553385,0.04116526,-0.042272117,-0.03963899,0.1344082,0.111081176,0.05022602,0.01501444,-0.019459339,0.038554408,-0.01670662,0.15778212,0.029073201,-0.005035132,0.00039721245,-0.03360504,-0.024090327,0.037065253,-0.019181008,0.0021559,0.12019547,0.09972708,0.24130061,0.109114006,0.08892081,0.041286748,-0.090432346,0.20270443,0.008738354,0.0335506,0.06921077,-0.055800904,0.038002606,-0.03275636,0.007678747,0.13957183,0.12577297
27,0.043284994,-0.00037818286,0.012957987,0.026304794,-0.05328304,0.046667866,0.032024086,-0.086175844,0.03234873,0.01818655,0.058267266,0.0028416312,0.0071758367,0.19299608,0.12765577,0.03509168,0.119563,0.033803605,0.051525008,0.022353603,-0.015150512,-0.00062031916,0.0053113,0.0620168,0.12919623,0.011279551,0.019616293,0.086765125,-0.02405956,0.02756368,-0.06697081,-0.015935928,0.06142035,0.12527306,0.13726436,-0.043246854,0.17908859,-0.02731338,0.10081067,0.041456074,0.08914225,0.025815682,-0.09939319,-0.008432048,0.00025125407,0.07916745,-0.12040671,-0.0137887765,-0.026295006,0.12214857
28,0.05134014,0.043022178,0.013943888,-0.024056064,-0.0013262555,0.022067126,0.042704888,-0.011845949,0.04881444,0.009157503,0.16363887,0.08641359,0.045731626,0.0003016147,0.061011784,0.0033697495,-0.011506487,0.03946516,0.13830444,0.015577577,0.022748228,-0.00052715745,0.047519386,-0.028800357,0.0005050255,0.0055542565,0.055287436,0.02188799,0.042056456,-0.04303734,0.073991016,0.021893157,0.02198638,0.028346535,-0.065412715,0.05698917,0.1662069,0.05945006,0.04210227,-0.023844715,-0.0027701224,0.013868122,-0.043036535,0.04772592,-0.07309083,0.0879173,0.06585653,0.0186516,0.06696728,0.11465858
29,0.15248828,0.07707125,0.026616087,0.016790932,-0.08723024,-0.0062661488,-0.04607043,-0.06706558,0.05651461,0.03432165,0.083297625,0.0007831851,0.032540906,0.035026103,0.0029534255,0.03665998,-0.01706178,0.014184117,0.104382366,0.07344084,0.001532862,0.046091795,0.03705959,0.035902537,-0.047504887,0.09269014,0.037408274,0.054070365,-0.04333529,-0.005279583,-0.046211265,-0.02774085,-0.0052753156,0.17876804,0.03570906,0.04464414,0.05500813,0.043676514,0.0043217205,-0.08042417,0.01472052,-0.013843361,-0.031973343,0.091961786,-0.014482835,0.023852315,-0.0035883207,-0.011063624,0.04883099,-0.03244127
30,0.022137381,0.03760746,-0.00045342324,0.049036507,0.0057970053,0.0521396,-0.01994043,-0.009947042,-0.041676592,0.022270873,0.086712815,0.0024808478,-0.011216212,0.03682109,0.041681655,0.007318802,-0.057556868,0.023234528,-0.039376438,0.0449897,-0.011464509,0.07301445,0.039413083,-0.06372262,0.08493697,0.05059795,0.03301703,0.0479048,0.082893655,0.023101382,-0.039470386,-0.0763871,0.06375393,0.14119977,0.050723933,0.0038192822,0.05748268,0.094797954,-0.0063893525,0.0032752184,0.062312175,0.12849692,-0.023138484,0.12953232,-0.0017980647,0.06050213,0.14406537,0.013121652,-0.008071244,0.047620248
31,0.09537297,0.023670303,0.0656276,0.015379543,-0.00592326,-0.023079729,-0.02221556,0.054283865,0.01625257,0.093787946,0.26000863,0.00013963203,0.12087549,0.002776591,-0.02462202,0.0039368602,-0.049304374,0.02229583,0.009750247,0.038429834,0.017067332,0.0024793465,0.07523349,-0.017406344,0.06489186,0.0049808575,0.02860437,0.14379485,-0.039461173,0.019872278,0.03359028,-0.066274926,-0.03218001,0.044468965,0.1267836,0.02232603,0.04691536,0.10847116,0.021295745,-0.055701267,0.055456195,0.056332733,0.018915301,0.09916055,0.0140243545,0.11856726,-0.027934682,0.016953573,0.14091045,0.028672302
32,0.026295783,0.060251325,0.06029927,0.08430391,0.0017217633,0.014506445,-0.064350545,-0.06865967,-0.01726139,0.047878258,-0.033833683,0.00423051,-0.048213318,0.018149853,0.062444694,-0.0020422554,-0.010571152,0.006959431,0.006597882,0.012187321,-0.03318586,-0.023779491,0.027564954,-0.054012176,0.19797644,0.063048325,0.09926532,0.03728557,-0.0029920451,0.07890692,-0.01608508,-0.09306362,0.002977434,0.119662344,0.11043814,0.10952668,0.13508987,0.027295012,-0.021523409,0.010402739,0.054632146,0.11566238,0.0078117335,0.100083046,0.055186324,0.049453303,-0.048602886,0.03700065,-0.036319535,0.13937873
33,0.07662743,0.05523888,0.09043807,-0.0037599008,-0.031541683,0.062373262,-0.05253198,-0.0053807436,0.032640282,0.03155363,0.101028666,0.0073917885,-0.011581279,0.057277326,0.11053876,-0.008566767,0.062241994,0.050965235,0.13184577,0.03659963,0.05378205,0.0012678169,0.024924362,-0.041693114,0.08707348,-0.021797214,0.08335495,-0.0012127999,0.016031547,0.05116409,-0.024150878,-0.039583467,-0.032556392,0.06320696,0.08814218,0.035762683,0.091035664,0.05455014,0.023205046,0.003669504,0.0438771,0.09060739,-0.065073214,0.0035663615,0.02020262,0.07162892,-0.032600097,-0.018461008,0.11241152,0.10080324
34,0.069958284,0.09147978,0.048737176,0.02946651,0.09039229,0.007078897,-0.03201793,-0.07849057,0.030262494,0.048272114,0.047627486,0.0060227453,-0.043420292,0.07942145,0.2072714,0.06326722,0.0415523,0.014312698,0.036753755,-0.008427488,-0.01622421,-0.041141618,0.0017192643,-0.059899554,0.078795,0.06276597,0.057492066,0.08368071,0.046734482,-0.023139,-0.09698878,-0.027327674,-0.026586276,0.1396447,0.03555972,0.06988033,0.041446503,0.14081912,0.0048892708,-0.008683812,0.06531312,0.020652538,-0.06873768,0.24330975,0.100429386,0.07675801,0.0138285495,-0.008800044,0.03474133,0.16781597
35,-0.024574358,0.11369483,0.07217438,0.007334554,-0.015460702,-0.01095118,-0.11895633,-0.03387165,0.022279326,0.029936973,0.18089077,0.00036554626,0.09174083,0.16060585,0.026805345,-0.037301213,-0.08166896,0.04849815,0.18992037,0.04103789,0.008387708,0.098998785,0.13046908,-0.01581931,-0.022768589,0.049120076,0.008049661,0.09994681,0.015328363,0.041570853,-0.038126983,0.032088038,0.04522232,0.12263675,0.24901955,-0.013381565,0.066423625,0.14452222,0.009499765,-0.084583744,0.03827274,-0.0010766387,-0.0687674,0.06377365,0.21751198,0.12053317,-0.0033542532,-0.046190657,0.023067001,0.08670916
36,-0.06302881,0.0075809057,-0.00040430477,0.043904763,-0.050578684,0.01479824,-0.09509467,0.05537659,-0.012123506,0.22098307,-0.016781641,0.002616455,-0.015798435,0.05478254,0.053958695,0.18100034,-0.005767598,0.020253832,-0.11056089,-0.012132517,-0.0050384533,-0.032459565,0.13231745,0.036111966,0.2579863,0.04742207,-0.0022436166,0.010502331,0.020379025,0.0072120884,-0.015484145,-0.05135515,-0.017459208,0.26328522,0.17682964,-0.019610247,-0.01444417,0.07357355,-0.010503097,-0.03174324,0.050866384,0.15478502,0.06021495,0.22297269,0.04007502,0.19232859,-0.039564222,0.029182987,0.05080451,0.13626246
37,0.0607679,0.0090480745,0.08798349,0.035882834,0.06446013,0.1350385,-0.018886603,0.0046508703,-0.040587116,0.015758097,0.11900526,0.061320588,0.042437185,0.047720224,0.045254767,-0.019433925,-0.15145688,0.03606045,0.18710117,0.012020495,0.043594874,0.0011273292,0.14086062,0.049421865,0.17665526,-0.0037260538,0.03984721,0.11409671,-0.0011918228,-0.041068777,-0.0029866025,-0.02500796,0.0002892241,0.017895114,0.17828198,-0.0021921583,0.08873825,0.12589443,0.0039047129,-0.07063119,0.029481385,0.057928894,0.029469874,0.20170376,-0.08383023,0.09316602,0.035804093,-0.032369893,-0.008383481,0.10712373
38,0.2264912,0.023709595,0.02917679,0.017025866,-0.0018282849,-0.079047725,0.058513105,0.026782192,-0.02301555,0.04641804,0.102164224,0.08999299,-0.015363241,-0.0039994568,0.021195065,0.043257684,-0.07308715,0.056432407,0.0054936805,0.011785697,0.011073381,0.014626414,0.07158752,0.012697181,0.21586148,0.11263199,0.035457715,-0.07222728,-0.03136672,0.08517289,-0.015171831,-0.0797636,0.029701395,0.23238064,0.32205993,0.09037141,0.018944545,0.047880836,-0.022693153,0.07270408,0.009860029,0.09454003,0.100521296,0.078501016,0.02830176,0.09748341,-0.07151134,-0.01654239,0.062218852,0.10231377
39,0.039760537,0.027772494,0.13635631,0.068987854,0.053628907,0.12835735,-0.040209707,-0.0123507315,0.01802494,0.06662796,0.26950517,0.00755713,-0.06175901,0.06278255,-0.025979577,-0.009667624,-0.0759365,0.012899407,0.022607498,0.0017401408,-0.010849215,0.05283142,0.066439494,-0.13752106,0.23518114,0.043569956,0.045150522,0.17004265,0.066485375,-0.050163813,-0.04474773,-0.081018426,-0.022830775,0.039206672,0.101428285,0.12460703,0.032580808,0.09596346,-0.014910498,0.012664493,0.05910219,-0.0038457029,0.058566194,0.050531246,0.0060421675,0.04612305,0.031555906,-0.003912705,0.006981062,0.17850022
40,0.0662643,0.023017347,-0.0014788497,0.034720268,-0.03785003,-0.09057669,-0.1397346,0.0024902038,0.03487484,0.14020574,0.07504557,3.4710585e-05,0.076102294,0.081027225,0.041115314,-0.0011188973,0.025213806,0.02479763,-0.062206876,0.063109115,-0.00069264753,0.076152004,0.015410502,0.0068950993,0.1667713,0.024936542,0.06411903,0.010371449,-0.04459147,0.10201632,0.010679662,-0.044214856,0.0121965315,0.14235868,0.20392914,0.001209647,0.14614731,0.048833832,0.039078854,-0.08361397,-0.004903309,0.18664806,0.0130742155,0.026736662,0.006907222,0.17339039,-0.060731277,0.11887169,0.078991055,0.1430602
