,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37
10,0.0045913183,0.040591624,0.014763805,0.2335788,-0.02326414,0.017131215,0.044249255,0.051570203,0.10515201,0.028657071,0.03390342,-0.05079387,0.06473186,-0.06697752,0.19819148,-0.07040758,-0.009253228,-0.061277103,0.058765788,0.029396372,0.043979287,-0.095854096,0.073063746,-0.035358183,0.03469167,-0.07296901,-0.010068732,-0.031769354,-0.058360517,0.03496442,0.2435433,-0.02875675,-0.00736723,0.115664676,0.13266382,0.06400212,0.014600333,-0.017361356,0.0019146474,0.0015127447,0.014763805,0.089133926,0.018267877,0.003932702,0.00014253745,0.049836304,0.110558376,0.0006558774,0.0003559375,0.011390455,0.02824799,2.4923374e-06,0.026336757,0.0023786488,0.002612201,0.0020811663,0.032486025,0.023314865,0.0010423646,0.010127155,0.040634703,0.019241044,0.02995158,0.03133758,0.006594985,0.012118516,0.049911372,0.0014801043,0.25812122,0.0014217544,0.0011253732,0.090224646,0.13583428,0.007133604,0.015288975,0.0120989345
11,0.02161072,0.110062614,0.104619905,0.016276905,-0.037246343,0.10730027,0.07780037,-0.050448254,0.108299434,0.003989357,-0.014537713,0.019703986,-0.059727002,0.093212076,0.036262743,0.02316016,-0.004665438,0.02605125,0.016179433,-0.11716309,0.06031006,-0.101082414,-0.01225756,-0.16256185,0.028337423,-0.031275634,0.02660869,-0.0030833352,-0.009443894,0.12422068,0.10424708,0.02534363,0.089662924,0.08158834,0.031162875,0.017204955,0.013686888,0.092917755,0.014228818,0.038696337,0.104619905,0.030323358,0.05583189,0.012161908,0.0038664746,0.01944168,0.0085174255,0.007396649,0.0001604735,0.016043512,0.004728991,0.079671554,0.0017166825,0.026787858,0.0019003536,0.0078518465,0.006756723,0.004608553,0.039741788,0.0044482015,0.003755004,0.047513973,0.06773375,0.007142756,0.044726543,0.01748923,0.0028130417,0.004076158,0.101042576,0.018549122,0.11448236,0.0017177921,0.0014352669,0.040716577,0.09373698,0.07624482
12,0.071397215,0.037395723,0.0011175955,0.10064509,-0.030115759,0.080804974,-0.028248055,0.024291994,0.02568857,0.040746093,0.06233862,-0.03318929,-0.034723356,-0.000961829,0.012467984,-0.08535198,-0.031633694,-0.013695113,0.055012964,-0.048747968,0.043190267,-0.024014533,-0.064107314,-0.16874893,0.017659582,-0.07120597,-0.016653044,0.089655034,0.05107473,0.09740532,0.03464999,0.0067249965,0.034817256,0.043159034,0.046228074,0.08340168,-0.029716026,0.085766956,0.019087259,0.035118632,0.0011175955,9.1416965e-05,0.00013828179,0.008216616,0.023571977,0.001504985,0.0037200607,0.0007390733,0.003757074,0.030935025,0.015419482,0.024378674,0.0072351317,0.00011259657,0.009379449,0.0007496466,0.011914836,0.0033755696,3.405234e-05,0.008021648,0.031380814,0.00813581,0.054387107,0.005298182,0.00024245628,1.0199802e-05,0.08350541,0.08525964,0.033803884,0.011356843,7.096714e-05,0.0003399973,0.010503169,0.0008187706,0.008845908,0.008349539
13,0.061424214,0.04465983,0.0026474183,0.07698424,0.014245801,0.10178584,0.16625816,0.015785336,0.060961187,0.050207913,0.035625,0.03673792,-0.07686491,0.022682268,-0.087224096,-0.062408,0.047218133,0.055366315,0.04603681,-0.013757754,0.047040183,-0.04456994,-0.039136164,-0.077327654,0.12265442,-0.063668616,0.018605903,0.068821386,-0.05254721,0.006725673,-0.054193374,-0.038762454,0.021520324,0.013229238,0.066578016,0.07116078,0.04989156,-0.0025645746,0.060865417,0.013219272,0.0026474183,0.0071598236,0.0019702984,0.071054146,0.12720649,0.010779164,0.06523132,0.045207422,0.011251015,0.010467894,0.0049327197,0.02411927,0.0071236514,0.00042577114,0.0016042159,0.12070735,0.005718459,0.0035672416,0.0065138317,0.023398936,0.0029264959,0.013354892,0.11990095,0.009164673,0.0010270217,0.016985955,0.0132225985,0.001865283,0.023860391,0.001500612,0.017876854,0.0064076814,0.05907231,0.0046231113,0.014698254,0.0005131261
14,0.019695394,0.028133946,0.00064301566,0.26650146,0.051154092,0.15093164,0.04564767,0.032364354,-0.0469492,0.055665802,0.01717828,-0.0511847,-0.007913258,-0.028776858,0.12885992,-0.049325757,0.037846036,-0.006422296,0.041541595,0.03372242,0.06355959,-0.089941345,0.018968089,-0.03838385,0.011700429,-0.0328193,0.10264133,0.11442307,-0.053596728,0.009857399,-0.012945481,-0.019133937,0.022786422,-0.015086846,0.024231173,0.066960655,-0.011986366,-0.026539436,0.018371684,0.0041478896,0.00064301566,0.21006754,0.015703207,0.11361444,0.00019027104,0.0014590654,0.0036675765,0.013776754,0.010299403,0.02405171,0.010462731,0.009662981,0.058135867,0.01981538,0.0009401974,0.022124883,0.0008278847,0.006625731,0.016464623,0.001884556,0.03965084,0.0015380983,0.006982941,0.03057375,0.06585549,0.10239207,0.0018701202,0.00048096807,0.004314145,0.0134274615,0.023444943,0.012159491,0.011569087,0.0030356452,0.0064649377,0.001513912
15,0.023883447,-0.037804887,3.4615893e-11,0.07077643,-0.042829067,0.037181485,0.09242796,0.099841535,-0.03301836,0.009851073,-0.016355094,0.0024569537,0.004859738,-0.06858197,-0.016959064,-0.04370563,0.033466432,0.01274962,0.09820125,0.04437143,0.023112725,-0.0068200007,-0.0590158,0.06610678,0.069975294,-0.058562715,-0.0011115076,0.19299927,0.01600918,0.10490776,0.057392083,0.049758963,0.027859412,-6.141886e-05,0.034453716,0.17455192,9.475136e-05,-0.072964676,0.02356194,0.0014001926,3.4615893e-11,5.530024e-07,0.018009402,0.013423664,0.0009896819,0.005589504,0.0052341735,0.0036636265,0.0005061162,0.009098612,0.05349103,4.116876e-05,0.0118194735,0.0015907396,0.0017951389,0.010209884,0.022738392,0.03789869,0.0006156438,0.04071612,0.0007153277,0.0801693,0.054680303,0.0022093775,0.0010840052,0.13592285,0.013591705,1.0154165e-05,0.047105063,0.08328858,0.01409591,0.031467445,0.012773537,0.12956227,0.0065723998,0.0030632545
16,0.0046867435,0.04582814,0.045368902,0.0097811995,-0.004519368,-0.053014435,0.018665358,0.05638365,0.051386945,0.01341789,-0.010543485,0.003976449,0.050644517,0.04182653,0.07224577,-0.107910745,0.11188568,-0.076074705,-0.028048659,-0.01056397,0.040989768,0.020172011,0.07089329,-0.015408245,0.04545928,-0.02536099,0.03510225,-0.04719815,-0.058376133,-0.047318313,-0.007067237,0.016826946,-0.008381711,-0.04665505,0.047068574,0.04380579,0.03753482,0.054053716,0.0046867435,0.028045531,0.045368902,0.013855235,0.0012977229,0.00022953468,0.00011539528,0.05894571,0.034247264,0.00063305045,0.01164223,0.0002696623,0.04081781,0.006256437,1.8183098e-07,0.0011212731,0.0014073025,0.009887832,1.07966125e-05,0.018132072,0.030767322,0.05320174,0.0027875605,0.00011238548,0.006600658,0.007613454,0.00036100292,0.00835899,0.005780263,0.052502554,0.009370878,0.07104763,0.002221607,0.0018626815,0.07813621,1.7808327e-06,0.020321265,0.07541069
17,0.02538498,0.07311715,0.00021878514,0.023290738,-0.012239313,0.066488676,0.12301623,0.021536637,0.025891792,0.0548184,0.005447558,0.019487,0.047115557,0.055043098,-0.031978704,0.07551442,0.033272766,0.058404382,-0.060189456,0.019866616,0.048995566,-0.03554589,-0.05517908,-0.112595275,0.09562915,0.08748285,0.06277153,0.19453838,0.082133286,0.055928126,-0.05501408,0.041797027,0.027241554,-0.016338333,0.020277413,-0.07894922,-0.044367086,-0.030412314,0.0027005281,0.067133985,0.00021878514,0.0680854,0.002138699,0.023045957,0.12112378,0.0030553201,0.049920294,0.03233529,0.00016557348,0.0006278536,0.02204961,0.0074419104,0.0065099443,0.03716262,0.032131135,0.019895177,0.013660141,0.016332997,0.030638224,0.027818944,0.009624472,0.008493396,0.041468807,0.0027698586,0.0011519885,0.1276714,0.0117829805,0.07106038,0.005742579,0.031169174,0.040161293,0.011169509,5.1843923e-05,0.0019313975,0.0015417164,0.001654895
18,0.0017543506,0.053940058,0.022915376,0.002471242,0.011555838,-0.008684173,0.1175553,0.038488645,-0.032968886,0.035135806,-0.005179988,-0.01332311,0.07607637,-0.03151662,0.05442374,-0.027137212,0.1180059,-0.04399821,0.16210823,0.03772228,0.055888887,0.13684656,-0.004289859,0.0671923,0.031424053,-0.0863279,-0.018524174,0.02640694,0.0071826205,-0.044093646,0.057655353,-0.053171795,0.048096724,0.024842024,0.0046343105,0.058834895,0.0073777735,-0.01844597,0.001644958,0.07518712,0.022915376,0.014765795,0.000839336,0.006745567,0.11417245,0.005080992,0.019035934,0.0008945253,0.0047533195,0.037416685,0.009541524,0.02457063,0.00043591857,0.037747122,0.0018969476,0.01691856,0.03849651,0.010215237,0.031263415,0.075820856,0.009486642,0.02307314,0.01745322,0.0041644922,0.0610207,0.0021375301,0.011764916,0.012522643,0.00709509,0.0018090445,0.027780307,0.053666666,0.007037416,0.0070793354,0.025130093,0.0037885888
19,0.05713168,0.040287916,0.004853756,-0.021122042,-0.01646404,0.0003248453,-0.026545692,-0.015786797,0.08775373,0.036541812,0.0057591293,-0.025339935,0.11795011,0.028836485,0.07224565,0.016735576,0.03636194,-0.00622702,-0.052898332,-0.018732723,0.031670824,-0.08368022,0.052118097,0.005321922,0.012486591,0.057300128,0.07109341,-0.024167184,-0.0033404958,-0.04717382,-0.0010720063,0.043201845,0.0016768575,0.03681185,0.026389692,-0.028777147,0.022358857,0.04352945,0.045673992,0.028708674,0.004853756,0.00044553942,0.0011096738,0.030131811,0.005053903,0.016680092,0.08687049,0.015258923,0.024620268,0.0141933905,0.043915525,0.007916343,0.00094219315,0.008712766,0.011497505,0.006807967,0.0037957302,0.010094955,0.0031241274,0.00023598065,0.01583473,0.033448912,0.01509385,0.028956747,2.404249e-05,0.0035604264,0.015825043,0.0071311845,0.021071909,0.050242167,0.055151068,0.0622861,0.044187985,0.004601455,0.009527255,0.0211209
20,0.042043198,-0.021699004,0.027066799,-0.03710951,-0.020992864,0.026771652,0.032599457,-0.008207468,0.005737828,0.08003127,0.1022345,0.005747701,-0.026072156,-0.0051971916,-0.08281342,0.097286046,0.1530846,0.064796336,0.01866033,0.06181953,0.0321756,0.0071165245,-0.007487938,-0.048311107,-0.010103806,0.027745144,-0.016173344,0.085980505,0.04509291,0.022895027,0.0056347856,0.011082366,-0.0014202446,0.15504147,0.07703467,0.023832241,-0.006207712,0.025952699,0.03961632,0.0006528547,0.027066799,0.06591144,0.0027315966,0.00017663957,0.055861138,0.026162228,0.022109242,0.07686582,0.092868134,0.00036825356,0.024684127,0.0020143725,0.0020303514,0.020837847,0.08509189,0.02184922,0.02299587,0.06128353,0.007311754,0.007944414,0.06870896,0.017744565,0.011512336,0.008453978,0.0021232427,1.3357335e-05,0.019662289,0.01734518,0.0001462519,0.01932349,0.0053941747,0.13202386,0.058149192,0.025789276,0.0443087,0.007371312
21,0.021505695,0.049040828,0.00021716743,-0.021782922,0.1034289,-0.02035444,0.033474088,-0.08430517,-0.0020836135,0.019337507,0.01607167,-0.018552266,0.028107211,-0.016905984,0.034828246,-0.06501735,0.16365963,-0.034884997,0.117815465,0.08414887,0.027530048,0.05006916,0.024827788,0.03366229,-0.087292455,-0.14497685,-0.03430964,0.01980879,-0.11909472,-0.08060775,0.014666392,-0.005136771,-0.07877818,0.011889387,-0.01901199,0.07983806,0.09743312,0.056328163,0.007972296,0.002436822,0.00021716743,0.017475134,0.018136073,0.00043976403,0.00867231,0.020931272,0.011186794,0.00037585516,0.046981435,0.0018511974,0.016119152,0.0048112306,0.00684891,0.00062130165,0.080018766,0.0007370499,1.11727e-05,0.08696626,0.0038181355,0.0031287863,0.007669362,0.0066838143,0.009786894,0.019459192,0.03182987,0.012474273,0.0013838331,0.0014306965,0.0010478214,0.026869154,0.024320306,0.00082195894,0.0030361156,0.0055399323,0.05804645,0.005184915
22,0.00945824,0.0104363505,8.9893125e-05,-0.04573187,0.06843274,0.013184956,0.07916856,-0.02986231,-0.00018900074,0.0135520855,-0.02242387,0.19466299,-0.06782602,0.0802536,-0.0053211544,0.0451964,0.066765174,0.03344388,0.041725468,-0.0033815936,0.07963532,-0.14183842,0.002189218,-0.012581039,0.11307041,0.056963988,0.07717664,0.089632936,-0.036232892,0.016258825,-0.065682344,0.015063515,-0.010715365,-0.035097443,0.052252006,-0.00477298,0.09267501,0.041273125,0.009349656,0.0027875253,8.9893125e-05,0.0003944627,0.015608349,0.022837233,0.024258731,0.016300369,0.0062428275,0.0090631945,0.019650564,0.25355262,0.0008439988,0.00015634141,0.014585106,0.04013001,0.023044765,0.03946588,0.019778986,0.003951602,0.047170267,0.0002506395,0.0064601344,0.03183224,0.1822049,0.07180732,0.012445539,0.073119044,0.006283778,0.0021732484,0.0017287595,0.025392136,0.08036547,0.007194587,0.05899035,0.0038303318,0.118933454,0.027806703
23,0.00046358583,-0.011470081,0.07618773,-0.016461484,0.024005746,0.08350004,-0.0060016937,0.055989377,-0.0544668,0.13725583,0.048331074,-0.0023825392,0.056487218,0.003742028,0.085523486,-0.09158608,0.0802496,0.0130936,0.06176492,0.033965163,-0.014835947,-0.026771966,-0.09890374,0.05526785,0.017955117,-0.031104729,-0.0038291784,0.091353275,-0.018505914,0.010648526,0.046709653,0.055545628,0.066734366,-0.049455035,0.07834483,0.035172537,-0.042752467,0.049413025,0.00041863928,0.000992235,0.07618773,0.0024366428,0.0023994052,0.0029388906,0.00070338737,0.009301402,0.018192038,0.000106676904,0.046640277,0.052132897,0.02275241,0.031284742,0.0020419115,0.019411024,0.021254951,0.020167148,0.022616835,0.00112399,0.0013548197,0.005614441,0.0037172989,0.029391367,0.014492153,0.010285329,0.007897438,0.002515951,0.0043895184,4.8880647e-06,0.0013518597,0.08031842,0.0034513858,2.6668872e-06,0.034948673,0.018499196,0.010070327,0.05838827
24,0.07452301,0.04283058,0.043639943,0.008988928,0.044960573,0.029266885,-0.032441307,0.011486456,0.031901635,0.04803989,-0.010504814,0.032218203,-0.0026511978,0.03342143,0.00882807,0.025366928,0.06566397,-0.03877036,-0.0040763244,-0.013590414,0.08180152,-0.043547213,0.005261911,-0.08943468,0.11398715,0.043287873,0.04653477,0.081901565,-0.0010637473,-0.10528097,-0.063921355,-0.022664564,-0.006742399,-0.030352818,0.01795084,0.06465677,0.04442432,0.030464593,0.036429144,0.0017435744,0.043639943,0.047482904,0.046033222,0.027785998,0.009692941,0.007920515,0.0011288373,0.056649134,0.0064777676,0.0012226694,0.018326642,0.031846274,0.049364958,0.07292867,0.000508553,0.00032957966,0.04398522,0.009764412,0.07023715,0.017897764,0.018522527,0.0019696148,0.06975623,0.0032460978,0.02233803,0.047713675,0.020001635,0.0015238485,0.016109506,0.00028965002,0.0072336253,0.027878588,0.027482148,0.0036575873,0.00047665683,0.024349323
25,0.049643945,0.0005732626,0.014661452,0.08419147,0.0070254896,0.062059104,0.011926962,0.038009666,-0.061336145,0.104996696,0.009112898,0.026094457,-0.008953495,0.00813571,0.0020134747,-0.008504063,0.1005805,-0.0095723225,0.0687894,0.048630267,0.012763539,-0.021961441,-0.07309393,-0.012189235,0.039958693,-0.01832803,-0.018779453,0.059228756,0.057339866,-0.027511697,0.09999056,-0.027518395,0.042813763,-0.03424643,0.080991894,0.02130176,-0.046634357,-0.030327767,0.027823973,0.014865227,0.014661452,0.0972747,0.0030024347,3.3030462e-06,0.0020497716,0.006107488,0.011525287,0.04798684,0.0023176912,0.0041305753,0.0051714615,0.05574537,0.07384072,0.03675652,0.015826594,0.011508678,0.00017915339,0.01666959,0.0026815159,0.0017480373,6.6435236e-06,0.00018725422,0.015641453,0.021938875,0.0007388884,0.0014792315,0.074625686,6.2291554e-05,0.0679385,0.011587749,0.017008936,0.014791778,0.046391003,0.018719329,0.0023745487,4.522205e-05
26,0.08923109,0.06807768,0.009780589,0.13923901,0.009938963,0.10640428,0.2873895,0.028239418,0.07621415,0.08807301,-0.020757858,0.033354685,0.0013021082,-0.008761838,0.01687942,-0.059431646,0.036048446,-0.02063993,0.037067063,-0.049269665,0.0025083534,-0.011473843,0.020935984,0.02050063,0.06925,0.019245699,-0.016677324,-0.0024205558,-0.029809624,0.0073855463,0.028120423,-0.026020655,-0.013324229,-0.012320511,0.10313374,0.10993703,0.0145509,0.035952188,0.081900366,0.01819201,0.009780589,0.09829802,0.0017944502,0.047867507,0.26262838,3.542881e-05,0.03260064,0.06864401,0.003557276,0.020313332,0.024070159,0.026862897,0.011393545,0.009846103,0.002082596,0.0062066056,0.0012866692,0.0007256152,0.0012211829,1.7560422e-05,0.013179343,0.03913379,0.045279525,0.03705824,0.013855617,0.03440986,0.015116587,0.002046576,0.00041160197,0.0011975191,0.019719416,0.048971526,0.08633677,0.05573601,0.020438483,0.039363
