,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10
13,0.07761158,0.07123139,1.0249876e-05,0.04913597,0.13893758,0.037966046,0.007763933,0.07968697,0.37729424,0.5231591,0.038703475,0.032365333,0.005976847,1.0249876e-05,0.008958598,0.052350152,0.032648906,0.0024467912,0.010156842,0.072297454,0.030445458,0.017601324
14,0.06004305,0.08689008,0.011523304,0.061103925,0.10299675,0.00045892227,0.021040061,0.17723057,0.30524173,0.52280766,0.021306572,0.021237263,0.03187149,0.011523304,0.024307929,0.004682151,0.0004537973,0.021034937,0.12536067,0.0038135822,0.02045349,0.0019522716
15,0.048099406,0.059533674,0.008530167,0.08801886,0.06514825,0.006217811,0.07226898,0.05693706,0.4512961,0.56182027,0.025539488,0.018077882,0.0010778705,0.008530167,0.060305223,1.030979e-06,0.00045615912,0.066507325,0.0016670236,0.09551532,0.04390435,0.012005377
16,0.024083974,0.09116155,0.0014023213,0.04186658,0.051447313,0.016344544,0.011662602,0.0656825,0.331363,0.5580528,0.06855228,3.4270754e-05,0.04936986,0.0014023213,0.019609172,0.0024164505,0.012079461,0.007397519,0.0031026595,0.017719248,0.0010214143,0.05364999
17,0.012099087,0.05329643,0.0010467253,0.116394654,0.06621334,0.00748288,0.045278847,0.053636827,0.31350547,0.5111141,0.06294147,5.7100337e-05,0.0016946618,0.0010467253,0.084730834,0.0017768276,0.006781719,0.044577688,0.0054764356,0.000936674,0.023098353,0.028314749
18,0.008734359,0.03332039,0.08230341,0.019395785,0.07729914,0.0147755705,0.10055145,0.1440143,0.28290403,0.5101973,0.07220015,0.0026848158,0.0036474057,0.08230341,0.0018068758,0.010589336,0.014252208,0.10002808,0.070360474,5.172715e-06,0.041970395,0.040467735
19,0.026560899,0.019561037,0.0034717394,0.081173874,0.10039394,0.1855264,0.062002774,0.088051304,0.37780857,0.47341597,0.0589557,0.022193719,0.0007172522,0.0034717394,0.024304286,0.0013745528,0.1443747,0.020851068,0.04575357,0.009551075,9.204889e-06,0.0022797722
20,0.08113256,0.09971728,0.01013856,0.10351294,0.15562375,0.10533054,0.033158947,0.09279039,0.28277496,0.5088588,0.05626359,0.06785211,0.08329654,0.01013856,0.0041236104,0.028699387,0.103594676,0.031423077,6.365649e-05,0.00030545332,0.018927414,0.025917806
21,0.096793056,0.11263208,0.000836646,0.09562999,0.14554045,0.01934512,0.057076328,0.1381201,0.32125604,0.47354627,0.030945469,0.056226775,0.042490307,0.000836646,0.012966117,0.010729509,0.0142758405,0.052007046,0.03256703,0.015362188,0.0054559857,0.00027903533
22,0.083403684,0.080786005,0.038101323,0.04037292,0.14864239,0.00044541393,0.08966351,0.08865829,0.30940947,0.49460638,0.029446144,0.035007156,0.00027169738,0.038101323,0.0021240169,0.055353988,2.7090919e-05,0.08924519,0.0076398314,0.003157965,0.0042376537,0.013764246
23,0.06456909,0.06133437,0.0018873069,0.081015736,0.10767244,0.05187618,0.023249818,0.084949955,0.31101573,0.46663147,0.028771553,0.022867253,9.045117e-05,0.0018873069,0.04154587,0.008991489,0.03282552,0.004199156,0.034930315,0.0003327131,0.010201199,0.004523151
24,0.08604531,0.051590774,0.11541221,0.046713118,0.10628833,0.0009466896,0.027253818,0.07170676,0.31301105,0.46141133,0.051034905,0.053760767,0.0047813165,0.11541221,0.0044977823,0.024625462,3.0361307e-06,0.026310164,0.0024244236,0.03627669,0.009858817,0.0361773
25,0.10684049,0.047736596,0.011659136,0.093549296,0.10806345,0.076384254,0.07920159,0.07240541,0.34091738,0.45680404,0.09025641,0.06381784,0.00042988008,0.011659136,0.022472149,0.0003121012,0.018678145,0.021495482,0.0070614344,0.01665223,0.022061193,0.0358859
26,0.13356705,0.0541587,0.044072784,0.05596672,0.121370964,0.010034541,0.06212157,0.109691784,0.28058818,0.4602472,0.048157673,0.080146804,0.003580275,0.044072784,1.0874159e-05,0.00020018869,0.004204972,0.056292,0.028972138,0.010153903,0.0017964554,0.000114688046
27,0.06963442,0.061709236,0.049004298,0.08107908,0.100979,0.022274198,0.022055047,0.08149128,0.30700588,0.46478197,0.080209315,0.0028508955,0.0012381265,0.049004298,0.040485743,0.0026878563,0.00023780545,1.8654495e-05,0.026441408,1.1387099e-08,0.025526702,0.04511228
28,0.05249203,0.049964905,0.0027101333,0.07201993,0.120557874,0.030946562,0.024560573,0.11753054,0.2994484,0.4647516,0.07986596,0.017674817,0.0017016818,0.0027101333,0.020953368,0.012144089,0.0064444127,5.8424415e-05,0.04374406,0.0018096323,0.01784225,0.027510231
29,0.0361292,0.03812767,0.10038612,0.029770067,0.25527963,0.01248068,0.0016647498,0.057114188,0.5713439,0.4991914,0.051994704,0.009883184,2.2210204e-05,0.10038612,0.00045049348,0.14665353,0.011125613,0.00030968315,0.00019882353,0.27884778,0.04032113,0.011384187
30,0.0774129,0.04738082,1.6304648e-06,0.06806695,0.18808897,0.091868825,0.11640915,0.094671965,0.33100623,0.57816195,0.08560377,0.059348308,0.019284684,1.6304648e-06,0.0021016311,0.0062350975,0.041675765,0.06621609,0.042038314,0.0026603518,0.006894625,0.034509894
31,0.049746916,0.043044608,0.069871575,0.05935026,0.17034665,0.0036420138,0.03231468,0.071211345,0.36458915,0.52464926,0.043597475,0.011040464,9.738803e-07,0.069871575,0.0015698273,0.010532676,0.0036411986,0.032313865,0.0023650515,0.028171405,0.0057124537,0.00079518347
32,0.063999504,0.14790201,0.0058729327,0.12566696,0.13529855,0.03646788,0.099881604,0.08570532,0.3512263,0.54325736,0.14080566,0.039126046,0.11394299,0.0058729327,0.07814901,0.00994809,0.0015320918,0.06494582,0.026890641,0.018360214,0.048194934,0.10153904
33,0.055643864,0.10660183,0.008931016,0.0630882,0.16745071,0.013205359,0.013786361,0.11216381,0.34361705,0.61990404,0.07187169,0.023644112,0.016650943,0.008931016,0.0049422905,0.018813403,0.010268892,0.010849894,0.0017696257,0.02619926,0.09839286,6.283914e-07
34,0.07686721,0.17522259,0.025854848,0.03772288,0.14079373,0.016884806,0.035144515,0.086666554,0.41459677,0.7070253,0.038518116,0.049045276,0.10801071,0.025854848,4.23158e-06,0.015598431,0.012419298,0.030679006,0.022937907,0.044097338,0.1534108,0.00034951622
35,0.046447802,0.106953196,0.037677273,0.06948307,0.14583492,0.012929278,0.021172881,0.0924765,0.43843046,0.61420035,0.06546772,0.008014198,0.00012510264,0.037677273,0.0043075955,0.04549408,1.8540669e-06,0.008245456,0.019124506,0.028657103,0.0006253003,0.03974495
36,0.025406089,0.07953376,0.12059959,0.056250833,0.20038493,0.018847652,0.024540745,0.16647682,0.43321118,0.59482783,0.074112386,0.0021821873,0.014445215,0.12059959,0.004209258,0.08208197,9.0148405e-06,0.005702109,0.09234534,0.061034113,0.004903456,0.031959206
37,0.02800994,0.049812913,0.007879713,0.1453205,0.2044453,0.086103305,0.09076317,0.08427186,0.4506969,0.61632353,0.0727606,0.0153068965,0.003694509,0.007879713,0.05571344,0.03233483,0.025803506,0.030463375,0.0014011995,0.0097447485,0.0050029387,0.0055545024
38,0.020241389,0.037608076,0.0030283148,0.082160726,0.16430153,0.05662438,0.008071279,0.1636057,0.36311278,0.6219514,0.045694925,0.0062364186,0.005699135,0.0030283148,0.022715991,0.002202835,0.052684523,0.0041314224,0.054996464,0.008875208,0.009975135,0.007344697
39,0.01859846,0.2071145,0.0137319565,0.03936417,0.12476806,0.013260872,0.025818141,0.065577485,0.40056527,0.60303575,0.023618316,0.008477766,0.18325011,0.0137319565,0.00013580527,0.004856662,0.011746715,0.024303984,0.00018192604,0.0062725395,0.008160651,1.3773663e-05
40,0.013431127,0.11158712,0.0017924097,0.07465113,0.086578116,0.013826658,0.010978177,0.10672162,0.341546,0.5517945,0.02337008,0.0041318974,0.0033802544,0.0017924097,0.009376088,0.0056367205,0.00696068,0.0041121985,0.028512701,0.00037339982,0.0073641883,0.008127932
41,0.016079564,0.22388515,0.013040795,0.037838757,0.18221615,0.0039046402,0.007804059,0.07967301,0.5427555,0.56734294,0.026601413,0.009364,0.16473381,0.013040795,0.002132443,0.12333729,0.0030084352,0.006907854,0.010545894,0.21260121,0.048649017,0.014468271
42,0.010443662,0.17894328,0.009530995,0.066996984,0.10910982,0.028114721,0.051864646,0.08402288,0.33795413,0.60681736,0.033638634,0.0024038802,0.062980816,0.009530995,0.0025529766,0.00046467982,0.021594323,0.04534425,0.0048958478,0.007925774,0.0024719636,0.017077731
43,0.023325386,0.10664222,0.0067538396,0.06366526,0.08173437,0.014789544,0.0075033433,0.09170741,0.35200885,0.59259546,0.058595374,0.018103555,0.014559662,0.0067538396,0.000106587875,0.00094870874,0.0100240465,0.0027378458,0.004061673,0.0018232048,0.06144897,0.03939331
44,0.011881837,0.059890706,0.0370219,0.038052168,0.15685032,0.0034011803,0.07227862,0.06387903,0.36510107,0.5344226,0.0899109,0.00021914397,0.0007382537,0.0370219,0.0006199203,0.0812996,2.4260577e-05,0.0689017,2.8151395e-09,0.019572718,0.000350419,0.058924753
45,0.006480947,0.035212547,0.038534563,0.11837496,0.13351855,0.02285815,0.018545814,0.20185456,0.37992865,0.59133697,0.07686153,0.00054002856,0.0022967358,0.038534563,0.08319075,3.215825e-05,0.0043471986,3.4863504e-05,0.15775003,0.062266894,0.10012261,0.0226506
46,0.016494568,0.0471589,0.08821698,0.041071203,0.12067312,0.054457262,0.02638092,0.16662064,0.4342878,0.61678565,0.07024612,0.013254096,0.02793239,0.08821698,0.0015717095,0.0001349005,0.035189983,0.007113639,0.083281845,0.01842475,0.0006317291,0.022181718
47,0.008684525,0.03150966,0.019665593,0.09891634,0.13116544,0.062255144,0.05491714,0.07388411,0.43682146,0.640222,0.062469512,0.00043724113,0.0038065673,0.019665593,0.015789498,3.725139e-05,0.01814665,0.01080865,0.0058902213,0.0010098255,0.021107223,0.0052922084
48,0.034557,0.018255092,4.4895318e-05,0.048883915,0.12973419,0.043273393,0.032621298,0.11045565,0.47037226,0.63088256,0.07825882,0.030214738,0.00032913094,4.4895318e-05,4.613463e-05,0.012436528,0.033440597,0.0227885,0.032639872,0.103486426,0.030689688,0.042107664
49,0.029462993,0.018968133,0.01945411,0.12573762,0.16309682,0.00012769607,0.01532221,0.05876444,0.37471643,0.67050624,0.049835447,0.012184494,0.0012013369,0.01945411,0.0995147,0.048270755,0.00010524841,0.015299763,0.018929135,0.004024907,0.05243002,0.010694812
50,0.037366256,0.035118543,0.038956948,0.014536853,0.12370207,0.009764543,0.01751846,0.12189989,0.3760387,0.58953506,0.030062888,0.022634761,0.018268729,0.038956948,3.9161678e-06,0.012340495,3.7487505e-05,0.0077914065,0.04939359,0.0016762981,0.0061071026,0.00028163477
51,0.019733718,0.027119746,0.0019771166,0.034761395,0.099146664,0.020010892,0.038830712,0.02857024,0.3840959,0.6019401,0.05093889,0.0010505903,0.00021891166,0.0019771166,0.0016210122,0.0100838095,0.00053241896,0.01935224,0.00034180464,0.008899947,0.054569058,0.02616821
52,0.06329833,0.085328646,0.035398036,0.03904465,0.115436375,0.0016873055,0.007642212,0.029815909,0.3264885,0.5288106,0.18943006,0.05343147,0.066835344,0.035398036,0.02127071,0.034896594,0.0006987472,0.0066536535,0.00015827279,0.010244749,0.012817149,0.16346633
53,0.033634923,0.06941993,0.017928516,0.0523217,0.1790619,0.027330607,0.05675102,0.06439346,0.3037077,0.45266977,0.1603539,0.0019857602,0.010931022,0.017928516,0.0124468645,0.017357353,0.009631588,0.039052002,0.0142676355,0.0066954247,0.00035109246,0.056789365
54,0.22565612,0.07455151,0.0067378157,0.10107028,0.30890903,0.011494049,0.01716594,0.066899024,0.3314924,0.4453234,0.088305466,0.20883866,0.03143281,0.0067378157,0.06108573,0.12788635,0.0025297906,0.008201683,0.012068412,0.063996516,0.021857494,0.0036463921
55,0.15374756,0.09371198,0.11344277,0.031880986,0.2405011,0.05887411,0.16007356,0.1048733,0.259646,0.5726745,0.05058255,0.040919505,2.219779e-05,0.11344277,0.0041271765,0.03733589,0.055505205,0.15670465,0.03114232,0.00016587658,0.12554953,0.004745365
56,0.09064342,0.18092778,0.015625557,0.11240708,0.19244649,0.07416518,0.10371174,0.1543153,0.40280136,0.5088852,0.060756873,0.013769644,0.095634915,0.015625557,0.0028206503,0.003825437,0.017443795,0.046990357,0.07186758,0.0073060584,0.03231807,0.0071049063
57,0.04535219,0.17283486,0.0038495366,0.12319884,0.16261075,0.008259668,0.007817646,0.1696808,0.35654017,0.56559193,0.03820989,3.0481498e-05,0.05971011,0.0038495366,0.033071518,0.013561378,0.00044688958,4.8666857e-06,0.045797627,0.017127156,0.004489273,0.003925063
58,0.07598966,0.134931,0.021317497,0.06794833,0.10373004,0.01014332,0.0022900896,0.107860096,0.37196553,0.57763886,0.0417075,0.053313565,0.03717553,0.021317497,0.018685007,0.00029242056,0.008218552,0.00036532132,2.4661498e-05,0.0024044034,0.0009327015,0.021640174
59,0.06038018,0.08646297,0.0022047816,0.114082,0.09160595,0.029702501,0.071950145,0.07654331,0.36647847,0.5464743,0.058384087,0.022385348,5.0470796e-08,0.0022047816,0.06461884,0.011021968,0.019043753,0.061291397,0.0009711888,0.013070251,0.0007549687,0.032200962
60,0.041434877,0.09089068,0.09727646,0.040827665,0.1200663,0.007886057,0.0034338422,0.09869717,0.3129356,0.5652529,0.04181487,0.011244787,0.032564156,0.09727646,0.0032582835,0.037094455,0.006783666,0.0023314515,0.012063608,0.00032440716,0.041984297,0.012071632
61,0.020763513,0.055804867,0.0018823917,0.08229631,0.108862855,0.10610013,0.16363837,0.07407543,0.47526616,0.5036559,0.04538705,4.6075078e-05,8.0759565e-07,0.0018823917,0.006992387,0.0016316364,0.057461895,0.115000136,0.0046482985,0.094652876,0.0050061583,0.0001604964
62,0.10844951,0.04143244,0.0028413888,0.1832207,0.11112252,0.023425447,0.012507266,0.08235771,0.31974334,0.55999774,0.056905597,0.09806775,0.008339129,0.0028413888,0.11527822,0.007001935,0.02248425,0.011566071,0.0002627181,0.02993645,0.012924849,0.033741478
63,0.054324538,0.05042961,9.309419e-05,0.122920856,0.0922591,0.019804258,0.0070101195,0.11449373,0.4753617,0.5420089,0.048354276,9.9780445e-05,0.0026010093,9.309419e-05,0.09942933,0.0016783362,0.018383564,0.005589425,0.0059585557,0.15276329,0.015154301,0.01919113
64,0.07621856,0.040053345,0.04282939,0.043417484,0.076459944,0.003219999,0.0022069344,0.08153009,0.35849553,0.5984414,0.02665903,0.049056288,0.0012574042,0.04282939,0.020861404,0.0011789193,0.0031734519,0.0021603873,0.0024879195,0.030197673,0.0017790722,0.002458618
65,0.0617482,0.08672488,0.04690251,0.09637566,0.06405708,0.07035384,0.066073805,0.04994142,0.37581003,0.5331143,0.027654294,0.023638917,0.047643565,0.04690251,0.063337624,0.0009852512,0.048939146,0.04465911,0.006706993,0.014409561,0.0030264151,0.0036174315
66,0.03283713,0.05903775,0.00077081524,0.1218325,0.084789924,0.057875186,0.031522736,0.13404897,0.40420273,0.50372356,0.025611522,0.0019630317,0.00023825766,0.00077081524,0.0415231,0.009620153,0.03442393,0.008071479,0.03486583,0.089223586,0.00019676566,5.8745867e-05
67,0.019830342,0.043263413,0.010774797,0.07180756,0.0786747,0.09616435,0.0004090144,0.10119146,0.34385315,0.55623984,0.070839964,0.0034117766,0.0055352557,0.010774797,0.027725128,0.008812472,0.09577894,2.3606786e-05,0.01085427,0.02458147,0.0047940672,0.0578415
68,0.05157703,0.0593226,0.00012018114,0.064706765,0.17488007,0.008022086,0.026229117,0.095933154,0.34031925,0.5205469,0.10121362,0.04166186,0.032733306,0.00012018114,0.00042133586,0.07338795,0.0026346876,0.02084172,0.022478726,0.0062162024,0.0019527951,0.063099936
69,0.02899171,0.042720318,0.02694563,0.028998608,0.14842121,0.030321965,0.015602593,0.04929507,0.31867635,0.5009226,0.084714174,0.003203194,0.00016476047,0.02694563,0.010096824,0.008338792,0.030261874,0.0155425025,7.546979e-05,0.010376213,0.006346294,0.034077317
70,0.018294634,0.05009724,4.0285634e-08,0.04418658,0.13822334,0.023764461,0.035050858,0.077262506,0.29055122,0.4440734,0.08029202,0.0037987784,0.02148915,4.0285634e-08,0.0048727053,0.007338744,0.010291646,0.021578042,0.03776623,0.0019695375,0.0023767275,0.03119853
71,0.048481677,0.06336199,0.0023256578,0.047869436,0.11568851,1.9326907e-07,0.007873274,0.047505874,0.34804514,0.4443197,0.04635696,0.03933436,0.033739712,0.0023256578,0.023462875,0.00048970536,1.7312625e-07,0.007873254,0.006947149,0.08737716,0.027329464,0.006210937
72,0.041311055,0.095638275,0.018974273,0.024218092,0.14635012,0.029367173,0.1057262,0.104751185,0.24799947,0.4327061,0.04841152,0.017070215,0.051836863,0.018974273,0.0072146696,0.06474592,0.028204344,0.10456337,0.064394504,0.000923855,0.0008033919,0.024651624
73,0.06138142,0.06245528,0.020482743,0.052181683,0.110690996,0.034331676,0.01825083,0.04811615,0.27867216,0.4487715,0.030931376,0.04072589,0.0043083807,0.020482743,0.004101393,0.0012248151,0.024844538,0.008763695,1.21749945e-05,0.0004563881,0.049988605,0.0019820484
74,0.04216689,0.05656442,0.011762202,0.0765048,0.09288699,0.042922877,0.01362809,0.05874817,0.28266945,0.42647535,0.09504713,0.011476179,0.009991427,0.011762202,0.03348377,0.008372204,0.032681506,0.0033867185,0.0033399018,0.023984248,0.02565003,0.07446076
75,0.025028072,0.120540224,0.0022168895,0.09395017,0.16602217,0.009127793,0.005942013,0.066317216,0.24883209,0.40577248,0.077945106,0.003944627,0.08171629,0.0022168895,0.05246652,0.058383834,0.0032466918,6.0912134e-05,0.00025244307,0.00033921827,0.0026997845,0.027480992
76,0.012535056,0.06804173,0.06872819,0.04000762,0.13163194,0.0024963228,0.0036034745,0.1003009,0.2848312,0.38911983,0.05677977,2.1020252e-05,0.0015146014,0.06872819,0.0042002257,0.0068121385,0.0013878781,0.0024950297,0.020354593,0.047677916,0.0051713856,0.017252993
77,0.007995533,0.04270614,0.00033919764,0.05262437,0.11317199,0.03451498,0.10509637,0.24271362,0.28625777,0.40029314,0.045604102,0.0017280045,0.005551512,0.00033919764,1.6805994e-06,0.0011600016,0.00015088196,0.07073227,0.18789324,0.0071833,0.0031652604,3.2172356e-05
78,0.0064834873,0.025749363,0.017970333,0.05837208,0.09527711,0.046656296,0.022004627,0.048094667,0.32421347,0.47995985,0.023849338,0.002485721,0.0023974096,0.017970333,0.030268459,0.0071755177,0.046486698,0.021835027,0.0023924038,0.0025404938,0.002171501,0.0009624877
79,0.009364727,0.09466308,0.037477933,0.038756825,0.07891772,0.02347692,0.050144814,0.18295112,0.27844784,0.4601133,0.05105547,0.006122983,0.08016753,0.037477933,6.168955e-06,0.00319784,0.014491753,0.04115965,0.13117108,0.0054353946,0.019386292,0.034638215
80,0.036439102,0.094581865,0.00044445533,0.08379814,0.08082198,0.059131965,0.2291841,0.059789393,0.34280097,0.47833383,0.035820737,0.03175674,0.044909142,0.00044445533,0.02965494,0.0005966799,0.040393,0.21044514,0.0015064952,0.0025297941,0.007888488,0.000923523
81,0.031275246,0.107574984,0.03676629,0.06996329,0.0732423,0.057746165,0.02743296,0.08189119,0.28087035,0.5033218,0.04759965,0.013055694,0.051174276,0.03676629,0.016529616,2.6832206e-05,0.057523936,0.027210731,0.0014525398,0.011586521,0.04191018,0.029578166
82,0.14790915,0.062041175,0.017363457,0.08531972,0.08870711,0.08030659,0.020697642,0.08673514,0.31972593,0.4651307,0.032992374,0.13227153,0.00043487197,0.017363457,0.011169748,0.0046580234,0.06192344,0.0023144966,0.0012316315,0.008736286,0.014598165,9.745124e-07
83,0.081520416,0.06903714,0.0067976527,0.06518822,0.11406448,0.00868389,0.020468317,0.16056879,0.38131237,0.45793802,0.028003823,0.007565842,0.0010392659,0.0067976527,0.00084290805,0.028797224,2.1617532e-06,0.011786589,0.07798112,0.0966977,0.00081221474,0.0071667708
84,0.2758241,0.08592228,0.0021920642,0.025021594,0.09829684,0.003846656,0.010885114,0.06870071,0.32061353,0.51661074,0.01636294,0.23506388,0.031023607,0.0021920642,2.1538108e-05,0.023392312,0.0004478298,0.007486288,0.014976928,0.007961317,0.00040409298,0.0006616175
85,0.15419486,0.12062696,0.06633126,0.02790672,0.08132551,0.066042066,0.053306613,0.051426962,0.29458407,0.48311144,0.04019579,0.01628282,0.008709797,0.06633126,0.0034067885,0.022485932,0.06494603,0.05221058,0.015925916,0.0008323226,0.023893533,0.0314663
86,0.08587776,0.104364,0.087665044,0.1046089,0.17219897,0.08965996,0.042307705,0.10403024,0.30174664,0.49247774,0.070474565,0.0087803295,0.0055017984,0.087665044,0.008265493,0.078344986,0.05649433,0.009142077,0.026826805,0.0013118156,0.07093984,0.03379385
87,0.16506742,0.08665868,0.0012440742,0.12458702,0.26564544,0.08731475,0.04408416,0.14394428,0.40720984,0.4826554,0.06484954,0.12212854,0.01300724,0.0012440742,0.009833514,0.09997742,0.043482225,0.00025164097,0.021217568,0.06512334,0.007375868,0.007695994
88,0.11230367,0.08802763,0.009178222,0.09181005,0.18738732,0.018352645,0.036552567,0.11477949,0.31395996,0.55228,0.03456544,0.029769959,0.0034314336,0.009178222,0.025865965,1.2360816e-07,0.017730607,0.03593053,0.008681599,3.8087266e-05,0.004228484,0.0018296557
89,0.058572855,0.08029117,0.00013375389,0.036356974,0.15823719,0.021798013,0.015757395,0.07492603,0.35826412,0.594842,0.16958949,0.0024210205,0.008201439,0.00013375389,0.00058463414,0.040378086,0.017208902,0.011168284,0.0001313848,0.020145262,0.08137978,0.15001221
90,0.065460086,0.09145482,0.18471374,0.074509315,0.16990055,0.0003509237,0.0026325874,0.059492525,0.44381884,0.5494348,0.08524101,0.03617366,0.036666024,0.18471374,0.04347064,0.0005042639,0.00028404678,0.0025657106,0.015758302,0.10886794,0.026329473,0.00041282698
91,0.054135453,0.108861946,0.008961056,0.14169648,0.17641057,0.10314958,0.10214195,0.10905602,0.4012717,0.54964876,0.09803456,0.02140541,0.046769515,0.008961056,0.026300438,0.0025736198,0.010792711,0.009785079,0.002671485,0.0044511794,0.0046483087,0.00923562
92,0.042171776,0.06797199,0.012555391,0.1475102,0.1836567,0.010962645,0.05831503,0.21126363,0.39724225,0.5804917,0.05126994,0.015104051,7.15414e-06,0.012555391,0.064239405,0.018406501,0.006482116,0.0538345,0.085172236,0.06340932,0.015079397,1.2398035e-05
93,0.12644172,0.04855416,0.029937673,0.029204126,0.1306573,0.008099273,0.10761107,0.09931207,0.40426412,0.63505185,0.06720798,0.10535584,0.004025221,0.029937673,0.0004521115,0.007314473,0.0018215775,0.10133337,0.002684456,0.0021087504,0.0036755302,0.038434163
94,0.12389085,0.10423492,0.2388172,0.032252762,0.1684595,0.018338412,0.12147406,0.1318976,0.39080307,0.57666343,0.049322065,0.06066999,0.048347406,0.2388172,0.0010957485,0.06001763,0.0033695758,0.10650522,0.09564776,0.008652256,4.842308e-05,0.00823366
95,0.0695036,0.12240584,0.0053462135,0.16920552,0.20040855,0.16112462,0.12052381,0.10920262,0.49903396,0.5783769,0.09768481,0.007558175,0.03931567,0.0053462135,0.014568987,0.02722886,0.041716013,0.0011152071,0.0027286087,0.025344854,0.020631641,0.013319475
96,0.03553192,0.08034302,0.010174618,0.19989052,0.19401434,0.04355876,0.013619866,0.16324395,0.35294002,0.6448448,0.072272554,0.0007801214,0.0017642014,0.010174618,0.086053655,0.003349963,0.040885653,0.01094676,0.006422022,0.006477137,0.009236719,0.0220936
97,0.1494465,0.04907414,0.0070451424,0.07023877,0.18844685,0.009042521,0.05169714,0.13480902,0.4305649,0.68087506,0.07573894,0.13168055,1.9646368e-05,0.0070451424,0.023286328,0.04187005,0.003955212,0.04660983,0.0013446525,0.021433225,0.05038805,0.037059
98,0.07529326,0.09796336,0.03568074,0.020527747,0.1908088,0.06220762,0.08505364,0.13484031,0.41172493,0.66448426,0.045503106,0.0005700065,0.036064673,0.03568074,0.00021538074,0.054693997,0.05868505,0.08153106,0.083430484,0.0003603119,0.023800062,0.0058723516
