,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t)
10,0.016610345,0.23157,0.15568611,0.00036492132,0.14107713,0.58054423,0.34089294,0.16031781,0.39028928,0.64111865,0.2283937,0.23224062,0.08515003,0.002337703,0.21166933,0.029645799,0.06978863,0.1128798,0.00084946805,0.07697614,0.5405692,0.3032968,0.21443513,0.37240112,0.6085259,0.28626484,0.1944639,0.1256427,0.001753468,0.1748828,0.01573361,0.1751301,0.06824472,0.00036492132,0.033859573,0.016907869,0.002715382,0.0023624878,0.0075251237,0.019757133,0.0018652555,0.03368885,0.0029412636,0.002337703,0.03218391
11,0.012561283,0.09778343,0.120918415,0.0037657863,0.08089919,0.5589308,0.4022552,0.1240391,0.42645806,0.7458842,0.36583626,0.27416426,0.12411134,0.03097289,0.2449213,0.016610345,0.23157,0.15568611,0.00036492132,0.14107713,0.58054423,0.34089294,0.16031781,0.39028928,0.64111865,0.2283937,0.23224062,0.08515003,0.002337703,0.21166933,0.011392431,0.019940378,0.015083752,0.0037657863,0.0007402829,0.0002594901,0.036701553,0.0015370738,0.011578008,0.010209775,0.058118217,0.00037729985,0.00065544335,0.03097289,0.049617562
12,0.015489341,0.064459935,0.13101509,0.025132466,0.15351942,0.62628454,0.39306587,0.19388223,0.4316623,0.66748494,0.32453945,0.1718158,0.12255107,0.003037715,0.20956345,0.012561283,0.09778343,0.120918415,0.0037657863,0.08089919,0.5589308,0.4022552,0.1240391,0.42645806,0.7458842,0.36583626,0.27416426,0.12411134,0.03097289,0.2449213,2.8956938e-06,0.0040007285,0.00855445,0.025132466,0.09149987,1.3015833e-06,0.006960246,0.0046834536,0.0069512036,3.4958604e-05,0.032196466,0.00044532144,0.020871151,0.003037715,0.00935904
13,0.10910947,0.10609412,0.12860335,0.0028756121,0.103944615,0.57011575,0.37228772,0.17704572,0.4195912,0.70591766,0.32767677,0.3517275,0.13096936,0.00019847274,0.17979169,0.015489341,0.064459935,0.13101509,0.025132466,0.15351942,0.62628454,0.39306587,0.19388223,0.4316623,0.66748494,0.32453945,0.1718158,0.12255107,0.003037715,0.20956345,0.10759061,0.04058658,0.023821631,0.0028756121,0.0070035043,0.0027754318,0.015651064,0.007031327,0.00023012968,4.5013378e-05,0.027477518,0.15704887,0.0018187932,0.00019847274,9.321469e-05
14,0.09939206,0.087085485,0.094566345,0.0055897017,0.102898315,0.67677873,0.4010653,0.2248505,0.5332124,0.68147534,0.32483768,0.2068155,0.09936925,0.016221214,0.29894117,0.10910947,0.10609412,0.12860335,0.0028756121,0.103944615,0.57011575,0.37228772,0.17704572,0.4195912,0.70591766,0.32767677,0.3517275,0.13096936,0.00019847274,0.17979169,0.09929282,0.022783812,0.0046705026,0.0055897017,0.014375452,0.015023024,0.029485831,0.0064573814,0.016298298,0.0043027303,0.07367031,0.00094389386,0.002449021,0.016221214,0.045227356
15,0.01358832,0.051012233,0.15029693,0.022707807,0.11382149,0.6300362,0.4774593,0.26863396,0.49472004,0.7826721,0.34000468,0.21066654,0.2630487,0.00018276773,0.18605809,0.09939206,0.087085485,0.094566345,0.0055897017,0.102898315,0.67677873,0.4010653,0.2248505,0.5332124,0.68147534,0.32483768,0.2068155,0.09936925,0.016221214,0.29894117,0.0054777134,0.0037290617,0.0008263464,0.022707807,0.0013962415,0.0050869384,0.09086516,0.056519087,0.00043204776,0.03238827,0.0130111575,0.007415372,0.13686424,0.00018276773,1.2650701e-06
16,0.0012948683,0.0845238,0.13736972,0.00018062492,0.18859038,0.69922596,0.46044517,0.18598875,0.47503918,0.8024228,0.3737928,0.23532389,0.11156353,0.0009262887,0.22142072,0.01358832,0.051012233,0.15029693,0.022707807,0.11382149,0.6300362,0.4774593,0.26863396,0.49472004,0.7826721,0.34000468,0.21066654,0.2630487,0.00018276773,0.18605809,0.0012034845,0.009375331,0.04434068,0.00018062492,0.054273397,0.00094415667,0.019739315,0.009192256,0.036539752,0.0136121325,0.10214433,0.00035233548,0.008138266,0.0009262887,8.263441e-07
17,0.00091124163,0.06977414,0.2706571,0.019021181,0.093044214,0.688578,0.49240702,0.19060999,0.4984809,0.78907025,0.34963697,0.23363757,0.16412356,0.03688018,0.20674315,0.0012948683,0.0845238,0.13736972,0.00018062492,0.18859038,0.69922596,0.46044517,0.18598875,0.47503918,0.8024228,0.3737928,0.23532389,0.11156353,0.0009262887,0.22142072,0.00044809724,0.0010892834,0.15994674,0.019021181,4.9840244e-05,0.029518377,0.1056146,0.0030661586,0.030468201,0.0048303646,0.02035982,0.029696427,0.014473197,0.03688018,0.008151262
18,0.031121619,0.14309032,0.10495033,0.0069162142,0.09669326,0.7419906,0.4365182,0.21192142,0.47392395,0.8783878,0.39238253,0.27795982,0.10057717,0.023376172,0.33702552,0.00091124163,0.06977414,0.2706571,0.019021181,0.093044214,0.688578,0.49240702,0.19060999,0.4984809,0.78907025,0.34963697,0.23363757,0.16412356,0.03688018,0.20674315,0.012681528,0.0077617825,0.0015787532,0.0069162142,0.0013882692,0.060019102,0.045412548,0.036647327,0.0028499677,0.0039345035,0.046254445,0.012439202,0.0023692746,0.023376172,0.09537938
19,0.022059806,0.052536007,0.16904387,0.0074804467,0.10915078,0.7972932,0.5076646,0.21541351,0.58446014,0.8393482,0.45968106,0.27557796,0.1890911,0.14030957,0.2780821,0.031121619,0.14309032,0.10495033,0.0069162142,0.09669326,0.7419906,0.4365182,0.21192142,0.47392395,0.8783878,0.39238253,0.27795982,0.10057717,0.023376172,0.33702552,0.01037172,6.084168e-05,0.000531109,0.0074804467,0.0031900674,0.04264619,0.052402854,0.0036614377,0.05546597,0.008424643,0.100246094,0.04559694,0.056488086,0.14030957,0.05642614
20,0.070203386,0.09003781,0.15880911,0.0047744797,0.22783095,0.825581,0.5247367,0.27228907,0.61747515,0.96833265,0.39137864,0.27382717,0.12444143,0.040207043,0.24896039,0.022059806,0.052536007,0.16904387,0.0074804467,0.10915078,0.7972932,0.5076646,0.21541351,0.58446014,0.8393482,0.45968106,0.27557796,0.1890911,0.14030957,0.2780821,4.8600075e-05,0.005515875,0.019768061,0.0047744797,0.1201242,0.0013256024,0.05070869,0.031418633,0.06626943,0.02720223,0.008642305,0.055330463,0.0003455105,0.040207043,0.011316849
21,0.02024544,0.085069835,0.13234696,0.0058850404,0.17942706,0.85696495,0.47782,0.2915333,0.6543808,0.9640021,0.391882,0.26184493,0.24354605,0.055835046,0.27333343,0.070203386,0.09003781,0.15880911,0.0047744797,0.22783095,0.825581,0.5247367,0.27228907,0.61747515,0.96833265,0.39137864,0.27382717,0.12444143,0.040207043,0.24896039,0.00014191924,0.0056652823,0.007866769,0.0058850404,0.04328253,0.001512916,0.044578698,0.060742278,0.06718781,0.008171739,0.0017899218,0.0012769317,0.06739049,0.055835046,0.026258074
22,0.046904363,0.070907705,0.16801147,4.4516422e-05,0.1507958,0.8888216,0.52386385,0.20608963,0.5934002,0.9600917,0.38860786,0.25827014,0.1772452,6.1007653e-05,0.24647054,0.02024544,0.085069835,0.13234696,0.0058850404,0.17942706,0.85696495,0.47782,0.2915333,0.6543808,0.9640021,0.391882,0.26184493,0.24354605,0.055835046,0.27333343,0.018986838,0.004734229,0.031344753,4.4516422e-05,0.00502915,0.015371835,0.022398256,2.591939e-05,0.02092999,0.010306684,0.01376202,0.003795094,0.01919832,6.1007653e-05,0.0066354857
23,0.034938715,0.08638458,0.126236,0.027281333,0.10566269,0.7755479,0.4502051,0.2222505,0.7136744,0.9825435,0.3790733,0.33839026,0.17198572,0.031042933,0.23274425,0.046904363,0.070907705,0.16801147,4.4516422e-05,0.1507958,0.8888216,0.52386385,0.20608963,0.5934002,0.9600917,0.38860786,0.25827014,0.1772452,6.1007653e-05,0.24647054,0.034908213,0.0023788419,0.0030007362,0.027281333,0.0026178719,0.011754048,0.018684661,0.004494396,0.11665411,0.05366592,0.034801524,0.11588585,0.034970183,0.031042933,0.010061629
24,0.074411415,0.06858514,0.119086914,0.008766205,0.1185031,0.87034726,0.43354982,0.24153882,0.658838,0.8575237,0.3250331,0.22778179,0.11887056,0.056684803,0.2823153,0.034938715,0.08638458,0.126236,0.027281333,0.10566269,0.7755479,0.4502051,0.2222505,0.7136744,0.9825435,0.3790733,0.33839026,0.17198572,0.031042933,0.23274425,0.058889948,0.005467143,0.0027147934,0.008766205,0.0073778485,0.01991019,0.0010793211,0.034532823,0.07075886,0.011690123,0.02676485,0.010346251,0.0078531485,0.056684803,0.012357901
25,0.051831864,0.09513591,0.14178991,0.022282233,0.1961843,0.77962786,0.3921174,0.25828516,0.61668444,0.9007792,0.3474102,0.22222525,0.15684815,0.014282766,0.21710892,0.074411415,0.06858514,0.119086914,0.008766205,0.1185031,0.87034726,0.43354982,0.24153882,0.658838,0.8575237,0.3250331,0.22778179,0.11887056,0.056684803,0.2823153,0.02348946,0.03559246,0.0006322568,0.022282233,0.075414896,0.013307387,0.0049094795,0.058562893,0.026031114,0.0058827987,0.0027075014,0.007619808,0.02701777,0.014282766,0.008678485
26,0.0075471923,0.07621795,0.122600846,0.0049350485,0.17294246,0.7935856,0.43308258,0.27438077,0.5536147,0.8558112,0.3509515,0.2484454,0.15487298,0.000101974074,0.22786759,0.051831864,0.09513591,0.14178991,0.022282233,0.1961843,0.77962786,0.3921174,0.25828516,0.61668444,0.9007792,0.3474102,0.22222525,0.15684815,0.014282766,0.21710892,0.00040580938,0.0053229914,0.014046386,0.0049350485,0.043799877,0.02765739,0.014536906,0.074759744,0.01563109,0.015191691,0.015562006,0.0008399053,0.0025036102,0.000101974074,0.005595078
27,0.056166314,0.17367266,0.11577974,0.00071154244,0.14908351,0.75816315,0.606804,0.18997346,0.5530879,0.934263,0.3187008,0.25991258,0.14357482,0.06117071,0.2330873,0.0075471923,0.07621795,0.122600846,0.0049350485,0.17294246,0.7935856,0.43308258,0.27438077,0.5536147,0.8558112,0.3509515,0.2484454,0.15487298,0.000101974074,0.22786759,0.056115326,0.11237224,0.0018459477,0.00071154244,0.011893122,0.00017281198,0.19022068,0.010724119,0.02583126,0.08427809,2.9637636e-06,0.023312787,0.00013668773,0.06117071,0.007151661
28,0.045480505,0.15620765,0.11986437,0.00012675318,0.10969014,0.79591924,0.4292289,0.19326296,0.5377112,0.9827559,0.32490504,0.32110137,0.13397159,0.00034272292,0.20709972,0.056166314,0.17367266,0.11577974,0.00071154244,0.14908351,0.75816315,0.606804,0.18997346,0.5530879,0.934263,0.3187008,0.25991258,0.14357482,0.06117071,0.2330873,0.014895151,0.09831777,0.003320716,0.00012675318,0.014703406,0.010473366,0.00548957,0.0058294153,0.00023442118,0.029974049,0.0023652606,0.08138846,0.0011580146,0.00034272292,0.0003493525
29,0.00092582754,0.091609694,0.103711076,0.007031815,0.14391755,0.7993873,0.40875876,0.18626767,0.60130566,0.9296285,0.30281287,0.23711255,0.11342579,0.1209845,0.24411273,0.045480505,0.15620765,0.11986437,0.00012675318,0.10969014,0.79591924,0.4292289,0.19326296,0.5377112,0.9827559,0.32490504,0.32110137,0.13397159,0.00034272292,0.20709972,0.00075446605,0.03167751,0.00016121687,0.007031815,0.04728606,0.002254395,0.0011259206,0.0010749054,0.019991707,0.08221553,0.032625142,0.0024450615,0.006805794,0.1209845,0.0052168434
30,0.065109365,0.05195368,0.12279957,0.17779341,0.10122634,0.8309037,0.4019714,0.28979713,0.52895176,0.8991069,0.40002364,0.19286354,0.1329894,3.422435e-06,0.24693651,0.00092582754,0.091609694,0.103711076,0.007031815,0.14391755,0.7993873,0.40875876,0.18626767,0.60130566,0.9296285,0.30281287,0.23711255,0.11342579,0.1209845,0.24411273,0.0046171136,9.8142526e-05,0.00074320403,0.17779341,0.0080924975,0.017094,0.040452108,0.13792776,0.006723027,0.043747418,0.06287866,0.002069305,2.446762e-06,3.422435e-06,0.05236964
31,0.018640807,0.068067744,0.15314405,0.03666524,0.14603198,0.76478636,0.43302548,0.2328846,0.63403124,0.8511046,0.32197696,0.31917942,0.11292554,0.005747754,0.2918751,0.065109365,0.05195368,0.12279957,0.17779341,0.10122634,0.8309037,0.4019714,0.28979713,0.52895176,0.8991069,0.40002364,0.19286354,0.1329894,3.422435e-06,0.24693651,0.018639095,0.0066679628,0.029675791,0.03666524,0.0011334063,0.0014507347,0.0063587213,0.00031809407,0.00069626456,0.0023901637,0.024760744,0.08690424,0.0005782368,0.005747754,0.0033974212
32,0.03333408,0.086404786,0.15934198,0.0010034929,0.116660155,0.7678128,0.38373742,0.18379776,0.571294,0.9248084,0.37004045,0.24608195,0.15988065,0.02502967,0.28884494,0.018640807,0.068067744,0.15314405,0.03666524,0.14603198,0.76478636,0.43302548,0.2328846,0.63403124,0.8511046,0.32197696,0.31917942,0.11292554,0.005747754,0.2918751,0.030460203,0.009832763,0.013404435,0.0010034929,0.00021785371,0.003696475,0.0010623621,0.013488875,0.0016581002,0.09598043,0.00010915959,0.019033764,0.013895884,0.02502967,0.014415447
33,0.06933923,0.10274859,0.14488737,0.0012960874,0.21347836,0.7521371,0.5191798,0.27563515,0.5370635,0.843416,0.4011081,0.26960725,0.13245745,0.004457695,0.37963983,0.03333408,0.086404786,0.15934198,0.0010034929,0.116660155,0.7678128,0.38373742,0.18379776,0.571294,0.9248084,0.37004045,0.24608195,0.15988065,0.02502967,0.28884494,0.056824397,0.023077602,0.00046490127,0.0012960874,0.12157948,0.010071343,0.092856154,0.073947884,0.012947298,0.040353782,0.040215906,0.054834977,0.0019161402,0.004457695,0.17031218
34,0.11082229,0.09132421,0.19031364,0.15340298,0.22949925,0.7667293,0.6362928,0.29830217,0.5987854,0.903152,0.47675496,0.32400125,0.22888689,0.01901768,0.2477277,0.06933923,0.10274859,0.14488737,0.0012960874,0.21347836,0.7521371,0.5191798,0.27563515,0.5370635,0.843416,0.4011081,0.26960725,0.13245745,0.004457695,0.37963983,0.10859344,0.01888052,0.0004937139,0.15340298,0.09168168,0.00014797122,0.15431704,0.06307854,0.052595545,0.0036290884,0.011727817,0.062365714,0.02723776,0.01901768,0.007145417
35,0.04602364,0.11086947,0.13465784,0.032548733,0.15454018,0.85441333,0.6590533,0.30765647,0.73979026,1.0071234,0.4149283,0.29570925,0.2187423,0.045824718,0.4176712,0.11082229,0.09132421,0.19031364,0.15340298,0.22949925,0.7667293,0.6362928,0.29830217,0.5987854,0.903152,0.47675496,0.32400125,0.22888689,0.01901768,0.2477277,0.0365148,0.015712645,0.01079399,0.032548733,0.005389087,0.0028468058,0.12406282,0.013867869,0.062312305,0.0061334255,0.014471622,0.0057392465,0.04206075,0.045824718,0.05681514
36,0.0500798,0.06909997,0.21577421,0.00036813505,0.17748407,1.0246192,0.5771812,0.2555999,0.6439247,1.1167037,0.4734878,0.27735206,0.20219813,0.010426615,0.27805603,0.04602364,0.11086947,0.13465784,0.032548733,0.15454018,0.85441333,0.6590533,0.30765647,0.73979026,1.0071234,0.4149283,0.29570925,0.2187423,0.045824718,0.4176712,0.027167441,0.0017710498,0.006938607,0.00036813505,0.023655834,0.108091995,0.02357932,0.025123937,0.029577278,0.0604662,0.0041791657,0.0007601702,0.020510247,0.010426615,0.0033484583
37,0.012382353,0.14086974,0.2596824,0.008411795,0.2072886,0.9326438,0.50858486,0.27598473,0.73012906,1.0903928,0.41643968,0.3055323,0.20355208,0.0003147479,0.27545464,0.0500798,0.06909997,0.21577421,0.00036813505,0.17748407,1.0246192,0.5771812,0.2555999,0.6439247,1.1167037,0.4734878,0.27735206,0.20219813,0.010426615,0.27805603,0.0071690446,0.03298264,0.120654374,0.008411795,0.07948866,0.036096007,0.0027779432,0.0142009305,0.053919446,0.01404223,0.008661855,0.035295285,0.045296047,0.0003147479,0.018751018
38,0.009242697,0.31365073,0.23584181,0.06980672,0.14456424,0.90896004,0.5183002,0.23871216,0.63110995,1.061817,0.45311192,0.3437665,0.17258395,0.0057772635,0.29274294,0.012382353,0.14086974,0.2596824,0.008411795,0.2072886,0.9326438,0.50858486,0.27598473,0.73012906,1.0903928,0.41643968,0.3055323,0.20355208,0.0003147479,0.27545464,0.009085323,0.18380952,0.0981145,0.06980672,0.006571873,0.0037729223,9.527898e-06,0.02430114,0.0016247964,0.0027769653,0.012956779,0.0054980936,7.5999575e-05,0.0057772635,0.0018540818
39,0.010580852,0.13208517,0.15103659,0.027935114,0.20881668,1.1451383,0.60266477,0.23498031,0.7008548,1.1224117,0.5187334,0.4365188,0.17775115,0.0769912,0.32610682,0.009242697,0.31365073,0.23584181,0.06980672,0.14456424,0.90896004,0.5183002,0.23871216,0.63110995,1.061817,0.45311192,0.3437665,0.17258395,0.0057772635,0.29274294,0.0076922197,0.014164271,0.004665127,0.027935114,0.0894606,0.25897944,0.00012766969,0.0038030092,0.034966808,0.011790724,0.10752885,0.04241645,0.032283314,0.0769912,0.00068170397
40,0.056796804,0.09810416,0.164586,0.04448053,0.118553005,1.0149112,0.621921,0.31653985,0.8295078,1.3311557,0.44821957,0.26361293,0.18596387,0.010400476,0.43569368,0.010580852,0.13208517,0.15103659,0.027935114,0.20881668,1.1451383,0.60266477,0.23498031,0.7008548,1.1224117,0.5187334,0.4365188,0.17775115,0.0769912,0.32610682,0.018301206,0.02258586,0.0015325842,0.04448053,0.00106285,0.0014671822,0.06736436,0.051882744,0.01942136,0.1597075,0.004465045,0.0045618885,2.8812461e-05,0.010400476,0.10696249
41,0.03899933,0.082400225,0.23137587,0.08661842,0.16022903,1.0613097,0.5597744,0.2527509,0.72693807,1.127239,0.50246775,0.33789492,0.19384782,8.846894e-05,0.2928092,0.056796804,0.09810416,0.164586,0.04448053,0.118553005,1.0149112,0.621921,0.31653985,0.8295078,1.3311557,0.44821957,0.26361293,0.18596387,0.010400476,0.43569368,0.033799093,0.00010723201,0.013529026,0.08661842,0.0019591034,0.018720118,0.005572217,0.00024272258,0.037037324,0.014007611,0.03152786,0.0482799,0.025647892,8.846894e-05,0.01848102
42,0.040770024,0.13220908,0.14661205,0.028150817,0.14764193,0.923155,0.56054896,0.3811898,0.7697786,1.0997725,0.45925522,0.28445262,0.15366146,0.006270104,0.43058974,0.03899933,0.082400225,0.23137587,0.08661842,0.16022903,1.0613097,0.5597744,0.2527509,0.72693807,1.127239,0.50246775,0.33789492,0.19384782,8.846894e-05,0.2928092,0.04072579,0.016521147,0.00020744678,0.028150817,0.021266472,0.0009585405,0.034801092,0.11045625,0.007367442,0.0059227343,0.04382374,0.0011891035,0.0003446523,0.006270104,0.09730138
43,0.021980736,0.17636937,0.23781103,0.094993584,0.26836786,1.0265988,0.5755669,0.25619933,0.6851874,1.0761602,0.55478394,0.33338246,0.19117485,0.005339904,0.29279158,0.040770024,0.13220908,0.14661205,0.028150817,0.14764193,0.923155,0.56054896,0.3811898,0.7697786,1.0997725,0.45925522,0.28445262,0.15366146,0.006270104,0.43058974,0.018845685,0.10306335,0.022516165,0.094993584,0.07777295,0.04389135,5.914898e-05,0.006186696,0.046923146,0.0011676818,0.08314711,0.003377004,0.009706447,0.005339904,0.0045393975
44,0.07596575,0.11912172,0.22037792,0.0002890554,0.14311874,0.9767612,0.6113796,0.29231584,0.74239063,1.1730987,0.49828494,0.34447357,0.21697682,0.047578238,0.3382957,0.021980736,0.17636937,0.23781103,0.094993584,0.26836786,1.0265988,0.5755669,0.25619933,0.6851874,1.0761602,0.55478394,0.33338246,0.19117485,0.005339904,0.29279158,0.073295794,0.00021621083,0.07398213,0.0002890554,0.015019073,0.07583551,0.012967832,0.0039334935,0.0039127884,0.03415592,0.024266835,0.009283705,0.009594999,0.047578238,0.0006050717
45,0.12189086,0.11462096,0.20487481,0.022513032,0.1613499,1.0615622,0.60960907,0.28727895,0.72857916,1.1363525,0.4521724,0.35234362,0.17010841,0.010476031,0.30226514,0.07596575,0.11912172,0.22037792,0.0002890554,0.14311874,0.9767612,0.6113796,0.29231584,0.74239063,1.1730987,0.49828494,0.34447357,0.21697682,0.047578238,0.3382957,0.09810174,0.004432001,0.03572697,0.022513032,0.015191974,0.04785549,0.034764465,0.00015359468,0.029834371,0.0025852327,0.0048077465,0.036435872,0.013975109,0.010476031,0.0017103853
46,0.018606842,0.14596607,0.15297124,0.022569498,0.15050046,0.9677099,0.5729585,0.28992608,0.780264,1.1501118,0.44420108,0.3325956,0.22077578,0.012155224,0.33529627,0.12189086,0.11462096,0.20487481,0.022513032,0.1613499,1.0615622,0.60960907,0.28727895,0.72857916,1.1363525,0.4521724,0.35234362,0.17010841,0.010476031,0.30226514,0.013368826,0.043528665,0.0018386702,0.022569498,0.0068609845,4.5615474e-05,0.057121586,0.0028944735,0.0011091629,0.0059009013,0.031770885,0.029208243,0.06453455,0.012155224,0.024829503
47,0.008055463,0.08086033,0.16927584,0.10817654,0.15792874,0.9684568,0.561855,0.23402253,0.6846346,1.0856953,0.449993,0.3558776,0.16565523,0.037155114,0.29027972,0.018606842,0.14596607,0.15297124,0.022569498,0.15050046,0.9677099,0.5729585,0.28992608,0.780264,1.1501118,0.44420108,0.3325956,0.22077578,0.012155224,0.33529627,0.0019778516,0.004374713,0.0016277023,0.10817654,0.012965698,0.000542137,7.800111e-05,0.002618565,0.01389375,0.014851849,0.043746185,0.06144592,0.006580914,0.037155114,0.0019728323
