,x0,x1,e0,e1
70,0.052528933,0.0013209124,0.052528933,0.00021623183
71,0.06894415,0.04381281,0.06894415,0.017548345
72,6.779755e-05,0.09776078,6.779755e-05,0.0632887
73,0.00022196304,0.012064189,0.00022196304,0.0120302895
74,0.024710923,0.0028795535,0.024710923,0.002768572
75,0.007689178,0.016667776,0.007689178,0.0043123146
76,0.012614863,0.004463216,0.012614863,0.00061862695
77,0.030983804,0.025181174,0.030983804,0.018873744
78,0.03349287,0.015494924,0.03349287,3.0225115e-06
79,0.00062045926,0.023942733,0.00062045926,0.007196298
80,0.003802527,0.00031370862,0.003802527,3.4789985e-06
81,0.0336769,0.0039645378,0.0336769,0.0020632742
82,0.0339924,0.02216962,0.0339924,0.0053311707
83,0.017996836,0.036070853,0.017996836,0.019074652
84,0.004582738,0.06939444,0.004582738,0.06039602
85,0.00070262654,0.04047341,0.00070262654,0.03818204
86,0.014380115,0.0010474822,0.014380115,0.00069616904
87,0.00035296645,0.016608253,0.00035296645,0.009418195
88,0.0013194192,0.0029434853,0.0013194192,0.002767002
89,0.062346995,0.061071586,0.062346995,0.060411878
90,0.12471163,0.03677985,0.12471163,0.0056063514
91,0.0014077928,0.076090366,0.0014077928,0.013734551
92,0.0017452177,0.08464441,0.0017452177,0.08394051
93,0.020548662,0.0024755115,0.020548662,0.0016029027
94,0.0026847424,0.030795965,0.0026847424,0.020521635
95,0.026893996,0.0015784464,0.026893996,0.00023607511
96,0.0011406026,0.12493335,0.0011406026,0.11148635
97,0.00484551,0.015642496,0.00484551,0.015072194
98,0.008963953,0.017600378,0.008963953,0.015177622
99,0.0032611883,0.014547782,0.0032611883,0.010065805
100,0.00899341,0.025038995,0.00899341,0.0234084
101,0.00018709157,0.14031619,0.00018709157,0.13581948
102,0.023400906,0.00035972145,0.023400906,0.00026617566
103,0.0006225103,0.07556968,0.0006225103,0.06386923
104,0.00018500573,0.0010006266,0.00018500573,0.00068937143
105,0.00153962,0.005118081,0.00153962,0.005025578
106,0.00023924078,0.0016080851,0.00023924078,0.0008382752
107,0.08536926,0.00033698938,0.08536926,0.00021736899
108,0.04547565,0.07231645,0.04547565,0.029631821
109,0.024418272,0.07124154,0.024418272,0.04850372
110,0.0056912326,0.013014595,0.0056912326,0.00080545864
111,0.0017199275,0.10071944,0.0017199275,0.09787382
112,0.01317186,0.018341798,0.01317186,0.017481834
113,2.562271e-07,0.008623019,2.562271e-07,0.0020370884
114,0.010525986,0.009052619,0.010525986,0.009052491
115,0.0655272,0.008345056,0.0655272,0.0030820635
116,0.0039719287,0.05050054,0.0039719287,0.017736938
117,0.00018012559,0.0025840783,0.00018012559,0.0005981141
118,0.00078434136,0.0029416303,0.00078434136,0.0028515675
119,0.0150060365,0.033729576,0.0150060365,0.033337403
120,0.030559236,0.0082883965,0.030559236,0.0007853787
121,0.2179741,0.030523492,0.2179741,0.015243874
122,0.034593873,0.11701928,0.034593873,0.008032236
123,0.08633372,0.112197936,0.08633372,0.094901
124,0.009483183,0.049657296,0.009483183,0.0064904355
125,0.021382453,0.018094653,0.021382453,0.013353062
126,0.019831166,0.0123035945,0.019831166,0.0016123685
127,0.0012279,0.04199138,0.0012279,0.032075796
128,0.043751903,0.0054624826,0.043751903,0.0048485324
129,0.0021617475,0.049290784,0.0021617475,0.02741483
130,0.008204735,0.0027115776,0.008204735,0.0016307038
131,0.0050876676,0.11338365,0.0050876676,0.10928129
132,0.01415801,0.0070067616,0.01415801,0.0044629276
133,0.0002920278,0.037932985,0.0002920278,0.030853981
134,0.008892972,0.033444766,0.008892972,0.033298753
135,0.004482546,0.009413883,0.004482546,0.004967397
136,0.048782412,0.02318522,0.048782412,0.020943947
137,0.01149643,0.026214007,0.01149643,0.0018228015
138,5.9772028e-05,0.03165441,5.9772028e-05,0.025906196
139,0.012748457,0.017050989,0.012748457,0.017021103
140,0.06033322,0.03213102,0.06033322,0.025756793
141,0.0008070465,0.035794877,0.0008070465,0.005628267
142,0.04961675,0.055851538,0.04961675,0.055448014
143,0.026003627,0.05960641,0.026003627,0.034798034
144,0.00021940525,0.017815655,0.00021940525,0.004813841
145,0.0020862105,0.00042608997,0.0020862105,0.00031638733
146,0.14274596,0.008304482,0.14274596,0.007261377
147,0.00028419486,0.11919066,0.00028419486,0.047817685
148,0.014522312,0.00030714832,0.014522312,0.0001650509
149,9.0146395e-06,0.042406097,9.0146395e-06,0.03514494
150,0.019103955,0.006960333,0.019103955,0.0069558257
151,0.0047766333,0.030984024,0.0047766333,0.021432046
152,0.0010056915,0.08139484,0.0010056915,0.07900652
153,0.0129032405,0.04563041,0.0129032405,0.045127563
154,0.07086617,0.032999292,0.07086617,0.026547672
155,0.00048578557,0.044678904,0.00048578557,0.009245819
156,0.002662161,0.032787316,0.002662161,0.032544423
157,4.2931306e-06,0.0014135054,4.2931306e-06,8.242495e-05
158,0.005493459,0.006669202,0.005493459,0.006667055
159,0.0064833825,0.030704044,0.0064833825,0.027957315
160,7.878735e-05,0.0036402303,7.878735e-05,0.00039853904
161,0.00020562665,0.06437176,0.00020562665,0.064332366
162,2.9193932e-05,0.014961739,2.9193932e-05,0.014858926
163,0.013423428,0.12679094,0.013423428,0.12677634
164,0.0003995103,0.010275466,0.0003995103,0.0035637524
165,0.07324822,0.06656238,0.07324822,0.06636262
166,0.003579169,0.06557967,0.003579169,0.02895556
167,0.0039797486,0.0028722447,0.0039797486,0.0010826602
168,0.01795919,0.022696584,0.01795919,0.02070671
169,0.063325964,0.065715894,0.063325964,0.056736298
170,0.09225181,0.032000862,0.09225181,0.00033787976
171,0.029103724,0.05141294,0.029103724,0.005287035
172,0.01559833,0.031289034,0.01559833,0.01673717
173,0.009750034,0.049199246,0.009750034,0.041400082
174,0.13359837,0.06254889,0.13359837,0.057673875
175,0.020669479,0.09260425,0.020669479,0.025805064
176,0.0040646074,0.010450048,0.0040646074,0.00011530848
177,0.0017968891,0.17553873,0.0017968891,0.17350642
178,0.031384256,0.0037408387,0.031384256,0.0028423942
179,6.876916e-05,0.01922468,6.876916e-05,0.0035325508
180,0.028266542,0.014249495,0.028266542,0.014215111
181,0.023702947,0.023673635,0.023702947,0.009540364
182,0.05125113,0.03793485,0.05125113,0.026083378
183,0.16195095,0.039985955,0.16195095,0.01436039
184,0.015114064,0.10426576,0.015114064,0.023290286
185,0.02650254,0.007886181,0.02650254,0.00032914872
186,0.0022889753,0.05888949,0.0022889753,0.04563822
187,2.6928283e-05,0.017180305,2.6928283e-05,0.016035818
188,0.0013370331,0.014253654,0.0013370331,0.014240189
189,0.021852065,0.1332395,0.021852065,0.13257098
190,0.055091176,0.011601101,0.055091176,0.00067506783
191,0.00078849593,0.045568157,0.00078849593,0.018022569
192,1.4448257e-06,0.0023540168,1.4448257e-06,0.0019597688
193,0.03839148,0.10256771,0.03839148,0.10256699
194,0.0019864321,0.020746883,0.0019864321,0.0015511431
195,0.046953853,0.030182164,0.046953853,0.029188948
196,0.0070641153,0.027335308,0.0070641153,0.0038583819
197,0.016303973,0.010206087,0.016303973,0.006674029
198,0.009315665,0.04786868,0.009315665,0.039716695
199,0.06742551,0.01833338,0.06742551,0.013675547
200,0.0006781192,0.092810884,0.0006781192,0.05909813
201,0.00064908364,0.0005418302,0.00064908364,0.00020277064
202,0.023002867,0.0003444191,0.023002867,1.987727e-05
203,0.11717822,0.07304857,0.11717822,0.061547138
204,0.06410683,0.10434713,0.06410683,0.045758024
205,0.020059155,0.036490697,0.020059155,0.0044372836
206,0.0069866288,0.02063617,0.0069866288,0.010606592
207,0.00027740985,0.019618278,0.00027740985,0.016124964
208,0.0044210237,0.010686971,0.0044210237,0.010548267
209,0.028086439,0.0575507,0.028086439,0.055340186
210,0.014905578,0.02758228,0.014905578,0.013539061
211,0.005977819,0.02871086,0.005977819,0.021258071
212,0.0005614547,0.0037195124,0.0005614547,0.0007306028
213,0.0045986325,0.00046535535,0.0045986325,0.00018462802
214,0.014047338,0.008808587,0.014047338,0.00650927
215,0.02238608,0.13924794,0.02238608,0.13222428
216,0.02391769,0.011642275,0.02391769,0.00044923567
217,0.0014927915,0.16190413,0.0014927915,0.14994527
218,0.0001210245,0.1414974,0.0001210245,0.140751
219,6.972774e-05,0.0011377669,6.972774e-05,0.0010772547
220,0.0029521135,0.006041296,0.0029521135,0.0060064318
221,0.007077441,0.0015414665,0.007077441,6.5409695e-05
222,0.06104475,0.026447894,0.06104475,0.022909174
223,1.879667e-05,0.05296526,1.879667e-05,0.022442885
224,0.017606778,0.0032427227,0.017606778,0.0032333243
225,0.006979224,0.05003122,0.006979224,0.04122783
226,0.004793409,0.015275331,0.004793409,0.01178572
227,0.00490235,0.009352111,0.00490235,0.0069554066
228,0.031470247,0.067415304,0.031470247,0.06496413
229,1.40633565e-05,0.037420504,1.40633565e-05,0.02168538
230,0.012420615,0.08006042,0.012420615,0.08005339
231,0.001953623,0.016933532,0.001953623,0.010723225
232,0.0007366382,0.030341832,0.0007366382,0.02936502
233,0.016897166,0.01010351,0.016897166,0.00973519
234,0.070250556,0.021511678,0.070250556,0.013063094
235,0.0039543044,0.053186215,0.0039543044,0.018060938
236,0.010586706,0.0027613943,0.010586706,0.0007842421
237,0.029322889,0.0059931483,0.029322889,0.00069979514
238,0.0051126895,0.018968394,0.0051126895,0.00430695
239,0.03234313,0.1326955,0.03234313,0.13013916
240,0.0009401784,0.017129688,0.0009401784,0.0009581226
241,0.009316678,0.021159973,0.009316678,0.020689884
242,0.0012110241,0.0073370645,0.0012110241,0.0026787252
243,0.00013537613,0.011138364,0.00013537613,0.010532851
244,0.03867118,0.03485336,0.03867118,0.034785673
245,0.010327408,0.09368859,0.010327408,0.074353
246,0.02809571,0.0061536375,0.02809571,0.0009899337
247,0.18334115,0.018344933,0.18334115,0.0042970786
248,0.04407235,0.15657976,0.04407235,0.06490919
249,0.031940293,0.022036208,0.031940293,3.304542e-08
250,0.015280374,0.0696399,0.015280374,0.05366975
251,0.0004662459,0.10620977,0.0004662459,0.09856958
252,0.017800823,0.0044016647,0.017800823,0.0041685416
253,0.009099318,0.014043106,0.009099318,0.005142694
254,0.001449139,0.05144892,0.001449139,0.04689926
255,0.0020750293,0.011506962,0.0020750293,0.010782392
256,0.024241302,0.047380105,0.024241302,0.04634259
257,0.07400018,0.012348554,0.07400018,0.00022790272
258,0.02928717,0.041463893,0.02928717,0.004463802
259,0.018249186,0.07284791,0.018249186,0.058204327
260,0.050886437,0.021798957,0.050886437,0.012674363
261,0.0031403885,0.025526168,0.0031403885,8.294884e-05
262,0.012403214,0.070907004,0.012403214,0.06933681
263,0.042458452,0.0064479173,0.042458452,0.0002463102
264,0.0005136387,0.07525323,0.0005136387,0.054024007
265,0.024696711,0.0032098822,0.024696711,0.0029530628
266,2.1055335e-05,0.062313594,2.1055335e-05,0.049965236
267,0.0036195735,0.034137208,0.0036195735,0.03412668
268,0.0048355954,0.004656068,0.0048355954,0.0028462813
269,0.0063460167,0.017669199,0.0063460167,0.015251402
270,0.027073795,0.043082204,0.027073795,0.039909195
271,0.016598625,0.015623864,0.016598625,0.0020869665
272,0.0056839227,0.0083355,0.0056839227,3.6187055e-05
273,0.052227076,0.052646533,0.052227076,0.049804572
274,0.012708713,0.037125744,0.012708713,0.011012208
275,0.0019718544,0.0066298256,0.0019718544,0.00027546877
276,0.027387246,0.008676176,0.027387246,0.0076902485
277,0.028891355,0.08976431,0.028891355,0.07607069
278,0.021177316,0.060925663,0.021177316,0.046479985
279,0.06062975,0.051909305,0.06062975,0.041320648
280,0.095373005,0.046350997,0.095373005,0.016036121
281,0.024809735,0.0482303,0.024809735,0.00054380065
282,0.009423145,0.019018868,0.009423145,0.006614
283,0.06967963,0.008718703,0.06967963,0.0040071304
284,0.0025642456,0.039980877,0.0025642456,0.005141061
285,0.021676382,0.003072816,0.021676382,0.001790693
286,0.0036064137,0.06360118,0.0036064137,0.052762993
287,0.012117013,0.0041066254,0.012117013,0.0023034185
288,0.0013154033,0.0062942067,0.0013154033,0.00023569987
289,0.0004711512,0.010045242,0.0004711512,0.00938754
290,0.0004035755,0.0010349045,0.0004035755,0.0007993289
291,0.017965004,0.008854803,0.017965004,0.008653015
292,0.012148451,0.077328116,0.012148451,0.068345614
293,0.01651189,0.08651657,0.01651189,0.08044234
294,0.034674358,0.04966982,0.034674358,0.041413877
295,0.0019051931,0.019448493,0.0019051931,0.0021113132
296,6.104408e-05,0.046777423,6.104408e-05,0.045824826
297,0.00666178,0.017844146,0.00666178,0.017813625
298,0.0009008791,0.0059318496,0.0009008791,0.0026009593
299,0.000116491115,0.00053835666,0.000116491115,8.791709e-05
300,0.006547488,9.26441e-05,0.006547488,3.4398538e-05
301,0.05892837,0.00415798,0.05892837,0.0008842363
302,0.000118495336,0.0555422,0.000118495336,0.026078014
303,7.8217345e-05,0.037996333,7.8217345e-05,0.037937086
304,0.07436991,0.06469029,0.07436991,0.064651184
305,0.0026602868,0.03731333,0.0026602868,0.00012837835
306,0.009209118,0.002610411,0.009209118,0.0012802676
307,0.017792584,0.08203521,0.017792584,0.07743066
308,0.0013778283,0.044134095,0.0013778283,0.035237804
309,0.028063811,0.0023714523,0.028063811,0.0016825382
310,0.0015769781,0.015058903,0.0015769781,0.0010269971
311,0.04916948,0.14132832,0.04916948,0.14053982
312,0.0028110745,0.03614844,0.0028110745,0.011563699
313,0.007345609,0.014273316,0.007345609,0.012867779
314,0.0043378514,0.014414928,0.0043378514,0.010742123
315,0.0068649445,0.0022996757,0.0068649445,0.00013075
316,0.04589216,0.0039263396,0.04589216,0.00049386744
317,0.0036735514,0.17330171,0.0036735514,0.15035564
318,0.016027791,0.013251341,0.016027791,0.011414565
319,8.603586e-06,0.027528055,8.603586e-06,0.019514158
320,0.0027669102,0.00106119,0.0027669102,0.0010568883
321,0.0030388117,0.03224058,0.0030388117,0.030857127
322,0.018519033,0.0023505627,0.018519033,0.00083115697
323,0.09109059,0.08147298,0.09109059,0.07221346
324,0.001874563,0.054978527,0.001874563,0.009433232
325,2.2844048e-05,0.10627559,2.2844048e-05,0.105338305
326,0.00029324376,0.019510403,0.00029324376,0.019498982
327,0.021644324,0.028588206,0.021644324,0.028441584
328,0.013039198,0.017611261,0.013039198,0.0067890994
329,0.0033286398,0.0068226373,0.0033286398,0.00030303843
330,0.0031208717,0.021970306,0.0031208717,0.020305986
331,0.015772497,0.13021901,0.015772497,0.12865858
332,0.007898603,0.022571212,0.007898603,0.014684963
333,0.00049359514,0.046772934,0.00049359514,0.042823635
334,0.050548285,0.013596075,0.050548285,0.013349277
335,0.027254494,0.032048736,0.027254494,0.006774592
336,0.07199492,0.014452056,0.07199492,0.0008248095
337,0.057612922,0.044958524,0.057612922,0.008961065
338,0.0025405122,0.035824727,0.0025405122,0.007018266
339,0.0029596633,0.0047020186,0.0029596633,0.0034317623
340,0.011708372,0.0493966,0.011708372,0.04791677
341,0.00048584602,0.043717306,0.00048584602,0.03786312
342,0.0016143303,0.037605204,0.0016143303,0.03736228
343,0.033716995,0.017601427,0.033716995,0.016794262
344,0.037791934,0.06411588,0.037791934,0.047257382
345,0.0063302764,0.04676059,0.0063302764,0.027864624
346,0.061818097,0.003278554,0.061818097,0.00011341581
347,2.2255841e-05,0.042591773,2.2255841e-05,0.011682724
348,0.0010526109,0.048254605,0.0010526109,0.048243478
349,0.0042176824,0.0005307347,0.0042176824,4.429252e-06
350,0.004276859,0.039168555,0.004276859,0.037059713
351,0.041197486,0.013846627,0.041197486,0.011708198
352,0.015981387,0.09064928,0.015981387,0.07005053
353,0.034012564,0.018233538,0.034012564,0.010242845
354,0.0007286025,0.04416727,0.0007286025,0.027160987
355,0.007887757,0.01716327,0.007887757,0.016798967
356,0.011844463,0.003970497,0.011844463,2.6618234e-05
357,0.0018450422,0.008011639,0.0018450422,0.002089408
358,0.00012251192,0.04429728,0.00012251192,0.043374762
359,0.02631677,0.009250685,0.02631677,0.009189429
360,0.00021911606,0.013732952,0.00021911606,0.0005745675
361,0.004912351,0.04334143,0.004912351,0.043231875
362,0.093161836,0.0025110666,0.093161836,5.4891174e-05
363,0.090609975,0.050285004,0.090609975,0.003704086
364,0.036582947,0.058818776,0.036582947,0.0135137895
365,0.020228932,0.030913128,0.020228932,0.012621654
366,0.00669711,0.025813214,0.00669711,0.015698748
367,0.00075655803,0.024160556,0.00075655803,0.020812001
368,0.056159243,0.0051439186,0.056159243,0.0047656395
369,0.00048894447,0.044242535,0.00048894447,0.016162913
370,0.0014275166,0.010724359,0.0014275166,0.010479887
371,0.0030600156,0.14872013,0.0030600156,0.14800636
372,0.073282965,0.01220469,0.073282965,0.010674682
373,0.0009643444,0.0748955,0.0009643444,0.03825402
374,2.237069e-06,0.011453845,2.237069e-06,0.010971673
375,0.016456775,0.050965585,0.016456775,0.050964467
376,0.03715192,0.017266419,0.03715192,0.009038031
377,0.00017509802,0.02050147,0.00017509802,0.0019255102
378,0.031060606,0.06208326,0.031060606,0.06199571
379,0.071104765,0.016863788,0.071104765,0.0013334844
380,0.008123002,0.05707761,0.008123002,0.021525225
381,0.06963942,0.011666124,0.06963942,0.0076046227
382,0.12048201,0.1663686,0.12048201,0.1315489
383,0.01351553,0.065903835,0.01351553,0.005662828
384,0.07865453,0.016581856,0.07865453,0.009824092
385,0.008120336,0.039337374,0.008120336,1.01122005e-05
386,0.01412295,0.009222504,0.01412295,0.0051623355
387,0.036586188,0.01950404,0.036586188,0.0124425655
388,0.0053986744,0.018293101,0.0053986744,8.345277e-09
389,0.038642325,0.015699284,0.038642325,0.012999946
390,0.00017688147,0.05539648,0.00017688147,0.036075316
391,0.00040584165,0.07161451,0.00040584165,0.07152607
392,0.013857684,0.02823666,0.013857684,0.028033739
393,0.042433266,0.058325104,0.042433266,0.051396262
394,0.00135667,0.041091703,0.00135667,0.019875072
395,0.029481169,0.0006796995,0.029481169,1.3644625e-06
396,0.006789779,0.023627918,0.006789779,0.008887334
397,0.079702616,0.02831787,0.079702616,0.024922982
398,0.013252686,0.044547196,0.013252686,0.00469589
399,0.0037502071,0.028871218,0.0037502071,0.022244874
400,0.05460226,0.003279328,0.05460226,0.0014042245
401,0.033866387,0.033183865,0.033866387,0.005882736
402,0.009309986,0.018251061,0.009309986,0.0013178675
403,0.07920529,0.15299737,0.07920529,0.14834239
404,0.0055554514,0.04250758,0.0055554514,0.0029049371
405,6.984858e-05,0.0028527405,6.984858e-05,7.5014825e-05
406,0.016327927,0.004004154,0.016327927,0.0039692298
407,0.002719743,0.01621285,0.002719743,0.008048886
408,0.0047902595,0.005955566,0.0047902595,0.0045956946
409,0.07266158,0.08725821,0.07266158,0.08486308
410,0.0022765445,0.03635095,0.0022765445,2.0163052e-05
411,0.00612266,0.0063678417,0.00612266,0.0052295695
412,0.017980583,0.027768003,0.017980583,0.024706673
413,0.14165846,0.024901021,0.14165846,0.01591073
414,0.041634496,0.07609407,0.041634496,0.0052648406
415,0.038688317,0.037335925,0.038688317,0.016518679
416,0.08052969,0.030315284,0.08052969,0.010971124
417,0.00019154264,0.04034279,0.00019154264,7.794539e-05
418,0.06459605,0.05213288,0.06459605,0.05203711
419,0.017143263,0.055146366,0.017143263,0.022848343
420,0.005083996,0.02650806,0.005083996,0.017936429
421,0.016011456,0.007225879,0.016011456,0.004683881
422,0.0135706905,0.02281816,0.0135706905,0.014812432
423,0.001411044,0.008130812,0.001411044,0.0013454672
424,0.061085593,0.011529189,0.061085593,0.010823666
425,0.003918763,0.030762091,0.003918763,0.00021929413
426,0.011388801,0.022098565,0.011388801,0.020139184
427,0.025790812,0.016874451,0.025790812,0.011180051
428,0.042377133,0.022816576,0.042377133,0.009921169
429,0.07662938,0.13703284,0.07662938,0.11584427
430,0.034128543,0.046102785,0.034128543,0.0077880966
431,0.014405324,0.01960243,0.014405324,0.0025381572
432,0.018942982,0.055448845,0.018942982,0.048246183
433,0.00018146125,0.030006176,0.00018146125,0.020534685
434,0.08382054,0.0051429044,0.08382054,0.0050521735
435,0.0035341107,0.04237124,0.0035341107,0.00046097298
436,0.13226825,0.052073985,0.13226825,0.05030693
437,0.017984843,0.0713265,0.017984843,0.0051923776
438,0.1851141,0.07019174,0.1851141,0.06119932
439,0.00044426922,0.0974367,0.00044426922,0.004879643
440,0.05358453,0.00022216163,0.05358453,2.7016485e-08
441,0.10116069,0.034631368,0.10116069,0.007839102
442,0.058853213,0.06668845,0.058853213,0.016108103
443,0.002243405,0.07046228,0.002243405,0.04103567
444,0.10461393,0.038795076,0.10461393,0.037673373
445,0.012743507,0.17928602,0.012743507,0.12697905
446,0.012294319,0.025874643,0.012294319,0.01950289
447,0.16092964,0.007739954,0.16092964,0.0015927943
448,0.026248274,0.11830641,0.026248274,0.037841592
449,0.014931094,0.016160652,0.014931094,0.0030365153
450,0.074725114,0.008087799,0.074725114,0.0006222519
451,0.0038573851,0.03989531,0.0038573851,0.002532753
452,0.022982538,0.005207892,0.022982538,0.0032791994
453,0.009673726,0.012487813,0.009673726,0.0009965443
454,0.0021284774,0.014733778,0.0021284774,0.009896915
455,0.0026235909,0.004104462,0.0026235909,0.0030402231
456,0.061296854,0.00246201,0.061296854,0.0011502146
457,0.009959584,0.10220615,0.009959584,0.07155772
458,9.818469e-05,0.0076930257,9.818469e-05,0.0027132337
459,0.005875496,0.0001537353,0.005875496,0.000104642946
460,0.07139915,0.002942551,0.07139915,4.802843e-06
461,0.03954795,0.06725688,0.03954795,0.031557307
462,0.045109496,0.029736191,0.045109496,0.009962216
463,0.00472256,0.024069617,0.00472256,0.0015148696
464,0.01984179,0.20873629,0.01984179,0.206375
465,0.03264026,0.016310677,0.03264026,0.006389782
466,0.021155873,0.025102101,0.021155873,0.0087819705
467,0.13763198,0.05955116,0.13763198,0.048973225
468,0.00066344184,0.070690185,0.00066344184,0.0018741955
469,0.00014117706,0.09024477,0.00014117706,0.08991305
470,0.022182535,0.0040615913,0.022182535,0.0039910027
471,7.178772e-05,0.08601664,7.178772e-05,0.07492537
472,0.07752311,0.010960173,0.07752311,0.010924279
473,0.20216118,0.13679768,0.20216118,0.098036125
474,0.04854701,0.101400815,0.04854701,0.0003202276
475,0.025210781,0.052564237,0.025210781,0.028290732
476,0.0014047277,0.029012997,0.0014047277,0.016407605
477,0.049384106,0.004156866,0.049384106,0.0034545024
478,0.00020414732,0.05495709,0.00020414732,0.030265037
479,0.00018529034,0.025824068,0.00018529034,0.025721995
480,0.030296737,0.057667997,0.030296737,0.057575352
481,0.042916402,0.047644854,0.042916402,0.032496486
482,0.004890236,0.022079853,0.004890236,0.0006216526
483,0.009142653,0.017614417,0.009142653,0.015169299
484,0.019572496,0.038598355,0.019572496,0.03402703
485,0.0041259727,0.02119214,0.0041259727,0.011405893
486,0.00043274823,0.06950731,0.00043274823,0.067444324
487,0.00012874877,0.00021728147,0.00012874877,9.073576e-07
488,0.032619108,0.0010038443,0.032619108,0.0009394699
489,0.023288716,0.02481982,0.023288716,0.0085102655
490,0.02999503,0.08834228,0.02999503,0.07669792
491,0.0060442383,0.016780183,0.0060442383,0.001782667
492,0.00036288312,0.0030310357,0.00036288312,8.916501e-06
493,0.168793,0.0416702,0.168793,0.04148876
494,0.007094804,0.08592127,0.007094804,0.0015247747
495,0.003933593,0.06806251,0.003933593,0.06451511
496,0.012011009,0.004849188,0.012011009,0.0028823912
497,0.008886239,0.0077293897,0.008886239,0.0017238851
498,1.3760017e-05,0.022849064,1.3760017e-05,0.018405944
499,0.019587947,0.045502603,0.019587947,0.045495722
500,0.06303134,0.0215951,0.06303134,0.011801126
