,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t)
16,0.01590673,0.021447737,0.041964766,0.019564878,0.053220652,0.28263628,0.09021811,0.1842432,0.0477461,0.18085796,0.047743596,0.12658545
17,0.04583087,0.13391916,0.060178623,0.058269124,0.037705336,0.41094,0.039427966,0.10273583,0.1310118,0.10950718,0.026901713,0.11171307
18,0.0677093,0.034294542,0.09723452,0.0075964336,0.05051481,0.3524223,0.13963364,0.20383188,0.113364525,0.18003038,0.0070682773,0.0669132
19,0.0035563218,0.049023397,0.020987628,0.003271693,0.03456305,0.3727194,0.058050163,0.12482594,0.04067925,0.10625833,0.03723396,0.12528764
20,0.018632036,0.09483084,0.03493122,0.01856446,0.06174548,0.3131683,0.07716538,0.06411806,0.037988722,0.08642149,0.0032301678,0.08245055
21,0.022853924,0.021334542,0.060004033,0.00018371371,0.04019032,0.23630467,0.115661114,0.104224816,0.100502655,0.069531254,0.017014544,0.043531362
22,0.012209959,0.057255644,0.011178314,0.005160148,0.026939267,0.22194596,0.059378617,0.08631082,0.039612148,0.08854121,0.0050888318,0.07247305
23,0.033104125,0.02250754,0.09951128,0.0053937607,0.028398914,0.1986708,0.022921905,0.07024421,0.04436839,0.07556178,0.06251805,0.11079431
24,0.0372021,0.04976269,0.06996961,0.066665314,0.021080839,0.17224759,0.026912734,0.1743328,0.060353193,0.09580377,0.002345136,0.046653174
25,0.035471413,0.06395824,0.05929862,0.025992665,0.070533045,0.22469951,0.12673627,0.15189277,0.08437535,0.10316753,0.0017013266,0.23419091
26,0.03308624,0.047882196,0.046106808,0.0045784726,0.048542846,0.26121292,0.06349397,0.12237182,0.15414456,0.1754909,0.016135762,0.05182468
27,0.023509376,0.052412897,0.02865697,0.010603702,0.032884747,0.28784183,0.081161484,0.13492644,0.04088725,0.110445715,0.0009164385,0.08782661
28,0.09257143,0.026554657,0.08766759,0.0046281475,0.022329606,0.27092,0.052556828,0.08152516,0.039920002,0.09690586,0.00458945,0.065447845
29,0.053704962,0.054367263,0.038462024,0.040718183,0.036999945,0.23605387,0.023441765,0.08747162,0.023950871,0.05867846,0.00057231216,0.05154979
30,0.00058339775,0.02149504,0.10242592,0.0012664024,0.09931414,0.2596675,0.014544483,0.15346192,0.08178336,0.06976632,0.0030443221,0.029722758
31,0.012995626,0.055607196,0.03380261,0.004911329,0.05384679,0.24517731,0.086127155,0.062216725,0.041083578,0.06556461,0.0040213093,0.034987893
32,0.1268325,0.018558085,0.09373434,8.7003245e-05,0.06399739,0.2140229,0.044144496,0.115134366,0.051647373,0.04065483,0.039668616,0.03456436
33,0.045748085,0.04687003,0.028235111,0.07302188,0.038342316,0.18956074,0.025845092,0.12495424,0.031032387,0.07055954,0.0021376999,0.020595329
34,0.022711733,0.08997637,0.061106224,0.042278085,0.06301661,0.28630906,0.071986094,0.15930828,0.056742005,0.067875065,0.118511975,0.10679878
35,0.060302053,0.054345593,0.09535161,5.6620553e-05,0.054548103,0.26683217,0.041783318,0.18537065,0.07221883,0.10298751,1.2929376e-06,0.035811793
36,0.05608179,0.087007664,0.033510875,0.0066839214,0.04248447,0.30548084,0.06632298,0.114711374,0.09163354,0.070562914,0.00091815356,0.06575929
37,0.11070288,0.025347183,0.04710521,0.012496511,0.07995555,0.24572054,0.09060836,0.17348766,0.066760585,0.08269893,0.08556267,0.12664786
38,0.078379974,0.029427322,0.06004297,0.0003150728,0.15507941,0.25109464,0.03790678,0.12882029,0.044397563,0.105531156,0.0033085595,0.041615877
39,0.0075853057,0.03008367,0.19598183,0.0026273977,0.07792666,0.2645725,0.036236644,0.115378395,0.05537539,0.11327903,0.00077640783,0.060810477
40,0.02104728,0.098006055,0.027673699,0.0028735409,0.054121,0.24849437,0.15633988,0.054710913,0.04501003,0.10007779,0.028854731,0.08462272
41,0.03394547,0.014637928,0.22922468,0.0023817976,0.031724878,0.21890044,0.15477236,0.10943086,0.14738326,0.06635828,0.0027334641,0.055698335
42,0.0046855947,0.114773855,0.025324434,0.030772438,0.06928157,0.19840457,0.08670723,0.14590758,0.018606149,0.14867902,0.0877557,0.06813673
43,0.07182989,0.01739981,0.07896268,0.13054581,0.074080706,0.25565407,0.022002876,0.13353811,0.082787074,0.072700605,0.025295714,0.07696225
44,0.08747408,0.051278125,0.15782064,0.00095935486,0.12650199,0.31058344,0.08250571,0.13563484,0.071112655,0.17232814,0.00546297,0.04728153
45,0.050853904,0.09588404,0.08782083,0.059240982,0.09646514,0.311105,0.038117047,0.14508188,0.1061247,0.07908031,0.0093683805,0.18969482
46,0.019070609,0.07679335,0.13863511,0.0012824556,0.089847885,0.29502875,0.109485835,0.20721479,0.10444004,0.17830124,0.0007817552,0.07717571
47,0.017405568,0.082057945,0.05574785,3.9106524e-07,0.05747007,0.34037387,0.05464416,0.14159498,0.067561224,0.09196139,0.007914004,0.08934726
48,0.005399105,0.060758553,0.042091746,0.0056534978,0.029992312,0.3330777,0.037393868,0.10646535,0.13190642,0.10436728,0.005671965,0.046652704
49,0.0028586667,0.090715244,0.06437105,0.011356658,0.056401104,0.28253293,0.10748114,0.23837718,0.056235373,0.09829077,0.003052634,0.0656904
50,0.008083376,0.12707725,0.06786666,0.0018088912,0.13255657,0.31029785,0.028343784,0.1004513,0.07391792,0.13116294,0.038487665,0.049287893
51,0.059618127,0.05725804,0.06445715,0.005837446,0.07028239,0.278976,0.16876282,0.21879196,0.11132085,0.06411464,0.004590104,0.06901559
52,0.033621874,0.14208639,0.08556225,0.011152375,0.03995209,0.28694978,0.060532764,0.13003784,0.06839475,0.099886335,9.395937e-05,0.036387008
53,0.0026223576,0.08115896,0.12202291,0.01347721,0.027212089,0.30335692,0.059314646,0.22638553,0.08394824,0.05872821,0.03832494,0.13256845
54,0.020048719,0.083191454,0.05769784,0.009638925,0.02060889,0.29715112,0.06294933,0.11957273,0.10512113,0.11673191,0.01671961,0.031475537
55,0.04273149,0.055514045,0.0506743,0.03302602,0.11897622,0.32592595,0.052706033,0.12933846,0.060094923,0.08486889,0.17284231,0.0692216
56,0.09704823,0.034406506,0.04571927,0.035264958,0.07641804,0.27097568,0.04292516,0.10781314,0.08385733,0.08188766,0.008946935,0.07462909
57,0.021504622,0.101234905,0.03489015,0.018006593,0.055986896,0.2321397,0.05436288,0.12640466,0.053940304,0.0980345,0.059814185,0.04094401
58,0.056037065,0.028557424,0.0863735,0.00436337,0.05135954,0.23191942,0.026983526,0.11819103,0.06987139,0.05865686,0.007175372,0.16625242
59,0.003590698,0.043843817,0.024376836,0.00441146,0.08143389,0.23011018,0.069083184,0.08549168,0.03753156,0.12476962,0.0010800471,0.033860903
60,0.029401429,0.014536152,0.032187454,0.0017856965,0.05355871,0.23651461,0.025264433,0.064051844,0.044622697,0.043841116,0.0017341205,0.06729888
61,0.0016675803,0.038331594,0.023557678,0.022445446,0.24584663,0.17227077,0.088278815,0.04850359,0.025601692,0.05693637,0.0027267206,0.0227961
62,0.03760333,0.04489028,0.045671854,0.030738354,0.13946304,0.15324394,0.04878745,0.048301898,0.086472034,0.082719885,0.056032147,0.05339756
63,0.032714732,0.034840662,0.04834879,0.020325946,0.12141784,0.19116592,0.06204703,0.12731713,0.08317917,0.08534641,0.02013728,0.046290126
64,0.010701852,0.04262479,0.04794286,0.01906521,0.07198943,0.2088568,0.07156895,0.091371164,0.05289957,0.12645608,0.013060239,0.059403896
65,0.058160745,0.02755757,0.117556006,0.007342506,0.04729276,0.24011284,0.033712775,0.089734495,0.044382304,0.097950116,0.060626294,0.23610446
66,0.03041832,0.15679753,0.03598725,0.0011781176,0.042875867,0.24082363,0.030919418,0.14262652,0.02771275,0.15135969,0.024827998,0.05085405
67,0.043455508,0.06606762,0.17946231,0.0012909436,0.15500471,0.35300407,0.037884556,0.17251767,0.08943122,0.08325671,0.00071360776,0.08109887
68,0.04824416,0.09378606,0.07275981,5.984026e-06,0.08162753,0.31523347,0.071099676,0.1640369,0.2612657,0.08625478,0.0039417665,0.07679635
69,0.0023691347,0.054037485,0.17519708,0.0014565091,0.076998726,0.2828279,0.13078733,0.24080521,0.110246986,0.17704508,0.037876427,0.047373753
70,0.14222427,0.09098857,0.06122565,0.019982763,0.16503164,0.44591215,0.08079133,0.25391024,0.12134545,0.08430076,0.003048982,0.13247398
71,0.026379174,0.037089,0.057110954,0.10053289,0.10073217,0.40657604,0.12051435,0.207986,0.099402934,0.14042403,0.06059607,0.056215324
72,0.07198298,0.033766538,0.077702284,0.009704609,0.1339542,0.37787783,0.049746275,0.19503765,0.100156404,0.1487148,0.006474176,0.09092441
73,0.014060615,0.03895257,0.02185349,0.044218842,0.11690072,0.45707133,0.08834292,0.12546226,0.08027004,0.12102197,0.0006927422,0.12115756
74,0.1563289,0.01093269,0.041762464,0.0011354282,0.08712301,0.35452458,0.043684084,0.091772445,0.0665991,0.12298509,0.007430528,0.14362323
75,0.08050983,0.08869408,0.006568726,0.03928793,0.06222031,0.29079062,0.12977988,0.13836434,0.031669386,0.10574416,0.00022993378,0.06167047
76,0.0005724561,0.012869187,0.076756306,0.11241499,0.072266445,0.32660264,0.1344238,0.15395525,0.0875424,0.098190054,0.0023806612,0.055234388
77,0.0015186372,0.1245569,0.08792606,0.0066793975,0.09625148,0.2940241,0.08014281,0.10560146,0.05362186,0.14749429,0.0023231294,0.04923135
78,0.034271434,0.07255897,0.20317551,0.07406738,0.05598305,0.27356002,0.026810937,0.13082185,0.15629435,0.057121802,0.09639308,0.088339895
79,0.05574926,0.15877023,0.07332143,0.07030523,0.069058366,0.24204496,0.09771414,0.19684389,0.06879343,0.16440438,0.19071847,0.03557213
80,0.09754474,0.041855346,0.16456161,0.00811766,0.08198415,0.31043392,0.03595453,0.21156362,0.14365274,0.10451507,0.09724156,0.08967256
81,0.071741655,0.09092054,0.025728427,0.001216041,0.047878355,0.31357548,0.07786573,0.17864649,0.045303516,0.14875682,0.06674608,0.09610255
82,0.03411078,0.04050204,0.046514764,0.09360529,0.027241666,0.32051158,0.0679594,0.12862961,0.07655279,0.10940617,0.03255842,0.084527306
83,0.039258085,0.029226944,0.101556405,0.008596458,0.09849505,0.2803315,0.04090385,0.12708315,0.070201084,0.1453005,0.0076753744,0.12600994
84,0.06021112,0.09831683,0.020519085,3.234085e-07,0.06003868,0.28057665,0.052521013,0.08222392,0.041498076,0.22504553,0.012960914,0.08989244
85,0.016636476,0.011455417,0.04921158,0.0042438675,0.080621794,0.31005052,0.021237968,0.17954431,0.0775147,0.07505132,0.0067343693,0.117458984
86,0.018046923,0.024627104,0.008561441,0.24595821,0.09783545,0.28614724,0.08964139,0.06032789,0.03510192,0.1815618,0.00017056908,0.037969
87,0.032657776,0.11061895,0.15651093,0.00019821615,0.23952937,0.26417777,0.019191055,0.10936021,0.12834316,0.16647342,0.004830698,0.11390231
88,0.042029526,0.102734044,0.22283304,0.00025088145,0.12185935,0.31371227,0.07072751,0.1635176,0.16092972,0.13931051,0.10395074,0.08753434
89,0.0953278,0.17242739,0.08023107,0.001537209,0.09125821,0.30938804,0.081207044,0.20082651,0.104624055,0.13356945,0.0021995055,0.083944716
90,0.002643107,0.049680516,0.08708326,0.0023609952,0.046996865,0.34491625,0.059996463,0.23238955,0.13076982,0.213905,0.1146342,0.070163116
91,0.10756175,0.04619085,0.048150513,0.104150146,0.061577413,0.48139566,0.09720048,0.17364898,0.061345167,0.12767842,0.006488136,0.12616003
92,0.13578792,0.07376969,0.10316683,0.0016445108,0.084695846,0.40970272,0.16994005,0.24244088,0.065135755,0.14996497,0.00013571294,0.06464719
93,0.056729283,0.1947737,0.058430266,0.014113611,0.08942273,0.42774156,0.04343244,0.23809893,0.068449266,0.07712625,0.0020171008,0.100131005
94,0.021213027,0.05579088,0.1051123,0.0029361185,0.06604113,0.41701642,0.04909361,0.23781343,0.12350381,0.09615433,0.0012509456,0.038660496
95,0.023049671,0.08099653,0.062904075,0.026832296,0.0363686,0.37742916,0.08258435,0.20127308,0.066845775,0.123944364,0.02746022,0.06951873
96,0.015267368,0.08848022,0.055173293,0.00018798914,0.031651907,0.3575931,0.10566778,0.12259926,0.19491792,0.08229736,0.0038670562,0.14225708
97,0.021825472,0.049369663,0.045924127,0.008886236,0.016890964,0.28554642,0.11466941,0.17191127,0.05313296,0.23842987,0.0017173535,0.089381486
98,0.022850955,0.02472929,0.06045275,0.041341808,0.28371695,0.35111436,0.039065316,0.07874654,0.031161489,0.14112929,0.107560776,0.14838247
99,0.073690966,0.042007532,0.03501444,0.0054272367,0.16356418,0.29133084,0.01622859,0.05781081,0.12726058,0.11126455,8.348612e-05,0.07377114
100,0.0422849,0.06638316,0.035615426,0.0036797568,0.08907158,0.24055603,0.07574277,0.15806517,0.06325337,0.13172618,0.16542484,0.05691918
101,0.13098395,0.023507573,0.03623192,0.004148905,0.06563462,0.2664569,0.051980086,0.10636926,0.09697829,0.061991256,3.412239e-06,0.067175865
102,0.010588568,0.01890127,0.014519999,0.036770444,0.039575346,0.22713307,0.048875604,0.13433616,0.031321477,0.09359704,0.025066458,0.03488798
103,0.016098255,0.032768115,0.033835243,0.00064842694,0.083199546,0.24151222,0.12287274,0.15911877,0.1675703,0.082285516,0.00697655,0.090033025
104,0.011244738,0.023401693,0.026283782,0.007357877,0.047415614,0.25476623,0.084766135,0.13648668,0.04384795,0.13299312,0.026734637,0.06663762
105,0.019987836,0.05249819,0.09615268,0.13421802,0.05885245,0.41764057,0.07549082,0.04999495,0.038359288,0.06667885,0.03390094,0.10169141
106,0.01955487,0.0867674,0.09826675,6.0651355e-06,0.096667334,0.335476,0.037868902,0.17259462,0.107491925,0.15406577,0.13812368,0.03403384
107,0.08268343,0.110449776,0.11861257,0.00058239256,0.06745225,0.33137923,0.0589095,0.12966314,0.09082841,0.07077208,0.016879188,0.08259257
108,0.012618687,0.08961749,0.05552839,0.003769677,0.03548804,0.27512378,0.14503527,0.18343216,0.07223466,0.09293037,0.07891463,0.10601513
109,0.10207491,0.0682432,0.051648643,0.08073113,0.020271834,0.3068509,0.03857456,0.1438379,0.11055358,0.19708508,8.764716e-06,0.13048552
110,0.010490447,0.04967544,0.09057336,0.1359575,0.11791892,0.32956162,0.070892535,0.26520348,0.077771455,0.17047118,0.034630742,0.1039962
111,0.22788258,0.08078671,0.09510227,0.016454581,0.1310329,0.3983904,0.039052505,0.14050177,0.108231634,0.1975828,0.016471602,0.095877424
112,0.00960519,0.19515729,0.048774764,0.029555775,0.13426942,0.38767856,0.10155821,0.2333287,0.08279384,0.18188813,0.019108007,0.10025965
113,0.010188594,0.025285084,0.11327077,0.0010816802,0.096337214,0.42579013,0.044440456,0.20044443,0.20860223,0.123210326,0.0009568264,0.11808773
114,0.037758708,0.08733474,0.013193535,1.0254687e-05,0.06956711,0.38028044,0.124704406,0.14067869,0.19909117,0.17176585,0.003454109,0.06172713
115,0.040875323,0.015124248,0.07196488,0.050962508,0.06740066,0.35376662,0.23418485,0.1850468,0.06168542,0.13048069,8.9736784e-07,0.086388044
116,0.11735637,0.050481245,0.042235278,0.007254602,0.16182342,0.33609954,0.049658246,0.07771051,0.05152718,0.10316819,0.0016352286,0.15932846
117,0.007293329,0.028070698,0.03567466,0.10566766,0.12404785,0.29674548,0.09197222,0.13468307,0.067583516,0.1106203,0.06440677,0.054321602
118,0.085305676,0.024327863,0.067195915,0.011812825,0.11780689,0.32482404,0.06367412,0.09140243,0.077302486,0.18518999,0.0010368373,0.10533998
119,0.0067236754,0.046680007,0.05847412,0.0069462303,0.06826168,0.30072585,0.03907407,0.11157554,0.054838523,0.09802157,0.031572375,0.12583528
120,0.028199246,0.055029705,0.05777993,0.035131074,0.07645867,0.27721703,0.051263526,0.0876161,0.042144544,0.094278686,0.0052704015,0.08231472
121,0.006206979,0.029549953,0.045911208,0.012830097,0.060856972,0.28278476,0.044899337,0.10434809,0.08957047,0.13644612,0.010512402,0.04790405
122,0.012988223,0.072674036,0.038009807,0.0039865384,0.041310992,0.3101382,0.13157012,0.09435497,0.06849473,0.07897296,0.0001007378,0.077786066
123,0.0037063358,0.02782749,0.04637012,0.0013353936,0.13040024,0.2450669,0.06771533,0.12732013,0.076468855,0.1057132,1.2447151e-05,0.039694257
124,0.024984248,0.029519193,0.01863199,0.002394131,0.13712543,0.24724494,0.052105695,0.07015734,0.048498392,0.06055141,0.00067723903,0.06767469
125,0.014014341,0.0281073,0.01903868,0.00013935205,0.07146351,0.19736615,0.026149185,0.062498033,0.12527226,0.059758067,2.0686673e-05,0.08102739
126,0.010263884,0.012356024,0.026910756,0.0055895103,0.14973393,0.17404065,0.22817186,0.09389353,0.046038356,0.11306365,0.010190723,0.062047265
127,0.11186172,0.043136105,0.036866173,0.014918193,0.07800679,0.21602418,0.025276992,0.062131807,0.045057267,0.069392055,0.003862039,0.112528
128,0.0032335895,0.021343496,0.037177987,0.00022333645,0.051722374,0.17377552,0.04405772,0.14105392,0.13221043,0.08688387,0.052137557,0.060370162
129,0.07454885,0.019821418,0.010787009,0.020528179,0.08016934,0.2123809,0.07842615,0.16361369,0.07148206,0.09661592,0.030123722,0.04427459
130,0.038914807,0.020486312,0.043492615,2.4245748e-05,0.050457947,0.36610112,0.050726537,0.094504654,0.095108494,0.16316298,0.03837904,0.048308052
131,0.035607304,0.097459435,0.14536636,0.029840304,0.032175254,0.31338662,0.06651041,0.15795472,0.059487842,0.077784516,5.9123184e-05,0.09102835
132,0.099129625,0.07565247,0.06365629,0.01858748,0.03567807,0.28825933,0.06501652,0.20614937,0.11611537,0.09043837,0.025923185,0.038985927
133,0.039918683,0.05263979,0.047220726,0.000657552,0.028961591,0.34743822,0.07437986,0.16926844,0.054138698,0.08958471,0.030289883,0.04954468
134,0.022726895,0.023684964,0.026648737,0.0037683388,0.014831051,0.30456108,0.02741621,0.086887546,0.03856303,0.062910885,0.020517873,0.053546958
135,0.046268288,0.035289094,0.014937179,0.0065481192,0.015232723,0.22743735,0.02019246,0.058634024,0.08372735,0.07717976,0.014546238,0.032102183
136,0.007284308,0.023091793,0.034412846,0.051202483,0.021988194,0.19984835,0.042302962,0.117787786,0.036519267,0.06553635,0.030902663,0.05460074
137,0.12127633,0.031175386,0.037549622,0.012372552,0.07573117,0.19190529,0.01830688,0.07022006,0.045084983,0.0874428,0.0068101785,0.070712596
138,0.0463611,0.022772528,0.04679215,0.010680407,0.045486435,0.17976652,0.04050119,0.20787048,0.07979621,0.06746859,0.051541958,0.053878922
139,0.026114017,0.02405876,0.018049503,0.11036621,0.030394496,0.22942246,0.040381037,0.08500281,0.043675013,0.08546353,0.00040964168,0.036984194
140,0.00020670197,0.012465084,0.07131643,0.003798384,0.1269008,0.2920869,0.032083277,0.0968468,0.048078515,0.09640274,0.027831195,0.09448053
141,0.013991421,0.03775382,0.013489781,0.012299707,0.06733137,0.35155332,0.10414237,0.0469034,0.044484183,0.08802491,0.07611905,0.0810551
142,0.040134184,0.0070890198,0.06218079,0.01459312,0.06279761,0.24479136,0.05875341,0.08226091,0.10688128,0.06897478,0.00048423035,0.06204693
143,0.0716943,0.12585971,0.011317263,0.014514505,0.07666995,0.20562783,0.054991376,0.08613419,0.02515893,0.09441274,0.0038292985,0.049010836
144,0.0055729253,0.014206618,0.1088594,0.0007267792,0.04561892,0.21216907,0.012872766,0.2646033,0.08578933,0.045513704,0.0005691095,0.060846787
145,0.026055368,0.07293883,0.007466699,0.08030635,0.12526165,0.26292744,0.043833278,0.060210817,0.028010909,0.08054949,0.0007332919,0.0708231
146,0.0003721951,0.06339598,0.07764989,0.0112329535,0.10292119,0.2082772,0.034968875,0.13964275,0.18915296,0.091479205,0.012676182,0.04081613
147,0.006634176,0.043928407,0.09724205,0.00077079795,0.06211154,0.23353025,0.09996458,0.20162135,0.0710276,0.13553068,0.011045431,0.046838153
148,0.016979719,0.08504188,0.062035248,0.010922562,0.036600612,0.33070615,0.13929941,0.07258718,0.039220147,0.06162114,0.025417024,0.06974973
149,0.035878003,0.033508964,0.12117187,0.000981168,0.026485682,0.2713552,0.18926021,0.09593912,0.07042913,0.21313426,0.021225166,0.039444756
150,0.011051026,0.06058669,0.029970407,0.004306706,0.015517989,0.2996279,0.035321143,0.096351355,0.03852018,0.0766364,0.012580501,0.10877435
151,0.075302325,0.024928113,0.06843531,0.06289273,0.014194241,0.2815633,0.025374342,0.19502404,0.12310359,0.20193222,0.013691171,0.0729647
152,0.16018748,0.07299796,0.0756835,0.021373656,0.12774748,0.3393101,0.061651763,0.13690168,0.1324537,0.13165635,0.0049572284,0.10389108
153,0.0032162208,0.037939258,0.07275973,0.005649796,0.07727947,0.3249296,0.09922906,0.20846295,0.07411235,0.15547106,0.14600751,0.10844891
154,0.13928083,0.046630267,0.16200517,0.0002508955,0.041799925,0.34798226,0.03919896,0.073815,0.10003781,0.11498808,4.5142497e-05,0.079431
155,0.008963519,0.11712042,0.06439452,0.0597174,0.021027617,0.2798137,0.06527072,0.15521501,0.035180353,0.10903582,0.027681883,0.28397074
156,0.03849777,0.040155344,0.18712747,0.061475895,0.070303574,0.27848586,0.046751834,0.1583994,0.103008576,0.2038392,0.00013959616,0.05561398
157,0.006376423,0.098555036,0.07495988,0.024250044,0.07054986,0.3286317,0.06216824,0.18954131,0.071102716,0.11393968,8.852027e-06,0.10192157
158,0.0373314,0.0397872,0.07731637,0.0014088777,0.13467032,0.3552366,0.08238225,0.122180805,0.07329232,0.10548333,0.004000734,0.057942726
159,0.0032673676,0.059212536,0.020937342,0.013066062,0.08874397,0.30931792,0.103492975,0.08734083,0.07103434,0.06633386,0.014358858,0.06236683
160,0.023382109,0.012021644,0.036279447,0.016466731,0.08390416,0.23443262,0.03645808,0.098865606,0.05946996,0.07441339,0.00059488753,0.07603869
161,0.16086802,0.034453467,0.04187931,0.007616926,0.10291903,0.23270705,0.081196114,0.0551087,0.034512453,0.07714695,0.0048552435,0.037507296
162,0.002434914,0.054277945,0.021878975,0.0061920793,0.059732642,0.18271495,0.025491789,0.14094996,0.05983366,0.08906709,0.01186662,0.042766556
163,0.038476855,0.082726195,0.054468013,0.06943265,0.050968252,0.22002868,0.030466238,0.076821566,0.043683704,0.06264897,0.0018216767,0.08491312
164,0.015623895,0.08807455,0.10950181,0.0046208426,0.061601907,0.18230154,0.024046576,0.16549462,0.080508985,0.10294767,0.00020332656,0.06518902
165,0.0023263665,0.055719554,0.05069034,0.015948521,0.033137318,0.2946412,0.040699486,0.12657307,0.07761115,0.08612075,0.006489549,0.08174624
166,0.020460406,0.025426155,0.047741067,0.0008811374,0.02458602,0.30233166,0.0614396,0.08959508,0.04056961,0.2858463,0.03341445,0.072783284
167,0.03040074,0.028965596,0.013375061,0.049590666,0.053788524,0.34359118,0.094247356,0.05706335,0.019712243,0.06212503,0.014745168,0.16685104
168,0.008567136,0.009842131,0.08938489,5.363461e-06,0.051768944,0.25982016,0.048570752,0.059957568,0.13581842,0.118087366,0.016972318,0.03436729
169,0.010175931,0.060546737,0.06235021,0.0032065967,0.029848812,0.21919101,0.06830374,0.08882321,0.0179063,0.08953588,0.0018970928,0.09082834
170,0.023579001,0.080916196,0.031876687,0.051272273,0.021732513,0.21018171,0.015592525,0.07324728,0.12827002,0.07662781,0.0007644214,0.049976364
171,0.0018360581,0.033206783,0.06627318,0.0018630098,0.040583294,0.23383905,0.087603405,0.22083373,0.06578033,0.14401196,0.022197952,0.049672253
172,0.09159961,0.06003692,0.021391733,0.0013283815,0.021248056,0.30248377,0.06815845,0.0799975,0.029549655,0.059254788,0.00010624251,0.07203356
173,0.085233934,0.037258957,0.101235725,0.034516715,0.013536063,0.22087009,0.024701435,0.1701525,0.052513912,0.07347893,0.008573552,0.04414033
174,0.004397481,0.05200489,0.10004537,0.0002505756,0.05194225,0.24086037,0.029250953,0.10634656,0.052481875,0.07699502,4.3635704e-05,0.051907696
175,0.0025708498,0.050080236,0.033963203,0.0011299598,0.02725204,0.28080225,0.0821746,0.10509246,0.13664697,0.052480612,0.017537162,0.06445993
176,0.016995557,0.06910288,0.13885924,0.05453807,0.017918458,0.22203366,0.09342967,0.110783845,0.032880962,0.10700047,0.13948925,0.041807186
177,0.069794945,0.075466834,0.067500435,0.004247131,0.041495014,0.29639736,0.017313324,0.16352077,0.053034443,0.06676283,0.0077419495,0.063191734
178,0.085206985,0.09923078,0.09044565,0.0002884499,0.043443695,0.28796294,0.079343945,0.2684462,0.053609617,0.10008192,0.00096548884,0.04353068
179,0.016401067,0.048046656,0.0614126,0.009046967,0.037887536,0.3329072,0.033138033,0.16452788,0.06065679,0.049900502,0.045260273,0.06157443
180,0.022766478,0.04259792,0.06839421,0.007191952,0.023533372,0.27434558,0.042747237,0.077135004,0.03611084,0.06643788,0.0006685167,0.075248085
181,0.0019469765,0.04081413,0.029250022,0.0014531054,0.023744088,0.23540239,0.021879997,0.068920806,0.055248804,0.069925696,0.077262975,0.08690673
182,0.042221796,0.015235103,0.021133624,1.3029128e-05,0.051741935,0.20206295,0.20242175,0.10401274,0.056666426,0.0811422,0.009864656,0.034993507
183,0.005182095,0.060772043,0.0258176,0.0063156993,0.2290644,0.24485138,0.05410168,0.062439345,0.021613166,0.047494087,0.054992143,0.11784078
