,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t),x40(t),x41(t),x42(t),x43(t),x44(t),x45(t),x46(t),x47(t),x48(t)
10,0.06142648,0.0824295,0.09409869,0.076757565,-0.0648032,-0.10409553,-0.048524186,0.03912871,0.15946348,-0.112645954,-0.007802388,0.110589996,0.07142155,-0.0008865353,-0.0020891041,-0.073439166,0.14389372,-0.026660943,0.0059386306,-0.039859243,-0.0045632105,0.00022091916,-0.12565993,0.012061746,0.101271644,0.02122904,0.08245937,0.086526796,0.028651094,0.0561952,0.01392031,0.0006948081,0.09944624,-0.051780168,0.053534064,-0.01582117,-0.0540748,-0.014228841,-0.028205086,-0.019001178,-0.151598,0.09756809,0.018598802,0.19996814,-0.02079752,0.08343157,0.050981767,0.018038549,-0.055157274
11,0.021528114,0.03239815,0.018262139,-0.17512175,-0.037038624,-0.046400197,-0.013856868,0.037858866,-0.017586283,-0.17371532,-0.011417007,-0.00693872,0.061404485,0.0020257165,-0.0997617,0.015672756,0.1032815,0.036538474,0.04021776,-0.03492831,0.03783989,0.01004604,-0.0527013,0.123647705,-0.023316637,-0.022937868,0.008123846,0.07377716,0.05425484,-0.0004814649,-0.04466949,0.000958074,-0.08585024,0.015331063,0.058845207,0.036747478,-0.20857497,0.009835036,-0.048159666,-0.020698756,0.028605446,0.06476881,0.08467375,-0.10742882,-0.0067506125,0.0534995,-0.0062974095,0.11439198,-0.07241049
12,0.12660775,0.051880218,0.00056257495,0.05158645,0.057595193,0.02378179,-0.0037753172,0.012864623,-0.0022250782,0.06749928,0.06560179,0.04669475,0.20745623,0.02585361,-0.062490415,-0.05557967,0.076039925,0.019582352,0.035249762,-0.005655705,0.10929397,0.011354539,-0.020949677,-0.02048044,-0.00980131,0.052813657,0.0031275693,0.10344088,0.059733544,0.06652962,0.07940682,0.13540414,0.114843436,0.085828796,0.09236136,0.08144534,-0.079531156,0.06385031,-0.08985003,-0.070812166,0.037973337,-0.011126518,0.07721558,0.11534491,-0.0010682511,0.034993265,0.025981266,0.077370234,0.028943632
13,0.024255184,0.065248296,0.09424381,-0.087868184,0.0142668625,-0.07366665,-0.03601402,0.12831305,0.049565993,0.007624709,-0.07895532,0.013474213,0.010183673,-0.038250208,0.030256948,0.023139387,-0.006312116,0.01728648,0.032732144,0.09020913,0.043457303,0.00080790534,-0.010519671,0.04267555,0.00264363,-0.010789586,0.13655618,0.110420614,-0.014645617,-0.03571094,0.10189636,0.17580819,0.025541674,0.010159031,0.068269856,0.03615821,0.04646087,0.12802292,-0.10214464,-0.0036123092,-0.07094498,0.015084104,-0.027894303,0.05956024,0.0273821,0.026585588,-0.083185054,0.017693684,-0.04485315
14,-0.008396001,0.08590152,0.18563077,-0.08889579,0.06605492,-0.07024057,-0.022042833,0.016710047,-0.030331252,-0.034326166,0.06577054,-0.0063989703,0.037027225,-0.029124107,-0.00947096,-0.015331479,-0.0035489248,0.043223552,0.10641151,-0.031645436,0.0012329947,0.025990073,0.020985475,0.08931786,0.013952984,0.16286285,0.002124607,0.08068859,0.039232194,-0.008700781,-0.06752267,-0.07371942,-0.0976547,0.14634696,0.037942994,-0.03846862,-0.031363938,0.10229294,-0.023632368,0.020267654,0.12402473,0.009357222,0.09764144,-0.01913033,0.024733707,-0.011018146,0.012587959,0.06397685,-0.04296232
15,-0.11136894,0.04202306,-0.036031775,0.015203588,0.08567602,0.065439925,0.0770779,0.021715865,-0.019304775,0.120373785,-0.03697527,0.067622796,0.10461152,0.034055214,-0.121499896,0.0038362667,-0.05043511,-0.09281427,-0.004095794,-0.042252097,0.02974974,0.027083255,-0.021084122,-0.009602196,-0.16155387,-0.0073327385,0.008131139,0.19653732,-0.022185847,-0.027071763,0.104151785,0.004125618,0.003127616,0.028203007,0.0066557033,0.016812066,0.006817823,-0.0018061469,-0.0039394926,-0.09561709,0.06871209,0.05130432,0.07858315,0.09952234,0.03466458,0.16418852,0.09597078,0.19839528,0.09892599
16,-0.09589209,0.027157474,0.043750964,-0.120526426,0.020625444,0.008368263,-0.0020730132,-0.041348547,0.032082304,0.15811639,0.10962201,0.09107585,-0.14345704,0.0028856583,0.076283455,-0.040579148,-0.09857561,-0.0047089243,-0.03552147,-0.017978918,0.0016064595,0.110399514,0.088001855,0.039954625,-0.027457593,0.0019615646,0.000111992806,0.105075955,-0.06509629,-0.18195893,-0.046226203,-0.017622467,-0.07253029,0.07081787,0.06809437,-0.09653708,0.014078535,-0.016785532,0.043094665,0.07953648,-0.03547909,-0.020288143,-0.045297194,-0.01878953,0.0629423,-0.028231094,-0.09663523,-0.039544135,0.054431133
17,-0.06692192,-0.010463829,0.0036166953,0.008656789,-0.041795455,0.076112755,-0.025917698,-0.022759061,-0.003380853,0.024960056,-0.011577476,-0.022303244,-0.0051510087,0.043971583,-0.022472177,0.020130023,-0.0836313,0.08282894,-0.008910332,-0.012699987,0.016985355,0.004725459,0.19584236,0.07707469,-0.03252839,-0.019671286,0.02235081,0.051594976,-0.0529328,-0.1631041,-0.020919332,-0.039875746,0.032638043,-0.050824195,0.09177367,0.0055766236,0.05234842,-0.037661087,-0.018901661,-0.03934157,0.163883,-0.05074612,-0.02670671,0.0180785,0.05723628,0.042681687,0.11934016,-0.02453462,0.030087547
18,0.0025374347,0.05993765,-0.019114908,-0.058109954,-0.03245623,0.007925276,-0.04147746,-0.031106092,0.12548512,0.056889083,0.09269831,0.06106065,0.10935033,0.010968505,0.053638656,-0.039627172,0.0855882,0.02652537,0.017243223,0.014177434,-0.021558048,0.0040523503,0.04266102,-0.025443899,0.06579669,0.024117153,0.0065609203,0.059309617,-0.03917152,0.059226893,-0.018840374,-0.10795531,0.09438038,0.011188608,0.08610454,0.0054914993,0.039961036,-0.05464442,0.0044749333,0.0923168,0.041388854,-0.06201993,0.18445638,0.08094646,-0.02413128,-0.08124218,-0.021845156,-0.042252444,0.104754925
19,0.004198914,0.16674417,-0.051582623,-0.04598512,-0.07306365,0.002402882,0.06297252,0.018596414,0.038970716,-0.041145243,-0.10625226,0.028177168,0.06963062,0.042693958,-0.15383048,0.15968217,0.04873455,0.009067237,-0.08746337,-0.026411023,-0.0060773296,0.023850868,0.02933626,0.05770105,-0.101423904,-0.0060372446,0.0019076681,0.0027883723,-0.0020126833,-0.049374066,0.011379517,0.11416789,0.0709684,-0.071222186,0.0895831,-0.050567158,-0.017018372,-0.005959985,-0.0097725205,0.080596715,0.11129135,0.1767146,-0.02541582,-0.014534581,0.06887381,0.11539391,0.05030211,0.014321755,0.09295855
20,0.08120621,0.010115248,0.07693739,-0.04252334,0.035389096,-0.021155663,-0.035312973,0.06641497,0.05038032,-0.002546954,0.11017623,0.17334053,-0.017048746,0.00516013,0.18017316,0.06801519,0.09223146,0.01583411,-0.015717976,-0.061277602,0.018274512,0.00011028576,0.038693212,-0.0002572264,0.10049074,0.13727029,0.0013448115,-0.054506678,-0.09032941,0.07799668,0.02758781,0.02467221,0.02982561,0.009402952,0.14253995,-0.12609583,-0.044687644,0.13036105,-0.02994718,0.17155164,0.02180442,-0.101696685,-0.0033974396,-0.056298606,0.08757737,-0.021600569,-0.07381592,-0.10451107,0.0013051378
21,0.08073512,0.08741288,0.017103055,0.016455702,-0.03394216,0.00068954006,-0.045409992,0.058150724,0.04578493,-0.11708453,-0.07323345,-0.034889393,0.100620784,0.042081177,0.039799094,0.086805515,0.066572115,0.022242224,0.0024799637,-0.0010385262,0.039345026,0.030747365,-0.118755594,0.034123056,-0.05319281,0.034246188,0.0035271556,-0.079341665,-0.025688207,0.094303444,0.058091402,0.12603143,0.13103041,0.053347684,0.16054964,-0.0033343453,-0.023826825,-0.0117252255,-0.08105362,-0.1794209,0.024792938,0.13567623,0.026367635,-0.1167853,0.022900665,0.07787286,0.13911518,0.0020592269,0.025928173
22,0.20927733,0.06009729,0.06525529,0.107135884,-0.054159816,-0.12528835,-0.079494916,0.08742696,0.01995045,0.00041281804,-0.011878049,0.13264304,0.08037939,-0.027902473,0.21880247,-0.069450736,0.22198716,-0.026397713,0.038536943,0.006701924,0.014206916,7.0847374e-05,0.019867439,-0.09963132,0.07098071,0.2298205,0.009892823,0.024966974,-0.068336464,0.27151567,0.045991138,0.08849136,0.03215911,0.049478836,0.16649263,-0.08226251,-0.06903789,-0.048901696,-0.11287875,-0.0303549,-0.1768286,0.17246649,0.045117017,-0.06497019,-0.026567094,0.019442514,-0.072383165,0.09894769,-0.050409343
23,0.12848783,0.050975386,0.12094553,0.06304984,-0.20885509,0.085721105,-0.07866223,0.10494012,-0.026875488,-0.1007972,-0.124270916,-0.00047853182,0.25131735,-0.02016666,-0.06861566,0.14831913,0.0931528,0.07986008,0.004246857,-0.027251203,0.036858648,0.008625756,-0.08749004,0.008826271,-0.028839,-0.014014291,0.000120524826,0.04746969,-0.08072712,-0.016567498,-0.07567419,0.27257606,0.0769498,-0.08460302,0.14086446,-0.02491353,-0.005063284,0.12470218,-0.10376648,-0.23670948,-0.04940313,0.41062915,0.015931249,-0.124457695,0.12356943,0.19486187,0.012325432,0.15128493,-0.13264754
24,0.21735927,0.072916456,0.15370202,0.05713176,-0.0070903115,-0.14929405,-0.03536506,0.098508246,0.14728935,-0.0005354453,0.17022836,0.18062727,0.22061558,0.050148696,-0.015673619,-0.09561336,0.13025805,-0.027855387,0.16309096,-0.016977472,0.0025317192,0.018226622,0.021877326,-0.014184067,0.08617775,0.087672554,0.038298044,0.08867843,-0.038907774,0.056375545,-0.033004973,0.14758277,0.013168583,0.054343592,0.16975231,0.11191028,-0.010270503,0.14186965,-0.0286643,0.12065292,-0.062892266,-0.008375598,0.10793079,-0.035544466,-0.0023140386,-0.08338341,0.0043362156,-0.027464593,-0.14641549
25,0.10636689,0.10079752,0.07396453,0.0016583229,-0.01150775,-0.061687764,-0.08145906,0.14384927,-0.060856927,-0.1262048,-0.02378094,-0.0324901,0.16144964,0.016621742,-0.117182195,0.10854705,0.020018294,-0.053759076,0.17778203,-0.035758518,0.007308352,0.0074960464,-0.02301028,0.07774995,-0.2783525,-0.038958974,0.011488957,0.09391455,0.090061106,-0.08354054,-0.009676311,0.1698702,-0.01939438,0.05120798,0.16097486,0.13545433,-0.114708275,0.12417279,0.056496337,0.014279399,0.12102264,0.06403151,0.083269216,-0.041295223,0.027486078,0.12634654,0.13095851,0.2552665,-0.105207875
26,0.04240661,0.08430593,0.11901353,0.08057966,0.05456692,-0.10359932,-0.07794905,0.07508793,0.022205709,0.33836916,0.1917194,0.112703264,0.01771427,0.0050322,0.118414424,0.09348028,0.081373945,-0.06453973,0.12953167,-0.050337017,0.089876816,0.0066383258,0.11617557,-0.049582615,-0.08120325,0.056260154,0.026596205,0.110222146,-0.037438605,-0.031519145,-0.008576151,0.22112417,-0.08041074,0.079932824,0.19160587,0.01687266,-0.06104456,0.053518124,-0.1193648,-0.0066517117,0.051907413,-0.048528492,0.13104214,0.053677358,-0.01775461,0.0013835714,0.003796339,0.14648344,-0.020100925
27,-0.026752528,0.08280781,0.13170944,-0.007882655,0.004766617,-0.052086502,-0.08882686,0.023067532,-0.049405776,0.055051994,-0.021697536,0.0017957011,0.044069726,0.052101478,0.05269794,0.026717398,-0.12304902,-0.0105772605,0.08669758,0.02190601,0.036294807,0.03159602,0.065737195,0.032736417,-0.28092498,0.04679173,0.009061687,0.10317538,-0.02034501,-0.22542974,-0.22305226,0.21842796,-0.051117968,-0.031152466,0.20490193,-0.021893455,0.122116104,0.0030577183,-0.022115335,0.20796886,0.016129954,0.085110545,0.10062391,0.0027220547,0.04688724,0.24820071,0.013605854,0.09931469,-0.0776496
28,-0.022970883,0.031257164,0.11676078,-0.10720407,-0.046701428,-0.031172067,-0.09803741,-0.0028769225,-0.007906416,0.295753,0.17128219,0.24438295,0.054625023,0.1363014,0.05445727,0.1005767,0.005234305,-0.046772335,0.10075978,-0.039395303,-0.023602426,0.0014864206,0.12827483,0.060374256,-0.10292544,0.03580775,0.0072447853,-0.06633823,-0.16762204,-0.13695034,-0.030692983,-0.003193181,-0.064573266,0.15567961,0.106012166,0.15187728,0.054194536,-0.04533136,0.060450736,0.009138944,0.26742703,-0.048591923,0.06335613,0.028841693,0.073065475,0.16135165,0.039254896,0.08295245,-0.08097223
29,0.08095263,-0.013186824,0.025825584,-0.018503634,0.05898863,0.18752545,-0.05294932,0.015581365,0.0935773,0.1520445,-0.052883897,0.111332655,0.065570384,0.26628128,-0.022526348,0.0975188,0.04320346,-0.08151641,0.09335777,0.04578747,-0.01900769,0.030095296,0.17500791,0.0024821153,-0.23664893,0.05419121,0.057410628,0.00035147974,-0.049070828,-0.09665927,-0.20194872,0.07878143,0.16034923,0.02186883,0.25736606,0.06462718,0.10879793,-0.046730883,0.06349202,-0.023023805,0.15631457,0.028554644,0.06987772,0.10173593,0.056923594,0.085467115,0.027530678,0.06226925,0.14409412
30,0.0605481,-0.0014007245,0.068638615,-0.014790405,-0.041651145,-0.056323607,-0.12714802,0.06791871,0.06449139,0.085364215,0.11102002,0.11252871,-0.06598233,0.10199313,0.0833866,0.071558274,0.06812692,-0.00052656047,-0.02439499,0.02579282,0.11324178,0.026996557,0.10088291,0.05086153,0.10757421,0.07727788,0.0038082525,-0.06268894,-0.13575566,0.07549605,-0.078157075,-0.038976446,0.08903966,-0.030338475,0.2702198,0.10444736,-0.004000879,0.037982997,-0.01850511,0.0824766,-0.09046036,-0.045738,-0.042552393,-0.07670104,0.03637764,0.0011577606,-0.13220142,-0.06463208,0.03944026
31,0.15068671,0.091790415,0.03514847,0.037906773,-0.0450536,-0.049086355,-0.107506946,0.048496358,0.00016118214,-0.1413542,-0.08307665,-0.06786906,0.15917774,0.050035633,-0.058996186,0.07157564,0.1134482,0.08577213,0.09143284,0.012129627,0.11392815,0.0057583638,-0.09494719,0.05048475,-0.016281161,0.12536095,0.0038613298,-0.01996859,-0.035891473,0.05702581,-0.11395618,0.2608665,0.22057751,0.039915904,0.20099537,0.05101264,0.07074543,0.05504183,-0.11767956,-0.010627404,0.018390454,0.08901099,0.06214907,-0.004810812,0.040545356,0.03426935,0.030026145,-0.011433107,-0.021795787
32,0.18469527,0.094314665,0.21725306,-0.007526945,0.007867482,-0.19833432,-0.08653592,0.07604656,0.0024712603,-0.011465594,0.073213205,0.062027887,0.17139111,0.059763007,0.051629152,0.016330438,0.19793773,0.02805096,0.075022556,-0.03534437,-0.024380943,0.00034072986,-0.014109551,0.011009699,0.055486314,0.052959353,0.0010853597,-0.02554728,0.053295247,0.10401465,0.056622744,0.16096798,-0.04590213,0.03801498,0.047712144,0.024133492,0.04017905,0.15548787,-0.039317496,0.053655323,-0.018409465,0.04120122,0.06326586,0.0106053725,0.037529357,-0.014773198,-0.06521994,0.08450596,-0.10346022
33,0.051963683,0.032590356,0.082567595,0.1378051,0.064277425,-0.027404265,0.043793045,0.10067763,-0.10307773,-0.09610152,-0.03770111,0.11472677,0.11123723,0.085024,-0.120406255,0.1268377,0.13435046,-0.03552735,0.12643358,-0.010311689,-0.017410077,0.13501367,-0.02395079,0.03639946,-0.13995713,0.02032553,0.0022353278,0.11173471,0.018383132,0.01274126,-0.047374878,0.20609824,0.19905232,0.09375505,0.05517757,-0.016103458,-0.011049649,0.12551917,-0.03113814,0.011070758,0.013030788,0.15702629,0.05678995,0.026811328,0.011220738,0.22321981,0.061533496,0.15852517,-0.08737546
34,0.08256754,0.08907681,0.10307856,-0.09771573,0.04343243,-0.19320956,0.049663097,0.11546598,-0.04384819,0.08327915,0.08429757,0.087636635,0.08690869,0.027254796,0.28348652,-0.00661011,0.041394755,-0.04957022,0.071655855,-0.005714778,0.023278698,0.016236164,-0.02497866,0.02191963,-0.014253307,0.099376574,0.000870757,0.04497193,-0.012515826,-0.015866645,0.17335767,0.062185545,0.1588239,0.07018684,0.15758526,0.057961673,-0.02053201,0.071749225,0.047455072,0.07928278,-0.06461658,0.09148078,0.112564504,-0.026771396,0.035012003,-0.01611042,-0.18833834,0.06725504,-0.08320604
35,0.12818086,0.21009089,0.056484677,0.10763258,-0.17144169,-0.119096614,-0.06128984,0.042069215,-0.09482273,0.092396766,-0.09709525,0.015257697,0.09555746,-0.077321,-0.091167964,0.029083129,-0.057254966,0.07732294,0.09956262,-0.019205451,0.0333903,0.07102308,-0.0015253422,0.08207085,-0.22425851,-0.0031119438,0.0035546047,0.09093447,-0.0458318,-0.09496347,0.037518214,0.102643155,0.04111042,-0.02453225,0.27840036,-0.07902062,0.054852974,0.023552062,-0.06474212,-0.18894453,0.20366725,0.15122701,0.07869363,0.014384054,0.089038216,0.15369263,-0.0071220584,0.15642703,-0.026878126
36,0.09360797,0.10121927,0.073637195,-0.049479835,-0.012367938,-0.06710805,-0.12378312,0.0854593,0.05409507,0.2291996,0.19302559,0.17777716,0.16997637,-0.009514618,-0.07415438,-0.064459585,0.03160242,0.03769902,0.046775218,-0.10140539,-0.008627107,0.004585286,0.09339996,0.06449571,-0.04262182,0.059662133,0.0022194847,0.12924987,-0.1351243,-0.13899404,-0.014106855,0.08393462,-0.08041405,0.19314334,0.21308365,-0.110316776,0.1339215,0.11324231,-0.11788224,0.07699485,0.17870122,-0.06885379,0.021535441,0.05953227,0.0890406,0.065233216,-0.0258098,0.11201536,0.05983983
37,-0.061326046,0.19586506,0.078722194,-0.057615563,0.09245598,0.034877446,-0.105794586,0.04942207,0.027183155,-0.0074969,-0.0739202,0.08651149,0.09403405,0.024428789,-0.036576625,0.0068570306,-0.077851035,0.012652926,-0.042530857,-0.047996316,-0.0626608,0.0075074974,0.046636295,0.05213182,-0.16387726,-0.028002672,0.03524227,0.08733503,-0.11376734,-0.23826748,-0.23228864,0.04151965,0.026045639,-0.03193705,0.26234353,-0.061425224,0.062324062,0.10790085,0.02315969,0.040104214,0.12254048,-0.093501925,-0.035333734,-0.015242173,0.0658134,0.069494285,0.1371592,0.08405521,0.049494237
38,0.010175483,0.00028585037,0.02880562,-0.025670337,0.040347174,-0.02301781,-0.07680708,-0.029697482,-0.026381101,0.09127797,0.17486769,0.019935895,-0.101249434,0.14275387,0.10762706,0.0021921638,0.08971382,-0.10325873,-0.03410843,-0.08977662,-0.026739892,0.0060851937,0.024960842,-0.042269677,0.06638336,0.040190365,0.05756541,0.005417137,-0.16665103,0.0026910529,-0.112304166,-0.13257004,-0.04375694,0.043903332,0.17912444,0.022643343,-0.052458342,-0.048361972,-0.08975778,0.08748289,0.07524098,-0.061208293,-0.013447436,-0.0029370077,0.027942345,-0.021074843,-0.10297568,-0.036757864,0.04483912
39,-0.033526912,-0.027969167,-0.043849807,0.0042348104,-0.062010728,0.08529105,-0.08952986,0.005757192,-0.015365487,-0.070143946,-0.16030483,0.033567674,0.004439959,0.05647864,-0.050326988,0.071226545,0.106334925,0.04049197,-0.09810952,0.02646667,0.02622918,0.05040555,-0.042610392,0.15637624,-0.062587835,0.0073593855,0.018315954,0.016619775,0.16202953,-0.059595026,-0.008056752,0.11274246,0.07220389,0.07140848,0.087802656,0.082570106,-0.039055042,0.014705364,-0.030781243,-0.09916365,-0.052067857,0.038437992,-0.019942816,0.17530374,0.006116662,0.17647508,0.06026637,-0.0068022795,0.15128107
40,-0.08392708,0.018868903,0.056371406,-0.1625319,0.13202167,-0.051156357,-0.043288503,-0.01478035,0.101599865,0.0017353445,0.082619384,0.013753133,0.062724546,0.029722702,0.09535864,-0.11018733,0.14760916,0.0056732837,-0.008954845,0.04350101,0.05384291,0.0073588006,-0.045947745,0.09211159,0.20641614,0.09361555,0.047347136,0.0046517453,-0.095096976,0.13967937,0.023429075,-0.08106903,0.096105024,-0.021070031,0.040678125,-0.057281267,0.09564732,0.00039703026,-0.11217006,0.021055114,-0.066396415,-0.03899265,-0.016344365,0.12037573,0.009832799,-0.12719117,-0.027212366,-0.1442009,-0.03994542
41,-0.035817355,0.02161472,0.0019555688,-0.069791995,-0.020360589,0.035202734,0.062237628,-0.030813154,-0.08436784,-0.23573415,-0.12473163,-0.04982027,0.013436782,0.042392403,0.09413472,-0.035280906,0.0011475645,-0.0043936674,0.07518269,0.07765199,-0.039223444,1.6447524e-09,-0.040389076,0.054952122,-0.02595247,-0.020722996,0.1303042,0.039768167,0.020472044,-0.0081531275,0.00088415714,-0.14993873,-0.066540614,-0.01718823,0.0092616975,0.004264654,-0.047420356,-0.061144385,0.10103707,-0.014300702,-0.039371047,0.1434608,0.051753767,0.051378425,-0.03854793,0.09040969,0.036065113,0.061661657,0.028195715
