,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35
10,0.02013333,0.07266139,0.052947357,-0.014348023,0.11013329,0.0005000802,0.20485644,-0.0006629266,-0.010197553,-0.03190489,0.019121744,-0.14440966,0.02197293,-0.06968562,0.05976366,0.102600895,-0.056588545,0.05382182,-0.02007555,-0.08308931,0.033243764,-0.022003489,0.028372176,0.10345331,-0.05421765,-0.1372307,0.05121182,-0.010524742,0.07100625,-0.074044265,0.08943101,-0.06977994,0.06835781,-0.073732585,-0.017238308,0.041304674,0.031066556,0.0004285734,0.02320623,0.03729351,0.11013329,0.0005000802,0.053178135,0.032092202,5.5347322e-05,0.021629013,0.07200122,2.4137625e-09,0.02197293,0.0023401158,0.0023055035,0.018904768,0.0033413323,0.0015460952,0.0064889095,0.067104325,0.081325985,0.025722606,0.006190862,0.034486286,0.05307541,0.0031993496,0.022261625,0.048820212,0.00029355637,0.013369766,0.008845816,0.00011277098,0.027594624,0.006699444,0.0006175238,0.00042527475
11,0.031004248,-0.0049273428,0.05246003,-0.09097588,0.00033260603,0.055498127,-0.075295284,-0.062387656,0.09918563,0.05651377,-0.020043358,0.04000333,0.00043283048,-0.12939194,0.08001305,-0.030420333,0.07131463,0.14965287,-0.035302274,0.0964255,0.063372046,-0.023364652,-0.0046960674,0.1235646,0.13893923,0.02401686,0.062206894,0.086856395,0.007893853,0.005049899,0.15481332,0.06325488,-0.047733996,0.21486515,0.08923712,-0.12001794,0.00047483188,0.010977963,0.0072089266,0.0061290436,0.00033260603,0.055498127,0.0131567065,0.009817173,0.006318286,0.02960286,0.015368768,0.019125257,0.00043283048,0.011506003,0.024919335,0.00504142,0.004662295,0.0069062146,0.0066627944,0.061535537,0.053084232,0.0012420007,0.04176688,0.019866396,0.03516762,0.005621157,0.008899219,0.0012318142,0.0056861746,0.007088553,0.0039139637,0.006522492,0.021868888,0.019621037,0.020966813,0.00032406612
12,0.1721691,-0.13830101,-0.026607197,0.23078072,0.012510753,0.08310828,-0.099443346,0.05756665,-0.0141150355,0.1182145,0.15968387,-0.09550991,0.08216331,0.032070115,-0.19803698,0.09672981,-0.0094290115,-0.13039316,0.21990265,-0.019243583,0.045574006,0.12852302,-0.05278621,0.0017431676,0.08306784,-0.013271952,-0.085255966,-0.07876375,-0.049502917,-0.03663681,-0.058614,0.08114797,-0.08143614,0.17944159,-0.003815584,0.18469274,0.09241441,0.0062796827,0.0009550494,0.22521597,0.012510753,0.08310828,0.00029739612,0.037564985,0.013510928,0.043388065,0.025942016,0.0057982337,0.08216331,0.029256616,0.01746358,0.0020700714,0.00012627381,0.021261597,0.06287725,0.012383856,0.00017380514,0.0018702231,0.0016311067,0.013359669,0.002782096,0.026545973,0.004926548,0.00025363077,0.014180438,0.011237633,0.02496648,0.0044236965,0.006175535,0.03704,0.00108964,0.23446661
13,0.02416407,0.11459328,-0.045854017,0.029079758,0.0013729275,0.005351085,0.0650274,-0.041737605,-0.12668313,-0.055440843,0.010112407,0.04335718,0.10451718,0.07599541,0.10623492,0.114724755,-0.021594051,0.08067723,0.1052144,-0.03693142,-0.062433094,0.009395752,0.04502758,0.048453,-0.030731644,0.2095177,0.05406658,0.08657302,-0.024897983,0.0803016,0.09760484,-0.07110304,0.1689629,-0.28515565,-0.02237479,-0.006109897,0.027077965,0.0024354283,0.00402327,0.012478142,0.0013729275,0.005351085,0.0041733515,0.0060173483,0.0028804638,0.009755739,0.0022404953,0.009982288,0.10451718,0.08932508,0.01304302,0.03311413,6.671394e-05,0.008408542,0.022551125,0.0036425635,0.0059640864,0.006999016,0.0017388187,0.0053619994,0.0002742565,0.0062600668,2.506606e-05,0.011994795,0.009456793,0.06130858,0.005857487,7.614815e-05,0.0017158579,0.0028224462,0.015574087,0.0013976627
14,0.06025511,0.01188412,0.13593511,-0.003195561,0.006207793,5.1950312e-05,0.122517675,0.05376306,0.028369064,0.04565044,-0.027634751,-0.07049237,0.023549741,-0.062201772,0.17034328,-0.08339874,-0.03177321,0.17668612,-0.13510549,0.077030316,-0.03291823,-0.011164825,0.06262551,0.09434622,0.037009224,0.080939434,0.14831655,0.028110128,0.21618211,-0.0010200888,0.07583542,-0.084492184,0.1727409,0.06354344,-0.056240924,0.09305859,0.03396648,0.00027550588,0.0018515128,0.0011686091,0.006207793,5.1950312e-05,0.021858767,0.032084472,0.000911565,0.005311825,0.045824546,0.009872457,0.023549741,0.00054383033,0.03455713,2.3131508e-05,0.003722081,0.027976528,0.070813894,0.0414788,0.01701343,0.0042598876,0.07215124,0.00019139666,0.0056017246,0.011201484,0.012347826,0.012890422,0.15212391,0.019045066,0.028073115,2.4670599e-05,0.16371433,0.015898043,0.025587613,0.012526241
15,0.008992547,-0.035875764,0.00040942943,-0.0256194,0.018836807,0.009147981,0.11482485,-0.03487611,0.13273898,0.088825434,0.045206007,-0.12334271,0.016884435,-0.039680578,0.13894291,0.004289045,0.02531398,0.11923364,0.07121257,0.06204508,0.11795347,0.12046273,-0.057413314,-0.0019372385,0.045553986,0.06419123,-0.056984738,-0.04825794,0.111746825,0.008409602,0.13224395,0.032289945,-0.02908946,0.16875917,0.043333925,-0.004314895,0.002387593,0.0012487228,0.00020549959,0.0051826327,0.018836807,0.009147981,0.03936999,0.0003700775,0.057662766,0.0004823724,0.0010759638,0.031002583,0.016884435,0.022855764,0.036278766,0.0053990064,0.002970882,0.0439937,0.025256315,0.019798987,0.050374754,0.008622698,0.007465405,0.017305506,0.000335106,0.024463974,0.040988572,0.0062842974,0.03648129,0.0003468196,0.013142284,0.00208915,1.18207446e-07,0.048769563,0.004420448,0.002388497
16,0.09485407,-0.029136622,0.014949551,-0.048382215,0.00020450295,0.030175934,-0.0073183533,-0.052549705,0.039802704,0.19212925,0.06931038,-0.10218677,0.037370965,-0.11220299,-0.10641065,0.08681229,0.1541738,0.015265431,0.17454723,-0.012930726,-0.028153352,0.11946224,-0.013725527,0.07055531,0.022538934,0.24346927,0.09065686,0.027794143,0.07792801,0.009664091,0.27317205,0.01877093,0.059139594,0.050018482,0.22982377,0.034034453,2.5440373e-05,0.00028684989,0.015269278,0.0398129,0.00020450295,0.030175934,0.011573169,0.009121648,0.0049932846,0.13251244,0.023136731,0.0034146372,0.037370965,0.006154301,0.028136406,0.03411104,0.08154546,0.043059632,0.023798147,0.0032142468,0.002878942,0.004726586,0.01793861,0.024649983,0.00011991265,0.20338841,0.00014132258,0.019456303,0.06996906,0.0026398692,0.09776565,0.003312385,0.026884647,9.623856e-07,0.12152454,0.00097021845
17,0.1434616,0.0069671497,0.13204192,0.0053726416,0.030820398,0.0035815856,0.056191873,-0.03219275,0.03611495,0.010955095,0.055306062,-0.2129977,0.0015831246,-0.14790198,0.012079917,0.06683608,-0.022892497,-0.10216423,0.046218522,-0.008827217,-0.06728626,0.27336937,-0.006966833,0.18677652,-0.072015874,0.108557485,0.11039433,0.07041102,0.008282193,0.10341933,0.015707063,-0.15530735,-0.0025343327,0.0021436058,0.10458854,0.10081188,1.2810939e-05,0.05275885,0.0058968286,0.0182262,0.030820398,0.0035815856,0.0015248483,0.018900633,0.07442932,0.0033223797,0.0018097463,0.022661652,0.0015831246,0.007582909,0.10412249,0.0049411035,0.05981245,0.0070278347,0.0013079275,0.00055824796,0.004899381,0.13619293,0.035800327,0.078401275,0.004661483,0.0023826426,0.03458247,0.004346215,0.000105864514,0.084105365,0.004670327,0.011240604,0.008788069,1.4844049e-05,0.07047297,0.014354895
18,0.014153478,0.10603316,0.04492824,0.021690633,0.031610314,0.0049415403,0.0357944,-0.10222276,0.011429972,-0.04947678,-0.039647613,-0.019910142,0.015835525,-0.04923617,0.015473917,0.11332011,-0.044834357,-0.020102188,0.02315101,0.088001564,-0.018977135,0.14930445,-0.0732134,0.07422391,-0.048174888,0.12239359,-0.010719515,0.052706543,0.032420177,0.06808726,-0.06125912,0.0029665977,0.01467718,-0.008504692,0.0612136,-0.035009257,0.00281653,0.028279934,0.04163009,0.035905924,0.031610314,0.0049415403,0.029011423,0.0042760875,0.010987067,0.0016053362,0.00078496046,0.116651684,0.015835525,0.08519503,0.011145836,0.041662626,0.0013037195,0.002272884,0.004021731,0.010347889,0.002341331,0.00340499,0.01537473,0.00021498388,6.344604e-05,0.0072326614,0.0448728,0.0075435815,0.028807238,0.013089149,0.012564576,0.06676174,0.00064109045,0.016512387,0.000119798664,0.004100259
19,0.0061505996,0.04728906,-0.07936838,-0.001496152,0.0025765859,0.0054806964,0.088624604,-0.0017450871,0.15885806,-0.0024016565,0.13248594,-0.06002481,0.0007545131,-0.061214164,-0.038893852,0.07740417,0.005562773,0.011136464,0.035721015,-0.00015177112,0.016605724,0.16766177,-0.084949546,0.08590771,0.0038989289,0.05427609,0.00427965,0.08371023,0.048464462,-0.015716156,0.011524429,-0.022253884,0.06103921,0.041792773,-0.039607164,0.033926573,0.00017346069,0.0076936586,2.5410523e-05,0.014629143,0.0025765859,0.0054806964,0.06507227,0.008209984,0.121137045,0.0076494375,0.16216943,0.0011709186,0.0007545131,0.00018513523,0.0025684242,0.0043584844,0.025365023,0.00026447233,0.034258377,0.0013315277,0.02571046,0.028427178,0.03202848,0.0010367788,0.0043086214,0.08577596,0.014121621,1.646267e-05,0.017827788,0.01042231,0.0018262907,0.0010491669,0.06504581,0.030478077,0.0029083085,0.009841733
20,0.06354315,-0.05139308,0.00857126,0.011432065,0.0062498613,0.00011037862,0.0020365175,0.02344885,0.028190158,0.039889455,-0.034739953,0.018938078,0.18862231,-0.028768552,0.0025520269,0.04694089,0.04194822,0.047583118,0.11049628,0.015616817,0.00083818287,0.14120796,-0.05215119,0.057130482,0.049012393,0.07148776,0.03633965,0.008308898,-0.021081477,0.020846166,0.04531671,0.09988403,-0.057419818,-0.030685991,0.08105518,-0.010940945,0.015306162,0.010178675,0.04734996,1.2646736e-06,0.0062498613,0.00011037862,0.022539,0.053461254,0.050120827,0.034321222,0.015252151,0.026963636,0.18862231,0.011123626,0.0174787,0.039052326,0.0017760438,0.0008641274,0.010170863,0.004489876,0.015958343,0.04248875,0.021830037,0.0059854076,0.013907027,0.023587564,0.010702222,0.0009487793,0.0001350975,1.36692015e-05,0.00011527839,0.11009393,0.0034622406,0.0047637746,0.034686368,0.0048748665
21,0.12736541,0.041134313,0.06608789,-0.029313665,0.0034168726,0.019630045,0.012850524,0.024487806,0.020411108,0.030981814,0.04453154,-0.06623826,0.04367233,-0.13004346,-0.098428525,-0.0076841023,-0.05259691,0.037374627,0.0030554761,0.035679117,-0.05445197,0.100964524,-0.013165311,0.09150824,0.096420474,0.024888791,0.074766204,0.1548768,0.017536586,-0.07189302,0.011631161,-0.03391329,0.05891151,0.03251334,-0.015804406,0.123295546,0.07863146,0.013146836,0.0023899944,0.00479219,0.0034168726,0.019630045,0.0010814037,0.015018768,0.002022874,0.0071902554,0.011528409,0.0019266246,0.04367233,0.0010790209,0.0022703048,0.007383419,0.0138942385,0.08178037,0.0043033925,0.08562113,0.000740981,0.020007111,0.009333937,0.0001092897,0.032223143,0.0005469433,8.615707e-05,0.04166983,0.0024579093,0.010302396,0.0050821058,0.011009711,0.031037996,0.00044737564,0.051234696,0.1161169
22,0.013119815,-0.013967514,-0.008370629,0.074343376,0.06505707,0.06704618,-0.105927214,-0.027310591,0.12430016,0.028446473,0.004364146,-0.03635566,0.010909413,-0.017064622,0.13885593,0.04934124,0.21548799,0.013971713,0.032524135,0.017772477,0.08840111,0.056509793,0.07410243,0.0418041,0.25274372,0.12834452,-0.05910743,0.06946385,-0.025144901,0.032529242,-0.02011913,0.046791892,-0.06940812,0.030176576,0.08567246,-0.02971685,0.0007215797,0.029393297,0.022637617,0.00536517,0.06505707,0.06704618,2.0402658e-06,0.005808539,0.14014067,0.009759159,0.004518761,0.008737445,0.010909413,0.019854167,0.059399407,0.046415567,0.24646832,5.7540507e-07,0.00606191,0.0008158324,0.08011383,0.008272438,0.0907795,0.03546654,0.16242558,2.1236658e-06,0.002386361,0.0034163462,0.03573998,9.235113e-06,0.011620951,0.0480057,0.055948738,0.00012359415,0.010323542,0.0035928758
23,-0.000575196,-0.0410696,-0.011604248,0.066929884,0.0051354947,0.00067243504,0.09859183,-0.0067465585,0.027770266,0.0069863508,0.03469649,-0.17152324,4.7705704e-05,0.019905543,-0.15622056,-0.096104056,0.10341594,-0.08937524,0.09136229,-0.023391591,0.022668516,0.081813134,-0.032124005,0.041512124,0.09510985,0.11005901,0.007633798,-0.15638407,0.050697245,0.014605456,-0.068837434,-0.14646691,0.018856566,0.014517962,-0.014150207,0.054373764,0.046535585,0.004002113,0.0065598483,0.00065268925,0.0051354947,0.00067243504,0.0027168388,0.011431271,0.08291595,4.9408317e-07,0.00094664114,0.008789535,4.7705704e-05,0.024321787,0.0018211658,0.0040532346,0.10984266,0.039203364,0.014123926,4.3545188e-06,0.005407494,0.0030279132,0.011361898,0.019177837,0.134552,0.005679452,0.032952584,0.01177474,0.030332591,0.0013934758,0.0018234028,0.0030054422,0.0043564583,0.010141733,0.00799604,0.011103554
24,-0.01650831,0.1144983,-0.017874105,-0.091621205,0.008561233,0.059853993,0.12058168,-0.06941674,0.034688126,0.0236862,-0.016910508,-0.058940195,0.0056433165,-0.08510253,0.07599521,-0.07714693,0.05791799,0.024039319,0.073724456,0.08714904,-0.04524735,0.09181067,0.05084283,-0.026118716,-0.12191969,0.19880073,0.051289298,0.05986787,0.08071359,0.13246968,0.1165932,-0.09044664,0.20793211,-0.09480655,0.14164624,0.048696816,0.0018484058,0.00010647342,0.0032687928,0.008392258,0.008561233,0.059853993,0.0041388976,0.016344884,0.002740459,0.06837382,0.008833767,0.062532164,0.0056433165,2.2946531e-05,0.023846263,0.0029441412,0.018410148,0.00010694009,0.05258034,0.013915585,9.757691e-05,0.006715236,0.010993605,0.0008109807,0.0017825897,0.00514432,0.013581394,0.0018034695,0.006518367,0.03600155,0.0060376627,0.033936538,0.04210583,0.012112554,0.021744275,0.014423374
25,0.03612797,-0.013578523,0.057855822,0.09174667,0.0010303347,0.0054636444,0.0968151,-0.0187243,0.14983195,0.013525694,-0.016020456,-0.12081996,0.0022312999,-0.12835445,0.25674888,0.040209766,-0.0285301,-0.081237815,-0.030039659,0.04873797,0.013525596,-0.0024956574,0.07678262,0.039671466,-0.08220413,0.045746293,0.13823912,0.10133372,0.07068122,0.00917419,0.066425785,-0.060190067,0.1083312,0.043145366,0.2001124,0.11394731,0.0032527847,0.0042317305,0.009405101,0.08950101,0.0010303347,0.0054636444,0.02700266,0.010745798,0.08108585,0.0015060342,0.019633396,0.019347211,0.0022312999,0.020316212,0.22261144,0.014934031,0.0007705447,0.009207954,1.955372e-05,0.003514647,0.020460827,0.0036616179,2.0935327e-06,0.011277126,0.0020365075,0.00027217736,0.05724039,0.042949405,0.0014019557,0.019185787,0.016599301,0.023308972,0.08012305,0.06457718,0.09297061,0.0014875869
26,0.026380878,-0.10992276,0.019086976,0.17229228,0.21771613,1.3335964e-05,0.0008475471,-0.046482373,0.064790845,-0.02117983,-0.020461034,-0.03229498,0.16952406,-0.15592693,-0.042476792,0.061310153,-0.013492583,-0.13089909,0.12954992,0.055813897,0.079628624,0.02794391,0.0017282255,0.10795187,-0.020883642,0.032408427,-0.0103340745,0.01843255,0.03992673,0.018584842,-0.03326697,0.00921822,0.048182078,-0.04237269,0.046962958,0.01088411,0.031559296,0.014318694,0.00065750605,0.13112329,0.21771613,1.3335964e-05,0.00025157514,0.01392761,0.008373065,0.019439077,0.055055063,0.015136562,0.16952406,0.023857478,0.0010466779,0.0014142584,0.00612677,0.0015531871,0.03306126,0.025718864,0.06187697,0.033575505,0.029599227,0.013057286,0.029707983,0.0014616335,0.04638802,0.0135172075,0.011419853,0.0069589163,0.010044015,0.034937847,0.06595086,0.021833679,0.024978386,0.007846696
27,0.0017300528,0.011572013,0.06221428,0.008211706,0.0010625283,0.08830815,0.0009436356,-0.009186933,0.01706922,-0.06282147,0.03494787,0.017692281,0.013420491,-0.11653045,0.007360462,0.01764118,-0.013437387,0.035901953,0.11611398,0.014442729,-0.056215487,0.032929156,0.019200489,0.11105819,0.06491525,0.065997265,0.116773084,0.19139674,0.06768264,-0.004928358,0.16705686,-0.16692463,0.10782527,0.05012156,-0.054478437,-0.022624765,0.01922765,0.030462956,0.0027000417,0.007167588,0.0010625283,0.08830815,0.010065776,0.0069605573,0.00641493,0.0026280766,0.032073997,0.012042664,0.013420491,0.00021058535,0.000979496,2.7822867e-05,0.0006581691,0.042422317,0.104904905,0.019051839,0.008552805,0.00012493932,0.017674789,0.026069472,0.037114266,0.010831184,0.024723943,0.04704599,0.06691656,0.0522573,0.0834857,0.0001537207,0.004543046,0.06830255,0.010338419,0.015146959
28,0.07463253,-0.12403723,0.056016147,0.0869561,0.0019583683,0.009470268,0.04815794,0.009692599,-0.0084741665,0.07908556,0.09057818,-0.029336724,0.0079511,0.025410239,0.053806186,0.012757001,0.011668263,0.050276496,0.07963508,0.09111884,0.0092933215,0.062849,0.083560705,0.014874207,0.027465273,0.23886482,0.06611847,-0.050940365,-0.008659402,0.088522956,-0.041183516,0.035676606,-0.061092958,0.14157516,0.10392305,0.14298612,0.0007043445,0.0006952642,0.003334507,0.0039069494,0.0019583683,0.009470268,0.049551122,0.00084645883,0.00852795,0.06113458,0.11053217,0.032602772,0.0079511,0.00093001046,0.0014768066,0.010272281,0.029275611,0.025088828,0.046039693,0.0076565333,0.023196239,0.0109442985,0.06375238,0.016082196,4.504554e-06,0.07620028,0.035212312,0.004008566,0.00053824665,0.058055,0.005615069,0.020813966,0.008345539,0.04936748,0.077845424,0.16551659
