,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46
10,0.19642058,0.17363426,-0.025332894,0.10876206,0.0017079224,0.034304418,-0.05628726,-0.09021769,0.13629594,0.020928293,-0.0462052,-0.027520973,-0.13146174,0.024772648,-0.02281519,-0.1309194,0.006779409,-0.082187675,-0.17040908,0.03717702,0.20445138,-0.013895958,0.11728762,0.019146068,-0.057679888,-0.01770942,0.12847158,0.14779481,0.06464806,-0.03127188,0.0671131,0.033179145,-0.028927397,0.0050970605,0.016467996,-0.031710148,0.00083711743,0.10941473,0.06019549,0.10742218,-0.19338512,0.35530162,-0.03425644,0.072555274,-0.048125673,-0.0660685,0.0758096,0.17551127,0.03860975,0.0092591755,0.0035536634,0.0011336838,0.018482523,0.058695786,0.0046644686,0.0075287744,0.012240116,0.0022994059,0.0038800435,0.0020280702,0.056527127,0.054764085,0.033330873,0.0013676536,0.004663209,0.0014847214,0.006631356,0.078278095,0.010773794,0.028121483,0.00035838538,0.0035199448,1.1626391e-05,0.0036734135,0.037717443,0.0071141906,0.015172701,0.0409133,0.009893342,0.0027607386,0.004705443,3.2322154e-07,0.012252086,0.114685036,0.018682154,5.895344e-05,0.06531141,0.009283815,0.005035194,0.0011340972,0.0032441267,0.004028386,0.0022522497,0.0050952067
11,0.008753575,0.034543365,-0.0737682,0.5142657,0.012662992,0.024360415,0.010322932,0.082295835,0.16250923,0.013916401,-0.09720825,-0.02731501,0.28788465,0.1270868,-0.27848816,-0.11078265,0.015742308,0.13949774,-0.015924543,0.3681806,0.29895094,-0.08649123,0.11148673,0.13235958,-0.015788004,0.11312738,0.110578865,-0.072592154,-0.18924883,0.29076135,0.05493608,-0.2828737,0.0008776537,0.059025325,-0.20442778,-0.1039061,-0.02746973,0.061809514,-0.011993709,0.0015928559,0.18053712,-0.10130379,0.3153947,0.009490337,0.009314473,0.17062722,0.098271586,0.10259701,0.014124016,0.011344988,0.1809446,0.0713068,0.01602896,0.031545773,0.043735098,0.0036873515,0.038995862,0.000271375,0.0053966013,0.14545721,0.011087974,0.006942392,0.047086373,0.0031278343,6.637055e-05,0.008521527,0.009084062,0.041730072,0.003371928,0.0612374,0.026032507,1.8254083e-05,0.04460442,0.04469741,0.008803886,0.02967126,0.047010697,0.0024202021,0.0034737457,0.004267358,0.018154958,0.0073580425,0.016603827,0.0008060013,0.067020364,0.01192649,0.030335266,0.01491599,0.0055701244,0.10674829,0.00066143286,2.785163e-07,0.02799659,0.0014225459
12,-0.028927445,0.07269108,-0.04152814,0.120745376,-0.04915889,-0.048497375,0.10120659,0.13819766,-0.05881347,-0.4247772,-0.10147818,0.039030734,-0.11054995,-0.020272845,-0.10148226,-0.14079723,0.15398897,0.28273174,-0.25130323,0.12665144,0.27010468,0.16347836,0.23425548,0.12222807,-0.10892709,0.06820222,0.17367892,0.37761933,-0.18715161,0.055907108,0.12700354,0.0041900743,-0.0038512154,-0.05020101,0.32901493,0.05378627,-0.05160672,-0.018214004,0.0632591,0.008647885,0.20598847,0.028453069,-0.085573144,-0.02257991,-0.14550744,-0.34231183,0.17578068,0.028077777,0.0288023,0.0037400234,0.022395004,0.006584478,0.0050362833,0.0026454495,0.10763989,0.020075973,0.026877165,0.0045014923,0.07477357,4.6392044e-05,0.00016010362,0.08158322,0.036831126,0.0014923069,0.0014541731,0.024040444,0.040830895,0.13952966,0.0032972407,0.020982642,0.061138242,0.0051507684,0.0026220968,0.0020203004,0.0059310724,0.04363143,5.7018522e-05,0.027621757,0.0015171117,0.0040199384,0.05168039,0.08179201,0.019085089,1.5478021e-05,0.021739235,0.006973573,0.00032591468,0.0009940573,0.019913012,0.006872574,0.0043726913,8.125527e-05,0.00023495019,0.027785417
13,-0.17387904,0.19778022,0.048008487,0.17087677,-0.06591743,-0.28812572,-0.22317189,-0.002736032,0.13475288,0.08866369,-0.287974,-0.12658046,-0.050710328,-0.20720197,-0.010828026,-0.07934511,-0.12865637,0.00440789,-0.05113832,-0.059221998,-0.036457736,-0.0066198483,0.058674134,0.10537391,0.015982006,0.009061429,0.23089023,0.099333204,0.078756236,0.0011769772,-0.086007126,0.12003355,-0.047113225,0.20726182,-0.015712313,0.02262195,-0.021040196,-0.03155211,0.059832748,0.058770437,0.08603725,0.2100432,0.2653206,0.14208238,0.025411766,-0.06326152,0.08317526,0.0005860579,0.037762724,0.00010621619,0.006475312,0.051210307,0.0056037996,0.089158185,0.010130882,0.022398995,0.011982926,0.01630633,0.008977887,0.067388035,0.01527758,0.007143144,0.009495201,0.0011923014,0.08956345,0.041686803,0.031886153,0.00045957926,0.0553703,0.0008819237,0.001547315,0.014182139,0.012106287,0.015951503,0.0041646794,0.0006513447,0.00015784209,4.14274e-07,0.019546077,0.029881263,0.008004955,0.09977859,0.016824825,0.001836559,0.0475663,0.020060811,1.8572246e-05,0.00787349,0.011716856,0.09577164,0.001682833,0.0098139,0.0006066529,0.010326211
14,-0.057728477,0.11001007,0.044103567,0.021562867,0.035880115,-0.110936806,0.108876094,0.12099651,0.23916769,-0.08898373,0.088615894,0.061382968,-0.20918368,-0.11747041,-0.26141074,0.14857432,-0.105754696,-0.04942046,0.03184116,0.4469942,0.25584337,-0.091401055,-0.07151571,0.16993392,0.14320803,0.07720034,-0.0005827416,-0.06165257,0.13213833,-0.014306217,0.028321717,-0.14971466,0.08256239,-0.0031389333,0.21192268,-0.13871928,0.043958656,-0.19471116,-0.017508402,-0.036688883,-0.086240396,-0.011875217,0.43095136,-0.03285921,0.124967895,-0.1045831,-0.119540036,0.088271074,0.005378809,0.0012620792,0.00017295101,0.06521718,0.005305038,0.00042925755,0.018219357,0.006228805,0.026175719,0.0102719935,0.011723313,0.009815028,0.00482804,0.0032481404,0.07918462,0.008416512,0.0014881646,0.09796602,0.008211012,0.0020152235,0.000107749904,5.2195086e-05,0.027127808,0.052166175,0.008800244,0.003899349,0.011007027,0.009925877,0.058106363,0.012966063,0.001953133,0.018234205,0.029337306,0.046671055,0.00011301964,0.008480646,0.020505387,0.0031004958,0.010076779,0.020599235,0.001834649,0.13086136,0.0012936597,0.018013045,0.05426841,0.017706187
15,0.02595247,-0.008136675,-0.026692525,0.13680659,0.036831465,0.11624615,-0.028417138,-0.08194406,-0.10633126,-0.11332315,0.1076498,0.084418684,-0.05486592,0.03565064,-0.17138644,-0.030084688,0.042869925,-0.030636258,-0.056494057,0.2845245,-0.01256478,-0.02143612,0.3228599,-0.051853575,-0.23346552,0.047727197,-0.072597004,0.19298661,-0.13123496,0.0068527744,0.20248477,-0.04412133,0.06569301,0.48034424,-0.13077322,0.025252298,0.28244475,0.434029,0.10359393,0.004212979,0.27940324,0.1592279,0.11623356,0.24722426,-0.066336036,0.010542954,0.13420114,0.0070051365,0.0074425503,0.08683112,0.0016262342,0.0010736093,0.0010184698,0.0034640965,0.0024172047,0.0015139291,0.020977244,0.010365095,0.013662412,0.008002581,0.0038035056,0.000992491,0.05921788,0.048183322,0.0018176952,9.646237e-05,0.025152614,0.022997497,0.0018305618,0.0570458,0.008400439,0.001944882,0.02470284,0.014695668,0.11183712,0.004611131,0.0014190659,0.07535212,0.0016342544,0.0128156645,0.08584263,0.062094633,0.14270438,0.013012325,0.016140372,0.01879604,0.020970771,0.0037446327,0.0016058526,0.014251511,0.026269477,7.2455805e-06,0.002516235,0.017517485
16,0.01095831,0.07295382,0.044319805,0.19201274,-0.10053486,-0.11110943,-0.012424406,0.0648275,0.2126314,-0.075925894,-0.14112446,-0.08511071,-0.008061729,-0.10493964,-0.03109665,-0.2944542,-0.060970653,-0.1193233,-0.022179589,-0.06182474,0.15846376,0.19516079,0.1898232,0.34483266,-0.029554775,-0.32728463,0.14627253,0.16002728,0.31478006,-0.04534679,0.10137811,0.09190939,-0.021018727,-0.16597569,0.034510713,0.12044369,-0.17149644,0.13276184,-0.14986748,0.05052691,-0.05307213,0.11107303,-0.03973975,0.019161306,0.21756335,-0.19098152,0.14267726,0.018226944,0.0041806106,0.017917637,2.8442199e-05,0.0608951,0.092238985,0.009638477,0.046921715,0.037467036,0.01534221,0.0002017523,0.017039236,0.0340034,0.008906589,0.005989032,0.0023344452,6.103703e-05,0.050500732,0.021341924,0.07992837,0.02959721,0.0056820614,0.050476477,0.13337031,0.00031520668,0.0024977222,0.0048657637,0.009430443,0.052842718,0.0012329371,0.0008973077,0.00049418287,0.00041623594,0.010269941,0.00023422517,0.02142087,0.0005806309,0.025397109,0.006297789,0.012949497,0.0040376945,0.0020743578,0.011203421,0.0020092202,0.014482957,0.029457537,0.0004438261
17,-0.050829418,0.01445134,-0.06740498,0.14480758,-0.0052045435,-0.028628878,0.13358122,0.13306935,-0.0427035,-0.21412066,-0.055301256,0.011862056,-0.046519924,-0.010202028,-0.22925779,0.15930744,-0.031331945,0.25117046,0.051196933,0.14989555,0.074480854,0.1597036,-0.046963718,0.10682798,-0.0313023,0.2033478,0.03815568,0.12731463,-0.08672411,0.27995405,-0.12656112,-0.16754915,0.10584452,-0.010589831,0.040390406,-0.01837762,0.2555503,-0.03410715,0.07168839,-0.099282295,0.44725943,-0.035048276,0.2842471,0.034997925,-0.00011673756,-0.04162389,0.051080763,0.02031324,0.0002829696,0.00028476949,0.041368037,0.089707054,0.035358064,0.001060197,0.012278591,0.041350383,0.038628273,0.002485223,0.028832529,0.0024030793,0.040827688,0.001207475,0.0010641993,0.0011462143,0.0004365762,0.008111522,0.0016755383,0.0006989034,0.0004637384,0.025015254,0.011212083,0.003372256,0.0007178346,0.0007961913,0.065159634,0.0019818097,2.9730768e-06,0.0005934608,0.008540254,0.075359195,0.0019025239,0.033125933,0.0014532908,0.00015312276,0.067567475,6.195869e-05,0.07193871,0.0035459923,0.1303494,0.012237166,5.5888366e-05,0.0091560315,0.06509877,0.05580531
18,-0.035953376,0.018591933,0.047387328,0.11273304,0.024671078,-0.23397787,-0.037562083,-0.004292802,-0.0064423867,-0.078463,-0.030006515,0.07251252,-0.058080368,-0.18381931,-0.012889733,-0.05736961,-0.055393063,0.03587292,-0.16294856,-0.06929782,-0.02681389,-0.0198846,0.05634175,0.01760483,-0.030744938,-0.0020208303,-0.12958457,-0.0015126485,0.16870862,-0.01009167,0.07645641,0.34456298,0.031228773,0.10703918,0.0705981,0.07624969,0.08140896,0.02110409,-0.037438627,0.08889781,0.0073737307,0.14312063,-0.018506596,0.10815333,0.13988957,-0.2627082,0.13441275,0.019021045,0.008507498,0.026291516,0.12549533,0.0011892179,0.00038688927,0.019947771,0.0010214839,0.047101133,0.043970566,0.028143281,0.04510562,0.013211532,0.006469323,0.004009987,6.0457263e-05,0.008394294,0.012343856,0.0005555587,0.000621786,0.0006409061,5.3071435e-05,0.0011398504,6.664951e-05,0.006872261,0.030507678,0.0042042304,0.022960944,0.022339854,0.055136077,0.024882972,0.035742868,0.015562802,0.000821755,0.03328,0.034012932,0.055489466,0.014640223,0.0011957998,0.0136942,0.0048246225,0.0009933878,0.009040358,0.021727463,0.0018051509,0.00665833,0.00010929028
19,-0.08743489,0.19225593,0.019863546,0.037276078,0.050930314,0.015721109,0.046808578,0.072490185,0.13992308,-0.104826026,0.043355834,0.013817145,-0.13016075,0.053782795,-0.022879777,0.11730805,-0.06313075,0.02937975,0.015812691,0.2141326,0.031201709,0.041812595,0.009795021,0.14574885,0.049903363,0.25972998,0.0059749894,0.113325566,0.08399714,0.050544012,-0.032986693,-0.007808244,0.032788273,0.012600835,0.06116154,-0.051530927,-0.067889,-0.084950425,-0.077072635,-0.020017462,-0.15778515,0.16430439,0.33059037,0.14292072,0.044921424,-0.13806118,0.05345369,0.02465704,0.01695593,7.711614e-06,0.04726382,0.07910119,0.003037264,8.069941e-05,0.012691403,0.030534465,6.8610745e-05,0.0006431696,0.00020605065,0.004480791,0.054848142,3.3562745e-05,0.005143258,0.0025162422,0.021145571,0.005463099,0.15863362,0.0010043674,0.012716542,0.039321292,0.09254964,0.011654076,0.24051017,0.031243408,0.02874365,2.116701e-05,0.0028924304,0.017346704,0.0072924215,0.005091741,0.0545316,0.0024515754,0.0014372872,0.0014481628,0.008675069,1.2891053e-05,0.00490389,0.0072683697,0.040197194,0.16121203,0.023082266,0.014355285,0.0031580357,0.06321939
20,0.027529877,-0.04474266,-0.0554013,0.26466286,-0.0047916574,0.114163585,0.01936921,0.031704016,0.0763174,-0.044277057,0.01791415,0.10007875,-0.008548125,0.0041188304,-0.10500915,0.03015272,-0.053269964,-0.014696221,-0.04910534,0.21363504,0.10631271,-0.07669854,0.20773262,0.053759016,-0.07765187,0.098812446,-0.13846105,-0.04933239,-0.2054426,0.035134032,0.12584709,-0.06825368,0.05723378,0.17250888,0.0112385545,-0.114952564,0.025898863,0.23229519,0.10124722,0.09702025,0.12093364,0.120050624,0.09153479,0.057488255,0.08296161,0.039886918,0.025395118,0.014339752,0.0011664573,0.0017194398,0.19898492,0.00010585302,0.075539656,0.012318028,0.00016276761,0.032108124,0.027862782,2.8218768e-05,0.07096212,0.010219661,0.0036705998,0.03524177,0.063703105,0.000561189,0.013158011,0.09237551,0.0007351977,0.02460553,0.00053685805,0.07000475,0.055844508,0.069632694,0.07955469,0.0033533503,0.009185481,0.0016701468,0.025453063,0.00011579634,0.00057705806,0.025668403,0.027731331,0.0295643,0.0028396724,0.012372847,0.03583333,0.005765181,0.042210586,0.075818464,0.0054829973,0.033952888,0.0070318426,0.0037169168,0.016057478,0.057061225
21,-0.043801453,-0.016546467,-0.023703981,0.23614572,-0.09562689,0.0041467985,0.0348441,-0.056933817,-0.0063101416,-0.15047969,0.04631491,-0.022837019,-0.124981746,-0.0024190894,-0.07175572,-0.21831524,0.060673527,0.08134616,-0.029781196,-0.03106014,0.12573335,0.14557594,0.10358086,0.13015357,0.044556856,-0.031125773,0.22417411,0.35978416,0.052430764,0.02878882,0.2501834,0.059998833,0.100779206,-0.014091933,0.07414613,0.05508168,-0.06510696,0.051751465,0.0302392,0.04517939,0.0060738204,0.03520891,-0.07328108,0.08563359,-0.041426115,-0.17352997,0.119797915,0.00041102842,0.0008119025,0.008287314,0.0007377059,0.008239419,0.011330531,0.0009644813,0.018668298,0.0134414835,0.0006725219,0.1060601,0.0024611545,0.00030680068,0.005103067,0.00027660115,0.00246191,0.0064572846,0.00456443,0.023374364,0.0008503938,0.056198817,0.03926714,0.000561103,0.00014721535,0.10943324,0.043316256,0.0073703737,0.2387329,0.03211771,0.07157292,0.16158369,0.0013802482,0.07414422,0.02580536,0.013010054,0.019636342,0.006669226,0.001532713,0.06088766,0.067854896,0.009956763,0.026607096,0.016227562,0.0011459375,0.010991247,0.0013778404,0.038228996
