,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
10,-0.1561504,-0.007793171,-0.11045859,0.10873707,-0.009372193,-0.18992797,0.113980904,0.16072957,0.040651523,-0.113087356,-0.029329104,-0.08724398,0.17512207,-0.19499743,-0.2813326,0.03988015,-0.0646421,0.019283842,0.036416754,0.12514772,0.050113443,0.1581801,0.0033634687,6.655102e-05,0.001418356,3.5468205e-05,0.027140792,0.019430242,0.0007355951,0.13518065,0.09572726,0.00032400867,0.030806536,0.019203058,0.0024508454,2.4707757e-05,0.06848276,0.09684494,0.0055282316,0.023253568,0.027092755,0.03491931,0.017384622,0.014114635
11,-0.050446503,-0.023582855,-0.21514292,0.1411953,-0.11125109,-0.13050811,0.12366334,0.10394065,0.0022179345,-0.14691488,-0.1612523,-0.029094037,-0.03682884,0.20611908,-0.24323273,-0.07736591,-0.01656101,-0.032160114,0.0119290855,0.19504859,0.06960165,0.23845057,0.014876059,0.027458644,0.018021507,0.08081864,3.4012412e-06,0.00017378657,0.0016905556,0.08400057,0.012985901,0.01428786,0.010283536,0.0177222,0.00084011327,0.004247319,0.0003610728,0.012861901,0.001416545,0.0025256015,0.0022871643,0.08158096,0.000116704265,0.0021529791
12,0.020498112,-0.013022399,-0.1338534,-0.21368401,0.17923307,-0.09911461,0.06879397,-0.023715995,-0.056410708,-0.047702648,-0.11535261,-0.106467366,0.084395595,-0.010099638,-0.11458939,-0.060402002,-0.087492906,-0.049131453,0.056605138,0.081071965,-0.13320783,0.01668002,0.017724946,0.0009729284,0.011350451,0.012240643,0.104707845,0.00034581387,6.8370995e-05,0.014966961,0.012424014,0.04575602,0.003180287,0.010924523,0.00033741037,0.021623176,0.0063138627,0.0021908386,0.009096292,0.0052661155,0.0726852,0.0002927525,0.016323812,0.011369202
13,0.13262133,0.08127182,0.048733234,0.09676377,0.096840024,0.093652755,0.016421534,-0.022053152,-0.04868532,-0.1272612,0.07546594,-0.21939638,0.09267643,-0.16641498,-0.123238154,-0.17943811,0.01571412,-0.00899037,0.0019729063,-0.0055943974,0.042919658,0.1667388,0.0076110703,0.007911013,0.041960128,0.005338894,0.025798693,0.00603008,0.00078323466,0.00814785,0.0024797856,0.00959987,0.011083647,0.046389427,0.06703063,0.01708061,0.053715937,0.0012650776,0.002449088,0.045181848,0.026538633,0.007079219,0.0014753174,0.02325514
14,0.1420646,-0.07614399,0.08044598,-0.011787582,0.021339482,-0.13990504,-0.032818966,-0.06922449,0.005007934,-0.10273124,-0.041671913,-0.110720314,0.16604447,-0.0056516975,-0.1365055,-0.05157402,0.045333866,-0.043472894,0.0044130133,0.0674813,-0.0018561034,0.17011337,0.04946272,0.013404374,0.012141175,0.025642775,0.0084515475,3.661769e-05,0.013128274,0.020494562,0.007910874,0.03287135,0.040958893,0.0069076214,0.011301243,0.10255565,0.013564848,0.0010003113,0.04108209,0.0015634893,0.008908198,0.04062026,0.00015257027,0.0016614588
15,0.02632096,-0.08232368,0.00618764,-0.023518242,0.16029784,-0.06838058,-0.025008298,-0.025294581,0.017914228,-0.17532542,0.11751309,-0.13214082,0.17837171,-0.18898757,-0.16105881,-0.048301496,0.036768906,0.0066933464,-0.016856957,0.26000774,-0.037502225,0.14063483,0.0021098638,0.01657444,0.03561308,0.00067606225,0.08416854,0.008820681,0.026173666,0.00049242977,0.00067819055,0.0051985867,0.045625355,0.06289443,0.046889577,0.08058475,0.0024165884,0.008251756,0.01531341,4.8643193e-05,0.004879489,0.18923648,0.006606797,0.034259748
16,0.06533264,-0.034566544,-0.065282874,0.18514667,0.013689272,-0.06976922,-0.043790247,-0.023316035,0.13375899,-0.2326358,-0.107148945,-0.0697766,0.0661555,-0.0095946565,-0.12109184,-0.09116688,0.029841306,0.033149585,0.0036023015,0.21295094,0.060472928,0.23163253,0.031387895,0.025656208,0.1158909,0.07376836,0.0049770847,0.0018015221,0.0040707286,0.0008347119,0.033840608,0.025209196,0.0009594377,0.01655771,0.0083842585,0.098086275,0.17424303,0.037476312,0.016896466,0.029780658,0.00025562817,0.013433658,0.000653677,0.012165941
17,-0.05089464,-0.11281594,-0.10121383,-0.07347932,0.022256074,-0.12664092,-0.010872841,-0.043541282,-0.03185237,-0.17023392,-0.15063624,-0.050986845,0.23862879,-0.09764214,-0.19663052,0.078061305,-0.09133032,0.026554134,0.018320946,0.2165421,-0.014124673,0.11749355,0.0006378799,0.0057686167,0.009419919,0.0021921087,0.007480913,0.11463866,0.00017667572,0.0020421583,0.0044388315,0.004646478,0.0017242534,0.014843126,0.015899394,0.0016746976,0.031538647,0.09009058,0.047611397,0.030937966,0.0017461526,0.083478294,0.043981753,0.03864736
18,0.0054655466,-0.0520505,-0.24756983,0.1213286,0.009003207,-0.035166785,0.0578186,0.24416679,-0.018908473,-0.24073848,-0.008313367,-0.19714892,0.08596044,-0.0947725,-0.19249971,-0.063423045,-0.037605885,0.005360871,0.013286539,0.12288515,0.09590039,0.19563249,0.021507679,0.020633074,1.8234616e-05,0.0074074017,0.07093368,0.00086468615,0.009568797,0.20513614,1.6784303e-06,0.024328144,0.012839062,0.003580717,0.09145763,0.01790887,0.015023719,0.030888276,0.025234472,0.0059599145,9.4724555e-06,0.00938105,0.01198509,0.00025305888
19,0.0014889603,-0.07155581,-0.18836343,-0.050872423,-0.015304864,-0.10867082,0.055093855,-0.029927006,0.03251809,-0.14759584,-0.110577315,-0.13601747,0.088768624,0.08034032,-0.2670746,-0.14831226,-0.008602079,0.13572016,0.032675095,0.12451715,-0.005411431,0.26135775,0.008273396,0.020941,0.011184773,0.0042831693,0.00026006124,0.0025947778,0.003989392,0.0017845168,0.010649522,0.006326425,0.03979172,0.013646577,2.0757407e-06,0.0012438489,0.020559497,0.0003513994,0.020794615,0.17543204,0.029994661,0.02148999,0.016080009,0.010001035
20,0.064427555,-0.019579368,-0.075864404,0.07211242,0.24262947,-0.17050096,0.017654384,-0.06635016,-0.019474378,-0.15048876,0.032602366,-0.037943225,0.057303097,-0.03970495,-0.23217285,-0.14545164,-0.118519105,-0.033327818,0.06997986,0.046218928,0.063681394,0.09481038,0.0038247555,0.019240795,0.012574486,0.04658197,0.1360459,0.02792922,0.016107814,0.007805969,3.6375182e-05,0.02220315,0.0007942414,0.0061427145,0.002817432,0.006020934,0.0047188383,0.0006674203,0.0019636096,0.019674232,0.002119779,0.011182812,0.08905726,0.03242075
21,0.051783074,0.008195756,0.044975836,-0.08700025,-0.08045624,0.023414029,0.04571645,0.06742211,0.04153327,-0.099372804,-0.08380909,-0.08219059,0.19232531,-0.06366234,-0.21083857,-0.044840332,-0.019248541,-0.064106144,-0.01630853,0.0688141,0.017396547,0.08340412,0.0011607626,6.7708447e-06,0.0237477,0.003019244,0.011524863,0.030533945,0.002940864,0.14014792,0.015442399,0.008594807,0.00060087536,0.041169167,0.016102323,0.0071007223,0.014916479,0.0020296734,0.043677796,0.0063001397,0.00035537913,0.018563945,0.0037601627,0.00044795254
22,0.13571481,-0.04099666,-0.026774429,0.040403694,0.023405036,-0.05048229,0.09166249,0.003973173,0.054879434,-0.1365237,0.10361999,-0.032402724,0.042884525,-0.17397542,-0.10525415,-0.13976061,0.029376969,0.03210582,-0.021409567,0.09151949,0.027740758,0.15397167,0.14275956,0.00014704512,0.005016606,0.0023013738,0.032463457,0.0046030614,0.05565762,0.026393339,0.10088186,0.0029412257,0.046436682,0.16873394,0.035531867,3.9528086e-06,0.012981107,0.021078456,0.0401263,0.05955715,0.010643504,0.028668799,0.0059215724,0.0006771634
23,0.033967678,0.16057765,0.08653135,0.098492615,-0.065257676,-0.12978506,0.04157465,-0.06037716,0.110021174,-0.067156926,-0.12902603,-0.0018192921,-0.009813915,-0.03495492,-0.09112095,-0.07881224,0.047825716,-0.00037543848,0.026618127,0.09450349,0.06947403,0.12249171,0.005397466,0.22024906,0.04512345,0.04380933,0.0047105723,3.0777326e-05,0.024716998,0.00950315,0.037712853,0.03346111,0.018052397,0.008206498,0.00071101025,0.013671933,0.0019323458,0.0011014207,0.114725105,0.050136093,0.0105652185,0.007455397,5.709839e-06,0.0012825021
24,-0.013159979,-0.0109928325,0.07367848,-0.027377805,-0.008662416,-0.2172994,0.03484966,-0.022438524,-0.14002079,-0.013262607,-0.095493466,0.071911044,0.121262684,-0.06294349,0.006909065,0.021073937,-0.0551131,-0.018021673,0.002235866,0.062109847,-0.014686765,0.12951434,0.0371815,0.0345226,0.019898096,0.014145037,0.018729554,0.0018158604,0.012804452,0.016967596,0.004781047,0.03997822,0.021826241,0.08259065,0.0018561796,0.00021519522,0.035709266,0.008872098,0.06947198,0.00011862022,0.0024235852,0.017900992,0.0049640406,0.14761055
25,0.06718711,-0.04171226,0.05888324,0.014141784,-0.08703716,-0.033758238,0.05008396,0.043110393,-0.031510852,-0.12899612,0.015625035,-0.05638414,-0.032333944,-0.049399626,0.041649725,-0.033421975,-0.04772691,-0.016092377,0.06471854,0.044907324,0.06622735,0.042327885,0.0003702998,0.079787396,0.06925263,0.004056995,0.00060327013,0.0072311177,0.038510986,0.032573424,0.010739465,0.057966307,0.026322149,0.036610954,0.013937899,0.0071952892,0.002405678,0.004912797,0.0017057542,0.0011298283,0.07372937,0.017530663,0.00066053064,0.009809238
26,0.0401671,0.06640808,-0.04921778,-0.016598897,-0.053370282,-0.0055243657,0.12125547,0.049298316,0.041090477,-0.045020953,-0.091273665,-0.0868198,-0.017704895,-0.0055502653,0.038968112,0.036769092,0.008108681,-0.028844194,0.005324376,0.07799955,0.020078953,0.016779738,0.04081436,0.12534359,0.0050932146,0.0066084135,0.00011458891,0.0004495845,0.0720264,0.066009305,0.012421828,0.02276913,0.003570385,0.030722093,0.019827453,0.0004426532,0.019385628,0.08728737,0.030389654,0.0039640167,0.013370564,0.04100543,0.005101989,0.027478023
27,-0.04260485,0.031116456,-0.0009687878,0.014892351,0.06435382,-0.057712413,0.17189705,0.049900644,-0.06481612,-0.014872648,-0.06373801,-0.1280356,0.013107824,-0.08396573,0.28634405,-0.030801943,0.08502549,-0.017083997,-0.009882206,-7.8729354e-05,-0.023730636,0.06358616,0.006364413,0.06017741,0.056577314,0.0037947132,0.029704193,0.0045351125,0.09083902,0.031516097,0.014024758,0.007982712,0.006876597,0.016349696,0.008092496,0.002840575,0.2695341,0.0001668753,0.07993213,0.0020104279,0.004539891,0.0043057846,0.0002876745,0.0069003724
28,0.06437496,-0.043759838,0.0025706217,0.049259372,0.09992526,-0.089147516,0.03190649,0.007683101,0.0073265247,-0.114692695,-0.0031666383,-0.098345734,-0.026791262,0.02300984,0.20009671,-0.025930146,0.04595135,-0.015565138,-0.008428318,0.017996369,-0.0012742542,0.14606684,0.0047006123,0.12589388,0.045026965,0.04123653,0.023512257,0.0020805968,0.018307881,0.023084072,0.054753758,0.0015447836,0.061387025,0.0040846313,0.0011465431,0.010346136,0.038153972,0.0077616926,0.012241976,0.013853239,0.00011368012,0.00028177202,0.018002238,0.035238408
29,0.04872759,-0.15841062,-0.029421775,-0.015901629,0.1318334,-0.12559222,0.055424366,0.007403477,0.030707087,-0.070358805,0.0016173385,-0.055626016,0.14819588,-0.048100978,-0.0049214447,0.021443995,0.011783313,0.019026771,0.049206324,0.11515312,-0.015762571,0.05786691,0.038788654,0.0006383892,0.0048395186,0.03234789,0.047542807,0.0009664915,0.067416266,0.02036855,0.010410487,0.0055235694,0.033624705,0.003766101,0.023666251,0.028843692,0.0021393218,0.009315129,0.008508462,0.021998093,0.05698889,0.07671745,0.04802275,0.040195934
30,0.0059399474,-0.08942878,-0.13596621,0.064691,0.11988636,-0.020608801,0.039860748,0.017897042,0.103538066,-0.17528607,0.0033722324,-0.12923534,0.024929745,-0.06115873,-0.14504142,-0.055913746,0.028528007,0.021494394,0.019207321,0.121206835,0.039812207,0.13054775,0.024134202,0.0032605994,0.007105595,0.0061979005,0.1023509,0.00033096308,0.008943092,0.007175044,0.023524081,0.018239161,0.013860793,0.01437096,0.003198299,0.00410156,0.015007247,0.023155639,3.9796698e-05,0.02704366,0.009693935,0.032437712,0.023881951,0.010349476
31,-0.040035613,0.024577588,-0.15805034,0.015835479,0.028990991,-0.05643574,0.027573347,-0.026550949,0.059323452,0.004592888,-0.10330318,0.03126107,0.1153366,0.089142054,-0.22470929,-0.045802824,0.046186022,0.06478275,0.034926124,0.107837625,0.026703801,0.14427744,0.003682649,0.049701728,0.00086439954,0.0049013877,0.0005947872,0.039202042,4.7843107e-05,0.0014059239,0.012922948,0.077967785,0.010593411,0.08904671,0.0007462474,0.09546153,0.010435513,9.304717e-05,0.070736766,0.08159438,0.024178926,0.002918969,0.046364423,0.004556449
32,-0.020046815,-0.023022993,-0.034622412,0.0054178014,0.043422382,-0.124618635,0.012278823,-0.0127059035,-0.06291544,-0.12995347,0.16763094,0.029756589,0.08366054,-0.008974672,-0.14250124,-0.06511244,-0.04439644,-0.0033118415,0.057900142,0.09514794,-0.03206128,0.063547775,6.5398235e-05,0.0077812844,0.0018453634,0.028810987,0.004740777,0.037264127,0.0115290545,0.010195509,0.0010249445,0.004442724,0.12257499,6.4037316e-08,0.0011808308,0.00035468736,0.032854304,0.0011208329,0.04474992,0.0034856957,0.025508765,0.034023594,0.0040041683,8.54732e-05
33,0.09450262,0.06377083,0.0051975967,-0.010775899,-0.0058136173,0.02704345,0.0029481575,0.05701077,0.09744022,-0.15040086,0.050239816,0.037091933,-0.049068544,0.07386078,-0.07228291,-0.041399524,-0.038243983,-0.030096972,-0.0016364031,0.15760264,0.07381864,0.050428133,0.01445804,0.05009373,0.010841315,0.01309324,0.019719595,0.0073536523,0.014632817,0.08956699,0.0021132538,0.0011371914,0.07734857,0.0098022735,0.003392506,0.030469548,0.03954008,0.041272,0.008569755,0.00034995316,1.9517589e-05,0.0004604102,0.05297546,0.0036816564
34,-0.062234644,0.008104165,0.080436096,-0.01058168,-0.036932223,-0.043536957,0.08763755,0.00042078644,0.0036134673,-0.012279452,0.012616992,-0.006109767,0.09783534,-0.04952736,-0.09736191,-0.08123274,-0.088394254,-0.020632086,-0.0144915255,0.09676778,0.013615599,0.036425672,0.0026950284,0.009551824,0.07776428,0.04045373,0.00071466406,0.047957975,0.034576647,0.021120548,0.0103789745,0.009428385,0.08393228,0.0041610603,0.005763587,0.042694908,0.016477482,8.47836e-05,0.004036295,1.5829952e-05,0.00055696047,0.008233394,0.036542278,0.10427462
35,0.032872107,-0.0060981717,-0.03948845,-0.0020912634,-0.07269284,0.011655562,0.0787763,-0.040272206,0.002845644,0.025400974,-0.04639617,-0.057989188,-0.06127927,-0.01022466,0.03357505,-0.08719804,-0.0117565505,-0.054170445,0.113377385,0.030912746,0.05712061,0.041434545,0.000870269,0.019159181,0.0052069933,0.0009789784,2.0882646e-05,0.03803985,0.0067613167,0.0003441645,0.0005892306,0.14408636,0.016550835,0.000113966074,0.012620595,0.002896349,0.004236149,0.003947461,0.0001922274,0.010145696,0.12369343,0.0015987635,0.01429841,0.018226324
36,0.08680552,-0.03536833,0.01178889,-0.049151883,0.010671172,0.0038016587,0.09613538,-0.023686036,-0.017872944,-0.015125144,-0.06970695,-0.128376,0.028278138,-0.045167454,0.08634202,-0.031153843,0.04663323,-0.04332435,-0.02698621,0.015349261,-0.010060853,0.048461344,0.07318963,5.7139405e-05,0.027814172,0.0071436325,0.021227488,0.013520179,0.0576769,0.019912984,0.002276055,0.050900962,0.0030889758,0.014720994,0.035409052,3.322801e-05,0.022263793,0.01410742,0.009726936,0.0011083712,9.9012505e-05,0.033947065,0.009404772,0.015601044
37,0.039215706,-0.05943825,0.07373127,0.016195169,0.07005308,0.01003602,0.020638032,-0.008302132,-0.0073013017,-0.052334107,0.0048684776,-0.12493029,0.055735406,-0.15881395,0.062079962,0.0012710169,0.064987876,0.06888666,0.036323976,-0.014635491,0.039239272,0.14623286,0.0096718855,0.017072076,0.09926797,0.00043915882,0.0001017596,0.02423904,0.010658868,0.0072747893,0.009868006,0.009013561,0.008787362,0.06773803,0.043704335,0.025543278,1.6191852e-05,0.033741158,0.0030733827,0.08905066,0.05798615,0.0107160555,0.05895097,0.049990024
38,-0.011710141,-0.15160218,-0.08344074,0.10465644,-0.00092017744,-0.14080824,-0.013821723,0.007310689,0.032298606,-0.07690495,-0.040879276,-0.016349476,0.11599161,0.044503048,-0.08488109,-0.0007905774,0.026091266,0.22592083,0.037981775,0.023175832,0.045342606,0.08344648,0.004894354,4.1577627e-05,0.0020730696,0.0102211,0.0031473516,0.009203613,5.0950493e-05,0.0066751805,0.00014524344,0.029326621,0.00035237023,1.9478817e-05,0.07465793,0.0047770673,0.002637494,0.005681237,0.007842067,0.21451561,0.003538444,0.002199913,0.00024229738,1.2218401e-06
39,0.21303272,-0.07952451,-0.12367591,0.03927756,0.047432654,-0.11642525,0.0034751617,0.013306582,0.09565289,-0.019227639,0.06172633,0.18567646,0.0020707478,0.17691563,-0.10022448,0.051513955,-0.1143668,0.02246039,0.123761065,0.053158484,-0.002541919,-0.024509363,0.25145805,0.00042529375,1.8918254e-05,0.0043555354,0.026632063,0.018581515,0.004218998,0.013701871,0.040291447,0.090109214,0.035416894,0.08226847,0.001059279,0.010106882,0.052150045,0.047523674,0.0013882783,0.0126797855,0.010800652,0.025232928,3.694752e-06,0.00037622373
40,-0.0177746,0.07342596,0.10945554,-0.05917554,-0.04336433,0.0667943,0.098583415,0.029419225,0.079019085,-0.022003885,0.09659059,-0.037518628,0.05985502,0.02787041,-0.17190479,0.00010189181,-0.05151138,-0.014983585,0.08390452,0.073672846,-0.0043419357,-0.111585684,0.05453786,0.010823461,0.00092847896,0.0002636732,0.016928522,0.04253275,0.0035062085,0.0036622467,0.008393657,3.3784792e-05,0.08277591,0.004754364,0.0007663157,0.088631965,0.02576365,0.006107,0.013979654,0.001598416,0.07267433,0.07351743,0.01330936,0.000239815
41,-0.03734562,0.1148013,-0.025616093,0.033843897,0.13021088,0.06727214,0.09451578,0.0030207913,0.059781265,-0.032218426,0.103575185,-0.046488274,-0.07187823,0.03760662,-0.06891669,-0.08614296,0.059680313,-0.01346888,-0.0016283989,0.08138394,0.005953088,-0.021034552,4.389874e-05,0.00081260153,3.393946e-05,0.004817398,0.12110108,0.023215685,0.0007736255,0.0029698454,0.04819895,0.0008086651,0.10448483,0.007993092,0.013258306,0.019226952,0.015301336,0.01246157,0.03861452,0.024029344,0.0058633937,0.018822055,0.0053421156,0.013707308
42,0.04106968,0.17130908,0.020538557,-0.04993156,0.06891836,-0.028438913,0.01924696,0.014189754,0.0064986916,0.031610146,-0.0815119,0.1115744,0.061848998,0.034338444,-0.057418566,0.008206194,0.005328832,0.045487598,0.0051401714,0.07656998,-0.047546137,0.058302052,0.030865373,0.0933709,0.0056518903,0.0006068324,7.2997314e-06,0.0026315614,0.00693138,0.057261232,0.01211175,0.0016818598,0.0019466857,0.04675099,0.0065044556,0.0047800755,0.0015106194,0.03783545,0.015801737,0.0757322,0.0118746115,0.001675931,0.009627513,0.06695984
43,0.19135267,0.0029599676,0.14834616,0.07517244,-0.012167776,-0.14185067,0.12564147,0.10276985,-0.07575393,-0.021165244,0.08198661,0.08016713,0.061227955,0.017072875,-0.074848995,-0.021972798,-0.08233017,0.010245902,0.04566825,0.03142602,0.0384808,-0.042834565,0.17493203,0.010553141,0.0049845846,0.029069323,1.2716537e-05,0.0027446486,0.12689272,0.09866676,0.05065656,0.062621236,0.050691634,0.031896885,0.0017697099,0.052251097,0.031387433,0.04187455,0.041549448,0.011673886,0.022924451,0.022800578,0.005233842,0.0029846285
44,0.13666067,0.15884817,0.15851052,-0.058562282,-0.0815998,0.059764434,0.09662146,-0.007870301,0.054487668,-0.06446938,-0.057583958,-0.097551264,-0.045809027,-0.022342268,-0.031950165,-0.059178088,-0.030213933,-0.024668328,0.049731694,-0.0054477993,0.018925533,-0.07986438,0.10703771,0.14986077,0.045237653,0.0164893,0.010352813,0.0025794213,0.0074471226,0.0031160982,0.014974344,0.015009511,0.008557765,0.024844369,0.014582943,0.007368923,0.0042426116,0.00018757531,0.011311743,0.03281778,0.044608742,0.00041531044,0.0030692788,0.017978432
45,0.012217263,0.08603184,0.1361127,0.08958453,0.057713754,-0.019388918,0.06816044,-0.019215148,-0.061652083,0.038995855,-0.030127196,-0.15298335,0.010393642,-0.09565051,0.050007336,-0.03916977,-0.040027376,-0.04650318,-0.0041304408,-0.03014542,0.016055424,-0.061808854,0.01933482,0.016682819,0.014283732,0.06737041,0.04467899,0.00033813645,0.0011839672,0.010373895,0.04656398,1.7098829e-09,0.0036522571,0.009375536,0.0025151079,0.03944014,0.022956345,0.015383981,7.118236e-08,1.8844673e-07,0.0082037235,0.019890027,0.013245132,1.1289534e-05
46,0.045659553,-0.0055855243,0.05363243,-0.0021739192,0.029042747,0.039514393,0.034400813,-0.019130178,0.016197242,0.027991898,-0.021953031,-0.13116044,0.077725425,0.021813676,0.06903936,0.07730256,0.11663853,-0.0082373265,0.04286169,-0.07762031,0.01354001,0.0374602,0.0032763353,0.0017382472,0.054369673,0.047264,0.028417725,0.0012101365,0.0014985173,0.00045470754,0.07427676,0.040904284,0.0774419,0.03181451,0.029350935,0.07205773,0.004606021,0.036517054,0.036229532,0.02860207,0.06611328,0.0050680083,0.027975677,0.001003899
47,-0.050322134,-0.07256632,-0.04894577,0.09026412,0.13064477,-0.041077092,-0.014111335,0.042062704,-0.0006440822,0.040416375,0.11254238,-0.079117134,0.10405707,-0.046972744,0.021690879,0.0707311,0.124117166,0.052178163,0.00046257302,0.02037637,-0.04923534,0.06742122,0.0031977722,0.026316173,0.0032085627,0.08421271,0.0026084431,0.028281448,0.00024756914,0.003411425,0.007539671,0.08458107,0.0023162889,0.0046116677,0.0346706,0.025885709,0.048453506,0.0343434,0.02518857,0.012293097,0.0045812363,0.012945282,0.025137093,0.00021315605
