,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18
10,-0.096425876,0.32932466,0.120345145,0.12665857,0.14091724,-0.015098645,0.08443451,-0.023498487,0.08621475,-0.009969355,0.11646047,-0.06352996,0.03190021,0.0640063,0.048365623,-0.054059282,0.062132455,-0.121653974,0.030149039,0.027919758,0.30491084,0.04479502,0.078406215,0.08618633,0.00020372176,0.00034320008,0.004973505,0.07470167,0.0036152964,0.004451142,0.012310659,0.051945332,0.00075417606,0.008147615,0.008868597,4.620883e-06,0.025477733,0.008985605
11,0.12901896,-0.112630665,0.10020489,0.09588853,0.06965354,0.027499214,0.2564024,-0.14726323,-0.029131878,-0.022763334,0.10141981,-0.07945824,-0.13701344,0.032591246,0.0015346669,-0.019369185,-0.1146329,-0.13622074,0.051671285,0.037469592,0.0085873185,0.00374929,0.005571429,2.9994013e-05,0.03973171,0.012723189,0.029933102,0.028714947,0.078570165,0.016522426,3.946366e-06,0.0312818,0.002701105,0.012740146,0.000585541,0.0017672763,0.0061424165,0.04251909
12,-0.050846484,0.036173113,0.07892748,-0.02893413,0.043972768,-0.005249519,0.03650388,0.058687642,-0.1265753,-0.002791034,0.045492377,-0.017687358,-0.036078922,0.00638925,-0.060841914,0.019793026,-0.028513383,-0.0054499856,-0.20926104,0.000244467,0.056836072,0.040013447,5.511481e-05,0.023651527,0.012158414,0.013746161,4.3715618e-06,0.092369676,6.1863975e-05,0.0004639071,0.0008310227,0.010774358,0.0035839577,1.2435525e-05,0.089692935,0.0086364085,4.4545566e-05,7.898783e-05
13,0.18428051,-0.055323977,0.05816571,-0.004067011,0.003711313,0.08604467,0.11690323,0.032669004,-0.049380206,0.040453266,-0.08465005,0.007443212,0.006162569,0.004200056,-0.017460853,-0.0850293,-0.08191319,0.060918666,-0.14605789,0.10913355,0.0056314017,0.0004708031,0.085036784,0.059388965,0.08048179,0.040916976,0.054775838,0.0017070791,0.004714876,0.0019135252,0.041429184,0.013400894,0.014429068,0.036628023,1.0020891e-05,0.00017320932,0.0027027663,0.005896626
14,0.090275235,0.0355182,0.038162135,-0.122641936,0.08634748,-0.0319766,-0.0035327747,0.10130626,-0.002074536,0.13209112,0.011108056,0.21357001,0.12607732,-0.027432209,-0.05344268,-0.013751523,-0.1338053,0.11601393,-0.037546687,0.016055712,0.054256987,0.00035505963,1.262491e-05,0.08236441,0.0006785747,0.014027491,0.010395301,0.061008263,0.0766015,0.05941727,0.06085394,0.112371005,0.01277172,0.00021319746,0.0021017485,0.0030284477,0.020542692,0.08809336
15,0.029175065,0.15530267,-0.042911664,-0.040213984,-0.10361877,0.0385528,0.09558362,0.04613087,0.06341407,-0.06340688,-0.11774568,0.047113888,0.20171149,0.11793632,0.18052967,0.02636941,-0.014069006,0.107174434,-0.021582767,0.10100563,0.09651558,0.0034378932,0.016821217,5.692531e-05,0.000973749,0.028518546,0.013832706,0.109939,0.016308643,5.2613246e-05,0.0072354767,0.050792545,0.09692377,0.09129959,0.010753632,0.052743703,0.093667954,0.012303301
16,0.0017091772,0.0368753,-0.036988594,0.04174645,0.024198702,0.011345167,-0.09417061,-0.08901627,0.077274814,0.08659737,0.04674788,0.14518505,-0.08889916,0.061705243,0.069387764,0.06309448,0.028159043,-0.15026641,0.17214671,0.010995832,0.012126027,0.0072511774,0.08031007,0.005685378,0.030242734,0.00017457103,0.0010621056,0.0024529023,0.047597446,2.2698221e-05,0.020682238,0.01408788,1.21198655e-05,0.01702863,0.0015362555,0.005245777,0.012910116,0.03476557
17,-0.06056862,0.12652224,0.03560964,0.074342705,-0.011088131,0.06936039,0.011606256,0.03112122,0.08876494,-0.022014767,0.16204542,-0.0054779556,0.030787997,0.123989195,0.19514272,0.05223086,0.063093886,-0.1477218,0.14276402,0.0018265715,0.064125314,0.037760716,0.020671183,0.03124945,0.03477372,0.011376202,0.000587605,0.008106879,0.06330866,0.004110318,0.0037996972,0.0006075499,0.030049058,0.05883784,0.012517051,0.0018477467,0.07402042,0.005683372
18,-0.086246416,0.053139437,0.07123722,0.12608853,0.08431498,-0.008950475,0.049306866,-0.021690376,0.30353975,-0.02890641,0.24208912,0.008243377,-0.053500377,0.27678868,0.27909827,0.012426475,0.18424472,-0.28124684,0.1650194,0.0029840742,0.013987509,0.00014956587,0.050537646,0.026967391,0.00083559914,0.0010840459,0.017897934,0.18271574,0.0001459207,0.0009329003,0.0009335682,0.07809637,0.16137762,0.17817692,0.028627114,0.116036,0.0011321828,0.00019761438
19,-0.0060708397,-0.04312794,0.13580218,0.11945463,0.06543335,0.0033410145,0.07687775,-0.022000344,0.14000888,-0.18973717,0.3162724,0.0066007636,-0.1718455,0.24406537,0.17414524,0.12316034,-0.021767715,-0.21729189,0.12434924,0.00015930606,0.010367686,0.022347925,3.4966106e-05,0.0019587884,0.00522338,0.053078096,0.023497818,0.0005103163,0.0023078285,0.009170602,0.043765064,0.0034337216,0.084450856,0.035509318,0.05798047,0.010381544,0.041794177,0.00068259676
20,-0.1386545,-0.057544567,0.09654691,0.047898237,0.057798665,-0.010755373,0.05657787,-0.05611869,0.0055027865,-0.06487819,0.2438203,-0.0608942,-0.08814469,0.2459341,0.062292438,-0.024341442,0.09889815,-0.22591895,0.00064000336,9.6183496e-05,0.0006653513,0.006115539,0.04426837,0.021024805,0.00672409,0.020674743,0.015515417,0.025809709,0.020363465,0.10840893,0.012583071,0.01080792,0.12835726,0.018209908,0.049350098,0.09444218,4.356848e-05,0.0015401639
21,-0.017387822,-0.04223873,0.14253302,0.10058864,0.09624174,0.019995388,0.081174,-0.0023362366,0.073807836,-0.002726988,0.15923986,-0.13961203,-0.07913726,0.027786385,0.056655794,-0.08084368,0.041845165,0.13404472,-0.095493704,0.0025448028,0.009133381,0.035966877,0.018770674,0.016100626,0.03961145,0.0013361732,0.0067082616,0.05082828,0.009307674,0.010272089,0.010320708,0.00010721292,0.01058077,0.0007790235,0.0053403703,0.0005505997,0.11514494,0.00514957
22,0.09474759,-0.09303701,0.16558011,0.040370025,0.07287863,-0.024594858,0.081667215,0.030475378,-0.02706491,-0.04949782,0.11632375,-0.07919227,-0.043363072,0.017806407,-0.13376401,-0.005008979,-0.10894279,0.1314645,-0.13497542,0.007282884,0.00017970915,0.032230128,0.039001126,0.020411158,0.0012966545,0.0022243408,0.00072181236,0.004568239,0.009635455,0.16907825,0.024638066,0.013097241,0.0065216613,2.5739308e-07,0.027638094,0.034990665,0.000414889,4.468373e-05
23,0.11785564,-0.06687326,0.059049726,-0.10581607,0.03262406,0.008858854,0.12755834,0.05674352,-0.17793204,-0.012527386,-0.21047258,-0.059205644,0.04721272,0.004524894,-0.1864674,-0.059038017,-0.007921219,0.18278322,-0.11022766,0.10637687,5.4349195e-05,0.007445899,0.00654094,0.07384659,0.01633684,0.035709772,0.047271356,0.016737418,0.002901487,0.02121172,0.008800589,0.005439641,0.06806619,0.00194811,0.008020769,0.12986906,0.0029274777,0.12791665
24,0.120383084,-0.079537265,-0.015168158,-0.058277547,-0.0019314135,-0.019592881,0.0437326,0.032629702,-0.09880009,0.12032293,-0.23077114,0.102952525,0.061074022,-0.113242686,-0.101275094,-0.045746945,-0.034347873,0.24024539,-0.1684753,0.0005895793,0.0029352088,0.025741952,0.026245093,0.000117779186,0.00051318295,0.06404159,0.0010273388,0.0048359158,0.027562868,0.0029739202,0.0005145788,0.006801302,0.0044858498,0.0077789417,0.0041035046,0.044110883,0.009831099,0.0017216768
25,0.24872684,0.019059371,-0.04635226,-0.079127476,-0.08952951,0.10155661,-0.079171464,0.106823415,-0.028642453,0.026904497,-0.18742722,0.101775356,0.14572828,-0.021630004,-0.07044063,0.06917019,-0.1241564,0.24383944,-0.092820086,0.09638204,0.034104604,0.002657338,0.04242824,0.018332787,0.07801439,0.019289525,0.016689759,0.041693002,8.095907e-05,0.023343744,0.00016172961,0.019158587,0.022283137,5.39437e-07,0.025415655,0.0007398821,0.06078441,0.017472668
26,-0.0038748377,0.0775139,-0.02927815,-0.17616248,-0.072845936,0.040205337,-0.0452907,0.10516077,0.04868157,0.06464991,-0.17135786,0.22072344,0.14057468,-0.0019523995,-0.013371438,0.066511065,-0.014972415,-0.046855863,0.083556816,0.0024081997,0.016155384,0.016798677,0.029196072,0.027092386,0.041575816,0.01795868,0.050459903,0.016052306,0.0041934513,0.008574655,0.0024155867,0.01894557,0.014339074,0.052037284,0.030256134,0.05331051,0.0067557986,0.024891563
27,-0.07110633,0.113668084,-0.10958246,0.024386816,-0.034920003,0.030305242,-0.045870133,0.054333713,0.11744657,0.0076069385,0.07687159,0.23371416,0.21806024,0.04889287,0.22399256,0.13774315,0.11051604,-0.086408034,0.16446911,0.016983572,0.0008752106,3.8746053e-05,0.013926522,0.0053276676,0.0075663333,0.019154044,0.04066304,0.00078923913,0.018263664,0.00042259847,0.07896982,0.1684658,0.024372065,0.0018970029,0.046240274,0.0063532754,0.07002254,1.14388595e-05
28,0.054656655,0.23221916,0.019603007,0.07547061,-0.030108087,0.030646656,0.057276867,-0.029701859,0.1935048,-0.04960469,0.21057664,0.04229195,0.11169865,0.18534812,0.2155645,0.070096664,0.09284935,-0.33495796,0.25413433,0.12533557,0.17561622,0.0013540494,0.026554462,0.0029562605,0.0018854457,0.10959279,0.008176091,0.0003562244,0.0204198,0.005133917,0.0039375923,0.08400144,0.011308558,0.0012663051,0.027535854,0.0025687877,0.026036264,0.0054558865
29,-0.120577425,0.07187726,0.0952136,0.077454455,0.06264471,0.013141638,0.09978981,-0.11064126,0.10569166,-0.06100767,0.3501098,0.07775734,-0.16775814,0.123880856,0.21030219,0.043250438,0.14361925,-0.44254643,0.236651,0.042672094,8.0435836e-07,0.056226715,0.012763956,0.02522212,0.01568031,0.0035636984,0.014947331,0.0025351413,0.018152013,0.03205413,0.025275987,0.017695125,0.0009784618,0.049253985,0.011678014,0.033677075,0.007639798,0.02492784
30,-0.13963166,0.019206373,0.13096693,0.15750974,0.14256099,0.029459625,0.12373821,-0.039139777,0.095674485,-0.06961384,0.38668665,-0.12272559,-0.11114038,0.16616514,0.26229227,-0.045970105,0.21786198,-0.26163432,0.06464958,0.011889511,0.0052719773,0.025101816,0.0005207516,0.04861706,0.037184343,0.009761802,0.020731872,0.0007650846,0.0068296264,0.006110123,0.0014411036,0.024870748,0.038979568,0.01714877,0.022910014,0.066338025,0.050394334,0.0039475397
31,0.039603535,-0.11959189,0.22834666,0.141387,0.13734983,-0.012469223,0.133748,-0.01896125,0.117145166,-0.0799228,0.29884997,-0.13948153,-0.06770596,0.12639792,0.06548845,-0.079186834,-0.027533896,-0.06927651,-0.0025393702,0.006305297,0.0031446416,0.0036243964,0.01626132,0.0022652058,0.023791669,0.007449936,0.010719041,0.0029621988,0.0029340487,0.012637728,0.00490094,0.12081981,3.866757e-08,0.0046967324,0.0300562,0.008371033,0.062127206,0.03315406
32,0.024841007,-0.09242208,0.13201527,0.032116994,0.12662734,-0.035488736,0.12587658,0.016649144,-0.12448316,-0.089301124,0.03153724,-0.06953627,-0.09490585,0.059873026,-0.07446409,-0.026215803,-0.13403675,0.12509713,-0.1644498,0.047394846,0.0049373196,0.00010181236,0.013595032,0.044046152,0.0011713685,0.01797492,0.0030492118,0.00034166998,0.001286265,0.015446547,0.038993638,0.0032409867,0.05236546,0.026135257,0.041124966,0.0006731813,0.022345738,0.014637886
33,0.1935138,-0.10153243,0.05998881,-0.07729171,0.00272222,-0.02000636,0.118773594,0.00603679,-0.19996741,0.028728878,-0.20365882,-0.030210875,0.024794843,-0.02928506,-0.042021893,-0.11126626,-0.16461465,0.23649463,-0.24087681,0.11470372,0.04583684,0.022559525,0.0042457916,0.0034768744,6.8735e-07,0.08264537,0.02222068,0.00102416,0.00979392,0.008617033,0.023575157,0.0032898067,0.01172333,0.10833598,0.003969555,6.7065816e-06,0.0294618,2.8075458e-06
34,0.13666166,-0.03814187,-0.03383971,-0.09313136,-0.04544381,0.002562398,-0.0909735,0.058172263,-0.12884675,0.1220473,-0.15710925,0.16286215,0.12343448,-0.03717632,-0.12973364,-0.037564427,-0.058728106,0.25298554,-0.1299216,0.033985917,0.00019267284,0.026655007,0.06843081,0.004071765,0.018195154,0.017115649,0.0030447927,0.005215625,0.0077919434,0.06643163,0.035888188,0.118252344,0.031604983,0.0021377467,1.3217568e-06,0.075916596,0.0011583176,0.044554304
35,0.11724316,0.09214252,-0.036249746,-0.10780311,-0.09564603,0.023049511,-0.02321244,0.08196525,0.032216642,0.22478464,-0.14525749,0.26594996,0.19609015,-0.06270716,-0.016445598,0.17346168,-0.036686722,0.15984266,0.069952846,0.07237938,0.030828862,0.018591784,0.006706311,0.0025689122,0.0025693928,0.010875545,0.000589476,0.033113886,0.15811947,0.060202822,0.18501756,0.010088226,0.001790994,0.007851535,0.15737556,0.0033996473,0.00793154,0.09864783
36,-0.05822917,0.22593176,-0.022014245,-0.0991857,-0.23776706,0.17676258,-0.07875908,0.08395624,0.08417793,0.021550812,-0.04053851,0.17993641,0.121931426,0.16097164,0.0971759,0.14339545,0.075726315,-0.23586448,0.1444365,0.024186442,0.024508622,0.080297545,0.0111903,0.005019356,0.08296338,0.0010901537,0.006110428,0.033711568,0.08363532,0.011161189,0.046013128,0.00014723267,0.05017895,0.0037970438,0.016627472,0.009284457,0.044242546,0.0023238224
37,-0.11702532,0.223301,0.06290174,0.08418923,0.03948284,0.0043058167,0.017448718,-0.0051780865,0.27673548,0.08114897,0.33481616,0.16073704,-0.06437869,0.1593337,0.29038978,0.10469768,0.26392353,-0.43023288,0.3072417,0.065536894,0.002360939,0.08607081,0.054554123,0.018757125,0.0072598974,0.02444003,0.008631103,0.0129307015,0.0014003222,0.00026767948,0.00015351665,0.024068743,0.0931021,0.008560414,0.031835265,0.0013980292,0.004812706,7.5669886e-06
38,-0.07569296,0.0861376,0.119665414,0.16497083,-0.0014529182,0.10046193,0.119947255,-0.06880762,0.24164341,-0.20266034,0.4529662,-0.038972627,-0.15514338,0.22853634,0.31803325,0.070224844,0.15795532,-0.42814946,0.25287804,0.05153819,0.0016889676,0.0137200095,0.0051861485,0.0094251605,0.055076722,0.0013108257,0.000115484334,0.0131528275,0.00083403557,0.0001930883,0.008305033,0.009866118,0.00083466066,0.01863489,0.0062210625,0.03097019,0.10986959,0.0018306636
39,-0.1917101,-0.00068606576,0.23091552,0.1355711,0.18158112,-0.045796927,0.11892262,-0.08902696,0.15748858,-0.02829253,0.45371044,-0.04997637,-0.11952664,0.15205312,0.19127,-0.025595218,0.13453886,-0.39226615,0.13700232,0.00047545182,0.003824866,0.05029421,0.0063980385,0.00054587406,0.012427431,0.0011913042,0.005141046,0.011722378,0.03357836,0.016103433,0.037095882,0.109386966,0.008952393,0.016994048,0.04224197,0.0005397257,0.005828139,0.020066148
40,0.014200173,-0.06903646,0.18387179,0.17857416,0.09346351,0.08383794,0.18105176,-0.03534102,0.07103373,-0.12914515,0.32926366,-0.14225128,-0.1854628,0.13122965,0.14699152,-0.052735545,0.019914865,-0.039013006,-0.053426392,0.08371103,0.0011449362,0.014670455,0.0014203279,0.0008411825,0.08586065,0.009829713,0.0013606735,0.058274638,0.03836702,0.024285557,0.090537645,0.001139522,0.010070124,0.016753543,0.022966946,0.011145383,0.096550964,0.0231499
41,0.019621411,-0.1107228,0.26354736,-0.0018022838,0.13966535,-0.022143945,0.1358826,0.018436925,-0.02120854,-0.013879509,0.07911839,-0.09005506,-0.1023453,0.038959995,-0.0964512,-0.12325212,-0.1052964,0.03409612,-0.16640079,0.01156378,0.004610335,0.052967742,0.0056432267,0.010528791,0.044285715,0.021755513,0.006572297,0.033232257,0.0019394519,0.0035720775,0.017686566,6.4843654e-05,0.0007524123,0.00022366286,0.00015857411,0.010958819,0.008958005,0.009118702
42,0.13190302,-0.07086222,0.06973337,-0.030334214,0.044573177,0.0065342635,0.11368442,0.03954926,-0.13131772,0.028721418,-0.08715021,-0.021418534,-0.034149405,-0.061265156,-0.08525749,-0.05978021,-0.13340107,0.31812352,-0.276806,0.071978495,0.035872474,0.011283874,0.0010508243,0.0027718495,0.035281185,0.02106764,0.0021995855,0.047668215,0.059202902,0.04327417,0.037284315,0.009061522,0.017140048,0.012734233,0.003453887,0.03808005,0.03705965,0.00032871088
43,0.12431327,-0.04654987,0.0213875,-0.14938195,0.012964897,-0.009094975,0.035306983,0.054670442,-0.1352033,0.07413321,-0.28889593,0.030371394,0.085291326,-0.043756656,-0.18066218,-0.030651644,-0.17089295,0.25930375,-0.23314023,0.0019162309,0.022574527,0.00049695256,0.025082458,0.08140057,0.00030328895,0.04396254,0.0016114891,0.012533951,0.021362672,0.00072260085,0.0002818289,2.7845156e-06,0.010438547,0.0013238641,0.01881617,0.017594017,0.014520995,0.0019177023
44,0.13849388,0.14400038,-0.09526455,-0.1554831,-0.09303433,0.015673554,-0.06682624,0.059851803,-0.1183483,0.11587626,-0.26829904,0.22192934,0.10025489,-0.07973704,-0.07479369,0.030648414,-0.12004514,0.2530479,-0.14999379,0.031130789,0.16709778,4.9358772e-05,0.007917829,0.014954413,0.002529418,0.0019351866,0.0040577487,0.0049392763,0.067901194,0.022639815,0.100254744,0.00022496394,0.004145354,0.029295342,0.008460256,0.014726773,0.033017125,0.0035480142
45,0.02499093,0.09271425,-0.08190695,-0.14467557,-0.09010379,0.04413546,-0.041987307,0.0023961328,0.055714287,0.14904726,-0.17303602,0.16051984,0.13691887,-0.014644745,0.11972406,0.057735633,-0.014428614,-0.009803759,0.11195499,0.00012580099,0.0006915156,0.031973235,0.014892467,0.055105794,0.011422681,0.009767474,0.008621421,0.034142263,0.076068714,0.010604377,0.0052394886,7.8178025e-05,0.001717412,0.088843875,0.0015257631,0.00012509742,0.022198489,0.049639214
46,-0.09292401,0.20537287,-0.07040164,0.02182762,-0.07401607,0.04085936,-0.11005931,0.051454566,0.20233878,-0.01905428,0.17558347,0.2099083,0.022473823,0.10346571,0.21508327,0.12509443,0.13556767,-0.24757174,0.2959044,0.0011394636,0.03876561,0.04108037,0.007213407,5.329988e-07,0.0001975039,0.01588959,0.0012203378,0.0342919,0.0044128248,0.02165696,0.06628095,0.041503053,6.3281282e-09,0.011762644,0.005224399,0.0037089048,0.0013661454,0.06950869
47,-0.17396207,0.12958568,0.012643702,0.1338276,0.05053044,0.021865018,0.07576296,-0.06814415,0.23987426,0.021798268,0.33143565,0.039603952,-0.044874903,0.22137499,0.2874944,0.06707563,0.2782327,-0.44764367,0.3891272,0.020092258,0.0050776214,0.0014494583,0.0019606117,0.017187336,0.0055698203,0.032389212,0.023639746,3.2696582e-06,0.10225482,4.4897283e-06,0.022251803,0.00014120841,0.07455372,0.0016419721,0.006276498,0.082003705,0.0057681594,0.039788686
48,-0.1251855,0.062869735,0.11220695,0.28049067,0.107927725,0.026953865,0.08813621,-0.03412397,0.1951792,-0.15051809,0.5148868,-0.09367736,-0.16363436,0.1977645,0.27076408,0.025720548,0.17488936,-0.3889147,0.22112143,0.0038005474,0.012742801,4.9643095e-05,0.032483835,0.017428752,0.010201644,4.2789867e-05,0.0088372305,0.0061784307,0.011436499,0.019564915,0.003842813,0.009982308,0.00239732,0.004621707,0.0012916299,0.0017204806,0.06331895,0.0008232655
49,-0.040672123,-0.062206052,0.25469062,0.16675818,0.1563234,-0.03768898,0.25520673,-0.03392039,0.05792403,-0.10751084,0.3661485,-0.14610675,-0.11584271,0.23558307,0.1756719,-0.098638184,0.015611719,-0.28046328,0.053362787,0.045678124,0.023841724,0.026945412,0.006464988,0.00030110482,0.00024886723,0.07442026,0.059296597,0.005933801,0.0061047566,0.0072970316,0.019333214,0.07298552,0.097988345,0.110951155,0.0038438374,0.0064878655,0.0023957537,5.318173e-06
50,-0.040207375,-0.09363493,0.19459562,0.11094181,0.13789423,-0.037104245,0.12594226,-0.039375123,-0.11864321,-0.05264957,0.19147767,-0.11571626,-0.20780386,0.08171912,0.12629957,-0.076567546,-0.03527275,0.006328034,-0.16639848,0.00020161692,0.01807769,0.050570354,0.014605271,0.005495935,0.0050107655,0.007488835,0.0021217603,0.015541927,0.012359139,4.4864428e-05,4.26909e-05,0.013799353,0.030999122,0.12995222,0.042543873,0.042963255,0.0014113032,0.0013371311
51,0.10300423,-0.14239277,0.13333271,-0.004745992,0.036442958,-0.019505952,0.033290297,0.005745895,-0.06406282,0.13877547,-0.00913368,-0.08723334,-0.11280615,0.05251695,-0.06364887,-0.1437996,-0.12917626,0.13678215,-0.10051557,0.008762181,1.6579445e-07,0.009024981,0.02006579,0.0027924154,0.0035222652,0.0031793334,0.0038053358,0.027417932,0.12537275,0.009474514,0.02757992,0.0074419314,0.0063397703,0.041369237,0.001751309,0.0154887065,0.0008750158,0.09810052
52,0.04459214,0.05698255,-0.008076068,0.008381985,0.0788588,0.039382335,0.0070948284,0.14239761,-0.07027103,0.023287516,-0.052447654,0.02553192,-0.004539715,-0.056254335,-0.037033834,0.042621963,0.20884508,0.25255466,-0.12613621,0.03850716,0.008858786,0.0032012593,0.038242083,0.10102975,0.03576188,0.010849465,0.011566464,0.05016667,0.013098038,0.04686775,0.021574257,0.002174316,0.0036652975,0.074124135,0.041910335,0.29751733,0.0019782523,0.013580187
53,0.23757538,-0.13697971,0.22311074,-0.06780705,-0.034274824,0.019370865,0.07772832,0.010812802,0.14102307,-0.010569922,-0.18229896,0.07342638,0.117168546,0.028964983,-0.106551275,-0.043778848,-0.12490159,0.016342536,-0.008100472,0.000240525,0.009473357,0.11097597,0.038868103,0.032326326,0.012739079,0.038039163,0.007969152,0.04316468,0.0003557493,0.010034496,0.016259218,0.016506242,0.00063433975,0.0007628739,0.001983158,0.0437932,0.0010816399,0.033789713
54,-0.013788761,0.03432724,-0.06465828,-0.09568693,-0.0061440556,-0.01842949,-0.0991199,0.07377977,-0.09843309,-0.03241291,-0.06552473,0.2251333,0.015766598,-0.085350186,-0.005656617,0.119303554,-0.08728325,0.15149078,-0.034892157,0.004503249,0.013328783,0.025951773,0.00526157,0.0074703754,4.1966413e-07,2.5067839e-05,0.00088944525,0.012568543,0.0025313061,0.030784769,0.035670474,0.0483033,0.0010260678,8.164851e-05,0.0021337708,8.488076e-05,0.041429754,0.038696162
55,-0.03666948,0.28612825,-0.04573037,-0.068672225,-0.087533325,0.03230587,-0.039766252,0.0037220195,0.044912323,0.026975637,-0.117500804,0.17982675,0.17356364,0.04730121,0.09141194,-0.034405794,0.034184225,-0.07018153,0.075310685,0.0076791947,0.27708834,0.018421073,0.0015312533,0.00022847862,0.0059758355,0.008973459,0.046306837,0.0031935868,0.0010170966,0.011956579,0.1609631,0.019073214,0.00011698327,0.009997794,0.00038941123,0.005949458,0.0007038102,0.0010811796
