,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t)
10,0.15599437,0.110112235,0.19190225,0.1362902,-0.039537568,-0.035515722,-0.04113373,0.054092254,-0.051120713,0.04372654,-0.06058017,-0.062634796,0.055683713,0.007368102,0.030130483,0.0037023562,-0.01026414,-0.034254417,-0.0040305145,0.016383473,-0.1384536,-0.11974032,0.08946315,0.19930717,0.04174661,0.09956449,-0.09692231
11,0.0737511,0.090299115,0.06945356,0.114703305,-0.028848715,-0.102800645,0.103005596,0.08451628,0.0877593,0.020553535,-0.05955363,0.029322444,0.06530871,0.15093878,0.06650517,0.090849355,-0.033512276,0.009265816,0.052875645,-0.0341715,0.086041026,-0.0032403618,0.026700497,0.17044696,-0.011557914,0.098093174,-0.0144308545
12,0.2153174,0.0993437,-0.00043158233,0.018897466,0.017680705,0.046774823,0.030239444,0.17903867,-0.03643092,-0.037305947,-0.031576492,0.051542535,0.17381662,0.07455924,-0.007032112,0.1281588,0.016171284,0.009964118,0.050795473,0.1080253,0.19624962,0.051754255,-0.04398842,0.08735898,-0.10780621,0.023876224,-0.011167993
13,0.112662375,0.06882588,0.04048553,0.044014156,-0.02673672,0.091066785,0.09384644,0.13619503,-0.04271734,-0.020919474,-0.06859814,-0.039838288,0.013955898,0.18870546,0.28731966,0.016869975,-0.0018741537,0.054242805,-0.023326911,-0.095443174,-0.05496904,0.036955476,0.12152983,0.14592591,-0.0009941459,0.05357252,-0.1420991
14,0.2568316,0.07528659,0.05545961,0.035185553,-0.02622291,-0.070174366,0.23109326,0.07620512,-0.0011990452,-0.049023353,0.032091804,0.1111458,0.031991463,0.073863454,-0.0073636994,0.06253326,-0.011430927,-0.029802525,0.19265874,-0.1545258,-0.13705185,0.09384418,0.15341625,0.23364033,-0.00015519839,-0.0070104557,-0.17468421
15,0.3006682,0.11618798,-0.023569519,0.033474278,-0.091483064,0.0008509457,-0.011362106,0.114952326,-0.03097471,-0.17941551,-0.068943605,0.005104356,0.0999484,0.05131592,0.17477588,0.18368691,0.10946343,-0.07357954,0.044307217,-0.13322261,-0.19195844,0.063750684,0.0380044,0.19751984,-0.0991917,0.10719774,-0.2550653
16,0.24556,0.07692115,-0.047376253,0.06974786,-0.09346876,-0.09702152,0.05792735,0.10129005,-0.09168568,-0.066623375,-0.1036918,-0.059413634,0.053879503,0.106828034,0.14854178,0.0732569,0.036868926,-0.065293506,0.09214037,-0.17680721,-0.072759725,0.03775382,0.10312794,0.4174693,-0.18354297,0.09879883,-0.23367813
17,0.2792791,0.08228382,-0.14005329,0.113390535,-0.12609726,-0.0067444257,0.026242865,0.06047476,0.016254295,-0.037509196,-0.12106391,-0.020357698,0.05101382,0.030905094,0.041200686,0.078835696,0.04384195,-0.02345711,0.0028093017,-0.1132932,0.01226607,0.013836117,0.124386705,0.48327476,-0.20693769,0.18105529,-0.16423236
18,0.22657116,0.12180372,-0.08352725,0.06087973,-0.17373917,0.015390813,0.098910674,0.0828316,-0.020287324,-0.0620177,-0.13814048,-0.117169455,0.1409911,0.024076276,0.08306239,0.061524346,0.008186932,-0.055688094,-0.05896671,-0.11251369,-0.0852547,-0.120293655,0.11834569,0.29104152,-0.11243592,0.080420375,-0.12647837
19,0.18179864,0.358097,-0.003182035,0.06862889,-0.12803414,-0.10090725,0.100275114,0.021156402,0.018405948,0.012929038,-0.058064006,-0.07834459,0.041179195,0.025886282,-0.0010437303,0.054275986,-0.038613327,-0.040959556,0.025667641,0.04367152,0.0030128285,-0.075665705,0.14441758,0.41494033,-0.059425753,0.12971865,-0.1202348
20,0.14574608,0.16886619,-0.079940446,0.048310503,-0.12239727,-0.019361991,0.082469314,0.007777935,-0.025829794,0.13390876,-0.031051755,-0.09553518,0.065569185,-0.03096098,0.02718679,0.057738513,-0.07899225,0.025070831,0.018988445,-0.0145498905,-0.07197613,-0.17913966,0.012292252,0.24110626,-0.1014339,0.13747197,-0.065529115
21,0.06519005,0.07168263,0.024885729,0.05347714,-0.03757372,-0.03125927,0.10194928,-0.019157583,-0.01869252,0.0714412,-0.06800425,0.013259212,0.14110816,0.12101303,0.17019814,0.043643937,-0.076733984,0.12718481,0.0039448943,-0.09496607,0.00215443,-0.12578572,-0.0028465458,0.15207185,0.033252016,0.10606253,-0.047223266
22,0.1428884,0.10461775,0.01800487,0.020272965,0.13824575,-0.0026527625,0.04897582,0.053683892,-0.016753111,-0.0044855922,-0.0047872066,0.12205484,0.055726223,0.044696793,0.073217586,0.0640609,-0.038914043,-0.004261166,0.14320534,-0.025906755,0.028581461,0.039431363,0.0011698501,0.1179882,0.026410077,0.04203295,-0.0037152246
23,0.11449364,0.053172953,0.019902606,0.042724103,0.010496095,0.09776531,-0.008492698,0.098045416,-0.017482262,-0.07265505,-0.05431915,0.073351264,0.02127608,0.13217032,0.1484805,0.029846804,0.032172557,-0.011982431,0.069534734,-0.07948695,-0.0075840577,0.04997302,0.030857403,0.15930778,-0.058203887,0.086075515,-0.13429317
24,0.17841554,0.037437286,0.027244389,0.03626775,0.014484022,0.030971296,0.05087169,0.1079573,-0.002837602,-0.052868947,-0.04818728,0.04625564,0.044738587,0.07061656,0.01621994,0.043413486,0.021008845,-0.024986288,0.053018037,-0.14076991,-0.13787971,0.23308043,0.059893947,0.2455015,-0.035296578,0.06001418,-0.17335497
25,0.24132511,0.079003274,0.016238684,0.039112993,-0.05761416,-0.05628326,0.012944948,0.10380976,0.058657534,-0.10506124,-0.0793621,-0.031759094,0.030793386,0.08430831,0.021316607,0.033476498,0.015701795,-0.05696801,0.042464845,-0.09422957,-0.21588634,0.01766166,0.08856474,0.19053379,-0.05486167,0.081572,-0.19815643
26,0.21503812,0.059693452,-0.0523772,0.028615363,-0.09910759,0.06609203,0.048303902,0.098763995,0.0057222545,-0.08334102,-0.11353163,-0.03725806,0.04083104,0.051750198,0.10569696,0.070177406,0.10028972,-0.0438302,0.0011320915,-0.02123065,-0.06464075,-0.025543742,0.03251988,0.2857722,-0.06313431,0.05506371,0.06716302
27,0.14649282,0.04183288,0.03447368,0.03348418,-0.061696216,-0.04636533,0.17931405,0.078899994,-0.033164702,-0.04159762,-0.10057748,-0.03499789,0.057354923,0.02239698,0.079530574,0.030459527,0.035522148,-0.0100967195,0.04866851,-0.14748386,0.047719717,0.005904164,0.04888921,0.22891478,-0.09655949,0.022386229,-0.11982905
28,0.2587,0.06021014,-0.026457682,0.055763252,-0.07198792,0.025121415,0.0028970514,0.12722236,-0.015225709,-0.08242883,-0.041918833,-0.01846781,0.012515793,0.06748166,-0.020146545,0.14720705,0.033425286,-0.020593822,0.007984836,-0.11140007,-0.042299937,0.122499615,0.14021987,0.27037358,-0.105952024,0.096549675,-0.14027257
29,0.26761997,0.078364246,-0.031375688,0.083745755,-0.13116394,-0.055312384,0.00019454677,0.10169707,-0.051650032,-0.07137276,-0.1196173,-0.08341205,0.04876383,0.08149764,0.0721785,0.03163161,0.033834666,-0.00797981,-0.007861851,-0.071277164,-0.17518625,-0.10221342,0.14539337,0.20841995,-0.10983594,0.06267629,-0.16412313
30,0.22033742,0.13742673,-0.08246071,0.08440259,-0.013763517,-0.140014,0.24401285,0.10379653,-0.0147887785,0.092039734,-0.13367419,-0.06417563,0.059209675,0.01474056,0.1612573,0.0053116237,0.030456008,0.14552568,-0.004182554,-0.10964207,0.018839588,-0.022776296,0.12619363,0.2624921,-0.128976,0.0807554,-0.012726996
31,0.25934178,0.09725546,-0.09911291,-0.018628942,-0.052032605,-0.03385628,0.14135149,0.071507536,0.035547614,0.0069032907,-0.10841632,0.08482319,0.04701226,0.17743975,0.07058194,0.16286145,-0.014770249,-0.054817878,0.16421469,-0.09232325,0.02903017,-0.04384296,0.23148605,0.2159649,-0.13817571,0.014355149,-0.121341
32,0.26624262,0.17109582,-0.07136551,0.011729189,-0.17805444,0.027513755,-0.02607635,0.23044086,-0.076988846,-0.14949304,-0.11055685,0.021113744,0.01981183,0.03725798,0.07051133,0.09200068,0.009710465,-0.013770834,0.01169273,-0.06635097,-0.06066969,0.027868988,0.11334556,0.24890088,-0.17865229,0.11573442,0.010013267
33,0.2393412,0.077210225,-0.05959332,0.16995879,-0.14370264,-0.057372753,0.08939923,0.14477141,-0.03997256,0.0011452036,-0.13085517,-0.16697876,0.06255487,0.17505588,0.057283632,-0.013033933,-0.0023126751,-0.029018069,-0.02825812,-0.09166011,-0.2271145,-0.10390656,0.17740706,0.2775288,-0.07259725,-0.031187296,-0.24975267
34,0.2982625,0.120429784,-0.06498499,0.12524396,-0.13911471,-0.11543,0.1232614,0.07530119,0.011787109,-0.041089326,-0.11966075,-0.012884717,-0.0058971737,0.033861376,0.01981067,0.044983033,-0.02497417,-0.021662466,-0.007424659,-0.034655705,0.0693412,0.10692487,0.21012409,0.27073058,-0.08056089,0.12340385,0.1754938
35,0.18451817,0.108792156,-0.067772195,0.07105275,-0.11995132,0.036780056,0.15545693,0.10911025,0.011475289,-0.025273163,-0.14882927,-0.064592674,0.07711817,-0.012965219,0.034868624,0.061689865,-0.037351605,-0.016714232,0.050626304,-0.062070027,-0.067021534,-0.0688764,0.12138342,0.27503294,-0.1276913,0.10212203,-0.12434083
36,0.15198138,0.122992575,-0.0454174,0.038565278,-0.12894961,-0.02585511,0.022671985,0.07781425,0.021694971,0.0061282385,0.021908492,-0.07078428,0.06019945,0.10042561,0.0048706345,0.07953018,-0.026788287,-0.016220832,0.06235778,-0.11335869,-0.042203404,-0.08929125,0.073773615,0.231621,-0.07479469,0.08997755,0.032332823
37,0.20213385,0.086129256,-0.03289236,0.037858255,-0.082334474,-0.023267165,-0.046661943,0.059045013,-0.034120858,0.049840696,-0.031576026,-0.00058268756,0.0454875,0.0068769185,0.15407977,0.07918632,-0.024315063,-0.024495099,-0.012523451,-0.010463128,-0.12726063,-0.030512583,0.038339235,0.11915141,-0.080865465,0.124710575,-0.023563005
38,0.1180572,0.096814476,-0.05206277,0.049339373,0.14951918,-0.0878449,0.14073998,0.071889564,-0.038113553,-0.004424884,-0.09750305,0.039573338,0.08717497,0.076224335,0.12550877,0.0005163383,-0.027649663,0.005448618,0.06471504,-0.13078867,0.08618935,-0.050129924,0.050922193,0.18232583,-0.07283064,0.03365383,-0.07851161
39,0.16706158,0.07054937,-0.021303263,0.070738606,-0.051419936,0.043767266,0.05793185,0.11643096,0.009150148,-0.050721206,-0.003123369,0.02833169,0.037727088,0.18495215,0.09951784,0.11199105,-0.015870016,-0.025331486,0.030730536,-0.08391593,0.06967763,0.11953546,0.18924192,0.19840181,-0.13149118,0.032231584,-0.02041461
40,0.21961878,0.26384723,-0.031048711,0.04411846,-0.16405684,-0.0038013372,0.052370127,0.22430046,-0.05464481,-0.01973793,-0.08344972,-0.02825564,0.025194371,0.052519158,0.012418631,0.051084444,-0.015140213,-0.028755875,0.012230827,-0.03301712,-0.16783759,0.038369372,0.17136428,0.1755395,-0.12968165,0.06573135,-0.17893344
41,0.16007628,0.09975564,0.010965146,0.08023929,-0.10569383,-0.09828647,0.067868054,0.16294181,-0.0024287943,0.08929103,-0.10130734,-0.13097185,0.08240682,0.118333526,0.04560715,0.039292883,-0.06596532,-0.012941175,-0.033785313,-0.10840658,-0.2319088,-0.0051464885,0.22526029,0.22293828,-0.10152992,0.019145576,-0.18619098
42,0.2142438,0.15702711,-0.08497203,0.07760067,-0.16737601,-0.17795281,0.08246206,0.076011375,-0.00820654,0.06894209,-0.079834916,0.015992336,0.028981995,0.083988555,0.08685164,0.039352644,-0.041829996,-0.03168027,0.039539274,0.03696307,0.0058056787,0.0052596987,0.18321371,0.16070351,-0.15314917,0.07781396,-0.041235775
43,0.14741372,0.14247368,-0.14890532,0.07598001,-0.18118094,-0.025995383,0.129774,0.11202928,-0.0040350575,-0.0058605536,0.03682755,-0.028038902,0.04310844,-0.022608146,0.08768179,0.060220852,-0.04000497,0.02200141,-0.015122727,-0.031702057,-0.00021188892,0.0231508,0.1238226,0.22278911,-0.11441773,0.09289698,-0.06884979
44,0.16576663,0.08346562,-0.06694585,0.05586586,-0.089888856,-0.044414736,0.11620234,0.12299512,-0.005867256,0.12480004,-0.006284021,-0.031288497,0.04766211,-0.007513725,-0.005677646,0.06960987,-0.026645377,0.02753678,0.0037237967,-0.068831965,-0.18443055,-0.09560318,0.11945012,0.09435478,-0.04472651,0.05344509,-0.16859768
45,0.115211286,0.13252452,-0.044056043,0.07039559,0.029967971,-0.1307138,0.015442399,0.09869036,-0.030632023,-0.011289587,-0.07761335,0.047090363,0.03229963,0.040666543,0.19423482,0.21489704,-0.019035097,-0.018999496,0.01290988,-0.041769378,0.047884516,-0.05450646,0.12811555,0.10415213,-0.007117316,0.034385096,-0.105771616
46,0.11305776,0.13210611,-0.063168705,0.06294617,-0.026697092,0.023958687,0.023872208,0.121702425,-0.10584144,0.03647368,-0.040833168,0.22490916,0.03956481,0.08049081,0.029195009,0.011743102,-0.02310763,0.051502626,0.14867365,-0.032219872,0.08243902,0.13480595,0.3513113,0.16399081,-0.12533426,0.06786348,0.027502172
47,0.14970985,0.20062564,-0.05030398,0.058786325,-0.21152942,0.018093547,-0.021966156,0.25689498,0.0003503114,-0.06472124,-0.017606482,-0.013838298,0.18291503,0.068268925,0.033640034,0.012851404,0.0003719316,0.025895473,-0.040395357,-0.16352989,-0.2070706,0.033280097,0.24528308,0.28042698,-0.11381488,0.035280034,-0.25303203
48,0.31030062,0.2760773,-0.037958406,0.07318816,-0.166457,-0.22272938,0.026808081,0.15205595,-0.004979225,0.025211386,-0.06236516,-0.13270327,0.10453977,0.13201658,0.05331352,0.0053758807,-0.059513032,-0.07056483,-0.030168837,0.10491588,-0.34496632,0.0029830635,0.2616373,0.13785188,-0.13791132,-0.014982562,-0.2155222
49,0.23721166,0.18336812,-0.15499212,0.12935908,-0.22304875,-0.2776637,0.31699118,0.0470711,0.068106726,0.15610264,-0.11622007,-0.09396215,0.009707443,0.082037434,0.13130632,0.01776005,-0.004476212,0.059528627,-0.039236985,0.043740187,-0.014168471,-0.0018112706,0.17615119,0.15400454,-0.20032594,0.16310443,0.037658855
50,0.14614981,0.11706411,-0.12419447,0.0066052307,-0.04737416,-0.033810787,0.21776225,0.20505092,-0.0018491191,0.042432148,-0.117435776,0.022408903,0.081666164,-0.06956662,0.16816026,0.19532117,-0.057872683,0.036692206,-0.030066095,0.05459621,0.25172046,-0.053356923,0.06172588,0.10735662,-0.17150779,0.058326934,-0.03203448
51,0.08461091,0.07910016,-0.046465166,-0.012718559,-0.08514418,0.08176236,0.10569447,0.12710227,-0.020153314,0.108948834,-0.07209494,-0.013588924,0.1472626,0.12193338,0.06322232,0.11182358,-0.06494381,0.031173075,0.05445743,-0.11195841,0.022453507,-0.10216648,0.17642598,0.15373698,-0.18988638,-0.046489097,-0.16083458
52,0.16261213,0.16900435,-0.016420316,-0.01186029,-0.15341233,-0.04061553,-0.060840882,0.05783074,-0.05559305,-0.045427777,0.17321372,0.0074491566,0.014187843,0.095625825,0.086154535,0.12780991,-0.038576055,0.00068251044,-0.0076534245,0.23241678,-0.06265774,0.048851985,0.18643144,0.2178643,-0.057466768,0.104171455,-0.12153962
53,0.01825478,0.12840939,-0.042572554,0.09371616,-0.10889943,-0.007149458,0.18096632,0.033772096,-0.0596248,0.22861944,-0.060982957,-0.04269936,0.052236065,-0.030131288,0.08981364,-0.023671128,0.00745181,0.11665105,0.07100004,-0.041713674,-0.12767947,-0.12844627,0.042282518,-0.027182985,-0.07132284,0.057228833,-0.09948318
54,0.06514466,0.07363816,0.0058646575,0.06484234,0.0015771891,-0.051394597,0.018750872,0.16021319,0.034871828,0.037921816,-0.0075560436,0.2090388,0.028945465,0.00048987754,0.12153839,0.11118673,-0.00792648,-0.018352048,0.0033340543,-0.03723012,-0.008755086,0.03282608,0.013113991,0.13188769,0.0129767265,0.14252323,-0.099510536
55,0.05231646,0.032377675,-0.019198583,0.036991328,-0.008336057,-0.013198064,0.060128972,0.31758896,-0.032045998,0.018888801,0.18505602,0.072330385,0.0875461,0.09920055,0.044202983,0.0111326855,-0.012798196,-0.016492594,0.14259022,0.028028049,-0.11768344,0.006056841,0.07757663,0.069315836,-0.12850495,-0.12771209,-0.13218993
56,0.07994859,0.12101805,-0.053180285,0.09254323,-0.05480122,-0.020252923,0.00017074775,0.259188,0.009761627,0.14058009,-0.021501895,0.0030353134,0.001992181,0.23668966,0.07856597,0.08108121,0.023116626,0.016730687,0.017099015,-0.059251048,-0.17749697,0.25888053,0.17798308,0.0017569372,-0.15983161,-0.026468128,-0.19771832
57,0.19985922,0.17463684,-0.07540417,0.033844367,-0.11265,-0.12487539,0.0040031513,0.20385903,-0.02148156,-0.036079876,-0.032754447,0.083696514,0.015211124,0.103374645,0.1106739,0.001687127,0.00091525074,-0.022084918,-0.0143506015,0.067744456,-0.26770097,0.16660205,0.22812459,0.2853188,-0.03434141,-0.007918768,-0.117301926
58,0.25940514,0.14169824,0.079133496,0.041558612,-0.14227547,-0.1876593,0.19601978,0.17536315,0.13580342,0.043891657,-0.078854255,0.12187101,0.03835537,0.09795706,0.14327711,0.017948227,0.050794773,0.043196384,0.051900685,-0.04058544,-0.17753284,0.0551144,0.22525373,0.17358555,-0.16044925,-0.050093092,-0.07486662
59,0.21391128,0.22399515,-0.15052941,0.052478544,-0.14043382,-0.09792331,0.14751586,0.17020412,0.0011998806,-0.005493533,-0.042777933,0.011437725,0.067530304,0.03910186,0.1342277,0.09800989,0.060304847,-0.02003352,0.0040516886,-0.011652721,-0.11387682,0.11083831,0.0059757275,0.13480593,-0.22072637,-0.085913494,-0.15971154
60,0.22299677,0.042783394,-0.15386909,0.08787125,-0.11391679,-0.07057132,0.118520044,0.119593695,0.044806775,0.1190478,-0.08011485,-0.0963157,-0.019302903,0.1068894,0.021776441,0.082826376,-0.02230453,0.016057756,-0.011017574,-0.067214735,-0.20122126,0.0528334,0.102196746,0.15921071,-0.16244227,-0.007899104,-0.21054775
61,0.22000037,0.07083576,-0.08004686,0.031010462,-0.10538693,-0.12607723,0.119905606,0.21609797,-0.037410498,0.072532885,-0.10101471,-0.021911481,0.005871442,-0.003917557,0.116838746,0.09479819,0.016893238,-0.011294359,-0.049543906,0.0149839595,-0.046860136,0.035971906,0.14207618,0.14906713,-0.11818256,0.031558216,-0.021680254
62,0.10168344,0.086957455,-0.050360195,0.09782066,-0.06380274,-0.08492178,0.2164739,0.11289071,-0.042421494,0.009958825,-0.10940083,0.19751374,0.01678968,0.077242345,0.33495525,0.060124427,-0.0074245436,0.07741985,0.04543002,-0.04161524,0.0014877319,-0.01848186,0.2588555,0.19931307,-0.21317971,-0.024744535,-0.121556826
63,0.13060027,0.25043392,-0.073844194,0.03169539,-0.19520122,-0.045121573,0.15037958,0.20650314,0.03814674,-0.026637562,-0.03087388,0.12571381,0.021121036,0.06308255,0.005048886,0.10823769,0.049811073,-0.012370054,0.09261295,-0.15622218,-0.041862357,0.11695886,0.18860327,0.21647696,-0.1453154,-0.032550227,-0.100682326
64,0.20360155,0.14011535,-0.09170131,0.031097325,-0.15739416,0.029702952,-0.10605118,0.21295147,-0.02484086,-0.0070641525,-0.058347955,-0.10739265,0.032114632,0.037386015,0.053931348,0.078153595,-0.01431417,-0.068152286,-0.03688562,-0.013763527,-0.39150596,0.003935652,0.12967192,0.14921473,-0.192266,0.0013855435,-0.20613997
65,0.14740287,0.11069976,-0.07424349,0.067664996,-0.15981732,-0.23580344,0.10213234,0.1077073,-0.037994318,0.035927147,-0.07390232,-0.100604646,0.067582846,0.05850459,0.12124315,-0.03351307,-0.048831057,0.016816735,-0.049210828,-0.09935386,-0.15678465,-0.02548968,0.18387508,0.23624264,-0.13646647,0.036491156,-0.006625153
66,0.21457772,0.16377869,-0.16937247,0.10466416,-0.1513718,-0.15565638,0.13057263,0.037498605,0.031569034,0.06460247,0.039899692,-0.013524855,0.026503332,0.009793097,0.020716485,0.052599072,-0.05329656,-0.039845362,-0.011642978,0.01478257,0.045272864,0.10550457,0.17343512,0.12629673,-0.1527486,0.05637016,0.073690034
67,0.13099177,0.11637792,-0.1292029,0.12749036,-0.15896076,-0.0058324803,0.105419576,0.067605615,-0.012600888,0.041247956,-0.095961794,-0.07586784,0.033322103,0.077534154,0.07364303,0.12310959,-0.032402422,0.022861263,-0.05218192,0.0030822381,-0.10488356,-0.07324754,0.1036477,0.103029296,-0.06707771,0.07359025,-0.064999975
68,0.10320185,0.07557927,-0.026502635,0.069674954,-0.05540135,-0.08065778,0.08029983,0.06364217,-0.060521338,0.04822164,-0.063128404,-0.014028693,0.046838377,-0.028856143,0.02709479,0.06977128,-0.054169346,0.0066290274,0.056107238,-0.009867217,0.032000393,-0.07450878,0.10263742,0.1806806,-0.04346378,0.0742218,-0.06817456
69,0.10057038,0.11277893,-0.055579055,0.07360133,-0.03448915,0.00686924,0.031110086,0.0725784,0.0032552145,0.07590234,-0.043455705,0.012541301,0.03784986,0.08878341,0.019009054,0.072297424,-0.029248197,-0.0044982787,0.0441208,-0.066401556,0.04913001,-0.0625485,0.07563849,0.22762918,-0.035104126,0.09086398,0.005000688
70,0.15471661,0.06541801,0.100559756,0.037488017,-0.055982128,0.033313334,-0.025148122,0.079931796,0.042446002,-0.02617781,-0.046568926,0.027058138,0.05454139,0.04171521,0.07786482,0.017496161,-0.025374772,-0.03319781,0.023966338,-0.01723142,-0.059851483,0.016257804,0.101123795,0.24686155,-0.05774593,0.044681873,-0.044406008
71,0.17552392,0.08456292,-0.0070831445,0.014433587,-0.009293817,-0.046313837,0.16969088,0.16780345,0.047420148,-0.030589689,-0.061986253,0.055469655,0.049006596,0.053766742,0.10457342,-0.008157052,-0.0045491047,0.0027149273,0.09037812,-0.09422661,-0.07853583,0.20793098,0.030659508,0.16685683,-0.046810772,0.028716296,-0.10638399
72,0.16653137,0.05531138,-0.030301344,-0.010318203,-0.036527276,-0.00039270613,0.056504708,0.16878071,0.008040084,-0.069031954,-0.08525156,0.019934276,0.16374242,0.20021044,-0.0014338766,0.105347335,-0.0007123669,-0.045677938,0.042578936,0.009053804,-0.18424691,0.08863293,0.08494508,0.16378815,-0.07939053,-0.057419606,-0.21319585
73,0.1823511,0.16781703,-0.03969818,0.01479761,-0.030287169,-0.13297583,0.013364132,0.23085298,0.10861318,-0.08237209,-0.081706196,-0.008049078,0.024189878,0.19909069,0.030537467,0.028356502,0.04537134,0.018646985,0.026244644,0.05960329,-0.08141484,0.097029336,0.103686355,0.13905454,-0.1530217,0.044995137,-0.08113455
74,0.26792702,0.06786817,-0.07958149,-0.031940404,-0.11883281,-0.059021857,0.12003924,0.13439855,0.006972271,0.01701042,-0.01657471,-0.11680729,0.022914628,0.112382926,0.103776366,0.017613873,-0.008647302,0.031449057,-0.023633678,0.18894827,0.01958105,0.10817537,0.16491705,0.078434885,-0.21267208,0.03513267,-0.009603143
75,0.11359306,0.10108428,-0.0038613975,0.030403666,-0.13659191,-0.013647433,0.30889654,-0.0018573119,-0.0056194486,0.00665808,-0.1288823,-0.056215428,0.04833258,0.020036742,0.15426323,0.100666836,-0.026880084,0.103171624,-0.048544306,-0.07978199,-0.01815426,-0.015390437,0.13035613,0.08620345,-0.11633643,0.065866314,-0.08420917
76,0.109178856,0.114231534,-0.046430904,-0.017999323,-0.022480868,0.023008868,0.102653295,0.020078704,-0.04245093,0.029313905,-0.031467885,-0.0029866993,0.035021283,-0.043991435,-0.06295889,0.15518059,-0.05021915,-0.008965343,0.07701676,-0.06965616,-0.053453866,-0.083786376,0.049404062,0.17530015,-0.054704133,0.05838568,-0.1442851
