,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16
17,-0.045411818,0.11821342,0.18342395,-0.059182905,-0.011261776,-0.010283793,0.0074501634,0.20102754,0.10587754,0.12181895,-0.16474089,-0.2248343,-0.0673666,-0.1920079,0.4334736,-0.05961784,0.2675372,0.0034660995,0.011180049,0.004498658,0.0216673,0.11164226,0.008477432,0.03221629,0.18665226,0.011917491,0.011489016,0.009953159,0.015660532,0.002048109,0.020406961,0.04204046,4.168748e-06,0.0014601331
18,-0.19293001,0.08229864,0.056822233,-0.22235747,-0.12521273,0.07335521,-0.39785364,-0.16534066,0.2945133,0.28522784,0.10188188,0.040442042,-0.24689111,-0.286731,0.43353403,0.08922379,0.20288172,0.023806777,0.004297614,0.00072401174,0.0019120676,0.005742041,0.00067140063,0.004773783,0.016472803,0.01813466,0.0030136614,0.12266991,0.0037777827,0.034173634,0.030564055,0.0027521986,0.00035484356,0.03447061
19,-0.21579207,-0.072074644,-0.05953743,-0.30795118,-0.054637194,0.09146125,-0.6470164,-0.3409414,0.6843814,0.2666711,0.061732396,-0.004855808,-0.2075004,-0.2701469,0.5714094,-0.12499833,0.20058925,0.00097493856,0.00577601,0.0006517129,0.04728231,0.007438809,0.0069410214,0.004528485,0.0042937165,0.027290512,0.018866088,0.033753105,0.04598229,0.10842166,5.8286936e-08,0.0025667297,0.014519754,0.0076165763
20,-0.2803247,-0.03551784,-0.3139406,-0.35668874,-0.13120925,0.08251163,-0.70320624,-0.3902675,0.7493797,0.36714616,0.25545105,0.03325375,-0.3694573,-0.20556276,0.4615946,0.17988744,0.0715437,0.0053800093,0.043253697,0.026065214,0.030917022,0.02063275,0.018147197,0.04207001,0.0020635552,0.09820617,0.005520458,0.0018915312,0.011500949,0.0051329173,0.0337209,0.022560375,0.07464369,0.02534694
21,-0.2186271,-0.18879151,-0.31629646,-0.39479786,0.24325976,0.09477092,-0.6694596,-0.4550022,0.756865,0.21884345,0.19441497,0.1105606,-0.4274898,-0.17782559,0.47537804,-0.17528263,0.10125269,0.012170211,0.00026553895,7.821868e-05,0.0028914334,0.21484159,0.004570798,0.15361762,0.0038006909,0.008270749,0.0022552095,0.011627827,0.0024329645,0.0032922337,0.037936162,0.019080417,0.0009671232,0.014517646
22,-0.23524013,-0.02978269,-0.5563912,-0.3557837,-0.09561494,0.18607225,-0.8108721,-0.27120197,0.63406503,0.31943822,0.35991773,-0.005411599,-0.43452564,-0.19750366,0.23287858,0.10258259,-0.14455834,0.0024488869,0.07639815,0.024295975,0.0016633094,0.0335537,0.025417771,0.003605645,0.16258211,0.007915981,0.017164897,3.8282607e-05,0.0172528,0.0024288015,0.13867363,0.012319497,0.0051099523,0.061648034
23,-0.10099163,-0.3234425,-0.28476056,-0.25226763,0.049062137,0.05556182,-0.58492285,-0.3142085,0.66035265,0.0937185,0.36085898,0.19396658,-0.2209457,0.028480696,0.038451374,-0.035745732,-0.19298615,0.015447663,0.0015918983,0.047227178,0.0130641665,0.0034865479,0.0008161897,0.041493144,0.08025807,0.05978591,6.700214e-05,0.034219958,0.01270267,0.0024904744,0.007743584,0.00020574097,0.030784464,0.010517615
24,0.005360035,-0.16420119,-0.48615372,-0.07350877,0.02445227,0.026153067,-0.21767138,-0.16686127,0.13236235,0.014023632,0.14957245,-0.12148468,-0.12230637,0.22196625,0.06692116,-0.089822814,-0.18852493,0.024585722,0.006932041,0.016413208,0.0029912195,0.00030387894,0.0012468268,0.049949456,0.00973246,0.0041453335,0.00687214,0.0127502205,0.00039410728,0.0051454366,0.14940467,0.05256152,0.008823726,0.01661284
25,-0.012926256,-0.11072863,-0.3056374,0.06013511,0.090877175,0.008443898,-0.06477271,-0.06602065,0.017939351,-0.0058150217,0.25993666,0.47223452,0.10171906,0.14526366,-0.36880782,0.19129384,-0.05160153,0.020534324,0.0036221796,0.025238426,0.009638844,0.011728921,0.0044661183,0.013751826,0.001829316,0.10413805,0.0002985261,0.0033354494,0.15944234,4.5354933e-05,0.017106771,0.014397687,0.019700462,0.23859626
26,0.24485001,-0.0010927934,-0.058845233,0.065538764,0.22606839,-0.034195453,0.29768717,0.1772168,-0.24394697,-0.2578134,-0.053759433,0.016835459,0.2144944,0.23931044,-0.32353795,-0.20530762,0.14420462,0.0604461,0.02602241,0.054773908,0.0067629297,0.053567693,0.030221676,0.022354184,0.046329115,0.054902516,0.0128408605,0.025290271,0.07713577,4.290539e-06,0.0177526,0.0054405946,0.00924825,0.07930262
27,0.195698,0.22519222,-0.0009920229,0.10200204,0.014816935,0.0021070957,0.47182572,0.2781279,-0.56828225,-0.14872608,-0.0529968,-0.07816711,0.120774105,0.045676,-0.4090386,0.23998405,-0.06265813,0.033929016,0.007085491,0.0025157179,0.012428267,0.014913249,0.00030093343,0.027761823,0.0015692569,0.012359733,0.012994742,0.0012322362,0.0008735534,0.006004604,0.0086071575,4.1818153e-06,0.06978525,0.021008713
28,0.21348539,0.048799172,0.49654344,0.15671222,0.17727932,-0.024129406,0.4782442,0.2462094,-0.19277781,-0.22287965,-0.18951754,-0.020874552,0.21090637,0.029293058,-0.10719,-0.1728606,0.115879804,0.008966086,0.006818751,0.076021284,1.9081708e-05,0.03339575,0.0152674345,0.011115022,0.0021497027,0.08424609,0.05358145,0.005421258,0.015548676,0.011269057,0.0036700498,0.1337031,0.030278534,0.022590643
29,0.24969965,0.18844996,0.37886894,0.16973776,0.037624456,-0.012832294,0.3724119,0.24205624,-0.33482152,-0.0061946134,-0.22584377,-0.2576369,0.029733418,-0.18018073,0.14261468,0.0189532,0.10904509,0.19610466,0.007005524,0.19183595,0.03788171,0.121472925,0.0018986734,0.0075473315,0.0142628355,0.0033319714,0.005476151,0.0008367088,0.06114928,0.0035812086,0.012115298,0.02206975,0.0060382592,0.025338467
30,-0.034462903,0.089171246,0.33937204,0.0345505,-0.08700256,0.026245005,0.13144727,0.0817362,0.13225034,0.15877576,-0.13346758,-0.06874509,0.06327166,-0.29385784,0.3663041,-0.014114349,0.16112833,0.036844436,0.025135253,0.023316665,0.0011068615,2.7349013e-05,0.009093718,0.007089893,0.0035485097,0.0729546,0.04395346,8.477368e-06,7.461763e-08,0.07422499,0.051677432,0.09632276,6.985576e-05,0.003614215
31,-0.18290742,0.062469102,0.20955683,-0.1410927,-0.12105724,-0.037418008,-0.22259758,0.0032046214,0.37421998,0.25653422,-0.020886919,0.06708664,-0.1394511,-0.36523023,0.5408933,0.08726695,0.24575144,0.000244626,0.074415326,0.00039339613,0.0015840913,0.019806353,0.00019093305,0.002289606,0.118634775,0.018177183,0.0029503587,0.016004613,0.15188354,0.0024449683,0.0019069619,0.027266394,0.07881335,0.0010850931
32,-0.26187065,0.09587894,0.034863513,-0.27742645,-0.15468203,0.08108577,-0.6123625,-0.31474057,0.61809915,0.42357206,-0.052177984,-0.07424457,-0.40433043,-0.384677,0.81422704,-0.08526613,0.30109257,0.00857601,0.08256132,0.0070073428,0.044262733,0.003008626,0.004701411,0.024735717,0.00047911776,0.0054641617,0.0742801,0.001942856,0.007851552,0.02685294,0.018574566,0.045729168,0.00068259606,0.00010139439
33,-0.24158897,-0.066224195,-0.19209775,-0.48895717,-0.14877582,0.23060222,-0.98753744,-0.49432847,1.0033579,0.58168167,0.31711954,0.19544011,-0.5526905,-0.42192492,0.76268137,0.1391476,0.10789968,0.16552456,0.035558455,2.1277336e-05,0.012088426,0.045652874,0.07932833,0.052284516,0.05102817,0.0014909003,0.07735377,0.040083516,0.01508491,0.012628181,0.005180981,0.04472857,1.2538813e-05,0.024240058
34,-0.36080605,-0.33076835,-0.33233508,-0.58092743,-0.019647885,0.10953535,-1.1178004,-0.59738266,1.1358128,0.43705952,0.2999248,0.06878042,-0.5077134,-0.4395521,0.76138824,-0.23393425,0.12136641,0.020534644,0.021423763,0.0998657,0.008341824,0.0064396667,0.0092861485,0.019903395,0.059517264,0.0033786977,0.042675067,0.026850073,0.051625147,0.00011482156,0.00027111504,0.006984882,0.004938901,0.01747535
35,-0.2753236,-0.2123611,-0.674039,-0.5432444,-0.27551392,0.14976533,-1.2138487,-0.6613891,1.0629861,0.53237355,0.5410402,-0.010110545,-0.60240334,-0.3405036,0.5570566,0.19465151,-0.17078136,0.10537053,0.00025313214,0.010992456,0.02643225,0.0064615975,0.0022157643,0.0037914577,0.0005845635,0.0029589664,0.010691643,0.042327106,0.011450303,0.0041795974,0.0119883,0.002192528,0.0023278089,0.01559834
36,-0.27110443,-0.4147053,-0.5438515,-0.41747248,0.17027542,0.09551586,-1.0406479,-0.58025676,1.1042304,0.29208615,0.43484682,0.24228722,-0.44592285,-0.18245287,0.42710155,-0.14612286,-0.11294366,0.0074238665,0.011754823,0.0005088571,0.034945842,0.16831881,0.007544249,0.0013229745,0.047343686,0.027630772,0.014536175,0.001969932,0.034222938,0.0067343065,0.0041992757,0.0050684316,0.0012773051,0.02164563
37,-0.21345112,-0.22430259,-0.82536423,-0.075915724,-0.108974464,0.13883518,-0.80162174,-0.45204926,0.6023143,0.33532068,0.47480327,-0.014190938,-0.3556947,-0.09609391,0.13857341,0.08768864,-0.2261486,9.965704e-05,0.025970258,0.0029990824,0.22239175,0.00755547,0.04101017,8.5566935e-05,0.01137262,0.0068508307,0.06350494,0.031425666,0.0014076573,0.00028501707,0.033816855,0.012067167,0.012266161,0.083352566
38,-0.057536885,-0.34154665,-0.44445568,0.12983406,0.15326968,0.0028132934,-0.33378097,-0.20893359,0.43894488,0.07092109,0.46003446,0.4404858,0.013390232,0.22831175,-0.2636493,0.08659912,-0.25237966,0.011749817,0.00860556,0.00061564374,0.22237796,0.08805472,4.204987e-05,0.05062071,0.07080532,0.0014247427,0.034241863,0.016486371,0.026783379,0.010222334,0.072033465,0.015458901,0.0014279017,0.025772432
39,0.14040212,-0.15821649,-0.45716658,0.194519,0.19085206,-0.08633721,0.23756,0.122651994,-0.33123386,-0.20619518,0.030340811,-0.0331768,0.25298882,0.34072882,-0.34991446,-0.14070356,-0.11626825,0.008577461,0.004840532,0.005375635,0.03887269,0.031989977,0.0018864217,0.016823687,0.053048093,0.01563395,0.005060527,0.004745783,0.0017037202,0.001972423,0.060957406,0.0040783333,0.017325113,0.00029476147
40,0.17815776,0.090915956,-0.09957923,0.2628528,0.059584085,-0.03304236,0.5303493,0.32980257,-0.69378394,-0.05031319,0.13555025,0.2545251,0.47007018,0.37958494,-0.79170716,0.39714906,-0.2312339,0.0032005291,0.002783884,0.03906085,0.0043615676,0.0027400595,0.049386013,0.0024054952,0.043797668,0.00021789284,0.15306605,0.011696831,0.019700209,0.062738925,0.073132485,0.010604181,0.10571378,0.00011855101
41,0.4320965,0.025534667,0.28899813,0.27746046,0.38126624,-0.25880066,0.9137618,0.55287284,-0.73807377,-0.58175564,-0.35313395,-0.15332535,0.8046405,0.48229262,-0.5796152,-0.44439623,0.2394071,0.03624292,0.09947384,2.3215902e-05,0.0052605174,0.009420413,0.013204019,0.00024161956,0.114597574,0.12688877,2.0863114e-05,0.0038034122,0.00082726876,0.019328162,0.0002123255,0.034152232,0.0065567708,0.011061189
42,0.41817665,0.5414504,0.2066129,0.311279,-0.08439313,-0.10870275,1.094755,0.67926335,-1.3654513,-0.23142633,-0.2736464,-0.2596528,0.43062767,0.17383358,-0.60987914,0.40655625,0.06848861,0.12836908,0.0014687205,0.023840312,0.0013745237,0.026059,0.023626652,0.026961796,0.010371306,0.0032491148,0.0031551968,0.00086975674,0.034339145,0.01236152,0.0006725431,0.021286422,0.011916575,0.04069974
43,0.30617025,0.24801555,0.9277493,0.24462046,0.2368323,-0.064337835,0.93958825,0.55445594,-0.64219654,-0.4116723,-0.48481235,0.019495223,0.51795053,0.045160767,-0.27207595,-0.24756536,0.38524744,0.0012306987,0.04370671,0.0018969538,0.0075121075,0.0009887601,0.048821583,0.04104829,0.054108713,0.005664811,0.011189054,0.00037767706,0.015228022,0.05261012,0.008542593,0.022998752,0.042838804,2.5400158e-07
44,0.1394859,0.43523493,0.53953296,0.1605796,-0.13183804,-0.04266714,0.67108095,0.47246677,-0.6405854,-0.06932815,-0.45756167,-0.5236826,0.22463644,-0.15630779,0.19921635,0.09046881,0.31074437,0.003447918,0.004606156,0.018708674,0.025056964,0.001533179,0.0009937391,0.010150569,0.034344386,0.0004303109,2.4212877e-05,0.0053426786,0.0069269026,0.1270361,0.044246428,0.045166954,0.05763061,0.0021041224
45,-0.05308736,0.24436754,0.7149049,-0.028933376,-0.043524213,0.06108547,0.18432002,0.13362035,0.08223432,0.17631304,-0.26739797,0.06447157,-0.040819887,-0.26536363,0.40032712,-0.0046604327,0.47848824,0.046520814,0.032997694,0.067478195,0.011484936,0.010728844,0.06771877,0.09259808,0.034916926,0.046560943,0.049578335,0.003546757,0.035839956,0.00091722317,0.046306323,0.014771786,0.0039458782,0.07264932
46,-0.19156088,0.120749526,0.2692543,-0.32784885,-0.057510402,0.10029823,-0.36252072,-0.12757048,0.4672068,0.25318858,-0.24826638,-0.2686605,-0.36689258,-0.4696482,0.83176976,-0.08736646,0.5500427,0.00860268,0.00020466352,0.00054836436,0.01401849,0.046958897,0.01961586,0.047492098,0.047299705,0.03186616,0.00079037267,0.0004934818,0.0004571224,0.0017401852,0.0003478494,0.00094239804,0.07700932,0.12274536
47,-0.3920235,0.20388669,-0.06498528,-0.5164279,-0.1810079,0.24167033,-0.81385064,-0.48224252,1.0179627,0.547707,0.205432,0.056698356,-0.7318645,-0.5779456,0.9799019,0.10236734,0.25323555,0.023861365,0.105608754,0.00026345736,0.04911217,0.047350314,0.009085072,0.22091864,0.010572617,0.063468195,0.017643044,0.07207702,0.00028044474,0.0034207967,0.031584878,0.14599678,0.00074194826,0.013995913
48,-0.48806098,-0.26461667,-0.16929044,-0.658662,-0.10343969,0.23214997,-1.4498603,-0.78848404,1.5547006,0.7047494,0.279184,0.10720758,-0.8807412,-0.7707424,1.1349769,-0.16165018,0.136174,0.0018899831,0.0034542093,0.0011902577,2.3205828e-05,0.013514281,0.00025314928,6.660858e-05,0.0034971545,0.012411817,0.15632145,0.0015085862,0.0363798,0.015004442,0.00023303683,0.02823169,0.010726685,0.018625818
49,-0.5096286,-0.40015692,-0.70372665,-0.73214334,-0.31708762,0.26344642,-1.6690006,-0.96121573,1.7579166,0.7769577,0.6361621,0.009452252,-0.914985,-0.60425943,1.0338602,0.11585687,-0.14349465,0.05785986,0.00020575871,0.00016500228,0.017649328,0.033033706,0.023257159,0.064413205,0.0055818493,0.0013941753,0.03440865,0.020295793,0.00020220701,0.019112762,0.011405272,0.0009808247,0.013310936,0.03880897
50,-0.51665026,-0.5728762,-0.82789314,-0.6795535,-0.11243696,0.16218568,-1.6832858,-0.9900938,1.7865559,0.6148902,0.7159422,0.2545623,-0.7725442,-0.44031405,0.83341926,-0.08313766,-0.19523326,0.00027986613,0.019073151,0.0044771265,0.0032496934,4.1114738e-05,0.0006678514,0.0045270035,0.0017998992,0.07013092,0.041721135,0.052744877,0.0094087105,0.030925091,0.00078080985,0.0073482506,0.017497618,0.005540019
51,-0.41382578,-0.44451615,-1.0455893,-0.5425536,-0.10107514,0.15115462,-1.4649,-0.8539744,1.343935,0.55035937,0.7030393,0.15264156,-0.59958804,-0.27007556,0.5360619,0.086054474,-0.27642667,0.0028838662,0.041638404,0.01447094,0.007051662,0.07955788,0.007959798,0.0005514654,0.000289985,0.0071832705,0.04333321,0.004815701,0.020277886,0.090432614,0.00047653928,0.010736801,0.019188391,0.08944821
52,-0.26474652,-0.47754678,-0.7932681,-0.37159568,0.023096476,0.12124516,-1.0655494,-0.65982264,0.9903967,0.27914822,0.653876,0.30211896,-0.3258688,0.013270166,0.08804177,0.007574263,-0.31024343,0.0032844301,0.011423559,0.109880075,0.036647428,0.039529707,0.06593631,0.011159788,0.0007745279,0.0024439732,0.0029006603,0.00013052997,0.011763398,0.02010281,0.05399021,0.0009296018,0.002993102,0.014845122
53,-0.04204413,-0.33862522,-0.7973719,-0.15618727,0.08336301,0.0027334057,-0.37760893,-0.33100843,0.3602233,0.021897504,0.43751955,0.051858537,-0.04981091,0.21333331,-0.1445772,-0.052187983,-0.32179362,0.0019767536,0.016693164,0.014369905,0.014062973,0.012318215,0.017458212,0.10943237,0.0013418156,0.017995311,0.013399018,0.032313313,0.0075540775,0.0021924765,0.01155805,0.055447556,0.017992105,0.0034193832
54,0.096601695,-0.14572789,-0.3783298,0.07226748,0.082061246,-0.05596473,0.05295422,0.063174576,-0.11084817,-0.10518152,0.3268928,0.20006984,0.17311272,0.18759479,-0.5257529,0.12276595,-0.3499388,0.024313094,0.027484367,0.09199112,0.00041306304,0.000121879144,0.0057359436,0.029029392,0.09451523,0.03975351,0.008076766,0.0048477044,0.019630589,0.0025011348,0.0025307094,0.023647653,0.0045560305,0.0011117946
55,0.27973798,-0.091750175,-0.00321972,0.27942866,0.1277141,-0.13134581,0.53504384,0.24415436,-0.50199014,-0.32232615,0.07240194,-0.10751477,0.47565883,0.42838383,-0.44366497,-0.12576446,-0.13378666,0.01686153,0.0026461047,0.04655691,0.015734758,0.00051608874,0.0024086847,0.0013875654,0.0009252671,0.00050923537,0.004149278,0.123560615,0.0006132433,0.101320796,0.12891197,0.052273437,0.0066389395,0.0068493714
56,0.24028057,0.17705557,0.06167166,0.36868843,0.13219059,-0.15457119,0.8497263,0.45444432,-0.9074257,-0.2493541,-0.19038942,-0.10501522,0.5429123,0.23655617,-0.42561615,0.06816249,0.013522599,0.018448088,0.01711291,0.0071575344,0.0009177094,0.046553813,0.0032869035,0.02928937,0.004240173,0.026163265,0.015296794,0.02942533,0.026585605,0.029894002,0.010957421,0.05317859,0.013320005,0.030530553
57,0.2215334,0.20900434,0.44274405,0.3106316,0.07515081,-0.16006583,0.81449056,0.46133953,-0.7220759,-0.24850638,-0.20376322,0.017629035,0.57380146,0.1591541,-0.4597759,0.048389744,0.19390209,0.00872533,0.00028039207,0.007322419,0.008371641,7.7073084e-05,0.007028336,0.0054267035,0.0046266275,0.051356535,0.0018385554,0.043071236,0.024477668,0.032607786,0.041275546,0.0034686578,0.013565139,0.003146243
58,0.23442607,0.30898678,0.56067735,0.18559259,0.02471484,-0.13624045,0.7963963,0.4729375,-0.70964414,-0.22334756,-0.2999326,-0.31840757,0.3610021,0.049884997,-0.061920494,-0.10074626,0.37594175,0.004538122,0.007749658,0.05113842,0.0029746294,0.0009758325,4.171051e-05,0.039890517,0.019375322,0.0003177795,0.018409891,0.14949466,0.0017099245,0.0305063,0.0027416581,0.012439235,0.008035769,0.01099647
59,0.048708655,0.41921234,0.5653213,0.017004468,-0.0563433,0.023774734,0.55113447,0.34561133,-0.35302252,0.021035962,-0.38308242,-0.19378728,0.13369772,-0.20504895,0.3135776,0.050035354,0.3508839,0.017748406,0.051447466,0.034449555,0.00050527544,0.037207562,0.020393332,0.2018725,0.079039134,0.0075156526,0.005220779,0.011504886,0.048651904,0.12124673,0.082769126,0.034363948,0.017853163,0.0082656
60,-0.13826878,0.16095689,0.5386974,-0.17682505,-0.052018642,0.009824539,-0.09815863,-0.025783185,0.25417262,0.21510763,-0.20440973,-0.060712844,-0.15942362,-0.45676944,0.5582548,-0.057153434,0.4441231,0.01852001,0.007920294,0.001222302,0.0006326412,0.013600788,0.0001551004,0.04596102,0.008017492,0.016142843,0.025509119,0.023386288,0.039641038,0.014568393,0.0088683795,0.0003844443,0.020345883,0.040351633
61,-0.22360781,0.19312295,0.2190623,-0.41756982,-0.19598752,0.13944735,-0.66300845,-0.25986752,0.73835367,0.5059655,-0.056182683,-0.24391909,-0.5334336,-0.5513963,0.9333522,-0.02888779,0.34580326,0.055519577,0.0835275,0.072832815,0.00045806033,0.05606162,0.0049378085,0.015729174,0.05210244,0.002354949,0.10081348,0.016544027,0.0015165091,0.0074625574,0.0010178568,0.023633074,0.00056801277,0.023182988
