,x0,x1,x2,x3,x4,x5,x6,x7,x8,e0,e1,e2,e3,e4,e5,e6,e7,e8
30,3.7502992e-05,0.19847625,0.0064133424,0.4548804,0.011720849,0.041298,0.3366093,0.1588597,0.24406038,3.7502992e-05,0.019442875,0.00023303948,0.00012660821,0.011720849,3.459255e-05,0.04682429,0.058725547,0.054979872
31,0.0011800638,0.1992244,0.008375188,0.5006821,0.005524257,0.022229137,0.23821336,0.09519094,0.15643126,0.0011800638,0.0070640747,0.005168517,0.0072350525,0.005524257,0.001580137,0.022246055,0.035247374,0.04203988
32,0.0130746085,0.15685669,0.004511365,0.45618433,0.038764715,0.014097453,0.20895642,0.057946272,0.12620229,0.0130746085,0.022447843,0.00032377092,0.016848315,0.038764715,0.0029828849,0.031025235,0.0025828881,0.014161374
33,0.036194243,0.12671888,0.00812214,0.5194675,0.044275615,0.022287697,0.15314321,0.052203417,0.09869473,0.036194243,0.012936252,0.0058664572,0.12234062,0.044275615,0.0152389705,0.010774839,0.009464883,0.0068211895
34,0.04779521,0.094062984,0.2420678,0.4192673,0.023751674,0.089004904,0.15757687,0.046301167,0.10676395,0.04779521,0.002286459,0.23800673,0.01694601,0.023751674,0.077861056,0.037185322,0.009049523,0.013643864
35,0.04994473,0.32446927,0.13871758,0.5070497,0.0010760411,0.07102464,0.2189438,0.07058958,0.2897947,0.04994473,0.08014449,0.017683683,0.01205064,0.0010760411,0.02652219,0.0052474784,0.024822608,0.015063555
36,0.06410103,0.29964203,0.07537378,0.5340449,0.0006444836,0.13749456,0.3451815,0.11497717,0.31390652,0.06410103,0.085299,0.006014999,0.0042248704,0.0006444836,0.10198225,0.040263023,0.01610369,0.004905196
37,0.0107967835,0.28442332,0.03778839,0.6392104,0.19964781,0.07034951,0.35808146,0.15082179,0.2731748,0.0107967835,0.0053983894,0.00010150061,0.009190806,0.19964781,0.0016022217,7.2726493e-07,0.041537646,0.00039929023
38,0.07275967,0.25226453,0.02118973,0.6300496,0.0049694562,0.09435621,0.2997944,0.09049109,0.22478716,0.07275967,0.019154843,0.0022955353,3.3594624e-06,0.0049694562,0.05918146,0.005853149,0.0017978868,0.031248435
39,0.004016484,0.20833872,0.010856358,0.6141708,0.017040864,0.047203515,0.27845663,0.109108865,0.20202117,0.004016484,0.0006685618,0.00026149309,0.0037364499,0.017040864,2.5410565e-05,0.0013111712,0.022453677,2.7738144e-05
40,0.012286505,0.18597174,0.13093102,0.55707073,0.042447723,0.023923056,0.3231524,0.08407387,0.14433637,0.012286505,0.017713482,0.12550284,0.021905595,0.042447723,0.00032129922,0.111252144,0.020188311,0.018215619
41,0.00016577754,0.24137896,0.22578712,0.6091738,0.09349431,0.01196355,0.22524896,0.053050205,0.2951375,0.00016577754,0.0023757275,0.16032161,0.010684628,0.09349431,2.0217728e-06,0.00079995365,0.00057650625,0.09182936
42,0.00041472723,0.26993358,0.11841313,0.64565635,0.09892861,0.007294188,0.24250692,0.13898107,0.2934241,0.00041472723,0.038433775,0.0055195666,0.056165405,0.09892861,0.0013124128,8.576167e-05,0.075645454,0.00032049982
43,0.026633205,0.18422872,0.078320086,0.5659596,0.003183382,0.021485774,0.24406604,0.23075505,0.31218106,0.026633205,0.00012160996,0.01911352,1.37035395e-05,0.003183382,0.01783868,0.0133986,0.1614481,0.08637349
44,0.042903338,0.17805639,0.16218208,0.55118376,0.09208615,0.03828992,0.1966979,0.05880843,0.1717262,0.042903338,0.006120435,0.123022035,0.02730629,0.09208615,0.027547032,0.007872679,0.007379809,0.0021837282
45,0.01456158,0.2007285,0.09190781,0.5365846,0.0015447341,0.21039844,0.20803411,0.09598103,0.25246882,0.01456158,0.0021435693,0.010816769,0.0013541091,0.0015447341,0.19125347,0.00056849216,0.04189446,0.0107799135
46,0.019441279,0.2915257,0.05337681,0.53143936,0.0054441644,0.105371095,0.35161856,0.115384534,0.22942606,0.019441279,0.036355525,0.007422904,0.001287186,0.0054441644,0.00017187632,0.018470014,0.0126028005,0.0002505465
47,0.03541117,0.27847603,0.049251437,0.6210368,0.065271504,0.053128432,0.3312498,0.12312908,0.22478816,0.03541117,0.023292769,0.022563031,0.02885141,0.065271504,0.00044288352,0.0052097607,0.023904884,0.0029292959
48,0.02482278,0.39805433,0.037181057,0.61462784,2.43328e-05,0.06617176,0.2908368,0.10465984,0.2358233,0.02482278,0.1812395,0.012555338,5.8644084e-05,2.43328e-05,0.03960754,0.01662717,0.021758728,0.028659016
49,4.0302584e-07,0.197362,0.026678348,0.5729944,0.00084512605,0.08875397,0.4597978,0.11699371,0.302302,4.0302584e-07,0.00026718838,0.008087819,8.050642e-06,0.00084512605,0.055668086,0.12913732,0.00093718397,0.046434715
50,0.003745822,0.29036036,0.052728336,0.6845946,0.039037608,0.05524458,0.43170005,0.16286114,0.16336013,0.003745822,0.0027453015,0.039389163,0.017721193,0.039037608,0.010867594,0.1448345,0.09133215,0.022481678
51,0.004510258,0.33379596,0.03149994,0.7081564,0.0011018397,0.029960921,0.35587168,0.09011753,0.27856582,0.004510258,0.063959464,0.0051357727,3.5906454e-05,0.0011018397,0.0023386318,0.04815096,0.003716291,0.07815535
52,0.092738464,0.20930667,0.03218995,0.66541696,0.032648467,0.014996193,0.30660063,0.11559814,0.20620292,0.092738464,0.0006403971,0.016439982,0.018939614,0.032648467,1.5732961e-05,0.020389048,0.024658917,0.005934629
53,0.014716028,0.17727718,0.018617846,0.6295482,0.0013883257,0.05709509,0.20780975,0.072818965,0.20860606,0.014716028,0.0003837866,0.0025228711,0.0006759579,0.0013883257,0.049596995,0.007211624,0.016743246,0.029691989
54,0.010276472,0.16724785,0.049348332,0.5161619,0.009293455,0.05324,0.18856627,0.059545383,0.17372069,0.010276472,0.025486518,0.04003941,0.01458979,0.009293455,0.024692455,0.00049946125,0.0009523158,0.04948693
55,0.03704328,0.14809132,0.044713095,0.44278187,0.0069193724,0.26200557,0.35824293,0.08763194,0.14025263,0.03704328,0.0025140215,0.02003893,0.00015377947,0.0069193724,0.23538558,0.17521037,0.032509983,0.0011692238
56,0.047919773,0.36765677,0.048627965,0.6020877,0.00012247157,0.16280866,0.3728826,0.10792565,0.20180069,0.047919773,0.035175983,0.026271416,0.005634989,0.00012247157,0.031805877,0.001593773,0.0054014316,0.010197183
57,0.012213497,0.37954143,0.02582988,0.6929658,0.02038194,0.08170226,0.4196835,0.15006875,0.31544337,0.012213497,0.0873818,0.0015158976,0.023283966,0.02038194,0.0002979359,0.008370961,0.017452383,0.030481962
58,0.033448003,0.2811656,0.08813234,0.7392778,0.0014262723,0.18015607,0.37542945,0.14826791,0.2363444,0.033448003,0.017557811,0.075217396,0.038584992,0.0014262723,0.13930494,0.013003698,0.032956988,0.00066895207
59,0.0014474024,0.3493488,0.059054285,0.78093785,0.07744712,0.09464077,0.39217347,0.12925865,0.28849232,0.0014474024,0.027489891,0.014988119,0.023897706,0.07744712,0.004562739,0.00058317307,0.01392824,0.020047259
60,0.014269623,0.29609954,0.036784418,0.74500304,0.0831729,0.050031062,0.39864483,0.11125593,0.25068784,0.014269623,0.023165273,0.0072572767,0.006493044,0.0831729,0.0027106781,0.040182926,0.0002585373,0.007338812
61,0.0421172,0.25268662,0.056945734,0.7105184,0.0054807756,0.055391558,0.3353969,0.08690331,0.20349024,0.0421172,0.009956464,0.038553525,0.0009985227,0.0054807756,0.030376025,0.040966522,0.00037065768,0.008209593
62,0.033197768,0.24552433,0.047604855,0.6788424,0.012534746,0.030477013,0.2838428,0.09651726,0.21722694,0.033197768,0.021657238,0.019131988,0.008656212,0.012534746,0.0027812342,0.017870191,0.019497713,0.013267836
63,0.00022992153,0.19006692,0.028381985,0.60747486,0.021225987,0.02377754,0.26132315,0.101014525,0.18281296,0.00022992153,0.009104575,0.004579557,0.0071510095,0.021225987,0.008539033,0.032841314,0.03201419,0.00012900787
64,0.011799349,0.24558726,0.04465212,0.51998436,0.011141558,0.014602905,0.24021298,0.22595857,0.12718381,0.011799349,0.08884593,0.030461129,4.2465076e-06,0.011141558,0.002714135,0.054920077,0.17249745,0.004804521
65,0.0057444116,0.23660198,0.026834723,0.47247115,0.0022206753,0.01337862,0.21826051,0.06507012,0.21163881,0.0057444116,0.08686798,0.0045086634,0.0004427847,0.0022206753,0.006077168,0.013298432,2.2584762e-05,0.045805696
66,0.010212949,0.14211492,0.031669095,0.42449796,1.3221438e-05,0.0067110835,0.2730036,0.06252206,0.148005,0.010212949,0.012877989,0.018251736,0.004932777,1.3221438e-05,2.177354e-05,0.08339485,2.6914333e-05,0.0033611057
67,0.0005821614,0.15799482,0.01732091,0.4451687,0.05374857,0.0041095186,0.25131208,0.05788081,0.106498666,0.0005821614,0.002302911,0.0014863628,0.0055482127,0.05374857,0.00075397675,0.09905311,0.020674309,0.004905139
68,0.033152036,0.14266782,0.024847455,0.43034962,0.00088441663,0.080948524,0.1493415,0.06240984,0.0962526,0.033152036,0.006296557,0.016187001,0.0093023,0.00088441663,0.078893766,0.00010370398,0.021883758,0.0029460434
69,0.16687432,0.13984267,0.03605119,0.37690523,0.05345903,0.049020424,0.17647702,0.06906508,0.12696652,0.16687432,0.012273931,0.023627464,0.0004874103,0.05345903,0.008546163,0.00088446925,0.013160995,0.00018387748
70,0.008190815,0.14594904,0.018298177,0.43570566,0.0010523965,0.050567552,0.16545904,0.08235929,0.19347563,0.008190815,0.015174724,0.00027258048,0.0011774276,0.0010523965,0.02605734,0.0056403317,0.035143517,0.0008236456
71,0.0060475264,0.121401004,0.009255487,0.3713622,0.0025937445,0.02870979,0.23834261,0.051791493,0.12456676,0.0060475264,0.00423862,0.00010639805,0.003528707,0.0025937445,0.0034260137,0.08150313,0.002662346,0.021131322
72,0.01735336,0.14346002,0.019144092,0.45212567,0.1667676,0.025921784,0.1483076,0.07298365,0.07847195,0.01735336,0.0053060837,0.014516348,0.072858654,0.1667676,0.0115668895,0.004175235,0.035455957,0.00062862725
73,0.01238133,0.112385646,0.024794314,0.3665091,0.011196096,0.013735782,0.24418572,0.042365737,0.17574428,0.01238133,0.015698912,0.015222267,0.0044864253,0.011196096,0.0007748905,0.11115145,2.0287986e-05,0.07449908
74,0.008686602,0.16128674,0.037689764,0.42340797,0.0117568625,0.009631509,0.14198586,0.044461176,0.084831975,0.008686602,0.019928848,0.025292607,0.034992352,0.0117568625,0.0027636178,0.008246191,0.012930817,0.00041880776
75,3.9007275e-05,0.09532161,0.099786706,0.43702555,0.0023209401,0.027898263,0.1465315,0.05382631,0.14600998,3.9007275e-05,0.0006680442,0.080941826,0.093236096,0.0023209401,0.02308251,0.013745585,0.011096748,0.030348105
76,0.0049591623,0.1494467,0.05160691,0.38529882,5.4669392e-05,0.074144065,0.1320395,0.18550521,0.1576263,0.0049591623,0.012338452,0.0017135539,1.2442473e-08,5.4669392e-05,0.060194932,0.0018754392,0.15470023,0.0281314
77,0.029326417,0.14697234,0.031735033,0.3495117,0.00052101165,0.065592766,0.21798614,0.103144184,0.14341879,0.029326417,0.0180771,0.0059315767,0.011013596,0.00052101165,0.028520733,0.041743122,0.047246493,0.008974655
78,0.034692198,0.22288701,0.030091535,0.5233905,0.00040601118,0.110314064,0.18560578,0.06487056,0.15896349,0.034692198,0.06523005,0.01422402,0.13821606,0.00040601118,0.07751768,0.00049473485,0.011729282,0.03061463
79,0.023778157,0.1756181,0.017434152,0.4647072,0.019382063,0.056588832,0.25404724,0.083935544,0.18469404,0.023778157,0.012612404,0.0023883842,0.0038372134,0.019382063,0.0014318022,0.005943871,0.0006352714,0.005757276
80,0.0026275062,0.1641943,0.042700466,0.5492856,0.0006407867,0.06395435,0.20595466,0.073198386,0.12693049,0.0026275062,0.00015918365,0.03398339,0.09164321,0.0006407867,0.03565994,0.00783364,0.015146656,9.542287e-06
81,0.0031817877,0.16275929,0.040678516,0.48689568,0.0022407891,0.051933076,0.20693949,0.057540756,0.13184988,0.0031817877,0.006454541,0.019328281,0.01913431,0.0022407891,0.0199559,0.014712773,0.00050359126,0.0004250391
82,0.07908903,0.21988183,0.025575317,0.45423508,0.031565364,0.036513902,0.18306683,0.06388189,0.15706934,0.07908903,0.07010629,0.005236059,0.020669233,0.031565364,0.010547362,0.0008328707,0.0102087995,0.030606644
83,0.0028175472,0.13909489,0.015341112,0.43550643,0.024699273,0.01859032,0.19500414,0.10270484,0.18952587,0.0028175472,0.01651686,0.002553454,0.00962812,0.024699273,0.00033336863,0.0055172625,0.038605902,0.0117304735
84,0.05709144,0.18263352,0.007731293,0.39811373,0.010822657,0.012260475,0.14861798,0.11000115,0.124671295,0.05709144,0.06816573,6.0736475e-05,0.020380527,0.010822657,0.002965315,0.012541487,0.07057984,0.037561666
85,0.032198567,0.08584952,0.016707871,0.34680232,0.029558402,0.029270118,0.18024957,0.067139566,0.12955537,0.032198567,0.0015446472,0.012842224,0.0008054661,0.029558402,0.023139881,0.040650126,0.018416066,0.00082931225
86,0.0037079449,0.1508564,0.011025365,0.3408864,0.0124746775,0.03345616,0.11824421,0.029372236,0.080135405,0.0037079449,0.037742637,0.0026714294,0.00052733213,0.0124746775,0.018821102,0.0041274964,0.0005923255,0.0012629326
87,0.06791381,0.08136329,0.043332376,0.27594414,0.022617623,0.08059088,0.14341164,0.05499552,0.096867114,0.06791381,4.2581678e-07,0.03781969,0.0010870947,0.022617623,0.0638628,0.010573929,0.0089173755,0.0029518732
88,0.09558832,0.13414997,0.0758954,0.3376698,0.01964867,0.062237747,0.15824181,0.07668917,0.13162407,0.09558832,0.00048252675,0.05422921,0.016368167,0.01964867,0.021942304,0.010431008,0.036200624,0.0043385355
89,0.020883903,0.14861318,0.041168034,0.42029235,0.00034120565,0.053709537,0.1895163,0.049712025,0.20194018,0.020883903,0.00042571075,0.0032203365,0.03147481,0.00034120565,0.022590665,0.017228724,0.0006150972,0.014590055
90,0.031653907,0.14568329,0.024622897,0.39888233,0.050167955,0.06742939,0.20068017,0.050624404,0.1410865,0.031653907,0.0034863476,0.004038879,0.002145584,0.050167955,0.04057462,0.028420335,4.372314e-05,0.0120345475
91,0.05937309,0.1497344,0.030808456,0.4352658,0.12956068,0.042660303,0.23509465,0.13879386,0.12961517,0.05937309,0.0033681486,0.018497009,0.04031877,0.12956068,0.008945606,0.055355188,0.08551568,0.005622056
92,0.0021858653,0.2148499,0.01540839,0.5226583,0.0010463494,0.10548703,0.17999828,0.08500409,0.25344145,0.0021858653,0.060568195,4.1619996e-06,0.07294857,0.0010463494,0.084156886,0.0066600726,0.036905415,0.115116306
93,0.019457424,0.15386754,0.044520628,0.44141978,0.016607873,0.09300502,0.23539285,0.0921604,0.1924369,0.019457424,0.003420688,0.036816433,0.009923052,0.016607873,0.040261496,9.551667e-07,0.01207616,0.045990955
94,0.043801036,0.18945414,0.022526074,0.4539641,0.018086575,0.052590266,0.21709073,0.064436994,0.19419229,0.043801036,0.0029949013,0.0002657607,0.0014693001,0.018086575,0.0060877563,0.00042483144,0.002718856,0.050888084
95,0.090728715,0.1461758,0.011676496,0.46388867,0.019211126,0.045503326,0.19767658,0.08906578,0.14669608,0.090728715,7.22708e-05,0.00041345906,0.02777743,0.019211126,0.019208191,0.0036026116,0.02855468,2.6352933e-05
96,0.0016292616,0.12742946,0.0059413947,0.53359133,0.03152687,0.056718823,0.16851503,0.051792968,0.15410955,0.0016292616,1.2565827e-06,0.00010314679,0.09081108,0.03152687,0.03396716,0.008961358,0.0038731885,0.015524092
97,0.23779398,0.118931405,0.02616879,0.41144538,0.011337961,0.029909033,0.17581637,0.050315708,0.11762193,0.23779398,0.0033437824,0.023198092,0.00029845166,0.011337961,0.0015496217,0.025948418,0.004278638,0.034456816
98,0.0051395376,0.1191391,0.036138333,0.47721073,0.0055689723,0.06866328,0.15201534,0.05911298,0.2754221,0.0051395376,0.003192003,0.02305394,0.00016713775,0.0055689723,0.053708762,0.01962157,0.021902869,0.06995556
99,0.15183349,0.22656642,0.04888866,0.4266477,0.008896259,0.034340348,0.16723424,0.047007963,0.13992456,0.15183349,0.09815794,0.030819494,0.03622607,0.008896259,8.710257e-06,0.009128812,5.7370093e-05,0.033515684
100,0.1148489,0.13684084,0.105168894,0.45074674,0.0008689692,0.01784749,0.2599256,0.090610914,0.23564336,0.1148489,0.0116092125,0.08072457,0.0030510467,0.0008689692,0.00067731587,0.06685643,0.025384225,0.0011918208
101,0.0026291918,0.19740334,0.08775215,0.5500227,3.3408935e-05,0.009525132,0.24485779,0.04752091,0.24232195,0.0026291918,0.005932364,0.035167705,0.01523443,3.3408935e-05,0.0006013879,0.07177813,0.008848826,0.033138562
102,0.00297484,0.20983735,0.047891505,0.5256686,0.091032185,0.044342842,0.18909952,0.08713345,0.19112259,0.00297484,0.038769808,0.0040154303,0.019441947,0.091032185,0.039580274,0.000101500686,0.035401337,0.022910925
103,0.00056740694,0.14823984,0.05196369,0.44904757,0.0012533173,0.024981763,0.19791521,0.06354514,0.2089198,0.00056740694,0.007572908,0.028017938,0.007869711,0.0012533173,0.0028103427,0.0004916426,8.975623e-08,0.055509355
104,0.011713708,0.1409437,0.027851712,0.405571,0.0037626103,0.07454833,0.15604293,0.044584647,0.15487525,0.011713708,0.003513379,0.0018698676,9.9842815e-05,0.0037626103,0.062057443,0.0007169663,0.0012792447,0.035253417
105,2.9844692e-08,0.13368171,0.01491613,0.36431962,0.008181841,0.044195093,0.1863223,0.054841533,0.14724375,2.9844692e-08,0.0044602356,0.000990274,0.0060821166,0.008181841,0.006920929,0.013965553,0.00096852204,0.031389177
106,0.005154347,0.16183352,0.020033652,0.34360218,0.0072625,0.022408355,0.25334382,0.0718839,0.09134387,0.005154347,0.03911676,0.012575587,0.003193785,0.0072625,0.00031080807,0.10304706,0.027414706,0.0022671274
107,0.01613835,0.15416084,0.011884833,0.3885038,0.0061508473,0.019400813,0.2751853,0.09142034,0.13276334,0.01613835,0.006267921,0.0018680072,0.00849874,0.0061508473,0.008196634,0.109117895,0.045359872,0.028642071
108,0.0041479743,0.15333708,0.019018883,0.42755684,0.065599196,0.011136434,0.16671257,0.04639551,0.20226668,0.0041479743,0.000101612735,0.0130764665,0.008054161,0.065599196,0.0014360278,0.003314,0.0030050948,0.103353254
109,0.0064757643,0.100799575,0.01498045,0.37903392,0.026015325,0.0055960123,0.13186295,0.110027984,0.09622318,0.0064757643,0.002365631,0.0054710093,0.025853515,0.026015325,2.7795393e-05,0.00040922826,0.06890961,0.00043238068
110,0.011175347,0.07783457,0.03129743,0.3236493,0.0054378095,0.059780788,0.11251605,0.034435414,0.073856845,0.011175347,0.0016148619,0.023807205,0.02310799,0.0054378095,0.05698278,0.021208405,0.007836516,0.007584838
111,0.1793468,0.1021284,0.035691474,0.3596746,0.079110384,0.16866809,0.15454845,0.03558157,0.11612099,0.1793468,0.00033125823,0.020042758,0.077281326,0.079110384,0.1387777,0.034842208,0.0011777321,0.033197753
112,0.002345535,0.17958347,0.020585733,0.4472359,0.028684253,0.084943876,0.22522198,0.079953656,0.25938863,0.002345535,0.00012947634,0.0027399955,0.0018011428,0.028684253,0.0006098313,9.673974e-05,0.012254538,0.049715392
113,0.008411666,0.18288472,0.043831967,0.42975986,3.3471562e-05,0.044504993,0.21557103,0.15661687,0.164811,0.008411666,0.01750893,0.0335391,0.0045238133,3.3471562e-05,0.002033055,0.0006194608,0.09048503,0.03717123
114,0.00028707364,0.15775922,0.024775911,0.43212488,0.0035729262,0.06699331,0.20246701,0.06721144,0.1420613,0.00028707364,0.005805221,0.0028599272,0.018318621,0.0035729262,0.04474082,0.012795145,0.010364011,0.0024128903
115,0.05635329,0.16209719,0.022692092,0.5592728,0.00027033867,0.08514495,0.20073856,0.061254665,0.1348565,0.05635329,0.014979064,0.010304136,0.16208029,0.00027033867,0.0516483,0.014803246,0.0050665345,0.02050311
116,0.0036147174,0.15850031,0.036979858,0.4913321,0.0016184895,0.054411888,0.37456065,0.06952355,0.14788763,0.0036147174,0.0042124963,0.025633812,0.0003328568,0.0016184895,0.01183941,0.17379566,0.0077130157,0.00035708895
117,0.04515318,0.27379557,0.020348344,0.56484103,0.042906716,0.036830835,0.22436246,0.13116029,0.12394825,0.04515318,0.04081937,0.0018584147,0.004354214,0.042906716,0.009624893,0.001418265,0.07793223,0.0015528701
118,0.0149446195,0.14351863,0.01063847,0.49339965,0.019642828,0.018474162,0.23132849,0.0957094,0.1899007,0.0149446195,0.0027478032,0.0004642976,0.0007488028,0.019642828,5.874425e-05,0.005629871,0.01805279,0.0059573664
119,0.04054646,0.13560638,0.0055445717,0.43888482,0.0098853605,0.047560133,0.15005156,0.04079111,0.109862,0.04054646,0.0053858217,0.00022533677,0.001278552,0.0098853605,0.038323052,0.003944888,0.00029291247,0.018032985
