,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t)
19,0.06615177,-0.121098526,-0.017281702,0.016049769,0.054139163,0.17766568,0.05366485,-0.033439226,0.101143435,0.15822457,-0.03387947,-0.06339476,0.010563262,-0.038257007,0.09184591,0.040366326,0.21126106,0.12291386,0.13364135,-0.10880642,-0.23130701,-0.1351426,0.23439296,0.13632421,0.15088378,0.23494598,0.35830668,-0.0057142046,0.027682466,0.09026061
20,0.17868178,-0.13857229,0.016267912,-0.011277287,0.13381991,0.026986828,-0.049163193,0.046104785,0.06225678,-0.032704666,0.2201691,-0.22653802,-0.009675797,0.09066505,0.15570633,0.13901092,0.10690227,0.08759736,-0.010360405,-0.087273695,-0.18577166,-0.10066384,0.018691266,0.17891434,0.14633964,0.01165653,0.24748541,0.19290468,-0.26153308,-0.30959627
21,-0.05598783,0.079084784,-0.1446831,0.024902161,0.10918763,-0.01956509,-0.071263105,0.059960477,-0.093890734,0.029618219,0.22915128,-0.14630918,-0.12609467,0.26573783,0.2176612,0.043568533,0.12024538,0.006906398,-0.2699637,0.069580875,-0.21913576,0.05867584,-0.061206985,-0.088584974,-0.07342577,-0.08295826,-0.022773866,0.17667052,-0.031121181,-0.07133938
22,-0.06695659,0.286262,-0.09382415,0.04061631,0.2154218,0.004980635,0.094753444,0.21918824,-0.18864106,0.079515465,0.11434405,0.07246158,0.055545326,0.21973848,0.074827656,-0.0797689,0.016834514,-0.037640907,-0.26350388,0.28570998,-0.07512073,0.0030411594,0.0813658,-0.06569671,-0.12810443,0.13145861,-0.07798169,0.0005144763,0.19996184,-0.013306856
23,0.11076,0.18597311,0.17427742,-0.116615325,0.09482397,0.06256978,0.11942196,0.15601888,-0.03793454,0.048693486,-0.13687994,0.102893814,0.13375507,0.119226635,0.10038152,-0.03806338,-0.13283339,0.023841664,-0.019116301,0.025072956,0.22750494,-0.051925234,0.29970664,0.018655313,-0.020532025,0.12400958,-0.10457684,0.09962113,0.27261755,0.04927363
24,0.005292363,-0.17696336,0.17281033,-0.050888553,0.107878394,0.06144982,0.029936459,0.11565537,0.13461408,0.017848704,-0.15272191,0.039653875,0.1402764,-0.12428604,0.12013291,0.06482992,0.04325556,0.21870454,0.35997474,-0.23274362,0.07748017,-0.1657882,0.24666804,0.021734256,0.14248645,0.018331503,0.15858312,0.01923672,0.06923436,-0.12596762
25,-0.030914908,-0.13958769,0.16329852,-0.029950056,0.11401926,0.02446042,-0.062536344,-0.121886276,0.017920587,0.0126500465,0.087925024,0.18565372,-0.047288027,-0.17401797,0.20165269,0.0016920832,-0.029221008,0.14648826,0.16693717,-0.23207036,-0.338133,-0.1688822,0.13586174,0.13320738,-0.04778947,0.07586414,0.45353892,-0.044634156,-0.28567144,-0.08483479
26,0.08516953,0.054582834,-0.09145211,0.022266053,0.08005463,-0.02486958,0.02969611,-0.050437424,0.1523905,-0.105025016,0.22773002,-0.18029924,0.030430727,0.20227246,0.13894469,0.1177061,-0.012548306,0.07507093,-0.19688009,0.11871197,-0.17508365,0.074433364,0.090551555,0.1572454,-0.06494618,0.08343965,0.31115827,0.10238153,0.10251911,0.01246609
27,0.10408667,0.06613123,-0.12487254,0.004697239,0.23214586,0.058299944,0.03606482,0.21688037,-0.10123606,0.024137076,0.27631435,0.0044421875,0.12872478,0.38555157,0.06321715,0.078092545,0.113111705,-0.06654861,-0.18092957,0.15126577,0.00800997,-0.05623985,0.120729655,0.1730863,0.087745085,0.10582115,-0.15821356,0.22767246,0.15657121,-0.060838446
28,-0.007336948,0.14935441,-0.06876081,-0.07467332,0.1538217,0.047007263,-0.043353036,0.23523083,-0.16437425,0.017954644,-0.012600012,0.020700939,0.044346943,0.024713574,0.19082355,0.0043943524,0.17529394,-0.020046782,0.07229536,-0.015094313,-0.035970945,-0.26623622,0.15999869,-0.10081388,0.005398783,0.47672576,-0.15183342,0.15044509,0.1759086,-0.10835706
29,0.2340098,-0.0016756668,0.13135439,-0.19309452,0.1339239,0.012800287,0.0066128387,0.025499698,0.12543167,0.116211526,-0.0074483044,-0.07677375,0.24471964,-0.15799087,0.1671655,0.14498787,-0.03890372,0.2049986,0.20918047,-0.06989378,0.032459386,-0.18670902,0.14789586,-0.009321693,0.17299226,0.036019012,0.24506116,0.112978555,0.023799293,0.062087484
30,-0.05214013,-0.11468239,-0.055595145,0.015445983,0.0005092481,0.0033523063,-0.0001475811,-0.06457569,-0.013789017,0.01233352,0.088396996,-0.17284498,-0.18067743,0.056814298,0.20785226,0.09152081,-0.015073381,0.1951067,0.075177625,-0.12639791,-0.1364208,-0.07367391,-0.09876654,-0.035288792,0.06633581,-0.052569307,0.17237131,0.120853506,-0.16993943,-0.3014116
31,-0.018497784,0.12310393,-0.122196175,0.15103132,0.00797895,0.070388034,-0.020289969,-0.034762457,-0.07319982,0.017917885,0.28693244,0.06186035,-0.087618425,0.12243198,0.037562773,-0.030230638,0.04836917,0.02061633,-0.056250513,0.08777745,-0.12615941,0.12218533,-0.014869392,-0.008948548,-0.054173343,0.05556324,0.15948644,0.02611892,-0.04755362,0.1613666
32,0.037386626,0.17238425,-0.061316103,0.0041046455,0.17018443,-0.007921202,0.09788068,0.14262742,-0.019706657,0.003507739,-0.011924104,-0.0264779,0.051688347,0.27587926,-0.033469997,0.046302654,0.06229981,-0.049102906,-0.14451957,0.15320738,0.12025317,-0.019781515,0.05606366,0.07787594,0.0171999,0.13824382,-0.19118185,0.10171832,0.22878195,-0.08848001
33,0.048302382,0.090506576,0.12336525,-0.0039541945,0.06083141,0.053238384,-0.0031560888,0.10111783,-0.06733162,0.022458117,-0.14119154,0.06290761,0.05983489,-0.011958249,0.21334542,-0.03664639,0.0166821,0.061045222,0.13110453,-0.015449785,0.04566933,-0.17021075,0.15074798,-0.0825308,0.056758612,0.053814817,-0.017638195,0.047173575,0.07651897,0.051174328
34,-0.030302748,-0.13716577,0.15002497,0.08101275,0.11823436,0.001536293,-0.02474499,-0.017661216,0.07854498,0.011200933,-0.05097117,0.011234329,0.016679231,-0.14261006,0.1303951,0.059076436,-0.04489759,0.15011755,0.16627106,-0.13753887,-0.08771332,-0.12854767,0.09456311,-0.042857613,-0.025659258,-0.060903713,0.23369,-0.04367748,-0.07382622,-0.079758726
35,0.033942044,0.017299796,-0.0063069332,-0.007630773,0.1313905,-0.011671804,0.014826203,-0.049732406,-0.04369207,0.004654061,0.12346753,0.086660974,-0.048534565,0.059406977,0.17488667,-0.021692079,-0.013349764,-0.010438944,-0.030266713,-0.0039797192,-0.17483184,0.070994474,0.08776905,0.1405972,-0.10741939,-0.04193376,0.33325273,0.0074761994,-0.030522302,0.011965759
36,0.052549064,0.06853509,-0.06385197,0.016144134,0.15972564,0.033501197,0.0579129,0.09593396,-0.042818785,-0.058112387,0.08961091,-0.026927426,0.07204535,0.31616086,0.09631559,0.03021643,0.020107105,-0.003354879,-0.1125425,0.12561473,0.015587561,0.0073610097,0.08805585,0.15959883,-0.01766285,0.054806367,-0.087945364,0.09216332,0.23139402,-0.050103188
37,0.09373036,0.06409589,0.042307563,-0.045737773,0.14204457,0.029681087,0.024230715,0.12693933,-0.06410632,-0.008715596,-0.04641151,0.10061229,0.069020085,-0.019013766,0.18873,-0.091163516,0.04613009,-0.021089444,0.090508,-0.0021866106,0.0715914,-0.205116,0.14832361,-0.052881397,0.040715583,0.08924105,-0.028689127,0.040482208,0.08478078,0.023528215
38,-0.031266402,-0.068409204,0.13301982,-0.040442653,0.10517695,0.0160045,0.00011963025,0.012478663,0.06282516,-0.011680141,-0.056736752,-0.0053871116,0.040756453,-0.15182304,0.18102758,0.04291171,-0.07182258,0.12681384,0.14243534,-0.03138639,-0.068703346,-0.11270968,0.045112472,-0.073045656,0.050410263,0.046685122,0.13574475,0.0543147,-0.020233013,-0.014971214
39,0.08770552,0.026120242,0.018882751,-0.0024088647,0.08753367,0.18552887,-0.025198052,-0.054709416,0.114350855,-0.037311114,0.106509425,0.01997469,0.069484174,0.17503202,0.07169523,0.15028828,-0.061755754,0.05638099,0.0093525145,-0.051125333,-0.06471582,0.013772972,0.2016494,0.045535542,-0.057299227,0.024585256,0.18057838,0.003409761,-0.108196706,0.017756233
40,0.124557994,-0.031197054,-0.09900063,-0.014212491,0.22901586,0.039255254,0.034433868,0.073214196,-0.06977616,0.024997847,0.030541133,-0.066723526,0.049792238,0.08162626,0.14523385,0.01297114,-0.016856661,0.02955682,-0.06224733,0.10953401,-0.06190627,-0.004013423,0.16950814,0.15717195,-0.0045267055,-0.028924048,0.038356356,0.06163863,0.110880256,-0.18093503
41,-0.01588058,0.20896585,0.016570669,-0.0020045508,0.21643096,0.03736133,0.15183118,0.098712035,-0.18366644,0.07883971,0.04762827,0.005299592,0.024213362,0.059407596,0.20894131,-0.083175346,0.0005097883,-0.081964925,-0.01010802,-4.699221e-05,-0.033727895,-0.11008321,0.060168978,-0.025371794,-0.07428233,-0.02242786,-0.0041446947,0.23920356,-0.005172012,-0.02383949
42,-0.112314,0.11094904,0.06736706,0.020505384,0.04279971,0.13338657,0.09550397,0.05730784,-0.012059335,-0.05348667,-0.090654925,-0.00057153776,0.07122135,0.016430333,0.13347559,-0.018424828,0.012792015,0.11971249,0.039376043,0.08503619,0.01043607,-0.02087459,0.095004626,-0.13285309,-0.09057519,0.08863723,0.02593963,0.07086724,0.2267089,0.077273555
43,0.046783905,0.028065704,0.08605751,-0.04851982,0.16699715,0.077239245,0.203106,0.08576258,0.065923125,0.035529587,-0.07005603,0.26462412,0.11042642,-0.11135917,0.08936459,-0.036833055,-0.051790114,0.10008744,0.14164788,-0.01626606,0.012326336,-0.10268561,0.16959034,0.10313517,0.04167327,0.09967174,0.18829088,-0.080686,0.040454257,0.06796027
44,0.05725757,0.086313955,0.13077572,-0.06813673,0.03589364,0.1019885,-0.011427453,-0.050190188,0.12977277,-0.06698539,-0.0025477046,-0.012336925,0.03926315,-0.03708712,0.12376966,0.071224354,-0.024233826,0.09896938,0.12756144,-0.0732017,0.035463877,-0.15074608,0.17954455,0.11497856,0.020028014,0.11418168,0.16961892,0.055697136,0.075629085,-0.053642705
45,0.07224981,-0.08979759,-0.051086087,0.014251197,0.12543164,-0.004129121,-0.007284739,0.030841969,0.06918021,-0.0120167155,-0.055593222,-0.012493773,0.040628918,-0.0035328194,0.15715592,0.041740198,0.105685435,0.19941252,0.10276233,-0.06885562,-0.09631672,-0.10737675,0.11416533,0.0753721,0.09237725,0.025029294,0.18331568,0.025816161,-0.028653678,0.0044410573
46,-0.025698075,0.018250972,0.065815665,0.017937204,0.16676913,0.03242275,0.11488728,0.020905422,-0.054669105,-0.04414581,0.11969389,-0.04684694,-0.10065012,0.007356854,0.16583973,-0.01946986,0.029703077,0.0023330739,-0.05666931,-0.025097262,-0.24112242,-0.07527135,-0.029121313,0.027081061,0.06692749,-0.09979243,0.2587341,0.12956609,-0.13893116,-0.07019862
47,-0.07478864,0.17360829,-0.033995725,0.074644126,0.08798271,0.05753237,-0.011100385,0.11068447,0.019191355,-0.09762937,0.12828845,0.021695089,0.12453644,0.18383344,0.07158719,-0.05297454,0.05791997,0.03785465,-0.2026458,0.13061339,-0.1366596,0.05565491,0.024469025,-0.020092856,-0.18953279,0.10289879,-0.021427857,-0.026260056,0.055875797,0.14691114
48,0.13333558,0.13395686,0.018865373,-0.10534722,0.17643268,0.07081292,0.09783292,0.18369971,0.03641414,0.05055715,-0.06546068,0.09371971,0.15875761,0.053773552,0.0051923133,-0.017781414,-0.0031690598,0.01792812,-0.1074068,0.17449042,0.12479958,0.03325874,0.1737299,0.23233071,0.021748083,0.09629506,-0.06614171,-0.009642618,0.26217642,0.014191112
49,0.05859667,-0.0974572,0.19005787,-0.095389515,0.093915924,0.11810927,-0.0030098064,0.10131596,0.025846872,0.011892073,-0.09332713,0.021010246,0.030752458,-0.05105952,0.08946789,0.22637378,0.041701287,0.1071888,0.2115323,-0.1547091,0.1784684,-0.28390953,0.0703279,0.028467575,0.1325896,0.0135338195,0.05738331,0.05863893,0.030496234,-0.15489522
50,0.08448875,-0.012586642,-0.01248477,-0.06282563,-0.034350112,0.00017553428,-0.05401557,-0.123679906,0.02182328,0.08788502,-0.0060019027,0.07672537,-0.11920303,0.046821862,0.21198586,0.008493919,0.063271955,0.1700932,0.17670065,-0.16537014,-0.29466,-0.1176564,0.042265292,0.01782389,-0.0076079424,-0.029667623,0.3418046,-0.085657276,-0.14431578,0.13080168
51,0.042304788,-0.022254795,-0.048800517,0.044582367,0.05710581,0.12575895,0.010893904,-0.040068835,0.239574,-0.037991095,0.2194156,-0.0973475,-0.13913731,0.17207825,0.08439599,0.091833994,0.025913991,0.123135306,-0.12577507,0.1878016,-0.29169258,0.03818472,0.016405307,0.09886723,0.045540668,-0.04811243,0.21765488,0.08177662,-0.094574355,-0.18177466
52,0.009591319,0.109006196,-0.053441957,0.04561263,0.101656616,0.018629864,-0.022698872,0.1136186,-0.07978287,0.099930435,0.1782671,-0.020577239,-0.0687971,0.19478992,0.09289627,-0.03494851,0.06209906,-0.027883157,-0.1960139,0.09809428,-0.06587651,0.015474964,0.12024242,0.02187464,-0.04901388,0.084408775,-0.071132585,0.14954667,0.058400165,-0.021033304
53,-0.0073569063,0.12561996,0.02527764,0.034797404,0.1424489,-0.0036033588,0.032282807,0.29276767,0.014943179,0.0033694247,-0.031958878,-0.03341091,0.0772118,0.13345452,0.2980435,0.029692696,0.036220662,-0.0049472125,0.055879913,0.016248958,0.10956724,-0.112669125,0.25620365,0.008532301,0.04231578,0.05306588,-0.10951426,0.091879725,0.19824252,-0.10498729
54,-0.0012498796,-0.06917772,0.14877805,-0.11483126,0.24461046,0.025527013,-0.015939869,0.091261484,-0.04314727,0.08137943,-0.047017623,0.14707936,0.13523453,-0.14927982,0.21922703,0.04633518,-0.017261224,0.0915416,0.109097436,-0.17822771,-0.10859887,-0.2825475,0.21106268,0.11277002,0.057585098,-0.074417606,0.20216732,-0.03016089,-0.029467182,-0.056203432
55,0.0017520282,0.0013994589,0.06967575,-0.029008832,0.029811898,0.018046394,0.020313539,0.0013036914,0.03329119,-0.06316401,0.11835977,0.029318599,-0.044035353,0.045944244,0.3217563,-0.015901798,-0.050764997,0.118532956,0.0076049054,-0.040173,-0.26886642,-0.0932706,0.091653235,0.23037712,-0.17688572,-0.0044517815,0.30659425,-0.03501342,-0.083337024,0.0022884682
56,0.09689628,0.027387973,-0.03983055,-0.039293893,0.1732522,0.043123655,0.13933313,0.105699,0.025730882,0.118943825,0.0909971,0.011129924,0.0846435,0.24936056,0.105798066,0.044177704,0.08617834,0.027456962,-0.16064295,0.12501287,0.0329611,0.012311947,0.14943835,0.15557316,0.043612856,0.13675614,0.098600484,0.041213393,0.2574974,0.063226625
57,0.105487496,0.024069166,-0.007553077,0.065012544,0.17018066,0.10221496,-0.020531366,0.15199748,-0.04394959,-0.013970871,-0.01925504,-0.052838396,0.029020967,0.16593327,0.104359664,0.011345277,0.02345508,0.033070825,0.03814812,-0.103484735,-0.0001363866,-0.26770675,0.120770335,0.05465436,0.103076376,0.119144656,-0.053972356,0.19614686,0.09228917,-0.06896947
58,-0.059083167,-0.021788174,0.11221878,-0.032489367,0.008534253,0.023901239,0.011429314,-0.020305648,0.05895608,0.18764712,0.069365665,0.010162072,-0.0050998833,-0.15430082,0.27684098,0.053649686,0.06578933,0.018670226,0.28812268,-0.09801575,-0.25353298,-0.06699808,0.07211544,-0.19873622,-0.01497633,-0.05075024,0.23883632,0.100805804,-0.082768545,0.19142556
59,-0.03505515,0.08571975,-0.05258874,0.031108595,0.0829904,0.013571935,0.014189756,-0.08584174,0.023513522,0.01776405,0.13468805,0.023466319,0.07510115,0.09762345,0.070947945,0.040006846,-0.053215608,0.16773981,0.017760545,-0.04026361,-0.11969077,-0.012586996,0.12146406,0.07343743,0.022887297,0.07728107,0.124258235,-0.0731702,-0.02811813,-0.111907676
60,0.15800226,0.15538526,-0.11227947,0.004309455,0.060224812,0.020239849,-0.011269734,0.018514156,-0.046406113,-0.05397654,0.022721585,-0.055540964,0.02857023,0.1546413,0.09227955,0.018046005,-0.04106306,-0.010712393,-0.117367305,0.058358666,-0.07084421,0.0061394023,0.10481439,0.07955956,0.02990818,0.1329666,0.21146427,0.082009524,0.050742485,-0.006049184
61,0.03755117,-0.07773961,-0.0093898075,-0.008856579,0.1295025,-0.0033078457,-0.013820162,0.119435646,-0.027836364,0.00028796121,-0.03478767,0.022884049,0.109324194,0.12539613,0.06455516,0.22339249,0.07067202,-0.0022035912,-0.033250295,0.035948187,0.05531028,-0.013629936,0.019681264,0.116151944,0.077340506,-0.051964678,-0.077628426,0.22905041,0.123132184,-0.09826275
62,-0.06717438,0.0907123,0.00018645823,-0.022546027,0.17720929,0.09094957,-0.033957973,0.06519614,-0.17852676,0.0954963,0.036181852,0.10228414,-0.03702702,0.044350393,0.14341387,-0.077201016,0.13095137,0.00810557,0.263976,-0.041454658,-0.13655122,-0.25230372,0.03794786,-0.06946174,0.11136908,-0.03645679,0.023327973,-0.015494637,-0.036719713,-0.043335244
63,-0.09209283,0.22842571,0.08406908,0.02869209,-0.015445275,0.11015356,0.021311473,-0.14071202,-0.061968055,-0.12241422,0.21761015,0.010723288,-0.031576373,-0.16924988,0.24553773,0.0028643515,-0.12540598,0.20955575,0.034955993,-0.0141849145,-0.28308052,0.0060457597,0.051218778,-0.17501028,-0.21744332,0.06139084,0.2517601,-0.12284209,-0.12039146,0.040854674
64,0.21152966,0.15241574,-0.17597856,-0.02973815,0.16459122,0.068229586,0.13576339,0.08172017,0.112493604,-0.0005292669,0.024315488,-0.023659805,0.1273621,0.14180134,-0.016691104,0.036033943,-0.104996085,0.11015557,-0.24665293,0.23377459,0.15725437,0.23547623,0.101117864,0.19636464,-0.028190544,0.300946,0.034157056,-0.05350542,0.36925533,0.1297993
65,0.21057013,0.015790865,0.015529767,-0.100124255,0.11116371,0.10799022,0.019415593,0.18281682,-0.013014587,0.019451192,-0.14798604,-0.079722054,0.1076999,0.1446459,-0.033537257,0.020530365,0.049342584,-0.11074037,0.080098286,-0.031476833,0.43077028,-0.22319587,-0.06436093,0.18611506,0.23778994,0.12983982,-0.15446827,0.41095892,0.0975335,-0.23550038
66,-0.24098119,-0.07298659,0.18207717,0.18590957,-0.14558403,0.041582175,-0.114186026,-0.089704156,0.031110186,0.05006454,-0.15770471,-0.06759566,-0.08173841,-0.29855984,0.076000325,0.094682224,0.24325551,0.11250925,0.41616395,-0.18933211,-0.06826091,-0.08971064,-0.053822868,-0.3251546,0.060699545,-0.035689853,0.07565664,0.0878837,-0.07641238,0.08468296
67,0.03980414,-0.0032154252,-0.007347913,0.06904948,0.08037055,-0.04409588,-0.019276489,-0.1545332,0.11758463,0.07251923,0.08658591,0.08990783,-0.021345213,-0.11155169,0.04327013,0.035637476,-0.029504612,0.30397326,0.03654277,-0.09574074,-0.21288441,0.07584193,0.0223651,0.10939419,0.025558636,0.0032963082,0.36479905,-0.26089343,-0.20650628,-0.013198339
68,0.16541985,0.074786045,-0.11229011,0.008769769,0.019989923,0.008080732,-0.009307463,0.01952277,-0.009713858,-0.02074691,0.17152199,-0.1932606,-0.13503411,0.28992486,0.0064010187,0.051761452,-0.08346096,-0.040515024,-0.3298694,0.09734675,0.010865316,0.11165665,-0.05839309,0.20434782,0.020848192,0.05460637,0.09530607,0.16682361,0.040520243,-0.15858647
69,-0.038844,0.043860793,-0.08713506,0.030665915,0.0047795144,0.019909149,0.06546964,0.1660339,0.0323788,0.037360255,-0.02671234,-0.06036178,0.09730397,0.28044388,-0.05104694,0.08234064,0.23378849,-0.109126166,-0.11098076,0.070329584,0.16520935,0.06870878,-0.028274283,-0.015794272,0.17391464,0.08488487,-0.23184094,0.24193752,0.18289201,0.012817999
