,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17
10,-0.05158507,0.07577626,-0.020746566,-0.0023214282,0.10854532,0.02765774,-0.11910061,-0.07058693,-0.109456,0.10506625,0.118555285,-0.1459535,0.10389337,0.082656175,0.15234013,-0.14705098,-0.067616,0.011615946,0.017663458,0.0119671095,0.004752211,0.00014203554,0.08027053,0.010368943,0.004360493,0.01467731,0.0022857708,0.016043136,0.05251138,0.0001347205,0.015432256,0.00034737508,0.00077190145,0.043512832,0.008047872,0.010250396
11,0.08226775,0.102688,0.20943043,0.078661695,-0.18508981,0.09591883,-0.037902303,0.044791844,-0.07874153,-0.050084528,-0.076620795,-0.03184998,-0.10974127,0.042429075,0.1927562,0.07786862,-0.06914063,0.14244059,0.029155802,2.8177905e-05,0.0003483203,0.15989012,0.0036609534,0.010919074,0.07985813,0.008041095,0.00031741458,0.0022962713,0.008089511,0.04510033,0.029667169,4.573824e-05,0.004900463,1.5621399e-06,0.008816199,0.013867376
12,-0.05023295,-0.011269491,-0.11190604,0.113863446,0.054748293,-0.2432312,-0.16508307,-0.027591469,-0.27964503,-0.050101846,0.09904884,-0.05742573,-0.04193724,-0.0019391747,0.106812276,0.14818886,-0.13099787,-0.09131898,0.002981106,0.028459247,0.0068094414,0.0040384033,0.075545885,0.0059589953,0.024731087,0.010518754,0.060424224,0.054160595,0.005554734,0.02395039,0.00022380102,0.009088813,0.0011225617,0.07260357,0.0028417164,0.015828865
13,0.1051231,0.042800188,0.1531434,0.13054787,-0.078374356,-0.00838877,0.15689257,0.07332897,0.2798578,-0.039347354,-0.15193608,0.07139908,-0.10946269,-0.14865959,0.04729992,0.079541,0.27686232,0.14395702,0.020817231,0.001867155,0.017888254,0.015771035,0.0073232166,0.011848989,0.007067229,0.00092240114,0.05450395,0.023025598,0.054216556,0.004187404,0.086189255,0.037303094,0.06931575,0.0040285448,0.005834046,0.10852383
14,0.030812358,-0.12563664,-0.19947806,-0.09824044,0.12754518,-0.0684326,0.074513525,-0.07163236,-0.029354837,0.31181842,0.13144858,-0.080069706,0.28235647,0.13130435,-0.091653116,-0.08339949,-0.05594867,-0.13907583,0.004725604,0.086082175,0.006365149,0.053935565,0.020429716,0.012247472,0.036861513,0.000126567,0.032005537,0.04904815,0.0019650648,0.00010318861,0.014518284,0.06531247,0.012795092,0.09430955,0.00016490139,0.00505534
15,0.043230005,0.10100507,0.23615804,-0.11149136,0.057027705,0.23351067,0.03523966,0.044117663,0.106773555,0.06424436,0.035132445,0.013562078,0.012724926,0.15994625,0.09280236,-0.03981121,0.13585682,0.3987984,0.028577635,8.704143e-05,0.10868212,0.0022047076,0.09202944,0.05480272,0.006971359,0.0028297475,0.006520452,0.011537053,0.0031290352,0.013594275,0.0143647725,0.012282441,1.0834072e-05,0.06670361,0.004241296,0.22915234
16,-0.025165638,-0.12816797,-0.011742612,-0.17296405,0.056295596,-0.11974164,-0.30426458,0.057460733,-0.43857804,0.19342434,0.19132045,-0.11360502,0.1963906,0.17931719,0.18557796,0.12263686,-0.21061866,-0.08458788,0.0020661897,0.029379293,0.006840622,4.2161423e-06,0.007627547,0.00024059233,0.0037618638,0.018101657,3.7227976e-05,6.251056e-05,0.026614841,0.039704163,0.0016200567,0.028295707,0.17237216,0.0030238684,0.0011473066,0.017461931
17,-0.023768581,0.25545534,0.1880842,0.16816518,-0.090711944,-0.05561178,-0.079866834,0.063802116,-0.031886987,-0.0883347,-0.08886228,-0.040737957,-0.11200425,0.061397538,0.22310078,-0.007457886,0.2708073,0.17137866,0.034565646,1.3447648e-05,0.031132918,0.009215389,0.00056041585,0.00017630126,0.00085214904,0.058065943,0.003421091,0.00020510014,0.010102271,0.016326802,0.0047998596,0.022033153,0.016295856,0.032254245,0.05298656,0.0071914904
18,0.06867375,-0.1753976,0.00051814737,-0.07343299,-0.06277842,-0.1505177,-0.109807946,-0.075687684,-0.2966783,0.14922999,0.117806904,-0.11803666,-0.03822824,0.05935522,0.13985534,0.039588623,-0.11405155,-0.08327447,0.029947137,0.0055228993,0.0068383743,9.2231436e-05,0.014221291,0.009312855,0.00749601,0.014611693,0.001742549,0.0009778395,0.0788391,0.00123138,0.00846455,0.07227076,0.006750009,0.01213724,0.0027045142,0.10625763
19,-0.0029806271,0.16832653,0.09724359,0.39324087,0.012497734,-0.030020684,-0.011346515,-0.04169485,0.05895139,-0.024010247,-0.1419583,0.06706765,-0.16566828,-0.20609038,0.031904,0.09343785,0.19646685,0.038952492,0.06512508,0.00032704975,0.03414081,0.128532,0.033764146,0.059492618,0.0023496468,0.016668323,0.0106875105,0.027023109,0.024737515,0.05572017,0.00015627914,9.426113e-06,0.011961552,0.12702402,0.002110291,0.016697237
20,0.20416571,-0.13241896,0.09197509,-0.18292832,-0.07226482,-0.012223424,0.11557627,0.0103972275,-0.023999404,0.1400708,-0.023254892,0.045274515,-0.037370887,-0.022337511,-0.12475429,0.08675385,-0.026480468,-0.11261224,0.0012964219,0.014091463,0.0604862,0.005541609,0.0065440536,0.006501137,0.012608701,0.029126571,0.04157998,0.047996398,0.008864099,0.0033095053,0.0014164147,0.0343244,0.002667625,0.0019976767,0.010382453,0.0017105379
21,-0.105465345,0.10232885,-0.07696113,0.10786541,0.13567689,-0.02413189,0.0020278217,-0.03200339,-0.030351508,0.015337065,0.04754811,0.019459156,0.03688297,-0.053570673,-0.09638466,-0.04647259,0.076258846,0.06933342,0.022131229,0.066350356,0.0543468,0.0049595386,0.001021111,0.0014489216,0.008097646,0.008878035,0.009721932,0.03211602,0.005240519,0.0013265068,0.009513505,0.010395617,0.022283558,0.008153316,0.011902024,0.096220285
22,0.17563474,-0.10656588,0.16713811,-0.13889828,-0.045190893,0.07415311,0.09457426,0.09194099,0.07238987,0.1020653,0.018871382,0.08383828,-0.015111422,0.019930612,-0.074808456,0.30391604,0.15119828,0.07885194,0.0538636,0.0020746982,2.0459356e-06,0.01748125,0.0028092433,0.0030318794,0.00751283,0.00791168,0.021118931,0.020620665,0.056171685,0.022507349,0.009072108,0.0049441205,0.0011028383,0.1892393,0.0720314,0.07283562
23,-0.07010967,-0.029707422,-0.24416775,0.006320104,0.16748455,-0.115037605,-0.08256091,-0.06958162,-0.13168354,0.17478487,0.15224138,-0.021284297,0.20729993,0.09800425,-0.06002375,-0.105767526,-0.014229858,-0.067746945,0.021934919,0.00856532,0.012602963,0.017617505,0.0071238186,0.016163077,0.0061308704,0.009476593,0.00015463997,0.014893536,0.0037012897,0.015993621,0.0007581202,0.023449477,0.057508137,0.012713141,0.0083567705,0.0005528098
24,0.09801443,0.048457615,0.32546887,-0.060520835,-0.039476454,0.15368702,0.15343702,0.06961445,0.18438594,0.05926894,-0.0691291,0.07658665,-0.06095455,0.051899593,0.15229051,0.05644328,0.29030144,0.11562452,0.0111120995,0.005326627,0.07954989,0.03857874,0.021328637,0.00067913346,0.033478614,0.00032273657,0.02431645,6.062072e-05,0.014204657,0.030947817,0.01715251,0.00053266785,0.15171586,0.028588431,0.09270557,0.00015046504
25,-0.04202818,-0.10297822,-0.095556155,-0.07201454,0.09980885,-0.03496129,-0.22297175,-0.10372363,-0.33526498,0.18898575,0.22999103,-0.17358033,0.17923263,0.12469809,0.11222784,-0.0026243702,-0.3065714,-0.15010336,0.007970464,0.017231172,0.06959601,0.06411138,0.00064030767,0.020472646,0.0042626713,0.0010606177,0.011369353,0.006532474,0.0022931367,0.008126867,9.066293e-06,9.0192596e-05,0.0011624175,0.106280096,0.0011368499,0.0153815225
26,0.01714441,0.42912576,0.22870329,0.12106303,0.04730542,0.08185842,-0.0661798,0.050692532,0.054473806,-0.218283,-0.12517884,0.023123246,-0.23820171,0.012677325,0.24108411,0.10783726,0.11186156,0.2812285,0.0032472548,0.12178958,0.0029056168,0.0014254824,0.24322315,0.01511026,0.01770069,0.0011705033,0.000910568,0.0043776995,0.036358304,0.008995528,0.0049571693,0.01975576,0.0463234,0.033956956,0.023170305,0.04653419
27,0.08853766,-0.2893702,0.01484476,-0.21787642,-0.09144573,-0.07672712,-0.14985791,0.14446774,-0.3580221,0.0321391,-0.012092955,-0.13975847,-0.10114359,-0.0073197708,0.083950736,0.366871,-0.23025416,-0.1563242,0.0043534352,0.003349467,0.030255467,0.0058729663,0.007287816,0.041748937,0.00019999001,0.030385984,0.016470557,0.0002575214,0.009721547,0.029520113,3.208859e-08,0.08401104,0.07086458,0.032724254,0.01658827,0.011919934
28,-0.14769365,0.36309916,-0.1191742,0.38511068,0.068278015,-0.13818374,-0.032545924,-0.09320364,0.091249816,-0.079659246,-0.13632776,0.043249376,-0.0915848,-0.16618101,0.052367557,-0.13414639,0.20852055,0.16340439,0.006967429,0.03380735,0.008303655,0.026664529,0.08078752,0.033461742,0.0027322439,0.0020380553,0.007365574,0.071139075,0.00078695087,0.021997469,0.009457881,0.022173945,0.025320683,0.0016490932,0.0042007384,0.01560066
29,0.23944508,-0.30670404,0.17846999,-0.28367674,-0.10143192,0.054627486,0.2592363,0.09877182,0.044621572,0.16801573,-0.1075569,0.027420029,-0.082939476,-0.029448222,-0.112621844,0.19676717,0.093119286,-0.06958154,0.012750732,0.030991303,0.009535519,0.004552496,0.0029924668,0.028772114,0.025842162,4.5407247e-05,0.043705057,0.007069961,0.0169745,0.027697662,0.006567243,0.05398776,8.367331e-05,0.006481004,0.013107209,0.060811643
30,-0.19248888,0.09935041,-0.019422844,0.1583482,0.23686044,-0.00065702945,-0.048424684,-0.13333777,-0.071086764,0.11376499,0.1497448,-0.01146181,0.19443512,-0.03174631,-0.064250454,-0.23404483,0.017279176,0.020426348,6.544158e-05,0.027222035,0.24826466,0.013707615,0.009585424,0.07866254,0.03968993,2.0193193e-06,0.011979358,0.00013953165,4.3633468e-06,0.0043227216,0.00046922348,0.003296677,0.043075673,0.00030129837,4.7077615e-06,0.07813041
31,0.34210873,-0.01219118,0.37576866,-0.22150837,-0.13861239,0.21597342,0.020607324,0.12499061,0.035812676,0.10747256,0.073851794,0.07652915,-0.027931226,0.16500103,0.09648371,0.14990576,0.02077507,0.080726,0.1445044,0.018082466,0.005970478,6.945629e-05,0.00045905777,0.007801747,0.0004251373,6.3156556e-05,0.0052480563,0.07657866,0.10296553,0.0069895936,0.016145838,0.020439422,0.03240388,0.0029789498,0.00019431705,0.01903529
32,-0.15405159,0.051444657,-0.2464421,0.04160898,0.13360347,-0.15888861,-0.33091703,-0.035550456,-0.42204207,-0.013289086,0.25607717,-0.16760506,0.1309987,0.1361499,0.04189466,0.027159117,-0.26303613,-0.029037066,0.0260088,0.026293596,0.0057535036,0.010314936,0.011788633,0.013956954,0.00918996,0.0567188,0.012925707,0.008483429,0.009649745,3.506113e-05,0.0002732364,7.422521e-05,0.000109792185,0.061788596,0.0057387217,0.03882721
33,0.118028164,0.1618584,0.32553473,0.12231296,-0.20531322,0.036353,0.08229102,0.11903122,0.20457463,-0.1618531,-0.17774463,0.10220066,-0.25377154,-0.07137756,0.10493353,0.20013249,0.28156185,0.20196755,0.030421944,0.0032454606,0.017488403,0.023199316,0.027321218,0.03393217,0.03150315,1.7896547e-05,0.025873825,0.0019198931,0.07218485,0.007886503,0.04759335,0.011839929,0.022591766,0.0014439852,0.015795156,0.0037544577
34,-0.041406114,-0.12173349,-0.29163408,-0.021904962,0.12609994,-0.21510933,-0.092004694,-0.08985466,-0.28298745,0.17590968,0.15692517,-0.06831758,0.21261084,-0.00838525,0.10805984,-0.061127476,-0.16898265,-0.268023,9.4013405e-05,0.13424882,0.03412617,0.016493933,0.0071875984,0.038748816,0.002150066,0.02559172,0.0018191446,0.0036761856,0.0030655493,0.03447373,0.041949127,0.01367685,0.17882603,0.0036492269,0.003313259,0.0045519536
35,0.08105768,0.1807937,0.27060345,0.13715523,-0.08038511,0.17472562,0.22672652,0.089966066,0.3712399,-0.09795247,-0.14373417,0.021014603,-0.14551678,-0.024586087,0.17863926,-0.045978937,0.28146905,0.27352887,0.028960194,0.0133089805,0.009447283,0.066920996,0.0026980352,0.0016041441,0.0033209813,0.026167126,0.034517232,0.00027043882,0.023752866,0.0008542847,0.0418579,0.010639364,0.065635934,0.014394153,0.004521109,0.08683048
36,0.042962424,-0.25267828,-0.15720995,-0.16017385,0.055322435,-0.09253857,-0.15010881,-0.046863444,-0.31443596,0.22908229,0.39976,-0.17828098,0.40442413,0.1796278,0.088887796,-0.08753914,-0.32359973,-0.12994048,0.014577361,0.010990754,0.031420562,0.08584973,0.017569993,0.00020999412,0.04975538,0.0022291162,0.004891775,0.013427471,0.14934762,0.012761656,0.16484235,0.041730504,0.01047354,0.0021421015,0.025644213,0.036545794
37,-0.0098302215,0.3288163,0.20531781,0.19614795,-0.040306624,0.052821156,-0.018691178,0.050407667,0.22322129,-0.11508008,0.13370457,0.012037578,-0.0201718,0.23527226,0.24587747,-0.13114592,0.29233596,0.28043833,0.042595483,0.01958131,0.002881906,0.005148603,0.05089936,0.0030832917,0.035388958,0.015564074,0.008776207,0.021474846,0.14595313,0.00030108457,0.0025419765,0.035369433,0.0103654135,0.019347508,0.06893108,0.00012423292
38,0.0804632,-0.27432576,-0.02596967,-0.23800938,-0.059331443,-0.01948142,-0.23850767,0.01353313,-0.30043355,0.27767074,0.21425003,-0.15562476,0.09050971,0.21076277,0.2198481,0.009554975,-0.23852134,-0.15680751,0.0025425442,0.000564199,0.001260988,0.024480233,0.00057327264,0.06237591,0.0021791668,0.04240945,0.010668785,0.07033769,0.02300182,0.040118292,0.005654636,0.036353685,0.024755437,0.006198296,0.069949634,0.009085662
39,-0.1454486,0.40420875,0.047311623,0.24642769,-0.048771903,-0.02035638,-0.08889739,-0.10690241,-0.00024880655,-0.1255411,-0.099621415,-0.09674507,-0.11101386,-0.023994224,0.2427848,-0.17255041,0.0787771,0.22754107,0.0032218143,0.0013166041,0.005873265,0.00064902444,0.018988466,0.023235582,0.07157083,0.0049487134,0.027693888,0.010941467,0.009858768,0.0017924525,0.021641314,0.024703009,0.040285643,0.0053224997,0.0016447997,0.0025326852
40,0.11424956,-0.20771152,0.13759057,-0.09570503,-0.17119841,-0.065291375,-0.035139266,0.053122394,-0.25910273,-0.008019737,-0.087785415,-0.102646284,-0.19585532,-0.08975277,0.15919629,0.2564076,-0.1352935,-0.059459627,0.01542167,0.025520358,0.026162973,0.015081183,0.012076494,0.041982695,0.014713774,0.0002809552,0.0006627751,6.1229664e-05,0.015267528,1.8304121e-05,0.002831763,0.0064287535,0.020949068,0.009485122,8.652449e-05,0.07943849
41,-0.068131536,0.19505273,-0.08472074,0.39666283,0.03574046,-0.22746406,-0.037650354,-0.10262588,-0.018532975,0.0050651208,-0.09968045,0.0023980278,-0.07885447,-0.2299365,0.009391947,-0.007082723,0.12461481,-0.005099179,0.065320194,0.025220064,0.066256754,0.033481948,0.0013983104,8.250815e-05,0.0049460055,0.00024291401,0.0014776903,0.114167735,0.00040725584,0.0004945386,0.00044029666,0.009984761,0.012789166,0.07644839,0.004670744,0.019352244
42,0.35897696,-0.10500205,0.14664455,-0.15664472,-0.09390635,0.036055196,0.27870476,0.09096706,0.1345237,0.10468495,-0.122503,0.08957893,-0.0770157,-0.11340444,-0.12698808,0.103728265,0.20345259,-0.04767966,0.1427753,0.08608059,0.007865654,0.008805841,0.014980501,0.009562823,0.0064451173,0.039862916,0.0077855377,4.6603363e-05,0.03176259,0.014848941,0.029297454,0.0002767095,0.0030981526,0.024288325,0.0012961146,0.02285229
43,-0.11523999,-0.08775183,-0.22816747,0.042036865,0.20513856,-0.030108802,0.011545955,-0.0993105,-0.073211856,0.1487827,0.17342389,-0.023777016,0.1820538,0.015641429,-0.1807983,-0.1404714,-0.016383674,-0.098898254,0.0100355465,0.0020215688,0.0005494634,0.04503275,0.00032360418,0.008782276,0.0014041427,0.0044822684,0.00045449333,0.0036059867,0.0030618557,0.00818354,0.0007618751,0.0070289066,0.014673838,0.008995896,0.00701018,0.002623504
44,0.13941643,0.10228327,0.2847969,-0.04431221,-0.014901534,0.22032909,0.11075946,0.07115317,0.23604867,0.028790567,-0.04787829,0.18986699,0.014664054,0.066429615,-0.03496958,0.08112718,0.17214976,0.18004382,0.015828712,0.017897097,0.0135921305,0.064305186,0.057098,0.00021114254,0.001330549,0.0025851387,0.00082851056,0.004089444,0.012355465,0.061085757,0.074840814,0.0063938713,0.0012674894,0.051210277,0.042398363,0.032738917
45,-0.02932482,-0.17723656,-0.16068174,-0.18509044,0.1558345,-0.041044343,-0.16684653,-0.0005153355,-0.35971108,0.1239747,0.28642157,-0.08736865,0.24849325,0.27007917,0.017525211,0.05668538,-0.26298165,-0.15591124,0.0002820516,0.004075674,0.02016039,0.0117932055,0.006583084,0.021423344,0.02399778,0.002354196,0.005266922,0.0033405523,0.00513027,0.015793543,0.0017037456,0.045622937,0.064678326,0.018551374,0.001557539,0.0013934154
46,-0.014126524,0.30948305,0.23683125,0.14259893,-0.0454374,0.090961345,-0.0776339,0.12269155,0.14201766,-0.122489795,-0.045930367,0.054329623,-0.14452356,0.06365565,0.16792266,0.055304334,0.1424747,0.20443231,0.00050144596,0.036323734,0.014715113,0.0064580524,0.03889433,0.00022896679,0.00022696983,0.049863137,0.018343845,0.04222964,0.0034890648,0.00599277,0.019951656,0.0020519567,0.006631037,1.4059421e-05,0.0021116335,0.0005513185
47,0.22842741,-0.1997387,-0.011589892,-0.22044128,-0.05174702,-0.08542347,-0.15886007,0.015618522,-0.33879408,0.079286195,0.16311356,-0.16048697,0.10917105,0.09473639,0.08724122,0.084048815,-0.12034881,-0.10292395,0.17984664,8.6170425e-05,0.08549942,0.0069816373,0.00020763626,0.029192407,0.009699247,0.009662133,0.0003548459,0.004488626,0.054392967,0.0007502485,0.06746763,0.02481188,2.7893386e-06,0.014603788,0.12035978,0.000554726
48,-0.117970645,0.2784973,0.059184887,0.4177759,-0.034307294,-0.02349244,-0.06389892,-0.09691811,0.07448192,-0.082050465,-0.07746274,0.10855086,-0.038538657,-0.046321455,0.07142689,-0.012401167,0.15004809,0.16228727,0.018123506,0.010204198,0.02573284,0.102041274,0.012166323,0.06956657,0.015206081,0.0029275494,0.0034646853,0.010848605,0.022437053,0.09637477,0.06540368,0.0007604136,0.029106544,0.041692,0.010358707,0.057879128
49,0.22955102,-0.2538699,0.04853686,-0.14264071,-0.047478713,-0.07858861,0.0663733,0.03925711,-0.16130945,0.06891047,0.038364876,0.025488338,-0.026204774,0.0771923,-0.024404772,0.1741833,-0.059148323,-0.20328662,0.03781671,0.0005945975,0.000863731,0.023078112,0.006129421,0.0065647145,0.0067833685,0.0042025605,0.0008589858,0.005319388,0.00054145337,0.0002604745,0.0030002634,0.032202445,0.00024521377,0.001733048,0.00064944796,0.0004805851
50,-0.05454905,0.1449854,-0.041116502,0.28717345,0.115533985,-0.017808922,-0.008295774,-0.06487605,0.0887714,-0.030292116,0.05097381,0.1276556,0.07144801,-0.067764506,-0.058821686,-0.082175605,0.11957683,0.049474083,0.04051066,0.0016322626,0.036589626,0.06239839,1.5795888e-06,2.9986551e-05,0.0025303294,0.0009657181,0.0020549246,0.02331872,0.016894272,0.074360445,0.10142955,0.022312181,0.0057645077,0.0040770667,0.015966725,0.07003193
51,0.21139379,-0.16092564,0.17473605,-0.22755004,-0.02641768,0.111880474,0.24787438,0.09990959,0.0702107,0.15635264,0.07905002,0.07908486,0.056444623,0.1246511,-0.09225878,0.12869209,0.17695436,-0.048771113,0.010040072,0.0048884656,0.019590113,0.000188122,1.7025199e-05,0.0072302804,0.12070161,0.019023957,1.7650988e-05,0.07188476,0.036760647,0.012527808,0.013500463,0.0063862405,0.005320968,0.023130476,0.17269427,0.008668695
52,-0.12667632,0.013580155,-0.15712038,-0.00261012,0.19358765,0.0017065555,-0.16486295,-0.053108964,-0.13052337,0.12741701,0.2760616,-0.0060716346,0.18900423,0.24229658,0.026331183,-0.07682561,-0.07941045,0.046986118,0.00030754186,0.016271155,0.019031798,0.0034627588,0.008744967,0.011754606,0.0012284382,0.04723155,0.010157893,0.004020399,0.001642258,0.04607331,0.015322163,0.10357785,0.008956116,0.10145954,0.04636075,0.107665904
53,0.09594153,0.06370064,0.2593776,-0.121677995,-0.08530115,0.12560707,-0.042181447,0.108856894,0.05727992,0.015431752,0.09888241,-0.0024662632,-0.06669291,0.10721465,0.0896126,0.11669617,0.09988186,0.17043729,0.00045276657,0.007663207,0.011164902,0.0015426263,0.00028784096,0.017333843,0.0042957515,0.00037655706,0.029169552,0.0015491522,0.14221291,0.0006930678,0.015716948,0.01690173,0.016838137,0.0033094366,0.039824676,0.04886583
54,-0.103303045,0.006793052,-0.18122616,0.04428441,0.0424867,-0.09074202,-0.22889231,-0.073947944,-0.2848478,0.11529708,0.124101326,-0.09235877,0.12800337,0.071281694,0.0699486,-0.03591229,-0.17790006,-0.01919279,0.00018653384,0.038734626,0.00015725344,0.072523646,0.007854573,0.07330656,0.018440487,0.0026727768,0.000991504,0.034799352,0.010770988,0.044184327,0.018890686,0.0033995062,0.01347588,0.020265967,0.0012995886,0.020853119
55,0.106907636,0.14815721,0.20377645,0.09447297,-0.1272105,-0.015491546,0.05419267,0.08315524,0.06471286,-0.097546384,-0.15962492,0.04129849,-0.19138995,-0.015942909,0.07182052,0.10022814,0.20233382,0.12193182,0.06352208,0.02670281,0.00046026034,0.0190563,0.0047853827,0.005280911,2.8808015e-05,0.03368906,0.01915609,0.0075802766,0.00060542446,0.0060252883,0.0005303074,0.02116058,0.00022233026,0.0011447197,0.009952938,0.0021701755
56,0.018099144,-0.06789842,-0.14233924,0.027579376,0.07525711,-0.100547984,-0.029081136,-0.03344397,-0.23068225,0.11557895,0.09699059,0.1712816,0.09469558,-0.059589475,-0.014976658,0.026149545,-0.07515539,-0.17467819,0.03446791,0.12263745,0.011920879,0.055029206,0.025234146,0.06470461,0.03644062,0.036060248,0.006713994,0.0019618548,0.015180623,0.23319335,0.06044186,0.0033551743,0.03361263,0.007121436,0.010374797,0.029756537
57,0.081496045,0.015490133,0.19503269,0.05507057,0.113576606,0.0801986,0.26495096,0.07585929,0.20673403,-0.039501093,-0.024860406,0.12786429,-0.0891506,-0.0008540824,-0.09435975,0.053995565,0.22650132,0.012505418,0.030077806,0.015576053,0.02942864,0.010185397,0.01965275,0.00062461896,0.02807182,0.00061008096,0.026027381,0.036489643,0.0037725554,0.05936968,0.0016846549,0.032669846,0.00017138611,0.00053411664,0.002277939,0.0055082343
58,0.12689047,-0.16568053,-0.029367063,-0.2037343,0.10450227,0.13527845,-0.07170198,0.13163331,-0.06048941,0.1647875,0.22098179,0.04365163,0.36892056,0.091095746,-0.04398572,0.0515577,-0.11261439,-0.022076756,0.042566884,0.004625576,0.002047639,0.024507001,0.005323929,0.018164081,0.0015544841,0.102942616,0.00017260628,8.875247e-05,0.009218117,0.047349714,0.21280344,0.008057729,0.02942707,0.06664063,0.05741197,0.09442288
