,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t)
21,0.13571481,-0.04099666,-0.026774429,0.040403694,0.023405036,-0.05048229,0.09166249,0.003973173,0.054879434,-0.1365237,0.10361999,-0.032402724,0.042884525,-0.17397542,-0.10525415,-0.13976061,0.029376969,0.03210582,-0.021409567,0.09151949,0.027740758,0.15397167
22,0.033967678,0.16057765,0.08653135,0.098492615,-0.065257676,-0.12978506,0.04157465,-0.06037716,0.110021174,-0.067156926,-0.12902603,-0.0018192921,-0.009813915,-0.03495492,-0.09112095,-0.07881224,0.047825716,-0.00037543848,0.026618127,0.09450349,0.06947403,0.12249171
23,-0.013159979,-0.0109928325,0.07367848,-0.027377805,-0.008662416,-0.2172994,0.03484966,-0.022438524,-0.14002079,-0.013262607,-0.095493466,0.071911044,0.121262684,-0.06294349,0.006909065,0.021073937,-0.0551131,-0.018021673,0.002235866,0.062109847,-0.014686765,0.12951434
24,0.06718711,-0.04171226,0.05888324,0.014141784,-0.08703716,-0.033758238,0.05008396,0.043110393,-0.031510852,-0.12899612,0.015625035,-0.05638414,-0.032333944,-0.049399626,0.041649725,-0.033421975,-0.04772691,-0.016092377,0.06471854,0.044907324,0.06622735,0.042327885
25,0.0401671,0.06640808,-0.04921778,-0.016598897,-0.053370282,-0.0055243657,0.12125547,0.049298316,0.041090477,-0.045020953,-0.091273665,-0.0868198,-0.017704895,-0.0055502653,0.038968112,0.036769092,0.008108681,-0.028844194,0.005324376,0.07799955,0.020078953,0.016779738
26,-0.04260485,0.031116456,-0.0009687878,0.014892351,0.06435382,-0.057712413,0.17189705,0.049900644,-0.06481612,-0.014872648,-0.06373801,-0.1280356,0.013107824,-0.08396573,0.28634405,-0.030801943,0.08502549,-0.017083997,-0.009882206,-7.8729354e-05,-0.023730636,0.06358616
27,0.06437496,-0.043759838,0.0025706217,0.049259372,0.09992526,-0.089147516,0.03190649,0.007683101,0.0073265247,-0.114692695,-0.0031666383,-0.098345734,-0.026791262,0.02300984,0.20009671,-0.025930146,0.04595135,-0.015565138,-0.008428318,0.017996369,-0.0012742542,0.14606684
28,0.04872759,-0.15841062,-0.029421775,-0.015901629,0.1318334,-0.12559222,0.055424366,0.007403477,0.030707087,-0.070358805,0.0016173385,-0.055626016,0.14819588,-0.048100978,-0.0049214447,0.021443995,0.011783313,0.019026771,0.049206324,0.11515312,-0.015762571,0.05786691
29,0.0059399474,-0.08942878,-0.13596621,0.064691,0.11988636,-0.020608801,0.039860748,0.017897042,0.103538066,-0.17528607,0.0033722324,-0.12923534,0.024929745,-0.06115873,-0.14504142,-0.055913746,0.028528007,0.021494394,0.019207321,0.121206835,0.039812207,0.13054775
30,-0.040035613,0.024577588,-0.15805034,0.015835479,0.028990991,-0.05643574,0.027573347,-0.026550949,0.059323452,0.004592888,-0.10330318,0.03126107,0.1153366,0.089142054,-0.22470929,-0.045802824,0.046186022,0.06478275,0.034926124,0.107837625,0.026703801,0.14427744
31,-0.020046815,-0.023022993,-0.034622412,0.0054178014,0.043422382,-0.124618635,0.012278823,-0.0127059035,-0.06291544,-0.12995347,0.16763094,0.029756589,0.08366054,-0.008974672,-0.14250124,-0.06511244,-0.04439644,-0.0033118415,0.057900142,0.09514794,-0.03206128,0.063547775
32,0.09450262,0.06377083,0.0051975967,-0.010775899,-0.0058136173,0.02704345,0.0029481575,0.05701077,0.09744022,-0.15040086,0.050239816,0.037091933,-0.049068544,0.07386078,-0.07228291,-0.041399524,-0.038243983,-0.030096972,-0.0016364031,0.15760264,0.07381864,0.050428133
33,-0.062234644,0.008104165,0.080436096,-0.01058168,-0.036932223,-0.043536957,0.08763755,0.00042078644,0.0036134673,-0.012279452,0.012616992,-0.006109767,0.09783534,-0.04952736,-0.09736191,-0.08123274,-0.088394254,-0.020632086,-0.0144915255,0.09676778,0.013615599,0.036425672
34,0.032872107,-0.0060981717,-0.03948845,-0.0020912634,-0.07269284,0.011655562,0.0787763,-0.040272206,0.002845644,0.025400974,-0.04639617,-0.057989188,-0.06127927,-0.01022466,0.03357505,-0.08719804,-0.0117565505,-0.054170445,0.113377385,0.030912746,0.05712061,0.041434545
35,0.08680552,-0.03536833,0.01178889,-0.049151883,0.010671172,0.0038016587,0.09613538,-0.023686036,-0.017872944,-0.015125144,-0.06970695,-0.128376,0.028278138,-0.045167454,0.08634202,-0.031153843,0.04663323,-0.04332435,-0.02698621,0.015349261,-0.010060853,0.048461344
36,0.039215706,-0.05943825,0.07373127,0.016195169,0.07005308,0.01003602,0.020638032,-0.008302132,-0.0073013017,-0.052334107,0.0048684776,-0.12493029,0.055735406,-0.15881395,0.062079962,0.0012710169,0.064987876,0.06888666,0.036323976,-0.014635491,0.039239272,0.14623286
37,-0.011710141,-0.15160218,-0.08344074,0.10465644,-0.00092017744,-0.14080824,-0.013821723,0.007310689,0.032298606,-0.07690495,-0.040879276,-0.016349476,0.11599161,0.044503048,-0.08488109,-0.0007905774,0.026091266,0.22592083,0.037981775,0.023175832,0.045342606,0.08344648
38,0.21303272,-0.07952451,-0.12367591,0.03927756,0.047432654,-0.11642525,0.0034751617,0.013306582,0.09565289,-0.019227639,0.06172633,0.18567646,0.0020707478,0.17691563,-0.10022448,0.051513955,-0.1143668,0.02246039,0.123761065,0.053158484,-0.002541919,-0.024509363
39,-0.0177746,0.07342596,0.10945554,-0.05917554,-0.04336433,0.0667943,0.098583415,0.029419225,0.079019085,-0.022003885,0.09659059,-0.037518628,0.05985502,0.02787041,-0.17190479,0.00010189181,-0.05151138,-0.014983585,0.08390452,0.073672846,-0.0043419357,-0.111585684
40,-0.03734562,0.1148013,-0.025616093,0.033843897,0.13021088,0.06727214,0.09451578,0.0030207913,0.059781265,-0.032218426,0.103575185,-0.046488274,-0.07187823,0.03760662,-0.06891669,-0.08614296,0.059680313,-0.01346888,-0.0016283989,0.08138394,0.005953088,-0.021034552
41,0.04106968,0.17130908,0.020538557,-0.04993156,0.06891836,-0.028438913,0.01924696,0.014189754,0.0064986916,0.031610146,-0.0815119,0.1115744,0.061848998,0.034338444,-0.057418566,0.008206194,0.005328832,0.045487598,0.0051401714,0.07656998,-0.047546137,0.058302052
42,0.19135267,0.0029599676,0.14834616,0.07517244,-0.012167776,-0.14185067,0.12564147,0.10276985,-0.07575393,-0.021165244,0.08198661,0.08016713,0.061227955,0.017072875,-0.074848995,-0.021972798,-0.08233017,0.010245902,0.04566825,0.03142602,0.0384808,-0.042834565
43,0.13666067,0.15884817,0.15851052,-0.058562282,-0.0815998,0.059764434,0.09662146,-0.007870301,0.054487668,-0.06446938,-0.057583958,-0.097551264,-0.045809027,-0.022342268,-0.031950165,-0.059178088,-0.030213933,-0.024668328,0.049731694,-0.0054477993,0.018925533,-0.07986438
44,0.012217263,0.08603184,0.1361127,0.08958453,0.057713754,-0.019388918,0.06816044,-0.019215148,-0.061652083,0.038995855,-0.030127196,-0.15298335,0.010393642,-0.09565051,0.050007336,-0.03916977,-0.040027376,-0.04650318,-0.0041304408,-0.03014542,0.016055424,-0.061808854
45,0.045659553,-0.0055855243,0.05363243,-0.0021739192,0.029042747,0.039514393,0.034400813,-0.019130178,0.016197242,0.027991898,-0.021953031,-0.13116044,0.077725425,0.021813676,0.06903936,0.07730256,0.11663853,-0.0082373265,0.04286169,-0.07762031,0.01354001,0.0374602
46,-0.050322134,-0.07256632,-0.04894577,0.09026412,0.13064477,-0.041077092,-0.014111335,0.042062704,-0.0006440822,0.040416375,0.11254238,-0.079117134,0.10405707,-0.046972744,0.021690879,0.0707311,0.124117166,0.052178163,0.00046257302,0.02037637,-0.04923534,0.06742122
47,-0.006308148,-0.064873815,-0.11514921,0.042506184,0.26929122,-0.05906249,-0.025040418,0.037181552,0.12062961,0.05810517,0.029777804,0.09036053,0.067045875,0.11319085,-0.06539757,0.028490635,0.098746486,0.059056953,0.054703124,0.081771165,-0.004543856,0.12485673
48,-0.067874014,0.027709257,-0.008407261,-0.00933172,0.08093725,-0.14560433,-0.025742231,0.01424561,0.11936864,-0.085981436,0.06056435,0.13369815,0.18975963,0.0707648,-0.29133,0.068759084,-0.012393831,0.05428423,0.06709288,0.09516522,-0.054242887,0.033933155
49,-0.06186261,0.07571803,0.033000663,0.06965848,0.034214392,-0.08347778,0.026875412,0.038050465,0.034142237,-0.11047015,0.1438442,0.13332471,0.022372616,0.10500242,-0.2950383,-0.06284815,-0.059413455,0.022456434,0.08509736,0.18976694,0.03347744,0.048832797
50,0.028259272,0.09611586,0.033380706,-0.036857408,-0.040908836,-0.026407769,0.046048716,0.0069344714,0.03449169,-0.09741747,-0.06719554,0.19824252,0.053455748,0.3804783,-0.21203357,-0.08941489,-0.034582794,-0.03723831,0.028528484,0.18304852,-0.008109476,-0.109719634
51,0.036148913,0.1437976,0.12919931,-0.20180176,0.07801785,0.07901077,0.027904084,0.02854101,-0.07793948,-0.037619207,0.1299655,-0.057373244,0.07060349,-0.1271765,-0.021543507,-0.12442967,-0.19175632,-0.042510133,0.011358233,0.13322732,-0.07730414,-0.21481751
52,0.14291443,0.12968844,0.11370922,0.14299238,-0.055548094,0.16680169,0.040686034,-0.06197146,0.017681591,-0.07086195,-0.048456073,-0.11289735,-0.058140542,-0.08859794,-0.015653284,-0.22914834,0.0014649378,-0.04528202,-0.02038303,-0.0014779228,0.19117416,0.023422092
53,0.037413746,-0.06998318,0.10526619,-0.10090022,-0.026604097,-0.051683735,0.027858347,-0.10893094,-0.08898922,0.09345366,-0.10710232,-0.13234843,0.19682214,-0.14392728,0.12945369,0.060394384,-0.058067404,-0.062826574,-0.019012427,-0.032000832,-0.03135594,0.118780434
54,0.07558646,-0.17975593,-0.080879234,0.12075204,-0.0141823925,-0.04530915,0.04740568,0.060779147,-0.0174048,-0.18961804,0.08932895,-0.2403699,0.006600354,-0.21292329,0.10727249,0.010256963,0.15251225,-0.0034041593,-0.024836412,-0.05707307,0.064112276,0.18282832
55,-0.023807425,-0.16003957,-0.17755538,0.04444614,0.08092374,0.10095337,-0.036502004,0.019648898,0.16063388,0.00891421,-0.0972322,-0.05244735,0.10611956,0.027208256,-0.021775568,0.05562249,0.09704415,0.05993502,0.00041000976,0.0999369,-0.020834012,0.25507402
56,-0.09263648,-0.13961259,-0.18145633,0.06670534,0.13798319,-0.081643865,0.00015407614,0.02906954,0.03505492,-0.12951586,0.03673892,0.08277811,0.154841,0.03170004,-0.24917273,0.0009780405,0.09877303,0.048270978,0.07008596,0.051629756,0.070707366,0.18039954
57,-0.052553717,-0.077517115,-0.13555844,-0.01750717,-0.011152976,-0.10041574,-0.022585442,0.0018094081,0.13370842,-0.14653449,0.07354671,0.17354228,0.094536394,0.19660266,-0.25455868,-0.037548855,-0.069813415,0.05509615,0.026262162,0.2836416,-0.016411677,0.13282207
58,0.0421431,0.032469396,-0.082983196,-0.008730533,0.02180186,-0.10240195,0.044268366,-0.017282223,0.0782146,-0.1426788,0.031411536,0.1301037,0.007359878,0.008939663,-0.23469439,-0.048526287,-0.15775593,-0.006264801,0.04276081,0.20380662,-0.019275198,-0.0713119
59,-0.0031033345,0.15906692,0.04208736,0.010383103,-0.116013475,0.07552412,0.16618356,-0.020543557,0.002671129,0.04472868,-0.111164786,-0.048319325,0.0069246776,-0.010782711,-0.120287105,-0.07551029,-0.14538163,-0.054785993,-0.001007295,0.08807235,0.10488414,-0.008311151
60,0.0244602,0.03952388,0.09514718,0.0049672276,-0.1054662,-0.039783586,0.16481416,-0.005858768,-0.13171823,-0.013179967,-0.020906843,-0.15794988,0.00087713264,-0.06506726,0.16419446,0.009051077,-0.012507851,-0.06596592,0.027341774,-0.08603787,0.02900744,0.20242405
61,0.06500111,-0.18646689,-0.022990635,-0.030813798,0.08221274,-0.11480929,0.07556799,0.029623596,-0.0245593,-0.02659139,-0.0077079274,-0.15105818,-0.018594781,-0.021796267,0.2840557,0.074287206,0.10625762,-0.04204737,-0.005824743,-0.0012836307,-0.010444989,0.06891768
62,-0.007742095,-0.15480925,-0.16004296,0.026475467,0.15732698,0.012072725,-0.0018789899,0.053089917,0.31437224,0.30909878,0.037757725,-0.06877823,0.023923907,-0.095538534,0.05531376,0.013428994,0.2197053,0.036518127,-0.020535272,0.025651636,-0.029061344,0.10702621
63,-0.11228131,-0.044294573,-0.08279634,0.19237894,0.111891255,-0.11045714,-0.0072148144,0.011804136,0.099755265,0.020865666,-0.006469592,0.14797232,0.1674601,0.074669674,-0.21102044,-0.005647064,0.26037997,0.09976897,0.06140461,-0.04972788,0.08483608,0.23451853
64,-0.052345667,-0.12339075,0.001422517,0.05458559,0.05483575,-0.25166023,-0.08865589,0.025185883,0.026253905,-0.11334163,0.11804003,0.39792454,0.13772728,0.23201883,-0.20181157,0.045924056,-0.098057106,0.14487952,0.053539857,0.27999243,-0.08450316,0.06782078
65,0.008461851,0.051977932,-0.008165024,0.035865813,0.028544024,0.013903495,0.008378373,0.034536187,0.14704251,-0.21767272,0.015294815,0.2772313,-0.05792917,0.22215761,-0.10643582,-0.044208303,-0.25490043,0.041557364,0.08467316,0.23210186,0.038032856,-0.21618962
66,0.029858194,0.33641508,0.056275327,-0.091356404,-0.17381921,0.08505771,0.17369266,0.003564462,0.027328169,-0.008127451,-0.097887725,0.14573495,-0.00097595993,0.0887929,-0.081091985,-0.08466659,-0.23204754,-0.068795845,0.02096522,0.1721149,0.037081156,-0.28901824
67,0.018518228,0.17715108,0.2035392,-0.04147684,-0.14725128,0.15145025,0.22971871,-0.030281566,-0.20426433,-0.01713592,-0.09364305,-0.16311333,-0.0075494647,-0.13758302,0.22327408,-0.13458563,-0.16863488,-0.12241241,-0.008727018,-0.040130563,0.10887346,-0.09779385
68,0.114990056,-0.088338956,0.04925853,-0.072780095,-0.12555999,0.067309864,0.1420507,-0.03956779,-0.13199468,-0.08306219,-0.09864622,-0.29589605,-0.13512562,-0.12902683,0.4529162,-0.05603768,0.03746108,-0.13040373,-0.036831826,-0.12788416,0.05202623,0.05991388
69,0.09616015,-0.20748553,-0.036813397,0.0044925567,0.091376066,0.21193609,0.026513007,0.023731686,-0.0032377746,0.2980734,-0.028831447,-0.34375787,-0.04675368,-0.14460084,0.41236824,0.030391995,0.15685114,-0.036602996,-0.06127648,-0.104821935,0.03573152,0.12293641
70,0.02051843,-0.25093585,-0.20743136,0.05821525,0.16097306,-0.030981109,-0.034795318,0.030193258,0.23880383,-0.008246635,-0.01289548,-0.18851748,0.1498235,-0.1325283,0.1797431,0.12761588,0.41841987,0.0827622,-0.014223234,-0.21755148,-0.05872336,0.21078406
71,-0.15328072,-0.20062238,-0.112159394,0.19548206,0.2668496,-0.25693652,-0.14288372,0.1068421,0.120018244,0.019301198,0.20174165,0.1430172,0.1748403,0.06927152,-0.03424251,0.10267655,0.15776157,0.14524315,0.07102566,0.16377941,-0.07346701,0.36951113
72,-0.052130528,-0.19395196,-0.18900013,0.03704883,0.11666965,-0.32534966,-0.09937117,0.24798836,0.20942847,-0.2684019,0.020000607,0.42288613,0.16834688,0.34594682,-0.4763369,0.00580569,0.0014053266,0.18613583,0.09266229,0.27744415,0.022385605,0.065151185
73,-0.1167945,0.11681844,-0.018260546,-0.04720383,-0.015361708,-0.038650364,0.040589195,0.012959066,0.10821494,-0.10948029,0.12514283,0.31156382,0.06347433,0.30454028,-0.55174327,-0.1990608,-0.38371173,0.026663683,0.09998986,0.36899817,-0.025452984,-0.18368354
74,0.058626905,0.35199547,0.08904171,-0.11652108,-0.17843436,0.15330707,0.31853202,-0.09939353,0.11715593,-0.12095402,-0.082245216,0.0705184,-0.014709756,0.091372654,-0.11114371,-0.23812142,-0.2688549,-0.14512792,0.025626224,0.13965473,0.05076113,-0.19621961
75,0.037540704,0.13915081,0.30623952,-0.07471354,-0.14873862,0.023868212,0.28208268,-0.112076774,-0.20939238,-0.024829824,-0.11974788,-0.25820494,-0.10302554,-0.25803035,0.32940915,-0.15112719,-0.17221907,-0.20069148,-0.06243973,-0.010628009,0.038851425,-0.10554068
76,0.29357573,-0.0711454,0.025539272,-0.032138452,-0.049698234,0.19353065,0.17788745,-0.060712807,-0.12918119,-0.021335186,-0.14742197,-0.46756488,-0.13360994,-0.2756924,0.650314,-0.011327524,0.121992394,-0.14978674,-0.09285305,-0.14568114,0.08071173,0.05724762
77,0.043035075,-0.3199109,-0.06407962,0.03884981,0.14898819,-0.016687086,0.0470721,-0.0055802576,-0.025120296,0.007956265,-0.113513276,-0.5196604,0.18087038,-0.4014559,0.46682215,0.14509244,0.31981042,0.008166334,-0.07198854,-0.2097124,0.07766442,0.2805699
78,-0.07809068,-0.48339325,-0.38741583,0.19993754,0.1963635,-0.21544175,-0.0693753,0.10922234,0.12072788,-0.1504109,0.07267911,-0.21663697,0.15478593,-0.091185346,0.056992184,0.1430419,0.45330635,0.105051965,0.0055014384,-0.035923194,-0.0077190325,0.5533968
79,-0.10559684,-0.36228502,-0.42174974,0.11296831,0.30253845,-0.26043057,-0.17296378,0.076104686,0.3124735,-0.121853575,0.105277464,0.19367628,0.22816843,0.22566938,-0.28989673,0.098245665,0.25624764,0.17981143,0.08047707,0.29495463,-0.13120224,0.4368837
80,-0.06699061,-0.082223445,-0.25246346,0.057046335,0.25990203,-0.33006555,-0.13176726,0.11471863,0.2629403,-0.2171219,0.13044453,0.39383405,0.32640654,0.25524154,-0.7416555,0.16828975,-0.094125465,0.20737801,0.12374163,0.4876263,-0.092133515,0.15374464
81,-0.1474438,0.27039158,-0.15946513,0.07839215,-0.07028481,-0.179093,0.06596588,0.12837973,0.107484445,-0.29510918,0.061949443,0.35512725,0.13496731,0.218272,-0.89223236,-0.17810807,-0.3011983,0.05375035,0.12817279,0.4101501,0.07009481,-0.009170372
82,0.1035592,0.42846698,0.11370878,-0.11623785,-0.1729627,0.011738546,0.18450694,-0.061106943,-0.0945452,-0.14515683,-0.14662428,0.23737429,0.08644104,0.21677513,-0.45575124,-0.27362326,-0.42511654,-0.1356501,0.04356814,0.29308915,0.064826526,-0.1492344
83,0.1801069,0.2311343,0.3528917,-0.20079616,-0.19854078,0.10893648,0.23475848,-0.13675635,-0.26963112,-0.16297927,-0.07930164,-0.23969303,-0.04345624,-0.28659108,0.13015082,-0.24546197,-0.29308268,-0.22043784,-0.065750815,0.007402774,0.09097709,-0.18320492
84,0.23338382,0.025962304,0.2088879,-0.016856266,-0.2135013,0.22798398,0.15938517,-0.078318626,-0.15112202,-0.046434183,-0.19119447,-0.5662357,-0.18033701,-0.45028722,0.54497164,-0.12398545,0.06638553,-0.19271633,-0.038943425,-0.123583764,0.17476895,0.042005725
85,0.052931406,-0.15431313,-0.022778556,0.08928073,0.056679137,0.024102423,0.021474449,-0.040446937,-0.108109556,0.07679791,-0.26506492,-0.5857355,0.061979048,-0.33988482,0.50890446,0.058065295,0.27103576,-0.047305968,-0.0952754,-0.20355904,0.03393238,0.31551307
86,0.010124786,-0.45409212,-0.285073,0.094151385,0.27434736,-0.22921382,-0.12166135,0.05449032,-0.046739865,-0.115615256,0.04744494,-0.35221142,0.21914452,-0.06586254,0.19164589,0.15317608,0.34214002,0.089211255,-0.010152937,-0.14649588,-0.06066379,0.4612512
87,-0.017519526,-0.40568042,-0.2547356,0.07234376,0.35414597,-0.22763404,-0.08276498,0.07884032,0.26951143,-0.21435705,0.22758777,0.015681723,0.49877375,0.027283547,-0.34929943,0.08981642,0.23954192,0.18088192,0.050531365,0.1454663,-0.13953255,0.42006403
88,-0.09878254,-0.20466848,-0.19006512,0.1724459,0.2838139,-0.33184126,-0.07647719,0.05188266,0.31880558,-0.2195598,0.30914637,0.27925733,0.18371885,0.14168401,-0.72348845,-0.12796816,-0.0050005447,0.11121342,0.11998332,0.43109673,-0.018495886,0.3567374
89,-0.035850063,0.12831016,-0.14955395,-0.04883642,-0.053983036,-0.22741665,0.038423575,-0.06397408,0.33646923,-0.24601279,-0.11051667,0.38083905,0.1723672,0.2837443,-0.798081,-0.16712433,-0.1759461,-0.013378844,0.24557133,0.44623935,0.018886551,0.0073415916
90,-0.092301965,0.33839747,0.08981597,-0.08012414,-0.14438643,-0.07895989,0.20442212,-0.018965386,-0.058284324,-0.21862103,0.02906499,-0.008029022,0.063612916,0.021968886,-0.37695122,-0.28728604,-0.29434407,-0.095168486,0.018956915,0.36899444,0.016863223,-0.10538005
91,0.23362976,0.20096861,0.070565656,-0.1086908,-0.13752937,0.09410407,0.20623559,-0.14137538,-0.15002266,-0.17494583,-0.22480233,-0.17293662,-0.1453047,-0.12997231,0.19555238,-0.2687801,-0.1973081,-0.16552763,0.009486787,0.17134322,0.21662733,-0.035045225
92,0.11861764,-0.019950315,0.09697448,-0.09224038,-0.17273843,0.067937516,0.15143375,-0.13437079,-0.20762175,-0.12413587,-0.25346333,-0.544315,0.06363412,-0.1448617,0.4057023,-0.08958906,-0.037377596,-0.15146963,-0.07714862,-0.1185635,0.056941174,0.03897902
93,0.12015323,-0.2641122,-0.1001704,-0.038892932,0.17427102,0.02960449,0.046690073,-0.043740112,-0.116746925,-0.13533184,0.025613016,-0.6283269,0.028480519,-0.47270045,0.45167795,0.009304159,0.21406557,-0.028354637,-0.07278611,-0.17967825,-0.06865452,0.2588882
