,x0,x1,x2,x3,x4,e0,e1,e2,e3,e4
15,0.037342377,0.11096434,0.06709564,0.046119433,0.00050078105,0.007986549,0.048879985,0.012013786,0.0077382983,0.00050078105
16,0.03457439,0.0639479,0.13030216,0.07525565,0.004519097,0.011264283,7.384358e-05,0.074569605,0.037491094,0.004519097
17,0.05849666,0.24885604,0.15234724,0.07504103,0.006843883,0.01860929,0.14647408,0.11811374,0.013878212,0.006843883
18,0.044223964,0.13323633,0.1296097,0.079479374,0.003745639,0.003281506,0.0073431567,0.0017597306,0.0062971725,0.003745639
19,0.057230942,0.11748944,0.07165151,0.064340815,0.06321451,0.015618436,0.009766351,0.0031605212,7.61425e-05,0.06321451
20,0.06503952,0.097401425,0.09640005,0.073978044,4.512853e-06,0.0012618596,0.0010713644,0.006048079,0.009868599,4.512853e-06
21,0.076517016,0.1475655,0.049113985,0.07082825,0.001423909,0.039525732,0.048350077,0.0004110134,0.011972717,0.001423909
22,0.038916398,0.08088073,0.18515584,0.06066992,0.0031441743,0.0027903186,2.1930218e-06,0.11066114,0.01119913,0.0031441743
23,0.053737268,0.12832612,0.04265378,0.07236954,0.028560426,0.021830218,0.0003364833,0.0006413273,0.0003979554,0.028560426
24,0.08168354,0.11332334,0.12888259,0.07784928,0.000117800344,0.03121856,0.03989532,0.05043932,0.028519023,0.000117800344
25,0.045565307,0.12955001,0.059105083,0.07685006,0.00046504382,0.0065817684,0.0047751805,0.002384515,0.0047167526,0.00046504382
26,0.07035487,0.107051745,0.06503792,0.05477229,0.09152406,0.03169732,0.035387777,3.0390622e-05,0.009275916,0.09152406
27,0.0731544,0.14667718,0.13197882,0.07376975,0.0033935453,6.2199656e-06,0.042406704,0.032690924,0.0033474648,0.0033935453
28,0.06547111,0.13768822,0.07620079,0.08423854,0.058610324,0.026889462,0.01583078,0.0011654254,0.013664404,0.058610324
29,0.17893615,0.1127627,0.14782536,0.090841696,0.039514266,0.107511714,0.006214538,0.049676094,0.019711513,0.039514266
30,0.071655475,0.19697079,0.086562805,0.22363642,0.013209997,0.0064774994,0.0010010413,0.010424326,0.10935705,0.013209997
31,0.12120719,0.13863036,0.113520935,0.17251644,0.014233495,0.0027839842,0.0003096168,0.008430544,0.07375026,0.014233495
32,0.10247741,0.17495145,0.0941695,0.10907033,0.02523921,0.009102441,0.010899908,0.017737564,0.003700815,0.02523921
33,0.20400003,0.14009187,0.10187518,0.09037988,0.026769003,0.13684525,0.008191037,0.0017798485,0.007640762,0.026769003
34,0.09749949,0.2076145,0.10847807,0.1510212,0.016391205,0.038925048,0.025389666,0.025047638,0.045265175,0.016391205
35,0.09227062,0.15028997,0.1232788,0.11138507,0.026749248,0.00856442,0.0054480825,0.011275948,0.018037582,0.026749248
36,0.08802,0.22067684,0.13716565,0.089506805,0.044953782,0.01895284,0.07836857,0.048646037,0.0010858786,0.044953782
37,0.07092702,0.16180922,0.16968736,0.095550045,0.011182708,0.0036967222,0.0156012485,0.036872048,0.005638488,0.011182708
38,0.06286935,0.15119845,0.12981768,0.10666251,0.004318526,0.0095029725,0.004208054,0.043321714,0.019825723,0.004318526
39,0.057596948,0.124409966,0.14583884,0.08952281,0.022575906,0.0021064284,0.00032118932,0.06808036,0.013605791,0.022575906
40,0.056214586,0.17020218,0.073682,0.082220405,0.01939937,0.00016522953,0.040459607,0.00018906256,0.0033367765,0.01939937
41,0.07251633,0.093744494,0.10125572,0.08565715,0.013416538,0.021706441,0.0033912605,0.006454943,0.02777806,0.013416538
42,0.062091973,0.12518623,0.10045824,0.08231962,0.0032500734,0.01255513,0.013531795,0.046877727,0.01410818,0.0032500734
43,0.10379745,0.11354485,0.065675825,0.062998936,0.049794078,0.061012603,0.01087733,0.0014576662,0.0009689627,0.049794078
44,0.14180844,0.13908201,0.09688347,0.12235038,0.0022228896,0.08541193,0.026147135,0.015214005,0.051783804,0.0022228896
45,0.062791124,0.15049158,0.074110076,0.09104469,0.014271959,0.000504487,2.3061573e-06,0.0034576196,0.00022839442,0.014271959
46,0.077274434,0.13284445,0.091627255,0.060600385,0.0036210543,0.02461611,0.038064692,0.009245484,4.592604e-05,0.0036210543
47,0.06331269,0.1874361,0.0692168,0.06017443,0.022790859,0.031201964,0.0869299,0.00098405,0.0018936506,0.022790859
48,0.042765416,0.11350231,0.10727192,0.066640556,0.001174677,0.0012827696,0.02649624,0.002158431,0.012766863,0.001174677
49,0.033983614,0.092094444,0.057589162,0.05793075,0.022447733,7.600131e-05,0.000121971614,0.00025067024,0.0034676082,0.022447733
50,0.047694,0.08426556,0.06174588,0.08911556,0.024795713,0.0075047617,0.018384555,0.0044747884,0.046127748,0.024795713
51,0.060547512,0.15438044,0.056036722,0.10123077,0.023928951,0.0035918776,0.07118268,0.0015060881,0.045392986,0.023928951
52,0.06579369,0.16919991,0.090632536,0.1416421,0.0006728535,0.003213827,0.079617865,0.001477836,0.08120611,0.0006728535
53,0.07288376,0.115329765,0.09126046,0.11324379,0.0013340256,0.0017262902,0.0015379182,0.0063240808,0.0385585,0.0013340256
54,0.057533834,0.11156623,0.06501385,0.071409784,0.0044867615,0.00024492567,0.00084966706,0.006681955,0.0017292717,0.0044867615
55,0.06863908,0.21418338,0.060312442,0.049813397,0.015775682,0.030690804,0.13393539,0.0022859478,0.00020233938,0.015775682
56,0.03298732,0.14865808,0.123885885,0.110068664,0.0015800789,0.00019277845,0.067785054,0.00890636,0.06143352,0.0015800789
57,0.06274489,0.14405291,0.17827424,0.10144259,0.014504456,0.0069205193,0.037704125,0.10315516,0.034312107,0.014504456
58,0.06149476,0.19427037,0.079300284,0.17052841,0.0053313253,0.0035212375,0.044774037,2.1600248e-05,0.08128688,0.0053313253
59,0.114641204,0.11519927,0.112543784,0.08105482,0.11623306,0.026711334,0.00083680224,0.012742936,0.001891122,0.11623306
60,0.11153093,0.1758742,0.18237856,0.10755494,0.0153454505,0.012886988,0.012959755,0.0666624,0.0014367255,0.0153454505
61,0.06626837,0.17815101,0.10217523,0.10420438,0.07006738,0.0048181703,0.00047116732,0.0065653976,1.9076679e-06,0.07006738
62,0.09119001,0.12854615,0.1277401,0.090850376,0.03322394,0.0040541324,0.000756413,0.0036309003,0.0051715397,0.03322394
63,0.1018389,0.252416,0.08888976,0.09855162,0.0015738717,0.039801747,0.11193237,0.008004716,0.012800523,0.0015738717
64,0.05035369,0.13879497,0.14046383,0.07437519,0.00026353588,0.00029094567,0.018399272,0.013468894,0.001661648,0.00026353588
65,0.11729036,0.1499027,0.09272074,0.075801045,0.004064534,0.079971,0.035834257,0.023191482,0.009436978,0.004064534
66,0.04067347,0.13045909,0.08740511,0.0738276,0.05997079,0.00074067985,0.005487143,0.010421492,0.0013584315,0.05997079
67,0.07421197,0.104115434,0.120880745,0.07055702,0.038626827,0.007312774,0.006626547,0.025665812,0.005087776,0.038626827
68,0.08837297,0.1883331,0.08030638,0.08825669,0.061006207,0.033781044,0.06349077,0.008935251,0.012187547,0.061006207
69,0.100738555,0.13637559,0.12664239,0.099115536,0.020467797,0.026107106,0.014720189,0.001972739,0.019629968,0.020467797
70,0.06290817,0.19379081,0.13322893,0.099949494,0.03489309,0.0031165103,0.0502045,0.054807227,0.0132084275,0.03489309
71,0.110086426,0.13216534,0.11488669,0.14802127,0.024424795,0.04266513,0.00038614875,0.00054474047,0.06527634,0.024424795
72,0.11717175,0.15889326,0.09151393,0.10040574,0.07392879,0.030948717,0.003295177,0.013218862,0.0010509484,0.07392879
73,0.111565664,0.14802192,0.19312724,0.09815934,0.078063756,0.024398403,9.544414e-05,0.07671623,0.002404289,0.078063756
74,0.10974429,0.20991454,0.15592322,0.12891656,0.022493381,0.021632738,0.013512292,0.042880382,0.008687555,0.022493381
75,0.10567159,0.25587344,0.24518833,0.104613915,0.028454138,0.029966624,0.08518723,0.12898436,0.00034456013,0.028454138
76,0.068698294,0.25171435,0.15336998,0.15584145,0.030360619,0.0021642682,0.0430174,0.0112061985,0.034859464,0.030360619
77,0.100649185,0.15936662,0.1520859,0.12516013,0.0059370226,0.0075481483,0.0017819626,0.01104842,0.023092534,0.0059370226
78,0.09315638,0.16105653,0.094677985,0.100350164,0.013144942,0.027607804,0.0019147033,0.012026165,0.004392109,0.013144942
79,0.056774598,0.15196243,0.11715438,0.28214094,0.012897066,2.704564e-05,0.029671466,0.030053645,0.20680857,0.012897066
80,0.14776482,0.17065234,0.083766624,0.12105392,0.015456012,0.00024581124,0.0099283615,0.0013368829,0.0038121715,0.015456012
81,0.068451375,0.16096406,0.098526254,0.09680204,0.00030528125,0.0001964113,0.011070862,0.0054720775,0.0047917017,0.00030528125
82,0.04857025,0.15769647,0.112680815,0.06602804,0.028762871,1.6588176e-05,0.049930826,0.032046147,6.80834e-06,0.028762871
83,0.11696796,0.109403,0.10040556,0.13757882,0.0024034572,0.06957251,0.0050797425,0.0071758814,0.07356832,0.0024034572
84,0.078864895,0.17313012,0.13913335,0.11236578,0.07602196,0.008873761,0.029447787,0.083230115,0.023026843,0.07602196
85,0.12034391,0.22448002,0.1486025,0.108039625,0.003536211,0.026150033,0.06838396,0.02402646,0.006443127,0.003536211
86,0.06326754,0.17865786,0.122228235,0.10102706,0.026431222,0.007479619,0.016290689,0.008220124,0.0058964905,0.026431222
87,0.06446385,0.16951293,0.11315796,0.07874612,0.03537637,0.0007347063,0.044900473,0.010613418,0.0005076047,0.03537637
88,0.122259066,0.16943243,0.23926239,0.11006527,0.006895596,0.065197825,0.052090902,0.13681774,0.037129197,0.006895596
89,0.070232674,0.2110384,0.111331604,0.15544945,8.524074e-05,0.011752242,0.0010374537,0.02316759,0.035828866,8.524074e-05
90,0.08178957,0.13372988,0.15374953,0.08431409,0.024925902,0.0040222276,0.004064068,0.04818771,3.9350944e-05,0.024925902
91,0.07783663,0.1477752,0.091946006,0.090671234,0.043823548,0.023216637,0.0026956468,0.012618116,0.0044764644,0.043823548
92,0.08631601,0.13059686,0.116688035,0.099040255,0.036188766,0.019068621,0.012081843,0.020888666,0.022970896,0.036188766
93,0.07100031,0.1399523,0.0839849,0.10336888,0.01597946,0.0033857974,0.0046430295,0.00059208187,0.018810619,0.01597946
94,0.11522709,0.10780964,0.084901854,0.08942784,0.00010541615,0.055552922,0.00047994877,0.006935973,0.02084446,0.00010541615
95,0.08488123,0.16634028,0.054207526,0.10220058,0.0058878283,0.040114604,0.04389249,0.00024999582,0.029785028,0.0058878283
96,0.0591184,0.15017183,0.10929129,0.099873595,0.11090898,0.005074194,0.053605355,0.023177242,0.038079306,0.11090898
97,0.123936884,0.13807032,0.15766947,0.09611863,0.06435059,0.018545598,0.0011698315,0.027129063,0.0013205603,0.06435059
98,0.1484938,0.21245646,0.20369136,0.14059867,0.001770643,0.068259194,0.031535976,0.10248091,0.030079786,0.001770643
99,0.09502173,0.30885258,0.10840032,0.12419553,2.6190017e-05,0.023837075,0.09716768,0.0012867671,0.0005569175,2.6190017e-05
100,0.17135115,0.13658102,0.15629278,0.0869954,4.406355e-05,0.10924029,0.0038145576,0.0018533975,0.005084455,4.406355e-05
101,0.04628769,0.21690749,0.0711598,0.116912305,0.063685454,0.0027679594,0.031325653,0.002847264,0.013241457,0.063685454
102,0.09564772,0.139615,0.14663859,0.07495471,0.034693494,0.0053488477,0.03574182,0.006342108,0.0004434024,0.034693494
103,0.065990195,0.2081339,0.10576326,0.102942616,0.009890948,0.011166094,0.059578706,0.018609013,0.014958985,0.009890948
104,0.05734329,0.11707076,0.11885043,0.09036823,0.032165166,0.00092650607,0.0029856402,0.009838005,0.019221475,0.032165166
105,0.07387126,0.12207175,0.0826942,0.09287934,0.021485353,0.012604564,0.0033415474,0.00807624,0.01819757,0.021485353
106,0.057585508,0.11011232,0.072171606,0.12067022,0.0007388068,0.000403161,0.0032384165,0.00039305506,0.052937686,0.0007388068
107,0.0783958,0.099029526,0.084929086,0.27834222,0.0006844765,0.017691288,0.0037987153,0.029503526,0.21555069,0.0006844765
108,0.18629625,0.16292636,0.06230231,0.11235425,0.0059891567,0.046782915,0.011507242,0.012445307,0.0017663557,0.0059891567
109,0.061431665,0.15812077,0.08673317,0.093766026,0.063597195,0.0022599616,0.004235638,0.0022754152,0.002030538,0.063597195
110,0.08883214,0.12821454,0.15015796,0.09482738,0.039257035,0.010150526,0.01479131,0.039298985,0.018445365,0.039257035
111,0.07525079,0.15308246,0.09847861,0.09664931,0.037070677,0.008208588,6.631615e-05,0.014742824,0.003380687,0.037070677
112,0.10290864,0.13823232,0.10982131,0.077668585,0.024575155,0.036048647,0.017937627,0.014744745,0.0008062394,0.024575155
113,0.19386265,0.13798845,0.08246195,0.07897893,0.018347796,0.14274079,0.00606253,0.0010582121,0.00023550598,0.018347796
114,0.1681566,0.17651476,0.07818325,0.09655941,0.101680204,0.11949324,0.014020785,1.5126284e-05,0.0031465827,0.101680204
115,0.11761822,0.18021338,0.14102988,0.22339332,0.0005016041,0.018498404,0.007483556,0.0019323918,0.11224846,0.0005016041
116,0.15730907,0.19321688,0.094542265,0.12066571,0.000303264,0.045361612,0.007919083,0.004184777,2.9951922e-05,0.000303264
117,0.11451392,0.18121377,0.14755258,0.096860394,0.011628968,0.05402944,0.025045874,0.0507925,0.0036553198,0.011628968
118,0.0859976,0.16437286,0.100643076,0.09964299,0.009638979,0.031752918,0.0062172646,0.004221707,0.007004027,0.009638979
119,0.058974646,0.15233302,0.09116333,0.23599383,0.09698458,0.00433366,0.031692196,0.004157406,0.16201317,0.09698458
120,0.23010126,0.17407209,0.12828065,0.18651494,0.000119699704,0.06361204,0.015758486,0.0036218492,0.065735854,0.000119699704
121,0.09358195,0.22633065,0.17382061,0.14030895,0.0064548543,0.0002646318,0.0004810217,0.08672472,0.0040547983,0.0064548543
122,0.0840448,0.19988069,0.12508315,0.113098025,0.027632603,0.010662898,0.029488457,0.00869039,0.009556438,0.027632603
123,0.26782995,0.14021948,0.14362481,0.13190192,0.010522928,0.19746463,0.00047284903,0.029868156,0.04443728,0.010522928
124,0.07761341,0.24183606,0.08778779,0.14926493,0.021072423,0.0064009894,0.00050245516,0.012416585,0.010795021,0.021072423
125,0.09150947,0.12624829,0.13166377,0.115757,3.2985429e-06,0.0063407933,0.0009633513,0.0002095215,0.031822365,3.2985429e-06
126,0.07219571,0.17804016,0.063450314,0.10677996,0.0068298997,0.0143155595,0.03751347,0.00032452587,0.02204658,0.0068298997
127,0.06321998,0.097913906,0.092460595,0.08215996,0.03313083,0.006415048,0.0016884356,2.5560736e-05,0.01984599,0.03313083
128,0.06761027,0.15024927,0.27763563,0.06831684,0.06833001,0.009964878,0.043586295,0.21211328,0.0005739982,0.06833001
129,0.07050355,0.26473293,0.14325708,0.13971907,0.06913141,0.002180125,0.05794826,0.033967428,0.019245882,0.06913141
130,0.13628541,0.16418824,0.1708196,0.11101766,0.03481926,0.031860173,0.005095307,0.0038874254,0.005364879,0.03481926
131,0.07630223,0.19628613,0.14581947,0.11337344,0.012833141,0.0033837743,0.00627439,0.046315726,0.00013796352,0.012833141
132,0.07157065,0.14486007,0.110286936,0.12025781,0.009704559,0.008467363,0.0022475922,0.0057273074,0.033175733,0.009704559
133,0.1710751,0.14152804,0.08437988,0.08339489,0.021914262,0.10609393,0.018108653,0.007097568,0.0054399027,0.021914262
134,0.13147509,0.15601571,0.08710988,0.118208215,0.010201811,0.078820504,0.0019609164,0.005388726,0.028017174,0.010201811
135,0.06466337,0.14968412,0.08551603,0.11639547,0.012574852,0.0004583588,0.008289125,0.0024072705,0.02964672,0.012574852
136,0.073019974,0.14274359,0.08681156,0.089632146,0.04752532,0.008534809,0.035411313,0.0056820763,0.01984472,0.04752532
137,0.091396,0.24704903,0.10174039,0.074666984,0.025544738,0.022817263,0.1328439,0.0066059357,0.0004197374,0.025544738
138,0.1404334,0.12608406,0.13672659,0.07731271,0.014867094,0.09032753,0.0044629313,0.00042970362,0.0039756773,0.014867094
139,0.084132016,0.17888305,0.29278243,0.09713978,0.03933095,0.038042117,0.017258102,0.22230686,0.004804834,0.03933095
140,0.13336907,0.2887237,0.11266198,0.16421303,0.010709905,0.065133706,0.066148795,0.0035549847,0.035866745,0.010709905
141,0.17396683,0.16831194,0.1520275,0.14470266,0.010313484,0.08650535,0.0015656744,0.0023106923,0.039464165,0.010313484
142,0.07807046,0.21109611,0.1520162,0.122945845,0.0023149485,0.00056239095,0.0093449205,0.06270348,0.0026932368,0.0023149485
143,0.06406003,0.15346777,0.16137053,0.09819673,0.001068041,0.0014296297,0.0071092513,0.054665003,0.009359864,0.001068041
144,0.06555852,0.14199018,0.120279245,0.100352116,0.01135124,0.015926136,0.0044587124,0.043011338,0.019178277,0.01135124
145,0.05806194,0.13566159,0.1036059,0.07565424,0.007046641,0.002210258,0.014816858,0.026935192,0.0012689532,0.007046641
146,0.046086445,0.15501978,0.08607798,0.08427271,0.0068345955,0.004736006,0.05351064,0.014723866,0.02318053,0.0068345955
147,0.097362876,0.11256356,0.10302006,0.17513025,0.049019113,0.051809225,0.02370452,0.022092871,0.119312316,0.049019113
148,0.14696029,0.15905951,0.08280445,0.15713495,0.0016866162,0.03488561,0.0028307028,0.0020131124,0.051001884,0.0016866162
149,0.18208493,0.23949857,0.08468472,0.106622525,0.008153492,0.10267415,0.08491081,0.0043116612,0.009475955,0.008153492
150,0.08045527,0.16277103,0.12507604,0.0956327,0.043188296,0.023067262,0.00069220684,0.0012500072,0.00024628997,0.043188296
151,0.09815189,0.14949015,0.11073317,0.12079753,0.0341267,0.028741388,0.012019242,0.007753503,0.034709454,0.0341267
152,0.07781789,0.14384879,0.1780178,0.09118742,0.0063556326,0.00035577358,0.0006752065,0.086209364,0.00023509373,0.0063556326
153,0.055109307,0.334409,0.08847376,0.08851312,0.0031637913,0.0063377805,0.18210538,0.01337155,0.00016843542,0.0031637913
154,0.17511071,0.13045233,0.17530411,0.06263021,0.0020033559,0.12927225,0.03574157,0.006517718,0.0038152088,0.0020033559
155,0.05975225,0.22600386,0.06667937,0.1119764,9.471885e-05,0.027435469,0.034638066,0.00045152998,0.008214307,9.471885e-05
156,0.10655944,0.1307129,0.16991472,0.08275501,0.002525418,0.050523885,0.039479308,0.056865443,0.023129322,0.002525418
157,0.046776343,0.16272955,0.067373484,0.1131503,0.058852773,0.0041361297,0.0031723462,0.0007543229,0.022711646,0.058852773
158,0.08606379,0.100248136,0.13160557,0.07600188,0.005943879,6.225126e-05,0.00017246012,0.020814404,0.0044636605,0.005943879
159,0.053338245,0.21161544,0.06356883,0.12901522,0.008209781,0.0123653645,0.08229433,0.010472826,0.054111443,0.008209781
160,0.068644494,0.1292439,0.18358672,0.10368824,0.0046963715,3.1991403e-05,0.036484107,0.073674105,0.040155213,0.0046963715
161,0.05593179,0.18417493,0.06713827,0.1064191,0.00030658056,0.001739487,0.030963168,0.00016813885,0.016265143,0.00030658056
162,0.06000768,0.0969676,0.10058162,0.09224532,0.0006012076,0.006644836,0.008751145,0.008340871,0.03479638,0.0006012076
163,0.056072857,0.20226279,0.052394643,0.08984681,0.0017523684,0.009649594,0.09875651,0.0036102382,0.026487852,0.0017523684
164,0.046164777,0.10450928,0.12084035,0.05105569,0.014207393,0.0003651848,0.027375724,0.018832775,0.0010390187,0.014207393
165,0.033493586,0.13293356,0.060520396,0.05809205,0.0021907287,0.0008620469,0.03311522,0.0011620595,2.5001238e-05,0.0021907287
166,0.086005725,0.077956066,0.0946174,0.038610652,0.0008393603,0.055864338,0.01587838,0.027055258,3.6463178e-05,0.0008393603
167,0.03287593,0.11011342,0.045786068,0.060287934,0.0016108935,0.013150922,0.009939355,0.0063883536,0.005269651,0.0016108935
168,0.04377108,0.120176114,0.05794092,0.03710903,0.003641442,0.012821669,0.06537041,0.0020787658,0.0019688231,0.003641442
169,0.031152997,0.06361241,0.07515927,0.087966576,0.024170943,0.010777762,0.0025687907,0.0132504925,0.05235096,0.024170943
170,0.07301408,0.08274895,0.047137264,0.06315107,0.019421538,0.016945325,0.0015584363,0.00324559,0.008538628,0.019421538
171,0.05460245,0.08133247,0.16795942,0.17555147,0.049583666,0.013316148,0.0006136466,0.11687417,0.12487048,0.049583666
172,0.112900116,0.17137721,0.06781821,0.12670295,0.020079046,0.00033254304,0.0038124905,0.0023601411,0.014778694,0.020079046
173,0.1147328,0.14543924,0.09810993,0.08674292,0.028265784,0.041341804,0.01838458,0.0023818035,0.0048678373,0.028265784
174,0.084376775,0.13522765,0.10889454,0.0909806,0.027361372,0.026872423,5.4103704e-05,0.022042029,0.009017736,0.027361372
175,0.16574088,0.12902658,0.10445839,0.07824616,0.011903171,0.10656989,0.00280543,0.023163881,0.00034284874,0.011903171
176,0.08448976,0.15957314,0.07921094,0.11586332,0.0041206884,0.0394151,0.0019361615,0.008746065,0.025776174,0.0041206884
177,0.14204785,0.13032109,0.082482025,0.07241099,0.00058563764,0.08205585,0.018474739,0.0006351122,0.0014898166,0.00058563764
178,0.1102267,0.14753856,0.06844294,0.08315781,0.004431908,0.07372838,0.017024454,0.0029895843,0.008776183,0.004431908
179,0.06131733,0.11606326,0.0797811,0.07959193,0.023985669,0.01752247,0.004831013,0.0037958717,0.013027098,0.023985669
180,0.052406564,0.09714303,0.07785404,0.065292746,0.033995103,0.0006177662,0.00069942174,0.00782958,0.0041237404,0.033995103
181,0.054495938,0.09171244,0.11069963,0.068794854,0.0030854386,0.0048520127,0.0017601792,0.045130566,0.011407743,0.0030854386
182,0.06046827,0.117616504,0.12849939,0.06984133,0.021876797,0.024528125,0.01704864,0.08110045,0.010572366,0.021876797
183,0.06377574,0.19035712,0.097046256,0.10419631,0.03487286,0.017916674,0.072943754,0.027299603,0.03402487,0.03487286
184,0.18241568,0.121807694,0.12680836,0.08067046,0.000368413,0.112881094,0.006629401,0.014193375,0.0056976667,0.000368413
185,0.056573365,0.18009995,0.10421462,0.10497082,0.011124201,0.016053926,0.005228212,0.043126564,0.0074050957,0.011124201
186,0.15973356,0.115894176,0.109442875,0.07327438,0.00033244112,0.10168605,0.006476424,0.013830795,0.004053632,0.00033244112
187,0.041823164,0.254459,0.062525235,0.08687322,0.00050215377,0.0050197532,0.10146906,0.0044119307,0.0011774084,0.00050215377
188,0.044820897,0.08150535,0.13478737,0.059680045,0.03474073,0.0011332113,0.0074873012,0.007306796,0.011749105,0.03474073
189,0.058887783,0.12613747,0.073461026,0.08716676,0.033363912,0.011677396,0.01272814,0.015337985,0.018659506,0.033363912
190,0.06405281,0.13557209,0.079896376,0.07140661,0.008005257,0.0037874787,0.039265025,0.00014569091,0.008186742,0.008005257
191,0.07039976,0.14939697,0.07540811,0.05858908,0.0063825096,0.030693825,0.057569414,0.0036194294,0.0027488153,0.0063825096
192,0.040737804,0.098083675,0.080248676,0.05771707,0.022583853,0.008252011,0.008936848,0.0023589353,0.005022204,0.022583853
193,0.058877625,0.094197325,0.07213351,0.052925345,0.013979646,0.018727161,0.013628854,0.011799743,0.0026034936,0.013979646
194,0.052768756,0.08288996,0.07776209,0.049926274,0.023241442,0.01931626,0.00065814477,0.023673607,0.00044724325,0.023241442
195,0.049929556,0.099420555,0.054519914,0.08078085,0.0064311223,0.013345701,0.0158632,0.001454212,0.029856207,0.0064311223
196,0.05716571,0.10182123,0.07585471,0.04943481,0.030527864,0.0135597205,0.0277935,0.02292887,0.001519448,0.030527864
197,0.05631978,0.08712288,0.09651016,0.06052628,0.022799626,0.016338443,0.00062200794,0.030335613,0.0072805113,0.022799626
198,0.05168613,0.13504755,0.05661421,0.06226451,0.06146782,0.010023178,0.037801094,0.0016529576,0.0032255466,0.06146782
199,0.06788306,0.09852594,0.10587256,0.05803319,0.028909286,0.006016895,0.013442691,0.0076148678,2.5023148e-05,0.028909286
200,0.08784261,0.12977555,0.07261281,0.16127652,0.2400755,0.044371378,0.021162119,0.008895197,0.09610201,0.2400755
201,0.23203209,0.18069728,0.19864929,0.2315523,0.024342543,0.03135609,0.00013155607,0.013723758,0.09110044,0.024342543
202,0.13671048,0.3240623,0.19256142,0.17298071,0.08038077,0.008763062,0.044747893,0.09004151,0.0013366437,0.08038077
203,0.16119292,0.22802012,0.2101636,0.15350093,0.034608245,0.034512192,4.380068e-05,0.007942059,0.007842586,0.034608245
204,0.0947063,0.2597811,0.14988118,0.16883653,0.013566845,0.0006517096,0.027075548,0.018566994,0.028970104,0.013566845
205,0.102206126,0.18899024,0.14361104,0.108132124,0.022742782,0.011004435,0.021095647,0.0069370707,0.001384408,0.022742782
206,0.07159386,0.15582022,0.12063902,0.09627068,0.0050094603,0.0061564064,0.00019290592,0.014772512,0.002097668,0.0050094603
207,0.17001122,0.14238518,0.08048291,0.09048143,0.0011329603,0.119371146,0.020948702,6.8071284e-05,0.017103182,0.0011329603
208,0.10640855,0.14944263,0.08010787,0.091167256,2.9008615e-06,0.06060136,0.0012919735,0.008348789,0.0056401277,2.9008615e-06
209,0.047049373,0.11613399,0.092516735,0.07006249,0.0024916022,0.0014642973,8.3238905e-05,0.017793972,0.0006408437,0.0024916022
210,0.09030711,0.10033348,0.06442502,0.084359124,0.09797219,0.054030064,0.012411906,0.005112228,0.031329077,0.09797219
211,0.09580833,0.13593832,0.12297418,0.12227023,0.002290796,0.004642667,0.012989415,0.023821348,0.03800436,0.002290796
212,0.13995019,0.1418664,0.07052767,0.14173159,0.00052298646,0.07766967,0.0013348977,0.0014131119,0.05589571,0.00052298646
213,0.1067294,0.14091519,0.15654638,0.091583595,0.026124712,0.03560212,0.00011260649,0.0853517,0.0034004927,0.026124712
214,0.07203984,0.1928806,0.08370276,0.108322665,0.026457781,0.013185686,0.031815615,0.00018281097,0.013076635,0.026457781
215,0.069977485,0.17254171,0.1380643,0.13417663,0.038522992,0.0025872553,0.060975306,0.028395101,0.061545867,0.038522992
216,0.15313154,0.22956447,0.10953709,0.133217,0.12164587,0.066781744,0.08236867,0.0040047397,0.038031653,0.12164587
