,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x34(t),x35(t),x36(t),x37(t),x38(t),x39(t)
10,-0.12474577,0.036818728,-0.07999982,0.12975055,-0.018973462,0.08659619,0.065022804,-0.23137538,0.0041081132,0.016876934,0.08988698,0.013526674,0.15437773,0.004092751,-0.005819518,-0.035960767,-0.13169815,-0.13926807,0.05110889,-0.09276375,0.24449494,-0.042860117,0.09818659,-0.010997787,0.2492959,0.08359758,-0.0976022,0.12934206,-0.25919935,-0.19967422,0.19722368,0.0156234335,-0.0082521215,-0.032348037,0.04417746,0.07194827,0.16543052,-0.0066302717,0.14497904,0.2495887
11,0.035087947,-0.048740517,-0.009962276,0.015918905,0.08109449,0.008996774,0.075648,-0.15839201,0.07118493,0.13001049,0.09267031,0.006195864,-0.06631189,-0.0035173122,-0.032779433,0.02978538,-0.027274497,-0.19303185,0.021692881,-0.21849427,0.25197005,0.08578379,-0.0014749058,0.0055860495,0.08458835,0.07895478,-0.011679426,0.07764004,-0.26501733,0.023542155,0.1355539,0.062312316,-0.25360397,-0.0050680544,0.08141259,0.041429915,0.28840825,-0.23874527,0.15443715,-0.112841986
12,-0.02828647,-0.003762413,-0.19807574,0.0924451,0.06694652,0.0008492675,-0.01752453,-0.05864451,0.0018214566,0.0034512803,0.16784374,0.053603742,-0.05448333,0.011755247,-0.0992295,0.009899721,-0.050973818,-0.12433399,0.084291115,-0.2512733,0.20122112,0.095026396,0.0030677244,-0.0019054599,0.10152079,0.0078006983,0.08017306,-0.008649071,-0.14757356,-0.06780918,0.33576745,0.19976197,-0.20027977,-0.029898228,-0.061115563,0.089313105,0.12642038,0.0066760033,0.010118235,-0.055762094
13,-0.06136681,0.04699723,0.0963433,0.17249686,-0.00022688834,-0.022052592,-0.032840367,-0.10524916,0.005813365,0.105013125,0.15574268,0.030524429,-0.024513576,0.0056728856,-0.11302232,-0.07549538,-0.076215245,-0.087592036,0.049124364,-0.24458438,0.18519339,-0.023182126,-0.044011757,0.052939303,0.015791297,0.05975891,-0.04489434,0.043854646,-0.26214865,-0.085412554,0.11093939,-0.0030060448,-0.21785252,-0.0038776184,-0.009422684,0.08237587,0.01282882,-0.126667,0.012797397,-0.10622956
14,0.038172074,-0.021992875,-0.041104782,0.16071576,0.030243054,0.02783868,0.008212149,-0.1684155,0.011961869,0.10779852,0.1363478,0.032439165,-0.05342132,0.058624018,0.060928024,0.06445878,0.009749068,-0.075737566,-0.030504761,-0.050935127,0.14697167,0.06838271,-0.041996587,0.08796895,0.019163141,0.0641326,-0.0074451687,-0.031032953,-0.055838212,0.010736562,0.17656519,0.038718138,-0.086092405,-0.13043462,-0.017703786,-0.016741205,0.12815191,0.03752885,0.08781846,-0.0670033
15,0.0034203604,0.0076550585,-0.08423802,-0.008934978,0.099491954,0.0348073,0.0040147835,0.20121005,0.0074812006,0.1034296,0.1032052,0.04053457,0.0043266118,0.067312784,-0.042287122,0.06331338,0.05233229,-0.13289592,0.13468039,-0.11101894,0.089914404,0.05945765,0.07217868,-0.054967973,-0.015084275,0.10878931,-0.00032234797,-0.07586922,-0.24571714,-0.012985347,0.21047853,0.33219266,-0.14717214,-0.04352217,-0.06886525,0.051693365,0.09321256,-0.018377645,0.05347754,-0.11353913
16,0.12641343,2.9572111e-05,-0.074717395,0.024890982,-0.030210014,-0.12132557,0.03078974,-0.027612519,0.04411925,0.069831125,0.28494483,0.07123177,-0.058660664,-0.022434704,-0.243328,-0.09493876,-0.011587545,0.105231404,0.023510354,-0.21902858,0.20482677,-0.086900786,-0.07018917,-0.02446931,-0.004877927,0.07706274,-0.024486542,-0.016471935,-0.040646177,0.025370665,0.06690604,-0.087366775,-0.14239049,0.016972544,0.025677044,0.12769996,-0.1599542,0.018233832,-0.031936105,-0.0846024
17,-0.14411584,0.009712052,0.068197444,0.14756644,0.07986571,0.12843993,-0.09502796,-0.21460404,0.014677096,0.14623244,0.00026875734,0.06982749,-0.052295696,0.00037769414,0.07107279,0.19067532,0.027152037,0.020849817,0.00890807,-0.07052076,0.00046132086,0.15408495,-0.04975079,0.024633387,0.13581222,0.026482766,-0.014918411,-0.014690116,0.15720643,-0.104963645,0.21162842,-0.0034551467,-0.05656658,-0.16288212,0.016764143,0.005868925,0.11348809,-0.036056165,0.0358828,-0.065960586
18,0.11524633,0.0039820224,-0.0027750956,-0.042734157,0.2531493,-0.024593946,-0.0373626,-0.08998999,0.040430278,0.043565433,0.10123356,0.0042839213,-0.017934175,0.08446632,0.08541399,0.08842923,0.0021850434,-0.16036631,0.17395058,-0.044413127,0.03528964,0.017321974,0.06447012,-0.06514279,0.042685874,-0.05856639,0.044252396,-0.072172746,-0.34326106,0.019981015,0.1289202,0.15995952,0.026747147,0.07460387,-0.010838558,-0.034219068,0.007877172,0.0016767811,-0.040626656,-0.050655976
19,0.045119807,0.037858203,-0.10197623,0.047518242,-0.06613817,0.0056752674,0.13043174,-0.046601277,0.010798424,0.041113395,0.06492335,0.021765884,0.0912576,-0.03248932,-0.18129507,-0.10734594,0.04104012,-0.087561205,0.040643826,-0.06053064,0.44241422,-0.05859647,-0.019606113,0.038192745,0.18701382,0.10189169,-0.07972147,0.1681779,-0.14817065,-0.0593163,0.021328453,0.05229345,-0.2195524,0.07967648,-0.023880005,0.090869196,0.14341351,-0.001863189,0.08506049,-0.010300131
20,-0.03211093,-0.036263205,0.026300378,0.053110886,0.13436127,0.01848203,0.018569306,-0.06461168,0.0020701385,0.18321969,0.07897629,0.094602466,-0.01631764,0.089120135,-0.07276995,0.04365708,0.044084776,-0.019762062,0.15691042,-0.25238493,0.12537047,0.23385023,0.009957127,-0.030252706,0.04353246,-0.024999665,-0.076540515,0.051460892,-0.0066646114,-0.12693512,0.1467095,-0.020932905,-0.082399786,-0.0892088,0.021933082,0.1484141,0.22184372,-0.13173194,0.03510875,-0.15289953
21,0.045727998,-0.025312904,-0.20360911,0.07513099,0.08609238,0.10152988,-0.028181888,0.052089095,0.002794852,0.005996501,0.19309527,-0.010349613,-0.01474886,-0.009448227,-0.052594073,0.14988396,-0.02186237,-0.08158728,0.095497884,-0.082523465,0.047113333,0.09522842,-0.050147865,-0.06891605,0.17546454,-0.075109124,0.07212884,0.09765998,-0.15820119,0.04988502,0.2778861,0.17264614,0.0726379,0.042373225,0.013103478,0.010608662,0.016756563,-0.03238176,-0.087613344,0.0062248446
22,-0.05787749,0.04095243,-0.03937217,0.0028958474,-0.059607215,0.060948294,0.08214393,-0.11994643,0.000578815,0.006132152,0.1076527,0.020886552,0.055647735,-0.024288911,-0.11289232,0.0013777465,-0.1410162,-0.050532598,0.045379125,-0.06448352,0.24518988,-0.067214146,0.022090288,0.040673546,0.030885857,0.017708391,-0.04959527,0.153109,-0.24554864,-0.008473763,0.111523785,0.037519507,-0.14934489,0.24290513,0.14099799,0.11696504,-0.17288218,0.021553671,0.1292021,-0.007891572
23,-0.020925159,0.027252628,0.18705332,0.06433284,0.053100996,0.02831466,-0.04688334,-0.0889959,0.00037491907,0.17962755,0.08743996,0.012156514,0.0012537334,0.1578553,0.038463093,0.0049176402,0.014852964,-0.073811315,0.03904713,-0.23862213,0.20617732,0.06933684,-0.0023309384,0.053069185,0.094830014,-0.04332931,-0.021464363,0.12726314,-0.18538402,-0.20522553,0.012345199,-0.012654936,-0.2234444,-0.0065951208,0.00030124187,-0.001454887,0.2330346,-0.05035507,-0.03053673,-0.13349076
24,0.1105114,0.058298945,-0.1803934,0.15760595,-0.015245616,0.030098625,-0.07331552,-0.19649555,0.04308058,0.077961534,0.09551644,0.005698259,-0.03410238,0.041209426,-0.036171265,0.029450241,0.13983479,-0.09279388,-0.014100186,0.0026058853,0.22229989,0.14133045,0.15291469,-0.013549931,0.11098885,-0.06331971,0.025424937,-0.061345212,0.053435937,-0.061020993,0.2549706,0.10013932,-0.13699198,-0.15407288,-0.059442706,-0.017881759,0.13058214,-0.014818605,-0.014160948,-0.14652254
25,0.1666219,0.025530934,-0.14854099,-0.0026999086,0.18988387,-0.04934504,-0.007114377,-0.08531856,6.17629e-08,0.10722411,0.2397286,0.054299466,0.02517,0.07286285,-0.27231538,0.035072174,-0.10794739,-0.112413436,0.057119373,-0.17797436,0.15428913,0.131067,0.0657327,-0.05815441,0.05829885,0.018702963,0.0722486,-0.05673042,-0.3372142,0.07510096,0.13826881,0.18331185,-0.12515,0.016681347,0.08902485,0.15856434,0.20350811,-0.22521715,0.12441914,-0.08935462
26,-0.08869028,0.064756446,-0.3321258,0.14473315,-0.074444644,0.017887488,0.05420879,-0.0041987896,0.02954632,-0.05231519,0.18538734,0.031549048,0.03507721,-0.029051587,-0.20626028,-0.089692354,-0.2174867,-0.08549404,0.07194985,-0.19447668,0.2309929,-0.06806725,-0.07813975,-0.022627808,0.1677987,0.0628054,0.031955633,-0.089658685,-0.16454025,0.12473849,0.40008438,0.07262728,-0.19738343,0.17908995,0.08122701,0.20543095,0.048607294,-0.007846668,0.05199968,0.032502256
27,-0.22796331,0.018426243,0.044665024,0.1580732,-0.038272433,0.17671469,-0.031735882,-0.27569693,0.001229517,0.14807136,0.23765647,0.038848348,0.08116019,-0.0055072447,-0.038776785,-0.031484216,-0.16311657,-0.07336689,-0.0034173261,-0.12810306,0.19127023,-0.011711437,-0.01363579,0.029203884,-0.00082087144,0.100783795,-0.0057833274,0.24037492,-0.41112283,-0.07433903,0.1839661,0.014011674,-0.19592002,-0.02901131,-0.0015375293,0.08287329,-0.041865055,-0.10129537,0.021984596,-0.16508678
28,0.1594286,0.0130913835,0.093235806,0.11985228,-0.059540242,-0.03749823,-0.055799805,-0.14392075,0.050611213,0.13639566,0.08094912,0.0061589726,-0.029137027,0.04950435,0.20602259,0.06860856,-0.07117417,-0.2073371,-0.07474832,-0.120938666,0.40037543,0.03708399,-0.024787668,-0.0018268824,0.054976713,-0.052384146,-0.08579101,0.0318631,-0.09128855,-0.036469165,0.1601204,0.07978043,-0.14735565,0.043543905,0.09117645,-0.0023521595,0.22380556,-0.09689661,0.053301707,-0.11171002
29,-0.0301058,-0.03894413,-0.25263292,-0.011191342,0.23407258,-0.053284843,0.037136063,-0.14581504,9.830022e-05,0.09856168,0.14668256,0.06713654,0.057614878,0.019430162,-0.12460014,-0.03789041,0.0012132134,-0.15454896,0.067195274,-0.28296283,0.09049307,0.14440987,0.10872779,-0.034810003,0.075184815,0.063900515,0.13286859,-0.022215862,-0.26391608,-0.062677674,0.2737269,0.09304387,-0.4095069,0.12011357,-0.10452478,0.06255823,0.18195324,0.019543719,0.057443503,-0.12523201
30,-0.030732043,0.06863086,-0.07548512,0.22763284,-0.08823177,0.069041826,-0.119843766,-0.25167006,0.015753224,0.017113227,0.085685946,0.07232679,-0.07350421,-0.017289639,-0.09648833,0.032828193,-0.10506431,-0.11264354,0.07456661,-0.17105144,0.17894986,0.079829134,-0.081770785,0.009735068,0.10296704,0.06331869,-0.016152352,0.14155765,-0.21592188,-0.2112732,0.0010086969,0.012855698,0.008362301,-0.17310481,0.04096226,0.10630962,0.1445107,-0.18846738,0.017175015,-0.21823378
31,-0.06368174,0.012442779,-0.13232656,0.08553435,-0.017043004,0.1304098,0.061607685,-0.095392436,0.015470613,0.017505072,0.21359393,-0.0030734804,-0.046798468,0.120888576,0.08521296,0.038296625,-0.123484544,-0.17438793,-0.036140703,0.072441496,0.192926,0.030515032,-0.02181475,0.008685466,0.02712695,0.015539975,0.054550916,-0.032627016,-0.238843,0.1753912,0.2432283,0.1155162,-0.05131568,0.04783454,-0.019462531,0.059905965,0.07446762,-0.11480078,0.22638717,0.08789828
32,-2.0572683e-05,0.04249354,-0.09782499,-0.028092531,0.063526064,-0.06515263,0.08546831,-0.091114536,0.020369463,0.0962374,0.09402241,0.06717672,0.07176231,0.0153353615,-0.05045379,0.01844627,-0.016434096,-0.14219496,0.016223725,-0.2746308,0.35595733,-0.021465808,0.02635852,-0.0049802065,0.019898295,0.05181198,0.074344724,0.020220825,-0.18613124,-0.045843333,0.23844439,0.11293471,-0.42599478,-0.021586258,-0.03454424,0.06414971,0.10539815,0.007530256,-0.0055873184,-0.012293715
33,-0.043397613,0.08951039,-0.02333134,0.2095421,0.10115277,0.016748484,-0.13984124,-0.20255533,0.0019869632,0.168059,-0.022635153,0.039184395,-0.022633445,0.0016049277,0.042574737,-0.01909975,-0.03953716,-0.074044794,0.08167338,-0.3291347,0.1512191,0.11332321,-0.06563263,0.062425014,0.1091532,0.019039646,-0.063168876,-0.009936508,-0.026969165,-0.1959079,0.070085295,0.035590436,-0.17735107,-0.2165497,-0.031766813,0.29895335,0.2723242,-0.11196103,0.07253082,-0.22643146
34,-0.014923426,-0.028779227,-0.14285687,0.14340557,0.08720078,0.053882785,-0.051196534,-0.28396195,0.036439754,0.0029177573,0.2590368,-0.009923887,0.02101729,0.03372568,-0.05812378,0.16749336,-0.006568767,-0.17699602,0.14690666,-0.025694828,0.13896467,0.19134586,-0.019151192,-0.07558711,0.17127718,-0.05202195,0.029635679,-0.023042293,-0.31176376,0.06002384,0.18730117,0.12293896,-0.05725528,-0.031278163,0.028701793,0.045934595,0.1313796,-0.19181128,0.1402729,-0.13664567
35,-0.050959997,0.014818553,-0.14008719,-0.017734502,0.023996685,0.047330488,0.062491402,-0.12230852,0.0040667537,0.02480227,0.10508714,0.02144092,0.10219538,-0.031816922,-0.07401246,-0.009380218,-0.21937415,-0.22822815,0.41286457,-0.14647087,0.32005143,0.00498765,0.022777736,-0.044694766,0.056805506,0.08742149,0.09637095,0.089781456,-0.3864359,-0.020906396,0.22224909,0.12174157,-0.19622526,0.14776053,0.075860836,0.14467822,0.19032907,-0.05054109,0.083909765,-0.022732226
36,-0.053804964,0.049467985,0.00807786,0.13214421,-0.0147882365,0.1925546,0.01694141,-0.17092769,0.013589177,0.12712356,0.16665708,0.14617847,-0.04294604,-0.022182198,-0.099222906,-0.062001973,-0.12339724,-0.118237846,0.033014894,-0.24769697,0.3033681,-0.0065760585,-0.019596588,0.0096499175,0.08171971,0.0316455,-0.11361896,0.41063344,-0.4100243,-0.17807187,0.05285557,0.06793074,-0.29242098,-0.007488169,0.062098727,0.09062165,0.096012145,-0.08439811,0.062192246,-0.08728269
37,0.062465042,-0.022369266,-0.043865543,0.098698586,0.06118603,-0.04529433,-0.08449406,-0.15776917,0.0033450185,0.21667168,0.030158127,0.03774895,-0.09506774,0.08024244,-0.007431933,0.08492133,-0.004525988,-0.14156963,-0.024962153,-0.086295545,0.33738858,0.06213391,0.02058743,-0.007083505,0.077101804,-0.11946983,-0.105035104,0.015538782,-0.0833696,-0.1301998,0.23304367,0.00040956913,-0.15730992,-0.104220346,-0.06315744,0.013443276,0.2386092,-0.15034987,0.09877426,-0.15432337
38,0.05400332,-0.052009836,-0.26477882,-0.0045369603,0.19063479,0.038178466,0.065401465,0.0037957318,2.9641804e-05,0.07686889,0.22534288,0.009406108,0.04578153,0.022600036,-0.12252514,-0.016589869,-0.093450285,-0.034420997,0.15763038,-0.27722603,0.1574913,0.16995162,0.05398245,-0.088093415,0.16963935,-0.010295607,0.082312845,-0.064111196,-0.28616536,0.090281434,0.19762051,0.12173009,-0.23756601,-0.06236292,0.0029096361,0.06707266,0.13384674,-0.09625824,0.14081126,-0.055410266
39,-0.07481999,0.04959601,-0.1532002,0.19140008,-0.056448847,0.09578099,-0.093430854,-0.27660686,0.00046627293,0.08810201,0.057222705,-0.0049960706,0.020307327,0.034161277,-0.12034067,-0.012203347,-0.15220617,-0.064525835,0.08858213,-0.24085693,0.27046624,0.020214152,-0.04411055,0.041810423,0.084681325,0.060753733,-0.043687645,0.16478293,-0.12589082,-0.14073958,0.21108769,-0.0124109015,-0.21485457,0.018133413,0.114188224,0.15445107,0.02929712,0.04737442,0.0776462,-0.12900424
40,-0.077436164,0.078335896,0.041982923,0.14115608,0.036019668,0.15052427,-0.07184031,-0.17588168,0.0023926757,0.16977347,0.113499284,0.046130583,-0.029159604,0.021484038,0.012790438,0.08053058,-0.033389367,-0.17132056,0.031289037,-0.092212275,0.17474994,0.08296676,0.11353176,-0.037485793,0.1121006,-0.05716575,-0.06436857,0.09934894,-0.39633113,-0.06508773,0.07417111,0.2013782,-0.116605096,-0.07509974,0.017036417,0.05095741,0.24725243,-0.22840045,0.043637015,-0.15732256
41,0.15727031,0.03899346,-0.14517942,-0.025787026,0.013255537,-0.15716806,0.051358104,-0.088534944,0.010030268,0.10116205,0.1958439,0.066664875,0.041419096,-0.008758371,-0.19900218,0.01443414,-0.028323196,-0.12843318,-0.006887757,-0.11120659,0.33015594,-0.019555666,-0.0012547243,-0.086814135,0.23656364,-0.022282192,-0.0016147946,-0.008687109,-0.21818261,0.048612952,0.20789014,0.09530023,-0.17703655,0.08543816,0.092407644,0.16629498,0.16358106,-0.099890195,0.103514604,0.08247633
42,-0.18704242,0.03600708,-0.20164314,0.047601365,0.026864123,0.048546255,0.025252488,-0.23234533,0.07416586,0.064334325,0.08530907,0.037938282,0.08927726,-0.043169536,-0.011938572,-0.05721442,-0.10822974,-0.14197056,0.071917094,-0.35496318,0.13302648,0.11753576,0.072038755,-0.0223599,0.18996853,0.019891467,0.026699394,0.06833376,-0.21169153,-0.09957101,0.30025148,0.018102147,-0.20199111,1.61957e-06,0.0005082898,0.12395602,0.10518047,0.06247683,0.12994084,-0.080708265
43,0.016557116,0.13565397,0.30320412,0.23110378,0.048379265,0.04979999,-0.0041444656,-0.3058185,0.03150601,0.09190893,0.20036559,0.02458118,0.0042072404,-0.0010207733,-0.033931047,0.023090065,-0.107096314,-0.2127846,0.038361512,-0.23635665,0.23552032,0.008083779,0.002328284,0.0015877975,0.1936855,0.045795076,-0.1161645,0.19392926,-0.41784647,-0.051409826,0.010410808,0.04285558,-0.14938092,0.031937916,0.06085945,0.03815633,0.17527814,-0.25440374,0.045658745,-0.19592224
44,0.21082461,-0.05400485,-0.21423492,0.11384928,0.019628648,-0.0753458,0.13494676,-0.18124282,0.017179862,0.03375855,0.17558958,0.11325602,-0.006034839,0.09349187,-0.0990631,-0.023353431,0.030185971,-0.25240967,0.04884111,-0.031202532,0.36251566,0.045236044,-0.035472084,0.0058138035,0.045290466,0.20395473,-0.037386045,-0.1272134,-0.17802231,-0.030923065,0.3915471,0.115364514,-0.18877451,-0.008074893,-0.003795065,0.017178774,0.2307596,-0.012263708,0.03919369,-0.029972307
45,-0.1593327,0.02909604,-0.270092,0.08893399,-0.024107363,0.052994113,0.12175079,0.031493638,0.0024961857,0.21858265,0.22231144,0.03107767,-0.16238059,0.012097989,-0.25317392,-0.07009023,0.006750226,-0.118084334,0.048603274,-0.25427905,0.08021678,0.14175119,-0.11788231,-0.066695146,-0.076664545,0.22344193,0.041115757,0.023021534,-0.3995347,-0.015153313,0.44131652,0.076329626,-0.27502146,-0.13857482,-0.07908647,0.111209944,0.14515147,-0.13668455,0.24485373,-0.13154413
46,-0.06695788,0.02161028,-0.04604958,0.18493164,-0.13719976,0.05188804,-0.06145905,-0.11768927,0.013160327,0.013359024,0.32181698,0.07536735,-0.27046055,0.044618126,-0.0060359566,0.048328575,-0.06395177,0.03981667,-0.013858017,-0.30273595,0.27951303,0.005328416,0.045688532,-0.07774641,0.009167781,0.08278754,-0.018501364,0.070512965,-0.2673581,0.053367198,0.3854546,-0.07778884,0.008945176,-0.10951553,-0.07566097,-0.01916532,-0.14333478,-0.1125059,-0.048900805,-0.029181976
47,0.07095084,-0.00924949,0.062903225,0.117988996,0.04537145,0.026295438,0.08042546,-0.13445151,0.0037124073,0.19953564,0.26052758,-0.0058797067,-0.106825136,-0.0338087,0.013066528,0.025279436,0.009144347,-0.044016913,-0.070005074,-0.17523405,0.31908354,0.17052835,-0.037748966,-0.005439615,-0.0067369714,0.18191265,0.029734522,-0.04493866,-0.19630799,0.027848903,0.16351865,0.049120903,-0.29382002,-0.115211144,0.030311411,-0.01599223,0.12179972,-0.02488004,0.019546086,0.035307847
48,0.03271559,0.054014567,-0.04807505,0.11342314,0.10782217,-0.030733716,-0.12388902,-0.13933836,0.0009376843,0.1386568,-0.010733172,0.031640336,-0.16024932,0.014620201,0.14069723,-0.0054071834,0.11300472,-0.10350602,0.13293466,0.027943447,0.18329121,0.13965583,-0.09072027,0.07244694,-0.008914985,0.0942019,-0.044848107,-0.12980185,0.006688595,-0.22623798,0.3144385,0.019934809,-0.23429324,-0.046189442,-0.09089524,-0.0073646363,0.19264737,0.038628794,-0.1054322,-0.15904039
49,-0.008912848,0.06673019,-0.099272825,-0.030448377,0.020023875,0.07677427,-0.060706425,-0.067082636,0.0015958152,0.050453845,0.25752756,-0.026144758,-0.10175488,0.047336027,-0.096377924,0.031121368,0.05258129,-0.0962387,0.07226076,-0.10340115,0.048771616,0.15617718,-0.035237666,-0.16577694,0.014242617,0.13081186,-0.0014292165,0.15932967,-0.35382882,-0.0712826,0.0634908,0.06593489,-0.094843335,-0.09136618,0.022640675,0.00031663105,0.008182574,-0.14905772,-0.060149785,-0.14774619
50,-0.031078022,0.010351294,-0.085703954,0.096349925,-0.20307378,0.095463514,0.0009012246,-0.09832355,0.002950633,0.037187178,0.08098983,0.10572042,-0.12015822,-0.0760382,0.11990486,0.032881677,-0.14252722,-0.0768461,-0.08108036,-0.03539784,0.2818045,0.051415257,-0.031880625,-0.0015314613,0.09873304,0.0062231957,0.009837531,-0.010967819,0.06332247,0.030015409,0.23651649,0.01690953,0.18931136,0.0426431,-0.0042802906,0.05730444,0.0035205963,-0.112359755,-0.00015891797,-0.007010063
