,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39
10,-0.061348725,0.018884711,-0.10511431,0.019567266,0.17278434,-0.015275322,0.07549878,-0.14438312,0.03968958,0.099858865,0.17971826,0.17981589,0.115506776,-0.0154098235,-0.22985657,0.03492228,-0.14021322,-0.13215195,0.11661063,-0.25802156,0.12486183,0.020230709,0.028059067,-0.0527766,0.16541454,-0.14398384,-0.00978749,0.0936576,-0.34027684,0.04856188,0.22168803,0.07201637,-0.31235984,0.22889848,0.15721253,0.1552571,0.1411179,-0.102666125,0.0024726945,-0.047957353,0.0010768513,0.0337813,0.0072725005,0.004168474,0.021730902,0.0018156583,0.03500361,0.018313672,0.03968958,0.04309001,0.01245342,0.10031036,0.028906696,9.129667e-05,0.023345092,0.029384106,0.0004548218,0.0010077691,0.007262192,0.054728203,0.0009909332,0.018740548,0.0012457565,0.0029088338,0.041404396,0.00018501557,0.014200897,0.016032357,0.0019839937,0.01520186,0.018701117,0.015994584,1.4264737e-07,0.001490704,0.0583895,0.00013846051,0.04874237,0.0072244415,0.007076125,0.0019733084
11,-0.12474577,0.036818728,-0.07999982,0.12975055,-0.018973462,0.08659619,0.065022804,-0.23137538,0.0041081132,0.016876934,0.08988698,0.013526674,0.15437773,0.004092751,-0.005819518,-0.035960767,-0.13169815,-0.13926807,0.05110889,-0.09276375,0.24449494,-0.042860117,0.09818659,-0.010997787,0.2492959,0.08359758,-0.0976022,0.12934206,-0.25919935,-0.19967422,0.19722368,0.0156234335,-0.0082521215,-0.032348037,0.04417746,0.07194827,0.16543052,-0.0066302717,0.14497904,0.2495887,2.5778412e-05,0.041712474,0.003512921,0.023094652,0.12471742,0.0019132872,0.15512675,0.0022712,0.0041081132,0.0039072987,0.04870403,0.0048304484,0.025731614,0.030481052,0.02094116,0.00016313893,0.005390217,0.0005568195,0.0053692674,0.060815338,0.016807742,0.0008237652,0.1493763,0.0013177058,0.023433834,0.13642147,0.010449331,0.00010515258,0.00091223745,0.0006446279,0.0017347554,0.0066870064,0.051715575,0.00035518155,0.0342768,0.00031948969,0.051356375,0.06546828,0.07265277,0.42451575
12,0.035087947,-0.048740517,-0.009962276,0.015918905,0.08109449,0.008996774,0.075648,-0.15839201,0.07118493,0.13001049,0.09267031,0.006195864,-0.06631189,-0.0035173122,-0.032779433,0.02978538,-0.027274497,-0.19303185,0.021692881,-0.21849427,0.25197005,0.08578379,-0.0014749058,0.0055860495,0.08458835,0.07895478,-0.011679426,0.07764004,-0.26501733,0.023542155,0.1355539,0.062312316,-0.25360397,-0.0050680544,0.08141259,0.041429915,0.28840825,-0.23874527,0.15443715,-0.112841986,0.004785196,6.0583538e-05,0.015741609,0.00035774897,0.02083255,0.0064054225,0.010140022,0.019290382,0.07118493,0.018568583,0.0038738686,0.013013171,0.0052189594,0.0019815813,0.0034014657,0.024173938,0.06346745,0.023983747,0.008624332,0.001107932,0.0021449202,0.037197106,0.041316826,0.009449701,0.08900596,0.06934429,0.07535105,0.024344485,0.06994424,0.062813744,0.050065495,0.008743707,0.02036669,0.016915053,0.05795708,0.00016760074,0.0056537553,0.010881798,0.05279182,0.013697393
13,-0.02828647,-0.003762413,-0.19807574,0.0924451,0.06694652,0.0008492675,-0.01752453,-0.05864451,0.0018214566,0.0034512803,0.16784374,0.053603742,-0.05448333,0.011755247,-0.0992295,0.009899721,-0.050973818,-0.12433399,0.084291115,-0.2512733,0.20122112,0.095026396,0.0030677244,-0.0019054599,0.10152079,0.0078006983,0.08017306,-0.008649071,-0.14757356,-0.06780918,0.33576745,0.19976197,-0.20027977,-0.029898228,-0.061115563,0.089313105,0.12642038,0.0066760033,0.010118235,-0.055762094,0.013640029,0.0020772999,0.08128633,0.0039303647,0.0005634899,0.00019573428,0.01276153,0.093710445,0.0018214566,0.018905953,0.06550661,0.007856417,0.02348683,0.008962222,0.0012982634,0.029479783,0.0010034998,0.0013392996,7.072724e-05,0.021902643,0.020656643,0.0138347745,0.048120435,0.020148773,0.02363943,0.0017572639,0.06849705,0.0028432962,0.056982063,0.02694584,0.018646173,0.12801331,0.00030003156,0.0016784157,0.009450899,0.03864485,0.009392044,0.0072987378,0.014367368,0.0010643905
14,-0.06136681,0.04699723,0.0963433,0.17249686,-0.00022688834,-0.022052592,-0.032840367,-0.10524916,0.005813365,0.105013125,0.15574268,0.030524429,-0.024513576,0.0056728856,-0.11302232,-0.07549538,-0.076215245,-0.087592036,0.049124364,-0.24458438,0.18519339,-0.023182126,-0.044011757,0.052939303,0.015791297,0.05975891,-0.04489434,0.043854646,-0.26214865,-0.085412554,0.11093939,-0.0030060448,-0.21785252,-0.0038776184,-0.009422684,0.08237587,0.01282882,-0.126667,0.012797397,-0.10622956,0.005154781,0.006910701,0.14794987,0.01172353,0.002078774,0.0024220403,0.0051325224,0.12384801,0.005813365,0.024328224,0.003738676,0.00074598484,0.051358666,0.0066256155,0.049774922,0.004791335,0.0014815892,0.006592261,0.00017353392,0.011614211,0.026076673,0.0015752068,0.002971731,0.06754109,0.0048708757,0.016882947,0.0040337928,0.0019804256,0.08803693,0.00034809715,0.0014371104,0.00329528,0.0014641777,0.00065459317,0.012600215,0.00012982404,0.015062616,0.017347388,0.00095662137,0.042067092
15,0.038172074,-0.021992875,-0.041104782,0.16071576,0.030243054,0.02783868,0.008212149,-0.1684155,0.011961869,0.10779852,0.1363478,0.032439165,-0.05342132,0.058624018,0.060928024,0.06445878,0.009749068,-0.075737566,-0.030504761,-0.050935127,0.14697167,0.06838271,-0.041996587,0.08796895,0.019163141,0.0641326,-0.0074451687,-0.031032953,-0.055838212,0.010736562,0.17656519,0.038718138,-0.086092405,-0.13043462,-0.017703786,-0.016741205,0.12815191,0.03752885,0.08781846,-0.0670033,0.018321257,0.00045429578,0.0007961612,0.02312305,0.092980705,0.011698884,0.07334239,0.0033897366,0.011961869,0.033315852,0.06902886,0.042565085,0.002324091,0.032154366,0.05363001,0.070901744,0.015839484,0.0121088885,0.0059402124,0.0042489334,0.0029253361,0.012390613,0.0016350164,0.08539719,0.0152842365,0.003792928,0.0028289955,0.040830325,0.0025456217,0.06911468,0.0007616202,0.01854575,0.00011065991,0.02170435,0.03843549,0.0006923272,0.0081925485,0.08974528,0.054745413,0.025034927
16,0.0034203604,0.0076550585,-0.08423802,-0.008934978,0.099491954,0.0348073,0.0040147835,0.20121005,0.0074812006,0.1034296,0.1032052,0.04053457,0.0043266118,0.067312784,-0.042287122,0.06331338,0.05233229,-0.13289592,0.13468039,-0.11101894,0.089914404,0.05945765,0.07217868,-0.054967973,-0.015084275,0.10878931,-0.00032234797,-0.07586922,-0.24571714,-0.012985347,0.21047853,0.33219266,-0.14717214,-0.04352217,-0.06886525,0.051693365,0.09321256,-0.018377645,0.05347754,-0.11353913,0.022199811,0.011377643,0.009471561,0.001549432,0.016488342,0.060029022,0.009192203,0.29840544,0.0074812006,0.04748655,0.0036170268,0.017247912,0.056989606,0.023328306,0.046946008,0.072249174,0.0013112824,0.0012362786,0.07336219,0.031606566,1.28093e-05,0.0004563429,0.12503485,0.00265703,0.009707372,0.05282519,0.0028921473,0.00020179802,3.6010215e-06,0.015322948,2.0632431e-05,0.25667065,0.09183483,0.008280449,0.0045162137,0.057484344,0.016662486,0.0013000617,0.041548636,5.7233105e-05
17,0.12641343,2.9572111e-05,-0.074717395,0.024890982,-0.030210014,-0.12132557,0.03078974,-0.027612519,0.04411925,0.069831125,0.28494483,0.07123177,-0.058660664,-0.022434704,-0.243328,-0.09493876,-0.011587545,0.105231404,0.023510354,-0.21902858,0.20482677,-0.086900786,-0.07018917,-0.02446931,-0.004877927,0.07706274,-0.024486542,-0.016471935,-0.040646177,0.025370665,0.06690604,-0.087366775,-0.14239049,0.016972544,0.025677044,0.12769996,-0.1599542,0.018233832,-0.031936105,-0.0846024,0.08060683,0.0001907461,0.016444279,0.0011993765,4.8979568e-05,0.0003338686,0.03792785,0.03656592,0.04411925,0.03679837,0.17774495,0.0181131,0.00011986559,0.005049283,0.00042579204,0.0017410878,0.0536182,0.029008169,0.0003455236,0.011752212,0.040263362,0.008072201,0.027475454,0.020853883,0.01779027,0.00021782708,3.2043142e-06,7.96728e-06,0.0008993104,0.06045579,0.0010863179,0.053244933,0.02958145,0.00015345433,0.03030379,2.0163347e-05,0.00073324644,0.022586856,0.013656829,0.0042572217
18,-0.14411584,0.009712052,0.068197444,0.14756644,0.07986571,0.12843993,-0.09502796,-0.21460404,0.014677096,0.14623244,0.00026875734,0.06982749,-0.052295696,0.00037769414,0.07107279,0.19067532,0.027152037,0.020849817,0.00890807,-0.07052076,0.00046132086,0.15408495,-0.04975079,0.024633387,0.13581222,0.026482766,-0.014918411,-0.014690116,0.15720643,-0.104963645,0.21162842,-0.0034551467,-0.05656658,-0.16288212,0.016764143,0.005868925,0.11348809,-0.036056165,0.0358828,-0.065960586,0.0018387428,0.021955322,0.031092796,0.00282604,0.12297279,2.4080951e-05,0.028782986,0.0018910579,0.014677096,0.03648409,0.028202713,0.075487144,0.0011241,0.012612349,0.035417225,0.14959851,0.016785944,0.07576579,0.009077971,0.009212823,0.005812935,0.013781947,0.005814148,0.00020168183,0.08112042,0.0016482044,0.003906915,0.010437112,0.093702585,0.0031267477,0.011924074,0.0030672722,0.013742147,0.008464653,0.0074847373,0.021896264,0.01471728,0.0017225108,0.00022587749,0.061582927
19,0.11524633,0.0039820224,-0.0027750956,-0.042734157,0.2531493,-0.024593946,-0.0373626,-0.08998999,0.040430278,0.043565433,0.10123356,0.0042839213,-0.017934175,0.08446632,0.08541399,0.08842923,0.0021850434,-0.16036631,0.17395058,-0.044413127,0.03528964,0.017321974,0.06447012,-0.06514279,0.042685874,-0.05856639,0.044252396,-0.072172746,-0.34326106,0.019981015,0.1289202,0.15995952,0.026747147,0.07460387,-0.010838558,-0.034219068,0.007877172,0.0016767811,-0.040626656,-0.050655976,0.050185107,0.011441228,0.0001279635,0.02480233,0.028694592,0.0017550582,0.0013455956,0.0021072107,0.040430278,0.044597454,0.024459932,3.6177258e-05,0.019024016,0.07214963,0.03129827,0.005971207,0.0013221874,0.00019137429,0.038055696,0.002699126,0.00014682207,0.0017877219,0.1289224,0.026366368,8.789478e-06,1.31805455e-05,0.0030277562,0.00047465763,0.0048802495,0.022616316,0.065334894,0.004247429,0.022997783,0.0434566,0.0009641837,0.012463628,0.0015846572,0.01846039,0.054356094,0.016584506
20,0.045119807,0.037858203,-0.10197623,0.047518242,-0.06613817,0.0056752674,0.13043174,-0.046601277,0.010798424,0.041113395,0.06492335,0.021765884,0.0912576,-0.03248932,-0.18129507,-0.10734594,0.04104012,-0.087561205,0.040643826,-0.06053064,0.44241422,-0.05859647,-0.019606113,0.038192745,0.18701382,0.10189169,-0.07972147,0.1681779,-0.14817065,-0.0593163,0.021328453,0.05229345,-0.2195524,0.07967648,-0.023880005,0.090869196,0.14341351,-0.001863189,0.08506049,-0.010300131,0.021149987,0.015732003,0.0009802895,0.047400095,0.094194494,0.010664648,0.036875013,0.0042366134,0.010798424,0.03271367,4.6704357e-05,0.0050485097,0.043225218,8.207489e-05,0.004695538,0.00094780745,0.067589186,0.006212381,0.00022796623,0.019130267,0.22323897,0.002645952,0.0064324066,0.023793628,0.10919286,0.0015032813,0.009943159,0.038541522,0.0035368558,0.0015880112,0.0062000393,0.072416335,0.0032315643,0.011743977,0.018936407,0.0008185192,0.101463,0.008032583,0.002577369,0.014880178
21,-0.03211093,-0.036263205,0.026300378,0.053110886,0.13436127,0.01848203,0.018569306,-0.06461168,0.0020701385,0.18321969,0.07897629,0.094602466,-0.01631764,0.089120135,-0.07276995,0.04365708,0.044084776,-0.019762062,0.15691042,-0.25238493,0.12537047,0.23385023,0.009957127,-0.030252706,0.04353246,-0.024999665,-0.076540515,0.051460892,-0.0066646114,-0.12693512,0.1467095,-0.020932905,-0.082399786,-0.0892088,0.021933082,0.1484141,0.22184372,-0.13173194,0.03510875,-0.15289953,0.013902605,0.0035975308,0.10525397,0.009033338,0.005144324,0.0013000744,0.0845649,0.071180545,0.0020701385,0.017734032,0.028629372,0.08629085,0.06124345,0.07002376,0.00085527083,0.0010115132,0.06686923,0.043916404,0.113867655,0.0011699061,0.028000051,0.018269772,0.05255176,0.0058797793,0.04059581,0.019108607,0.0013251472,0.017627906,0.04541914,0.00025181274,0.0048913583,0.0004656512,0.05035681,0.05032864,0.05935042,0.11279599,0.045784708,0.001428714,0.015632186,0.016253255
22,0.045727998,-0.025312904,-0.20360911,0.07513099,0.08609238,0.10152988,-0.028181888,0.052089095,0.002794852,0.005996501,0.19309527,-0.010349613,-0.01474886,-0.009448227,-0.052594073,0.14988396,-0.02186237,-0.08158728,0.095497884,-0.082523465,0.047113333,0.09522842,-0.050147865,-0.06891605,0.17546454,-0.075109124,0.07212884,0.09765998,-0.15820119,0.04988502,0.2778861,0.17264614,0.0726379,0.042373225,0.013103478,0.010608662,0.016756563,-0.03238176,-0.087613344,0.0062248446,0.02932477,0.012957353,0.0016833285,0.009037325,0.023714988,0.020809826,0.003136973,0.19987181,0.002794852,0.0013974144,0.013528911,0.033076152,0.034009676,0.005678127,0.008082574,0.033927042,0.020973114,0.00025678176,0.0012293626,5.4626893e-05,0.0041369167,3.4350363e-05,0.017726313,0.003479717,0.0075503453,0.02945632,0.009824492,0.11344357,0.0017290758,0.003081604,0.00057371514,0.086793415,0.12434282,0.028108684,0.00036979132,0.0037441845,0.002173168,0.0075319423,0.005972242,0.050232124
23,-0.05787749,0.04095243,-0.03937217,0.0028958474,-0.059607215,0.060948294,0.08214393,-0.11994643,0.000578815,0.006132152,0.1076527,0.020886552,0.055647735,-0.024288911,-0.11289232,0.0013777465,-0.1410162,-0.050532598,0.045379125,-0.06448352,0.24518988,-0.067214146,0.022090288,0.040673546,0.030885857,0.017708391,-0.04959527,0.153109,-0.24554864,-0.008473763,0.111523785,0.037519507,-0.14934489,0.24290513,0.14099799,0.11696504,-0.17288218,0.021553671,0.1292021,-0.007891572,0.024787799,0.0048880107,0.0033368813,0.00051167293,0.0014099367,0.058189776,0.005031346,0.0059765778,0.000578815,0.008654123,0.014723281,0.000202063,0.0037676452,0.010169116,0.00045651305,0.04256273,0.00092476007,0.005066457,0.012175189,0.035931084,0.015648542,0.0064834463,0.0001853003,0.04738988,0.03561648,0.056516375,0.024426345,0.02322889,0.0009850009,0.0026137962,0.004205773,0.097380966,0.007574954,0.040008362,0.14450958,0.0125525035,0.021281198,0.022729037,0.07560818,0.0032099944
24,-0.020925159,0.027252628,0.18705332,0.06433284,0.053100996,0.02831466,-0.04688334,-0.0889959,0.00037491907,0.17962755,0.08743996,0.012156514,0.0012537334,0.1578553,0.038463093,0.0049176402,0.014852964,-0.073811315,0.03904713,-0.23862213,0.20617732,0.06933684,-0.0023309384,0.053069185,0.094830014,-0.04332931,-0.021464363,0.12726314,-0.18538402,-0.20522553,0.012345199,-0.012654936,-0.2234444,-0.0065951208,0.00030124187,-0.001454887,0.2330346,-0.05035507,-0.03053673,-0.13349076,0.027740626,0.052050263,0.04875218,0.05757759,0.00017889093,5.195778e-05,0.0025228064,0.010390446,0.00037491907,2.6510836e-05,0.16905849,0.013832011,0.01504939,0.13751853,0.00868837,0.0052288286,0.0003457296,0.02181472,0.03022324,0.0009229134,0.029674862,0.036009755,0.0019200259,0.03358537,0.013596929,0.012698341,0.086219534,0.0057717343,0.0009662386,0.007841671,0.027716119,0.00021965629,0.0038577388,0.009929928,0.01669182,0.00028146105,0.024285184,0.029208852,0.0067006676,1.0168608e-05
25,0.1105114,0.058298945,-0.1803934,0.15760595,-0.015245616,0.030098625,-0.07331552,-0.19649555,0.04308058,0.077961534,0.09551644,0.005698259,-0.03410238,0.041209426,-0.036171265,0.029450241,0.13983479,-0.09279388,-0.014100186,0.0026058853,0.22229989,0.14133045,0.15291469,-0.013549931,0.11098885,-0.06331971,0.025424937,-0.061345212,0.053435937,-0.061020993,0.2549706,0.10013932,-0.13699198,-0.15407288,-0.059442706,-0.017881759,0.13058214,-0.014818605,-0.014160948,-0.14652254,0.0041435,0.06903113,0.029766494,0.051485885,0.012910977,0.05743154,0.0015010127,0.0036118522,0.04308058,0.0010251715,0.006635874,0.018436316,0.01731737,0.014674834,0.003580803,0.0022664058,0.08228691,0.006523606,1.9588684e-05,0.051506843,0.065997094,0.024487838,0.1505098,0.015238591,0.010155303,0.0003368049,0.012756787,0.06272603,0.0030183312,0.014722385,0.015357582,0.049934786,0.0021501982,0.00029219865,0.00076871476,0.013236291,0.015525541,0.028330643,0.0070068664,0.00020776027
