,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23
16,-0.09235445,0.069112346,-0.27349937,0.0036161672,-0.053289674,-0.14094402,-0.041045457,-0.06453903,0.15940355,-0.025279826,0.2642307,-0.089192726,-0.40566343,-0.046681795,-0.16355307,0.2904121,0.052309852,0.059488848,0.27968326,0.060342297,0.008657645,-0.087557465,0.02426787,0.20244922,0.0011683513,0.0016032377,0.011345808,0.0086046625,0.004606968,0.00034405536,0.0018671665,0.0240002,1.9324276e-05,0.008561203,0.0030472288,0.024377024,0.046148345,0.032571953,0.00033351025,0.16011918,0.0051099025,0.04068972,0.08780425,3.4786688e-05,0.02832219,0.027629014,0.0010185181,0.1859342
17,0.004065669,0.031072825,-0.28335676,-0.074400045,0.0018335208,-0.15855753,0.011957414,-0.13264972,0.13370517,-0.06287032,0.26027998,-0.19570228,-0.30202547,-0.23617162,-0.16770616,0.002288349,0.0992794,0.35243946,0.17775886,0.05128377,0.03509046,0.056841195,0.00032576174,-0.0004965365,0.010533941,0.0013284012,0.00057250535,0.00864633,0.03819778,0.0021596937,0.05678438,0.01752407,0.009631211,0.014093032,0.00016160784,0.0014004782,0.02751569,0.007601807,0.0016396609,0.08591619,0.032530747,0.090508334,0.02475583,0.01820136,0.19043364,0.04684133,0.06681671,0.15485978
18,-0.124889046,0.17949687,-0.13918823,0.11259073,0.03422477,-0.19173908,0.014197921,-0.13979779,0.14845875,-0.1283611,0.3467791,-0.13003275,-0.32088608,-0.15145808,-0.08855638,0.10039284,0.13704316,0.12519117,0.07506853,0.09192223,-0.14542127,-0.1766496,0.071462184,-0.026119666,0.0046698186,0.0032771437,0.0257962,0.016319294,0.01256116,0.0013686812,0.0024493565,0.006333556,0.00587636,0.0077733765,0.015459878,0.00024865835,0.018106684,0.011507057,0.03254515,0.00046613318,0.014845396,0.0046854247,0.00017626182,0.1100666,0.00104261,0.0036779058,0.005165246,0.0041347793
19,-0.038126424,0.084256396,-0.14379637,-0.2249038,-0.12193842,-0.11818921,-0.046980202,-0.1594105,0.116435595,-0.04343948,0.22764695,-0.27713186,-0.33063492,-0.20800361,-0.14016704,-0.0655127,0.21714395,0.26326105,0.3680785,0.06750129,0.07737529,0.11715851,0.12103061,-0.14903334,0.00056391885,0.02166081,0.01201017,7.7867335e-05,0.024105385,0.06638978,0.008929318,0.010688404,0.03428576,0.0017060138,0.010654829,0.0014323198,0.023741968,0.0005029527,0.0021835854,0.04413637,0.029024296,0.022354376,0.010407094,0.039362222,0.007996496,0.046347924,0.08874959,8.7200155e-05
20,-0.10617396,0.14995962,-0.12611647,0.055503055,0.07142233,-0.16464028,0.036203682,-0.10653502,0.10488047,-0.21561307,0.4059009,-0.025095869,-0.29914102,-0.017426927,-0.03648255,0.05760808,0.1019477,0.0913598,0.051786132,0.010804974,-0.13920216,-0.042202048,0.14945413,0.113912955,0.00066909165,0.0183291,0.0068682046,0.004229206,0.0010986229,0.0027243826,0.06201104,0.010777381,0.015909612,0.027694933,0.11863722,0.03392765,0.054011304,0.006453652,0.07438562,0.042739753,0.0024725737,0.02836203,0.0039343033,0.032354895,0.00610463,0.008612258,0.011798178,0.06152799
21,-0.046900712,0.045847297,-0.26216736,-0.062471718,0.048202746,-0.04855054,0.014483269,-0.12518696,0.14217255,0.047493707,0.24430789,-0.17579895,-0.47259852,-0.14662677,-0.05271519,-0.043296404,0.18257165,0.17278156,0.4618448,0.055706065,0.17517133,0.03409681,0.046412602,-0.13608351,0.06145873,0.00016739708,0.0057560485,0.08243686,0.15093409,0.03788439,0.030137774,0.009573416,0.008358953,0.041042414,0.015141675,7.766764e-05,0.0070921527,0.070910946,0.11822087,0.0144630065,0.0011831746,0.016459463,0.10327481,0.010702188,0.0014521471,0.007674863,0.0005542279,0.04650259
22,-0.01794466,0.21143565,-0.008338859,-0.0059224563,0.063227534,-0.052274637,0.036823772,-0.061870042,-0.07999393,-0.32231086,0.14236732,0.003915689,-0.2429869,0.15575911,-0.19541122,0.13198736,0.06901443,0.11217797,0.069262534,0.0011987984,-0.10086773,-0.026821977,0.2814847,0.11032958,0.02777252,0.12504487,7.430302e-06,0.004575665,0.05491532,0.028476225,0.008566296,0.033491503,6.5806685e-06,0.0063505108,0.01617332,0.011639561,0.0026887858,0.009961163,6.686574e-05,0.05850695,0.0046470035,0.030209571,0.0033179969,0.11890887,0.12158187,0.00015571836,0.058721878,0.090936966
23,0.0076640695,0.06330248,-0.29073218,0.10929647,-0.082843475,-0.011388751,-0.019643595,0.013906852,0.15923984,0.037705988,0.2148456,-0.11777204,-0.23530863,-0.17162225,-0.1531311,0.053055644,0.07176897,-0.09032875,-0.011682555,0.22773792,0.34210318,0.13290602,0.10189678,0.008648939,0.048507385,0.0072134985,0.036726214,0.023997989,0.019913124,0.0065301307,0.0001209356,4.720417e-05,0.035951998,0.0010947052,0.017764134,0.01584032,0.0011869579,0.07011879,0.02209913,0.010618582,1.0867903e-06,7.151654e-05,0.0049746255,5.437453e-08,0.027425416,0.077590354,0.042668544,0.0629461
24,-0.002269432,-0.045112956,-0.20215131,0.1784155,-0.085485235,-0.12355706,-0.073575795,0.013233133,-0.09089347,-0.2987073,0.12339051,-0.06589595,0.18038799,-0.094991416,-0.011166838,0.10643328,-0.11962316,-0.012830154,0.023794224,0.14578831,0.13323271,0.103656724,0.10528617,0.046570722,0.02093811,5.1421004e-05,0.0030358706,0.009934628,0.0008142436,0.067096174,0.010995685,0.09854743,0.00019802061,0.002937713,0.0025932812,0.007896972,0.040416103,0.0007966633,0.00060033344,0.0010338873,0.04465712,0.0068835383,0.005514687,0.034407947,0.051614985,2.6602273e-05,0.0002442254,0.011932137
25,0.038322862,0.05755958,-0.2208462,0.2719022,-0.06624418,-0.10878283,-0.040806293,-0.014576165,0.13168633,0.03723773,0.15881707,-0.17323466,-0.0688941,-0.17894566,0.10447411,0.23828715,0.029561313,0.120727845,-0.063344,0.18249823,0.16084374,0.052490406,-0.011448031,0.15080655,0.009223819,0.063974656,3.556969e-05,0.0068515004,0.00040709955,0.009282376,0.03526196,0.0017556306,0.06255815,0.00174926,0.025254058,3.8007024e-06,0.006129724,0.004322293,0.0031605628,0.09837122,6.26784e-07,0.0001585972,0.0057721655,0.00017845746,0.07639778,0.029572858,4.8764447e-05,0.06233862
26,0.0065940134,0.14123791,-0.05653648,-0.001867414,-0.14329335,-0.052064724,-0.115037106,-0.09493164,-0.020275384,-0.14439084,0.22146955,-0.22537704,-0.054581232,-0.2127435,-0.048870515,0.17489529,-0.007312395,0.24361752,0.21295863,0.047860622,-0.036312208,0.05023112,-0.06398853,-0.22706491,0.051187214,0.080873996,0.006150081,0.0032791472,0.021437537,0.009380505,0.000450427,0.025302941,0.014682099,0.041009653,0.05308401,0.009942652,0.00055096316,0.031020984,0.00414018,0.051680807,4.293721e-05,0.024530437,0.011383771,0.0057402607,0.012359263,0.03925831,0.0009708067,0.005236072
27,0.20714015,0.12201432,-0.09525928,0.16648343,-0.06382323,0.016114905,-0.093885206,0.002805056,0.13151003,0.049972206,0.2683033,-0.25538763,-0.23140806,-0.20975128,-0.05786802,0.09830023,0.045582194,0.1933906,0.035428528,0.14375478,-0.10069289,-0.08937468,-0.0093590375,0.101602435,0.031833224,0.00020556294,0.044188026,0.01746434,0.005862018,0.11204989,0.012604098,0.018699726,0.039216727,0.111575745,0.033000242,0.07209102,0.0033340768,0.016971001,0.0020610534,0.00079699175,0.010145077,0.045741484,0.009812474,0.048285693,0.06354303,0.017736819,0.014888525,0.18297501
28,-0.108531736,0.10039565,-0.2288226,-0.04843208,-0.089255914,-0.045413803,-0.08379668,-0.056823585,0.1401687,0.034660712,0.2690567,-0.1344395,-0.36821002,-0.104381874,-0.11589889,0.27980977,-0.007670634,0.1645374,0.22607373,0.07496631,-0.07750632,-0.020905323,-0.17702527,-0.096474946,0.01142309,0.0037003523,4.725342e-05,0.00015922257,0.05499296,0.03199074,0.020239368,0.0008739791,0.0030778244,0.09192153,0.013121889,0.0010183757,0.014982469,0.08155672,0.00035600376,0.07593417,0.0070818583,0.024730057,0.00045184736,0.000778807,0.019235972,0.10140874,0.0037421337,2.56134e-06
29,0.24047472,0.086160615,-0.13795017,-0.039139323,-0.011486612,-0.08441655,0.025636733,-0.019560508,0.107902244,-0.081617266,0.2374295,-0.234428,-0.22302952,-0.27873847,-0.1811714,0.012595774,0.044318616,0.247078,0.15151617,0.09931549,-0.27615613,-0.09436827,-0.08688048,-0.20535173,0.016938075,0.0038919128,0.010880863,0.0052849855,0.0144951735,0.007296379,0.08325558,0.07323074,0.0010674264,0.081774235,0.012035686,0.07691519,0.004763418,0.0009779615,0.016014325,0.024469089,0.0200885,0.012416607,0.000727806,0.07860347,0.013928609,0.0004719507,0.027863316,0.004281593
30,-0.075527504,0.19136593,-0.08830258,0.09446033,0.036313847,-0.2101393,-0.017464114,-0.07630758,0.25425458,0.012078885,0.23162971,-0.11902909,-0.3449908,0.027633483,-0.058989752,0.22590533,0.044344243,0.17601334,0.11153746,0.071362644,-0.10808456,-0.2291027,-0.062479377,0.12809184,0.000103680635,0.06782692,0.022665678,0.038601715,0.059824493,0.00025441486,3.451484e-05,0.01985182,0.023441521,0.016675066,0.0016552369,0.030760778,0.10882337,0.004140685,0.009777542,3.069695e-05,0.0029954691,0.014684877,0.003053724,0.09110807,0.007740595,0.014309169,0.023684412,0.01140855
31,-0.039042216,0.19544101,-0.07759096,-0.2786363,-0.13912128,-0.07082013,0.010241702,-0.23219565,0.021873124,-0.0779969,0.23553663,-0.34703815,-0.26127562,-0.20238328,-0.24526383,-0.22419085,0.33773676,0.19328482,0.23849133,-0.039426524,-0.13742629,0.062413562,-0.04993775,-0.18153419,0.0015290633,0.10743434,0.0024986723,0.00015320993,0.0037918538,0.0059243194,0.063541345,1.3019716e-06,0.0063546384,0.00077002257,0.0004651487,0.03373661,0.0049243225,0.029347936,0.00015126399,0.0013067164,0.21790726,0.00013236012,0.015798775,0.00033884053,0.001964253,0.073883854,0.000816074,0.00015206868
32,-0.04633747,0.13183777,-0.09275256,0.17773244,0.047588497,-0.15542027,-0.048711628,-0.046307288,0.21559952,-0.029756155,0.27030787,0.0538572,-0.45604074,0.054289687,-0.030871809,0.25460604,0.07211001,-0.009326435,0.152684,-0.07412929,0.0032593794,0.005618051,-0.028530462,0.1083427,0.1597482,0.035195358,0.1300296,0.059097234,0.0059908493,0.055492148,5.018647e-05,3.93403e-05,0.010213106,0.012927357,0.0043207286,0.0005525739,0.012646666,0.045382354,0.00060150115,0.14447485,0.02573064,0.014895597,0.037162937,0.006693759,0.036086407,0.003713057,0.001058524,6.275445e-05
33,0.0027100947,0.0023214035,-0.03787777,-0.06062723,-0.1542286,-0.014366608,-0.053479973,-0.17925456,0.012221731,-0.16947044,0.14715098,-0.24604283,-0.15449075,-0.12276095,-0.24587217,-0.12833615,0.16559401,0.06400632,0.1796484,-0.10265473,-0.07797039,0.06749457,0.13794647,-0.30141544,0.020174837,0.006984621,0.08025712,0.021323333,0.00055650447,0.053966198,0.00011832687,0.0062553273,0.07118453,0.011179043,0.011888919,0.008717576,0.047558475,0.03012884,0.00060300087,0.014748294,0.1548375,0.00094334385,0.027548557,8.236384e-05,0.007651089,0.032416444,0.051139522,0.0020841341
34,0.09389946,0.07665227,-0.16073832,0.12872073,0.031715263,-0.096950375,-0.060388934,0.06602025,0.20443664,0.051409572,0.17796738,0.033522382,-0.2263967,0.036412153,0.040858574,0.11769073,0.13039815,-0.013934343,0.08862897,0.17235221,0.12626138,0.055737656,0.20491283,0.084333576,0.09869517,0.044649117,0.039731722,1.6390273e-05,0.002562348,0.0785479,0.0021489079,0.07931442,1.2425774e-06,0.005297581,0.00052496244,0.0033008885,0.015785977,0.040043008,0.001129097,0.0015136149,0.005546933,0.00019156246,0.07071923,0.04417588,0.0667315,0.0030642354,0.043356914,0.00937804
35,-0.09344783,0.022611648,-0.020571016,-0.111122854,-0.1007266,-0.005922694,0.03779903,-0.13451388,-0.13706666,-0.27755195,0.08646099,-0.030752584,-0.09295878,0.001924481,0.003146343,-0.012496452,-0.03993954,0.12532246,0.22859533,-0.053964913,0.03325746,0.10821291,0.13069284,-0.08396095,0.0504976,0.02957882,0.000112567104,0.0017367112,0.0019599055,0.0074007153,0.07328465,0.016179627,0.003584061,0.0051751747,0.015668435,0.03415455,0.0027144623,0.0030747147,0.11874232,0.006324106,0.0041553113,0.0034593216,0.014791904,0.0132905925,6.1789806e-06,0.06589691,0.0022442518,0.005274011
36,0.12529328,0.07839315,-0.14246151,0.17270046,0.080327,0.034101445,-0.003103245,0.06987938,0.16578682,0.17578153,0.26779974,-0.020837806,-0.22819026,-0.050734904,-0.08848521,0.08511251,0.19410673,-0.069463216,-0.13899422,0.16855766,0.08706238,-0.025023306,0.068482146,0.034756705,0.025828691,0.015731916,0.043393247,0.008299476,0.036071394,0.003196765,0.025132252,0.004307393,0.00020054997,0.16097507,0.11981548,0.0647299,0.009472179,0.012132215,0.006230292,0.038323164,0.050249524,0.0008485841,0.0013464381,0.039136115,0.015481395,0.0042805937,0.0006933481,0.0026367295
37,-0.09733109,-0.03394832,-0.066308096,-0.062578596,-0.1253413,-0.061211172,0.046628233,-0.054839652,-0.09936803,-0.15639646,0.042836208,0.08661014,0.10054579,-0.058435477,-0.03281684,0.11169392,-0.14222617,0.12285645,0.37142557,-0.028018538,0.124440104,0.04885583,0.09868169,-0.15711646,0.020140288,0.0007832871,0.018209182,0.004537873,0.00020551869,0.008713963,0.06923814,0.011003035,0.00018202099,0.0293469,0.02246958,0.011214135,0.098581836,4.989556e-05,0.0001790705,0.005036487,0.0036084163,0.037558436,0.011802828,0.004444864,0.016128171,0.010090721,0.049481764,0.009758225
38,0.29447216,0.097263455,-0.064121425,0.14172648,0.050505687,-0.004105445,-0.029581781,0.03068037,0.11427126,0.06515248,0.119965605,-0.16249813,-0.091744654,0.03223807,0.13280512,-0.0042349473,0.13779956,0.13912734,-0.1874414,0.054591447,-0.12438386,-0.077722244,0.13809331,0.15537095,0.07089391,0.035835233,0.005410167,0.008794236,0.0022422248,0.04141219,0.0089571355,0.011601943,0.008052482,0.0014983286,0.0019754712,0.062413987,0.01081798,0.023917701,0.11750273,0.07750822,0.050959352,0.006324735,0.0229166,0.0013449771,0.0005362642,0.0024198764,0.006174791,0.0020630956
39,-0.26210487,0.11142032,0.013743397,-0.17849429,-0.079268165,0.20965981,-0.033809982,-0.024461087,0.02020272,0.03399042,0.10941665,0.17125797,-0.26812884,-0.01410548,-0.091906056,0.23430279,0.03467691,0.1063934,0.363853,0.13915241,0.38150087,-0.07299347,0.0021035299,-0.19469495,0.035886638,0.041856643,0.025127303,0.00048376308,0.040226802,0.09440909,0.0006846561,0.034727264,0.0062124617,0.06322074,0.017193276,0.11554396,0.0029555177,0.020308185,0.019874886,4.7831934e-05,0.0069542024,0.016531935,0.0031892878,0.13711502,0.24314308,0.0044524474,0.045382984,7.250018e-07
40,0.43618113,0.058650274,-0.12994096,0.11664948,0.035033893,0.08563128,-0.021088287,0.10157966,-0.10665634,-0.17999342,0.098898835,0.07666792,0.24305674,-0.19133997,-0.04781957,-0.3148189,-0.0138278715,-0.037002068,-0.042598948,0.05240092,-0.14636664,0.026327057,0.13486701,-0.114331804,0.0031383554,0.0054535754,0.0008417132,0.075643525,0.0014969083,0.0072087925,0.0017773032,0.006851111,0.025085479,0.053441904,0.007858036,0.20901375,0.006590647,0.010430384,0.105526164,0.01877076,0.040551584,2.9231157e-06,0.066481344,0.0018691153,0.006067392,0.026213361,0.0022918896,0.0008013187
41,-0.26820356,-0.016881928,-0.06206332,0.3553376,-0.014655456,-0.083787605,-0.017748583,0.10493687,0.0736391,0.16496688,0.0640655,0.19418798,-0.23443049,0.29984665,0.17285937,0.44169056,-0.12578528,0.04931857,0.005321361,-0.041148815,0.21274303,-0.045910954,0.009511928,0.4158447,0.00040096487,0.0016191052,0.06942539,0.09746566,0.07299442,0.002227039,0.008559409,0.008793053,0.0013481774,0.00040111752,0.07365256,0.031053195,0.041687638,0.0034335738,0.000410145,0.018415729,0.002519452,0.06878304,0.013877638,0.00016907307,0.0026935393,0.123485535,0.01485126,0.001687906
42,0.16851543,0.028311677,0.0508701,-0.14584668,-0.1596922,0.2105132,-0.060820557,0.0118910745,-0.064377554,-0.102427304,0.08710345,-0.31368768,0.08847025,-0.39192653,-0.26610827,-0.2707284,0.047196306,0.15435043,0.20974332,0.05028978,-0.12442263,0.10104185,-0.03652801,-0.507095,0.00049187534,0.0036523922,0.087346,0.1153277,0.009535637,0.00372436,0.03112109,0.09060443,0.004531966,0.0064225253,0.0011856699,0.0066336733,3.911367e-05,0.012131395,0.008838947,0.003556885,0.030790398,0.027128078,0.08614278,0.02994234,0.03378316,0.00061714824,0.007663508,0.007338985
43,0.122948214,0.08897449,-0.13355428,0.3095478,0.08999387,-0.13928969,-0.049699653,0.16356692,0.22570783,0.064493395,0.1418523,0.07679407,-0.18521431,0.24497467,0.19366086,0.34342054,-0.08109096,0.05375684,-0.12925352,0.20414132,-0.066247284,-0.10095336,0.037156053,0.42737743,0.007364199,0.011799277,0.025820456,0.00225991,0.03122637,0.045883488,0.0007626961,0.026121536,0.009941555,0.007414116,0.013789375,0.0002913884,0.0015948638,0.107753955,0.018783482,0.00027192672,0.0028531102,0.115944766,0.024254534,0.054015942,0.003167323,0.03055019,0.03779757,0.041731153
