,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x29(t),x30(t),x31(t),x32(t),x33(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),x15(t-1),x16(t-1),x17(t-1),x18(t-1),x19(t-1),x20(t-1),x21(t-1),x22(t-1),x23(t-1),x24(t-1),x25(t-1),x26(t-1),x27(t-1),x28(t-1),x29(t-1),x30(t-1),x31(t-1),x32(t-1),x33(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t),e15(t),e16(t),e17(t),e18(t),e19(t),e20(t),e21(t),e22(t),e23(t),e24(t),e25(t),e26(t),e27(t),e28(t),e29(t),e30(t),e31(t),e32(t),e33(t)
60,-0.20176683,0.013820328,-0.049661472,0.21806017,-0.029417638,0.037540257,-0.0041813515,0.08869724,0.22545293,0.02138383,-0.2356394,-0.04460259,0.15775006,0.11884629,-0.14642505,-0.12908816,-0.0845673,0.27646676,0.011694111,0.2626116,-0.16885361,0.1710736,0.114827156,0.20318414,0.16516949,0.0638814,0.14907998,0.20657268,-0.26049024,0.22316313,-0.045635335,-0.23556125,0.10576291,0.086874895,0.10739118,0.048456784,-0.26544127,0.14983356,-0.037509993,0.26126334,0.18111199,-0.04625933,0.061600134,0.23656002,0.03503049,0.13467751,0.07767981,0.024662957,-0.045469865,0.15149345,-0.16096066,-0.03562361,-0.16153255,0.17953788,-0.14144266,0.1806868,-0.31505373,0.05952872,0.20033601,-0.29328611,0.0268853,0.02694574,-0.09635133,0.36540586,-0.090669766,-0.04995843,0.05103329,0.21678716,0.0010949221,0.00034745756,0.013397224,0.019970901,0.0039143367,0.02336928,0.00803541,0.070885435,0.018509734,0.048823353,0.008459491,0.0012035558,0.00022318958,2.2956536e-05,0.0017258443,0.021511758,0.019122826,0.020590723,0.040783472,0.04104551,0.010237033,0.008902652,0.005809101,0.12571931,0.012015715,0.043233696,4.995302e-05,0.0047263196,0.045345798,0.08367323,0.0010752147,0.00205994,0.0039376337,0.035731673
61,0.035371445,0.1733476,-0.0023921058,0.1403884,-0.016965214,-0.21072711,0.21869604,-0.032022208,0.26256353,0.0016252715,0.028219223,0.15007856,-0.056412246,0.031342488,-0.0017019138,-0.4876409,-0.24510781,0.22075406,0.15090589,0.03299923,0.1177183,-0.112872384,-0.08438129,-0.1307569,0.059886158,-0.03403059,0.0656013,0.08442698,-0.16747543,0.34865376,0.22933258,-0.048626125,0.13662879,0.22635911,-0.20176683,0.013820328,-0.049661472,0.21806017,-0.029417638,0.037540257,-0.0041813515,0.08869724,0.22545293,0.02138383,-0.2356394,-0.04460259,0.15775006,0.11884629,-0.14642505,-0.12908816,-0.0845673,0.27646676,0.011694111,0.2626116,-0.16885361,0.1710736,0.114827156,0.20318414,0.16516949,0.0638814,0.14907998,0.20657268,-0.26049024,0.22316313,-0.045635335,-0.23556125,0.10576291,0.086874895,0.0007755329,0.07006127,0.018227674,0.07080087,0.00064969005,0.00055068394,0.07268269,0.10621117,0.027287753,0.009894716,0.08817286,0.1864203,0.0010013302,8.583393e-05,0.08979125,0.0073185423,3.4704058e-06,0.083410524,0.00014802779,0.033421878,0.026624419,0.0018046476,0.014493178,0.0003220922,0.0026496155,0.003933651,0.0003119149,0.014264046,0.0017518472,0.07052811,0.011727332,0.004487173,0.004429327,0.016217468
62,0.16435146,0.045707528,-0.22773647,0.29845414,-0.21197246,0.08057318,0.113420665,-0.11019544,0.058687698,0.22874865,0.25201815,0.15582995,0.14009818,0.11887686,-0.078781456,0.075201705,-0.04650539,0.012813953,-0.22908059,0.22301473,-0.06945567,-0.02566114,-0.24589944,0.10333602,0.18992838,-0.25495395,0.14721295,0.024079498,-0.25918317,0.3614706,0.11962556,-0.05944069,0.044320107,0.14123827,0.035371445,0.1733476,-0.0023921058,0.1403884,-0.016965214,-0.21072711,0.21869604,-0.032022208,0.26256353,0.0016252715,0.028219223,0.15007856,-0.056412246,0.031342488,-0.0017019138,-0.4876409,-0.24510781,0.22075406,0.15090589,0.03299923,0.1177183,-0.112872384,-0.08438129,-0.1307569,0.059886158,-0.03403059,0.0656013,0.08442698,-0.16747543,0.34865376,0.22933258,-0.048626125,0.13662879,0.22635911,0.091875814,0.00349404,0.0001093807,0.027226388,0.010785153,0.0005538532,0.008479137,0.00018158778,0.07620499,4.3568372e-05,0.07757732,0.0002597673,0.09790754,0.031597346,0.010843052,0.008808304,0.21422148,0.0031062858,0.0006346599,0.010156642,0.036506884,0.006794553,0.005960163,0.006098222,0.0020697992,0.017924046,0.077894375,1.5061626e-05,0.01185406,0.009819194,0.013270027,0.051767487,0.062550105,0.03695091
63,-0.059093125,0.042026803,-0.13040195,0.1790736,0.063538656,0.13768241,0.06608653,-0.0052405233,0.2577907,-0.016939081,-0.13115206,-0.010762814,0.14292286,0.23258828,-0.16744861,-0.113951445,-0.06886234,0.22836673,-0.15539093,0.32236323,-0.24003607,0.18434873,0.14227916,0.07807254,0.11727254,-0.14457639,0.09804111,0.21526508,-0.31858176,0.107136905,-0.011594798,-0.090704754,0.07020325,0.094792075,0.16435146,0.045707528,-0.22773647,0.29845414,-0.21197246,0.08057318,0.113420665,-0.11019544,0.058687698,0.22874865,0.25201815,0.15582995,0.14009818,0.11887686,-0.078781456,0.075201705,-0.04650539,0.012813953,-0.22908059,0.22301473,-0.06945567,-0.02566114,-0.24589944,0.10333602,0.18992838,-0.25495395,0.14721295,0.024079498,-0.25918317,0.3614706,0.11962556,-0.05944069,0.044320107,0.14123827,0.0040438096,0.029987052,2.9961939e-05,0.00094106875,0.041936364,0.09553912,0.0062609958,0.001166453,0.06420074,8.4708645e-06,0.11360072,0.008380476,0.019973148,0.05703171,0.065297045,0.020801203,0.003900229,0.106042035,0.003408464,0.022022903,0.025064116,0.00045216535,0.019960117,0.014674917,0.0037699528,0.007662183,0.003501806,0.011029622,0.04733786,0.0023466174,0.011567678,0.031066407,0.002219899,0.00033791986
64,0.07281563,0.11467166,-0.04002473,0.07440367,0.15247504,-0.16431767,0.34753427,-0.10210984,0.21442111,0.02283435,-0.16073853,-0.004585147,-0.07061445,0.06768611,-0.07167965,-0.5082055,-0.21796048,0.031682827,0.14416866,0.11487794,0.13978985,0.037618503,0.008941907,-0.18218175,-0.014873244,-0.03206508,0.12351374,0.081641644,-0.21802452,0.31922105,0.041322965,0.028651476,0.009456795,0.14631844,-0.059093125,0.042026803,-0.13040195,0.1790736,0.063538656,0.13768241,0.06608653,-0.0052405233,0.2577907,-0.016939081,-0.13115206,-0.010762814,0.14292286,0.23258828,-0.16744861,-0.113951445,-0.06886234,0.22836673,-0.15539093,0.32236323,-0.24003607,0.18434873,0.14227916,0.07807254,0.11727254,-0.14457639,0.09804111,0.21526508,-0.31858176,0.107136905,-0.011594798,-0.090704754,0.07020325,0.094792075,0.0074734483,0.007039123,0.0015739101,0.0057172254,0.10870764,0.0074099074,0.17087303,0.012073524,0.064976156,0.034321286,0.04283394,0.0015736967,0.00052513334,2.321247e-06,0.0010557174,0.02088279,0.008202611,0.07455187,0.047126073,0.14319278,0.019610884,0.02872196,0.049441237,0.027664907,0.06324362,0.0016735883,0.018744187,0.03237021,0.013176497,0.008311769,0.00023603237,0.07648589,0.03556998,0.00069961644
65,0.05427101,0.06016939,-0.030241355,0.2628491,-0.019210465,0.21702567,0.03657121,0.024944931,-0.025510872,0.12240208,0.22507384,0.21845236,-0.003125751,-0.08078004,-0.05770967,-0.016725088,-0.190349,-0.07968402,-0.10747872,0.036085326,0.07026348,0.2175575,-0.34255415,0.059381887,0.16755943,-0.19695403,-0.030088346,0.11748368,-0.1069092,0.43789366,0.014988458,-0.01570482,0.025317304,0.095789194,0.07281563,0.11467166,-0.04002473,0.07440367,0.15247504,-0.16431767,0.34753427,-0.10210984,0.21442111,0.02283435,-0.16073853,-0.004585147,-0.07061445,0.06768611,-0.07167965,-0.5082055,-0.21796048,0.031682827,0.14416866,0.11487794,0.13978985,0.037618503,0.008941907,-0.18218175,-0.014873244,-0.03206508,0.12351374,0.081641644,-0.21802452,0.31922105,0.041322965,0.028651476,0.009456795,0.14631844,0.029138573,0.019348567,0.06357934,0.0005170037,0.004235599,0.038624793,0.0072971503,0.040786345,0.0021129565,0.02572014,0.0054100933,0.040718842,0.0013452027,0.015630448,0.0045127207,0.005146554,0.02683723,0.0017709594,9.0623114e-05,0.0005569142,0.02905491,0.000513328,0.005975406,0.00032230438,0.026715469,0.0029667723,0.0002056379,0.018799113,0.0017894498,0.007575995,0.0074141533,1.5928124e-05,0.018479653,0.016554926
66,-0.15489866,0.059285823,-0.05367176,0.2552992,-0.13906385,-0.060414877,-0.06010098,0.043208282,0.11571915,-0.0030097752,-0.122347936,-0.053007048,0.18810174,0.21865526,0.0017125774,-0.13958675,-0.027510574,0.19663496,-0.05729185,0.22005154,-0.20780869,0.13531123,0.20093015,0.16040462,0.21199,0.007951144,0.15886891,0.2636579,-0.2975869,0.16810483,0.118874826,-0.29773068,-0.030300936,0.08545248,0.05427101,0.06016939,-0.030241355,0.2628491,-0.019210465,0.21702567,0.03657121,0.024944931,-0.025510872,0.12240208,0.22507384,0.21845236,-0.003125751,-0.08078004,-0.05770967,-0.016725088,-0.190349,-0.07968402,-0.10747872,0.036085326,0.07026348,0.2175575,-0.34255415,0.059381887,0.16755943,-0.19695403,-0.030088346,0.11748368,-0.1069092,0.43789366,0.014988458,-0.01570482,0.025317304,0.095789194,0.008884186,0.00054398086,0.0017170693,0.00012634591,0.0016449007,0.0012401186,0.049501963,0.0033662717,0.02506408,9.39114e-05,0.026853282,0.0071271197,0.016824659,0.02739625,0.028040538,0.008245785,0.025823439,0.016420823,0.02860106,2.1547723e-07,0.0038853784,0.048631184,0.02709993,0.011674789,0.011778069,0.003688682,0.035260778,0.033533674,2.8070508e-06,0.019319408,0.0002904224,0.0056380774,0.0014004207,0.0008282526
67,0.21410975,0.2526023,-0.090242796,0.06537811,0.08388654,-0.2177492,0.15614761,-0.09680401,0.16271612,-0.00046668656,-0.13568644,0.0022391975,-0.09890239,0.09924718,-0.13097098,-0.4930592,-0.18437795,0.15469871,0.08735074,0.047380026,0.122114494,-0.019828074,-0.043179277,-0.12696238,-0.025812307,-0.11371836,0.013929752,0.047648765,-0.23384446,0.25906008,0.09659286,-0.043954644,0.11887628,0.2033111,-0.15489866,0.059285823,-0.05367176,0.2552992,-0.13906385,-0.060414877,-0.06010098,0.043208282,0.11571915,-0.0030097752,-0.122347936,-0.053007048,0.18810174,0.21865526,0.0017125774,-0.13958675,-0.027510574,0.19663496,-0.05729185,0.22005154,-0.20780869,0.13531123,0.20093015,0.16040462,0.21199,0.007951144,0.15886891,0.2636579,-0.2975869,0.16810483,0.118874826,-0.29773068,-0.030300936,0.08545248,0.054207273,0.12077336,0.011920863,0.06601773,0.0035591212,0.017450092,0.014416983,0.0015134702,0.0031479378,0.0006176821,0.026774311,0.029090153,0.001562683,9.526317e-05,0.0025613357,0.0016317727,0.0058038533,0.0822867,0.0026849876,0.040753834,0.021729613,0.054455772,0.028659012,0.001381374,0.016302781,0.001701575,0.01145165,0.0010179941,0.040136065,0.00474198,0.015102878,0.0014179101,0.006061475,0.0019645942
68,0.03185912,0.027512833,-0.13541126,0.29694214,-0.1737844,0.21182445,0.115449615,-0.07683545,0.033830207,0.13326868,0.1926493,0.13939516,0.027084447,-0.05511363,0.013358171,0.03554768,-0.20859687,0.08944493,-0.0018593967,0.11017815,-0.09376173,0.1424873,-0.3972488,0.025648843,0.14585614,-0.16021378,0.12688804,-0.032244116,-0.1283344,0.4662852,-0.0105226785,-0.088163,0.08191861,0.09622906,0.21410975,0.2526023,-0.090242796,0.06537811,0.08388654,-0.2177492,0.15614761,-0.09680401,0.16271612,-0.00046668656,-0.13568644,0.0022391975,-0.09890239,0.09924718,-0.13097098,-0.4930592,-0.18437795,0.15469871,0.08735074,0.047380026,0.122114494,-0.019828074,-0.043179277,-0.12696238,-0.025812307,-0.11371836,0.013929752,0.047648765,-0.23384446,0.25906008,0.09659286,-0.043954644,0.11887628,0.2033111,0.0051523275,0.0036884502,0.014540721,0.21428652,0.0020654988,1.9393841e-05,0.00038885733,0.00051390525,0.00032077255,0.0006246624,0.050732125,0.04011507,0.0054948092,0.016976573,3.75094e-05,0.014325508,0.0033025576,0.14844091,0.15345916,0.0018507442,0.0031541623,0.00018303448,0.006643405,0.00014258624,0.031074606,0.010510254,0.058992714,7.1806794e-06,0.023002855,0.0014257631,0.019454286,0.008215279,0.01048803,8.0436024e-07
69,-0.20087592,-0.007543859,-0.00396375,0.31745943,-0.21754064,0.053735,0.044099975,-0.037760735,0.2290731,-0.01647323,0.11584693,0.0879326,0.2686685,0.16499875,-0.1558859,-0.0060057156,-0.1838626,0.20061196,-0.08743134,0.3285039,-0.2419835,0.19559592,0.15137865,0.13650481,0.4023524,-0.045976777,0.08540892,0.1852891,-0.27177417,0.12702999,0.15445638,-0.18291621,0.12329088,0.15950553,0.03185912,0.027512833,-0.13541126,0.29694214,-0.1737844,0.21182445,0.115449615,-0.07683545,0.033830207,0.13326868,0.1926493,0.13939516,0.027084447,-0.05511363,0.013358171,0.03554768,-0.20859687,0.08944493,-0.0018593967,0.11017815,-0.09376173,0.1424873,-0.3972488,0.025648843,0.14585614,-0.16021378,0.12688804,-0.032244116,-0.1283344,0.4662852,-0.0105226785,-0.088163,0.08191861,0.09622906,0.0030098064,0.008578199,0.03888944,0.037285212,0.0004851269,0.006611142,0.018873297,0.006961729,0.08286602,0.00027414825,0.12549229,0.056399994,0.07004411,0.044121493,0.0022733277,0.03631029,0.015411318,0.0008988043,0.0005668238,0.04614526,0.0022749896,0.08308878,0.0015658544,0.020973412,0.13522094,0.032643165,0.0027604497,0.012888397,0.03381335,0.009109518,0.005573502,0.025439631,0.012360518,0.029617772
70,0.15313011,0.0932929,-0.15339781,0.1742509,0.053418543,-0.32952374,0.13863057,-0.09231759,0.23226896,0.058774464,-0.19323531,-0.044412408,-0.074368544,0.37684456,-0.26435694,-0.61564255,-0.2521394,0.04537703,0.05287128,0.07129276,-0.019626087,0.038154855,-0.0104594845,-0.18460666,0.020375857,-0.06308403,0.17293629,0.089362055,-0.31006986,0.20133857,0.0709798,-0.06241837,-0.009679604,0.27496067,-0.20087592,-0.007543859,-0.00396375,0.31745943,-0.21754064,0.053735,0.044099975,-0.037760735,0.2290731,-0.01647323,0.11584693,0.0879326,0.2686685,0.16499875,-0.1558859,-0.0060057156,-0.1838626,0.20061196,-0.08743134,0.3285039,-0.2419835,0.19559592,0.15137865,0.13650481,0.4023524,-0.045976777,0.08540892,0.1852891,-0.27177417,0.12702999,0.15445638,-0.18291621,0.12329088,0.15950553,0.00021261629,0.000648346,0.0035831481,0.032711077,5.0869977e-07,0.005162338,0.0021474822,0.007988396,0.009051137,0.029999385,0.040250145,0.0059932387,0.0013207777,0.071825296,0.0007976321,0.0002561333,0.0071482733,0.0014219125,0.0067227352,0.027837515,1.2689574e-05,0.087955005,0.0062947883,0.0009998328,2.4446867e-05,0.0020150011,0.10718284,0.033662226,0.045110006,0.0018768759,0.0013177298,0.0012815159,0.002480064,0.031411346
71,0.03653165,0.04468889,-0.16136637,0.17221987,0.14328353,0.16872668,0.21365374,0.019267816,0.017965114,0.1758163,-0.034997836,0.2761416,0.006586694,-0.024784185,0.014089929,-0.032955997,0.008441303,0.058810897,-0.0933066,0.09159285,-0.13941033,0.2126085,-0.42768162,0.010349473,0.104098536,-0.09804905,-0.019058742,0.07727249,-0.08351517,0.5164113,-0.21167018,0.040752213,0.1048052,0.122372925,0.15313011,0.0932929,-0.15339781,0.1742509,0.053418543,-0.32952374,0.13863057,-0.09231759,0.23226896,0.058774464,-0.19323531,-0.044412408,-0.074368544,0.37684456,-0.26435694,-0.61564255,-0.2521394,0.04537703,0.05287128,0.07129276,-0.019626087,0.038154855,-0.0104594845,-0.18460666,0.020375857,-0.06308403,0.17293629,0.089362055,-0.31006986,0.20133857,0.0709798,-0.06241837,-0.009679604,0.27496067,0.0062714927,7.865218e-06,0.0116038695,0.10047517,3.8734423e-05,0.0003678803,0.024883447,0.04195633,0.0034850894,0.008843072,7.7217126e-05,0.057126094,0.0013569518,0.018532537,0.019511672,0.0006227253,0.043602515,0.005821086,0.004156496,0.010141712,0.0056981565,7.94563e-05,0.0038332974,0.025903804,0.0035861984,0.027611604,0.00039783973,0.013672118,0.04271957,0.0060690073,0.00025545797,0.01118255,0.0017272405,0.015939368
72,-0.2735019,0.06470807,0.12250165,0.41328922,-0.18880162,0.008202001,-0.00021962542,-0.027446657,0.0756562,-0.053814635,0.033914894,0.007842157,0.22627135,0.054159913,-0.038230408,-0.09381386,-0.13936348,0.2901745,0.013407111,0.210617,0.013011852,0.09669869,0.017953254,0.14669044,0.17727593,0.023012687,0.1123101,0.3236002,-0.2169834,0.21949546,0.23920248,-0.2722275,-0.00069307163,0.03702161,0.03653165,0.04468889,-0.16136637,0.17221987,0.14328353,0.16872668,0.21365374,0.019267816,0.017965114,0.1758163,-0.034997836,0.2761416,0.006586694,-0.024784185,0.014089929,-0.032955997,0.008441303,0.058810897,-0.0933066,0.09159285,-0.13941033,0.2126085,-0.42768162,0.010349473,0.104098536,-0.09804905,-0.019058742,0.07727249,-0.08351517,0.5164113,-0.21167018,0.040752213,0.1048052,0.122372925,0.046173997,0.026071828,0.077853024,0.020438451,0.0012730178,0.010364503,0.002085141,0.0019587914,0.0067086355,0.005323544,0.0019294927,0.040953197,0.012430527,0.009391117,0.0002480472,0.0015573028,1.2868493e-05,0.042053413,0.04456158,3.97447e-07,0.01248377,0.03989016,0.00029675607,0.00011663942,0.0051691374,0.005504686,0.0012490638,3.6733574e-05,0.0063139373,0.00023310463,0.0008075912,0.014568719,0.059007373,5.7826543e-05
73,0.12931226,0.16187209,-0.13485864,0.13254151,-0.16434188,-0.22437033,0.092279226,-0.14109294,0.18532854,0.0032309094,0.0060365214,-0.00089403614,0.016452562,0.17834026,-0.20451915,-0.3825122,-0.28209403,0.08069615,0.0051777186,0.16143419,0.042928174,-0.08710658,0.114693366,-0.04261113,0.12635642,-0.2241713,-0.012143714,0.104216896,-0.15384261,0.21146432,0.25246915,-0.005959302,0.025754312,0.15716201,-0.2735019,0.06470807,0.12250165,0.41328922,-0.18880162,0.008202001,-0.00021962542,-0.027446657,0.0756562,-0.053814635,0.033914894,0.007842157,0.22627135,0.054159913,-0.038230408,-0.09381386,-0.13936348,0.2901745,0.013407111,0.210617,0.013011852,0.09669869,0.017953254,0.14669044,0.17727593,0.023012687,0.1123101,0.3236002,-0.2169834,0.21949546,0.23920248,-0.2722275,-0.00069307163,0.03702161,0.0007343915,7.1992836e-05,0.0032534213,0.02442924,0.003950129,0.007499006,0.0010120674,0.0039943117,0.005294694,0.0016552828,0.006964603,0.050036337,0.02542919,0.026937341,0.0029075253,0.008655409,0.07027169,0.014626755,0.0127653675,0.00517327,0.059390172,0.029117249,0.019100174,0.051259547,0.00031510752,0.0006117207,0.013432493,0.14375012,0.18535782,0.051673796,0.026908029,0.08444378,0.003549802,0.055735137
74,0.20066327,0.07656082,-0.20197408,0.06887373,0.107318446,0.078723006,0.10419408,-0.038495563,0.12769103,0.13456455,-0.03334221,0.039005987,-0.056831624,0.19585636,-0.12978543,-0.088927396,-0.10594555,-0.08198227,-0.14817788,0.091704525,-0.2661975,0.19055936,-0.25239673,0.08288868,0.23607287,-0.17373684,0.059974205,0.07527934,-0.31194314,0.34628028,-0.1388903,-0.054029122,0.061019946,0.08573735,0.12931226,0.16187209,-0.13485864,0.13254151,-0.16434188,-0.22437033,0.092279226,-0.14109294,0.18532854,0.0032309094,0.0060365214,-0.00089403614,0.016452562,0.17834026,-0.20451915,-0.3825122,-0.28209403,0.08069615,0.0051777186,0.16143419,0.042928174,-0.08710658,0.114693366,-0.04261113,0.12635642,-0.2241713,-0.012143714,0.104216896,-0.15384261,0.21146432,0.25246915,-0.005959302,0.025754312,0.15716201,0.017082,0.024452368,0.0028414994,4.876838e-07,0.080470294,0.002494298,0.00073010044,0.0018525118,0.03596634,0.020209573,0.00015702606,0.01779869,0.000515057,0.15237145,0.0067513986,0.008099848,0.008851278,0.05539882,0.015724031,0.0010271469,0.0040487233,0.06520406,0.0013894713,0.05437311,0.13251178,0.0015262594,0.005557871,0.058977913,0.006551503,0.04087232,0.0023872228,1.9332401e-06,0.032125853,0.01681861
75,0.057718307,0.060620807,0.034575306,0.13956672,0.045037393,0.03950222,0.19741197,0.041996572,0.0978412,0.06301753,-0.11178947,0.033052333,0.14784862,0.04144198,0.03600407,-0.22340062,-0.009480745,0.14644344,0.07564597,0.12631299,-0.047620572,0.2809711,-0.07668764,0.056323085,0.197399,0.21205455,0.10386461,0.2321977,-0.17586014,0.3167662,-0.005064577,-0.17577446,0.101909295,0.22828916,0.20066327,0.07656082,-0.20197408,0.06887373,0.107318446,0.078723006,0.10419408,-0.038495563,0.12769103,0.13456455,-0.03334221,0.039005987,-0.056831624,0.19585636,-0.12978543,-0.088927396,-0.10594555,-0.08198227,-0.14817788,0.091704525,-0.2661975,0.19055936,-0.25239673,0.08288868,0.23607287,-0.17373684,0.059974205,0.07527934,-0.31194314,0.34628028,-0.1388903,-0.054029122,0.061019946,0.08573735,0.25336182,0.022981139,0.0079988325,0.00038921772,0.003314588,0.044765897,0.15929475,0.001005436,0.031290885,0.058312513,5.769429e-06,0.035512943,0.021650258,0.012612573,0.0060260748,0.018964177,0.027339447,0.0406286,0.023071976,0.022773052,0.009569355,0.07481228,0.024631813,0.011239144,0.028894553,0.036780942,0.005734003,0.0054049166,0.0191426,0.029313406,0.02260787,0.0024781595,0.037083622,0.0016323018
76,-0.03979032,0.12250592,-0.10916217,0.21267627,-0.048125535,0.04863237,0.036510225,-0.06306507,0.1893068,0.04214433,0.008370712,0.020377055,0.038348608,0.07115057,-0.10827789,-0.26953205,-0.24444382,0.11688662,0.0010733609,0.10417516,0.18434508,0.04201054,-0.20923856,0.09004551,0.07666126,-0.13513234,-0.025672415,0.07558803,-0.08166645,0.3481019,0.23932981,-0.11148776,0.029935833,0.33256555,0.057718307,0.060620807,0.034575306,0.13956672,0.045037393,0.03950222,0.19741197,0.041996572,0.0978412,0.06301753,-0.11178947,0.033052333,0.14784862,0.04144198,0.03600407,-0.22340062,-0.009480745,0.14644344,0.07564597,0.12631299,-0.047620572,0.2809711,-0.07668764,0.056323085,0.197399,0.21205455,0.10386461,0.2321977,-0.17586014,0.3167662,-0.005064577,-0.17577446,0.101909295,0.22828916,0.0010857896,0.006407064,0.002450122,0.00088019395,0.041520655,0.07013925,0.000616942,0.010156652,0.08350593,0.0005740759,0.016720489,0.003724237,4.7886388e-06,0.0021472834,0.041833717,0.0017361989,0.018620206,0.0008876249,0.0043137963,0.00024399871,0.00015973824,0.0011979332,0.058474086,0.114059314,0.0040988824,0.009683156,0.0084019285,0.0013080108,0.01946134,0.001966712,0.031014623,0.039610367,0.007735077,0.20161682
77,0.0150645925,0.05076253,-0.24443108,0.12086837,-0.16639295,0.0044188937,0.08236386,-0.057842497,0.15017119,0.28775686,-0.12937261,-0.036418937,0.14355917,0.18000615,-0.06149188,-0.059993047,-0.18216564,0.20341414,-0.12595624,0.29896688,-0.20740966,0.0275102,0.0656531,0.09001377,0.19613752,-0.15448862,0.056959145,0.022532307,-0.27897382,0.32144612,-0.037206106,-0.27132192,0.21631213,0.08070654,-0.03979032,0.12250592,-0.10916217,0.21267627,-0.048125535,0.04863237,0.036510225,-0.06306507,0.1893068,0.04214433,0.008370712,0.020377055,0.038348608,0.07115057,-0.10827789,-0.26953205,-0.24444382,0.11688662,0.0010733609,0.10417516,0.18434508,0.04201054,-0.20923856,0.09004551,0.07666126,-0.13513234,-0.025672415,0.07558803,-0.08166645,0.3481019,0.23932981,-0.11148776,0.029935833,0.33256555,1.896422e-05,0.012968515,0.04151661,0.0006988887,0.0012751526,0.009503304,0.0072422796,0.00060081336,0.0021082694,0.10221719,0.10157435,0.00015711736,0.038939897,0.0069958335,3.0007467e-07,0.033095066,0.006682829,0.00045017013,0.0013549958,0.024388874,0.00906587,1.4975925e-07,0.00025042827,0.0021474995,0.010177166,0.012090991,0.00595759,0.06510072,0.02235056,0.045155153,0.00013399741,0.001888443,0.018831462,0.010010179
78,0.03049349,0.012197158,0.0062730424,0.014477916,0.1400595,0.037452146,0.18662992,-0.1016566,0.2707294,0.14892457,-0.1450401,0.0021373294,-0.003203323,-0.033837136,-0.19353701,-0.3104909,-0.10981196,0.21415733,0.027793633,0.14421532,-0.079778686,0.092405654,-0.12116829,-0.018979693,0.10094663,-0.10566981,0.19648635,0.20606825,-0.23050909,0.24294853,0.073924996,-0.087104,0.37430176,0.20015663,0.0150645925,0.05076253,-0.24443108,0.12086837,-0.16639295,0.0044188937,0.08236386,-0.057842497,0.15017119,0.28775686,-0.12937261,-0.036418937,0.14355917,0.18000615,-0.06149188,-0.059993047,-0.18216564,0.20341414,-0.12595624,0.29896688,-0.20740966,0.0275102,0.0656531,0.09001377,0.19613752,-0.15448862,0.056959145,0.022532307,-0.27897382,0.32144612,-0.037206106,-0.27132192,0.21631213,0.08070654,0.016269993,0.00093100464,0.028023258,4.209058e-05,0.00043978094,0.018167047,0.0005528415,5.0470364e-05,0.00033042644,0.21244732,3.784488e-06,0.055863567,0.029623227,0.00013845043,0.002620979,0.0072689163,0.0028260543,0.00013266363,0.0006236602,0.00091294514,0.0034303986,0.0041862177,0.042819344,0.0225135,0.029862925,0.00926793,0.040007234,0.004619892,0.0003102517,0.0067298766,0.06951345,0.019059442,0.057673138,0.057200518
79,-0.02343488,0.10514099,-0.13157603,0.19795173,-0.1113805,0.10688777,0.12741075,-0.100618154,0.1535932,0.16251065,-0.021918101,0.21736366,0.06564233,-0.015005268,0.09471652,-0.09457445,-0.18964526,0.21806586,-0.083696485,0.23528859,-0.11221493,0.11493435,-0.25565195,-0.028763874,0.10037225,-0.10528652,0.19351067,0.0092370035,-0.0910297,0.3744343,0.019113079,0.060017295,0.05649927,-0.0022724494,0.03049349,0.012197158,0.0062730424,0.014477916,0.1400595,0.037452146,0.18662992,-0.1016566,0.2707294,0.14892457,-0.1450401,0.0021373294,-0.003203323,-0.033837136,-0.19353701,-0.3104909,-0.10981196,0.21415733,0.027793633,0.14421532,-0.079778686,0.092405654,-0.12116829,-0.018979693,0.10094663,-0.10566981,0.19648635,0.20606825,-0.23050909,0.24294853,0.073924996,-0.087104,0.37430176,0.20015663,0.0001867695,0.0021068682,0.005464773,0.0626547,0.0048371674,0.0029269382,0.08876772,0.0064605135,0.0010922971,0.030733217,8.60779e-05,0.07800212,0.0050581805,0.009416882,0.11640007,0.002851573,0.002975914,0.07066534,0.0063150995,0.009740316,3.8408234e-06,0.002421777,0.024433231,0.020083712,0.00016828145,0.0130242,0.0043531777,0.013323304,0.0119590135,0.06474984,0.031366624,0.0841932,0.0053533795,0.00012160086
