,x0,x1,x2,x3,x4,x5,x6,e0,e1,e2,e3,e4,e5,e6
19,0.004663942,2.437352e-05,0.040347382,0.07671991,0.06993443,0.040760852,0.29934034,0.004663942,2.437352e-05,0.00028854862,0.032449346,0.021202628,0.034193754,0.03558797
20,0.12274831,2.8410798e-06,0.09683971,0.04199184,0.09685297,0.01626667,0.25352108,0.12274831,2.8410798e-06,0.03808715,0.007024627,0.047661107,0.013934699,0.001135286
21,2.3208102e-05,0.0045752074,0.03481159,0.054646377,0.1113285,0.14784317,0.2113044,2.3208102e-05,0.0045752074,0.0056809136,0.0062198904,0.011175769,0.08646902,0.00055470044
22,0.0005297189,0.015002396,0.10363625,0.16637221,0.09637698,0.005092412,0.24341115,0.0005297189,0.015002396,0.000103878934,0.11070797,0.016767068,0.0050808075,0.00071772333
23,0.06375529,0.030146234,0.1000622,0.049829427,0.087747455,0.0043944037,0.31868193,0.06375529,0.030146234,0.0068286904,0.001640939,0.01677159,0.0041295444,0.011483775
24,0.0048648743,0.008340886,0.09015423,0.043935835,0.081119224,0.034701694,0.26566648,0.0048648743,0.008340886,0.047969196,6.210984e-05,0.0062121954,0.0028240504,0.0013714414
25,0.0031138465,0.002760049,0.07615069,0.062122107,0.06732705,0.002579077,0.24418592,0.0031138465,0.002760049,0.032661483,0.021562496,0.022870207,0.00014663981,0.022910103
26,0.014515182,0.012063242,0.13595328,0.06883147,0.12791952,0.009458455,0.23388278,0.014515182,0.012063242,0.102222666,0.03516795,0.09266553,0.007901532,0.0288199
27,0.040443573,0.23265584,0.05121468,0.19859518,0.12041065,0.033497684,0.24987245,0.040443573,0.23265584,0.006038095,0.13463542,0.058584888,0.026240092,0.0059356317
28,0.007264452,0.0062335473,0.25371286,0.102425665,0.17677513,0.031351764,0.53410196,0.007264452,0.0062335473,0.021338519,0.042220335,0.010263499,0.011129977,0.017147716
29,0.040100224,0.0014368026,0.07235849,0.19441077,0.098425776,0.008204527,0.4481079,0.040100224,0.0014368026,0.002352994,0.1060232,0.015597021,0.0045723007,0.00333699
30,0.12563337,0.012652861,0.10243116,0.056962863,0.106595345,0.026315259,0.43026257,0.12563337,0.012652861,0.0004051166,0.007749973,0.0109257605,0.0062651467,0.008058947
31,0.03611597,0.06257891,0.050461262,0.054405257,0.11597476,0.075531356,0.34981012,0.03611597,0.06257891,0.0024957745,0.0011075862,0.0025264944,0.012714672,0.022590576
32,0.00041328077,0.08999398,0.09674385,0.2902481,0.09612724,0.037452877,0.3914739,0.00041328077,0.08999398,0.000486093,0.2322607,0.0009466862,0.019394891,0.0519605
33,0.0046159113,0.004583943,0.20892182,0.073543325,0.12922259,0.016158719,0.5453455,0.0046159113,0.004583943,7.4337724e-05,0.025479706,0.0005604062,0.015952079,0.007000121
34,0.00517808,0.048766788,0.057731807,0.13564102,0.059567086,0.0057442235,0.39995635,0.00517808,0.048766788,0.010588819,0.07102973,0.00138199,0.0034362678,3.7182635e-05
35,0.0029484956,0.004222551,0.11055926,0.04869782,0.12488796,0.011840977,0.4225951,0.0029484956,0.004222551,0.015483248,0.018914277,0.05986914,0.009251937,0.053091463
36,0.007572855,0.007528397,0.03238994,0.08082021,0.059338834,0.012064405,0.35300165,0.007572855,0.007528397,9.265983e-06,0.018376231,0.010452259,0.0105901575,0.036609594
37,0.0003650114,0.0017880631,0.06862026,0.047269046,0.061717853,0.004527165,0.28037396,0.0003650114,0.0017880631,0.01841375,0.01759963,0.017993463,0.0007407375,0.0049261837
38,0.06009366,0.0008390911,0.027155858,0.14186913,0.051120616,0.0040895734,0.20974948,0.06009366,0.0008390911,0.00036371828,0.11101021,0.022112578,0.0039070677,0.00077894743
39,0.013248409,0.004002242,0.07412238,0.026070047,0.120169714,0.13163108,0.24116082,0.013248409,0.004002242,0.00072348205,0.0005097397,0.040643286,0.10158424,0.0026722348
40,5.784667e-07,0.0996836,0.08691822,0.060699664,0.07741663,0.008130651,0.24613221,5.784667e-07,0.0996836,0.0060665347,0.0006148066,0.00032415608,0.0015064466,0.010004953
41,0.03882542,0.08142768,0.08479458,0.06742077,0.09942129,0.060306992,0.28862786,0.03882542,0.08142768,0.0005376262,0.028712459,0.037938364,0.0603067,0.004533363
42,0.22944778,0.016676655,0.10592197,0.1032982,0.12314956,0.10252189,0.32204032,0.22944778,0.016676655,0.001344251,0.053587556,0.026592663,0.08310918,0.0013026524
43,0.040500768,0.049364753,0.16474386,0.07436848,0.24339284,0.11836178,0.34539282,0.040500768,0.049364753,0.05349548,0.0127936965,0.042257365,0.0036378861,0.007186275
44,0.012959253,0.016134042,0.12119706,0.12997633,0.21705982,0.036150925,0.44216752,0.012959253,0.016134042,0.00014955219,0.008279917,0.075437464,0.01590054,0.025384301
45,0.19779299,0.024266394,0.19587608,0.11035551,0.18078655,0.045202516,0.45343548,0.19779299,0.024266394,0.10474543,0.0018256003,0.07447664,0.03872289,0.0052012894
46,4.8951322e-05,0.0010788058,0.11228712,0.09256351,0.20450336,0.10221968,0.45256066,4.8951322e-05,0.0010788058,0.022374913,0.0021702368,0.015454109,0.0033231825,0.023182578
47,0.02500781,0.0010719802,0.17408107,0.2381253,0.10019771,0.0046326974,0.44778803,0.02500781,0.0010719802,0.076150075,0.13587362,8.189735e-05,0.004608222,0.023469368
48,0.0026121195,0.008877698,0.1284959,0.055260353,0.19656327,0.031040894,0.46930787,0.0026121195,0.008877698,0.0065809255,0.0051614977,0.09805246,0.018536989,0.014758842
49,0.014300162,0.0005767673,0.06290974,0.09956482,0.10294077,0.024502866,0.38885468,0.014300162,0.0005767673,0.015320261,0.0012831822,0.028699161,0.023196805,5.533946e-05
50,5.461057e-05,0.000103591454,0.08552064,0.07619548,0.064712025,0.009808522,0.5266264,5.461057e-05,0.000103591454,0.023198413,0.024725096,0.0006656317,0.002658441,0.19949679
51,0.03322957,0.021585122,0.043809965,0.08966686,0.048455544,0.034538075,0.38109744,0.03322957,0.021585122,0.0007561654,0.057310842,0.010723332,0.03451077,0.0257518
52,0.016200306,0.035880886,0.09809123,0.024895616,0.11779518,0.04214026,0.33739784,0.016200306,0.035880886,0.0251962,0.0006678437,0.052618988,0.025525473,0.030547826
53,0.025640901,0.0032672288,0.052409176,0.06126215,0.0796782,0.024615534,0.2851336,0.025640901,0.0032672288,0.0009507938,0.0023645603,0.016400062,0.01651538,0.0014196681
54,0.04816074,0.00038236176,0.14557031,0.041463803,0.0556457,0.023741595,0.26074877,0.04816074,0.00038236176,0.10099785,0.001624703,0.00061946874,0.010921145,0.02379195
55,0.07117362,0.00028652058,0.03382859,0.06666031,0.088406146,0.079740115,0.19739823,0.07117362,0.00028652058,0.0010347102,0.03883746,0.03401741,0.055659745,0.0018809784
56,0.0030663055,0.0039605387,0.073555656,0.04469633,0.21706794,0.0380629,0.21437454,0.0030663055,0.0039605387,0.00021218436,0.00049325684,0.12270786,0.0024760875,0.0013272214
57,0.0007724334,0.053661253,0.06044619,0.110354066,0.078360885,0.0544502,0.2985197,0.0007724334,0.053661253,0.017086308,0.0018200942,0.0008808046,0.052917045,0.036790077
58,0.018197784,0.0013265717,0.12915117,0.047402687,0.18583551,0.015402474,0.33770764,0.018197784,0.0013265717,0.01991841,0.008222244,0.1112427,0.015016258,0.012643281
59,0.012494002,0.035009887,0.057500355,0.11497529,0.11414069,0.05919273,0.42624167,0.012494002,0.035009887,0.025434488,0.022057531,0.04254998,0.050093837,0.124072514
60,0.031250697,0.015976585,0.17010957,0.06528495,0.12133983,0.056387022,0.39913592,0.031250697,0.015976585,0.06552061,0.008214605,0.03426318,0.050140023,0.0016576207
61,0.0133700445,0.00022775518,0.07499297,0.08562119,0.10425239,0.022136796,0.33556202,0.0133700445,0.00022775518,0.0061686896,0.024951275,0.023879945,0.006511447,0.00028125534
62,0.0017298482,0.05788214,0.057188563,0.06499287,0.07976353,0.024433363,0.2916121,0.0017298482,0.05788214,0.0031956884,0.012866674,0.020018972,0.017748341,0.0017839812
63,0.022481116,0.046123214,0.11931176,0.054400682,0.06051652,0.006511632,0.3731002,0.022481116,0.046123214,0.045657575,0.014518918,0.002883626,0.005646708,0.089147784
64,0.006935992,0.047752593,0.055622667,0.06867069,0.08216323,0.012452146,0.35933587,0.006935992,0.047752593,0.002104905,0.038412426,0.029034657,0.0012115887,0.0655067
65,0.0048531913,0.021495942,0.06630671,0.048459668,0.06928851,0.028222183,0.37548763,0.0048531913,0.021495942,0.0018689983,0.007378054,0.013060853,0.024754187,0.064307585
66,0.024339935,0.0002758896,0.0510111,0.050621085,0.05555401,0.004521587,0.29067317,0.024339935,0.0002758896,0.0019222058,0.015976831,0.011260841,0.0020949915,0.00876283
67,0.03208359,0.035000026,0.16072027,0.050578162,0.05220599,0.018141892,0.21550433,0.03208359,0.035000026,0.133011,0.022801155,0.01229288,0.005971925,0.0030876056
68,0.012731092,0.0050281007,0.056035317,0.054674745,0.16417447,0.018469125,0.20263824,0.012731092,0.0050281007,0.0041752774,0.028571751,0.109151155,0.0024273307,6.395862e-05
69,0.0018718346,0.0707875,0.04690964,0.10499005,0.14047146,0.035679605,0.28372335,0.0018718346,0.0707875,0.007823657,0.022902813,0.0735193,0.029314058,0.050922588
70,0.0005944068,0.008033432,0.11679477,0.102372006,0.095915124,0.031525083,0.3894782,0.0005944068,0.008033432,0.011066192,0.032136273,0.006997051,0.030589167,0.036627747
71,0.0002996649,0.019098682,0.19217557,0.084284365,0.059776712,0.018452296,0.34200296,0.0002996649,0.019098682,0.1212103,0.036326807,1.809699e-05,0.018155092,0.008620939
72,4.9566166e-05,0.04532058,0.06123262,0.03216031,0.055744447,0.023719357,0.28381833,4.9566166e-05,0.04532058,0.00031494704,0.0022719512,0.010191602,0.023569524,0.0007781366
73,0.08328985,0.00010095893,0.051484704,0.02791022,0.04388827,0.002606134,0.38789427,0.08328985,0.00010095893,0.00088458305,3.7996226e-05,0.0046273144,0.0025813507,0.15407237
74,0.23268545,0.07709309,0.018260468,0.022929909,0.0696468,0.041653853,0.25064722,0.23268545,0.07709309,0.0029518113,0.0009857737,0.009375482,8.9301475e-06,0.0130960485
75,1.5586937e-05,0.0004579542,0.120212376,0.08587565,0.17476492,0.123143956,0.24670304,1.5586937e-05,0.0004579542,0.04937395,0.051052254,0.0055912947,0.0068012336,0.0011253335
76,0.0037167056,0.017358838,0.114698775,0.14799295,0.20764342,0.01689744,0.3092891,0.0037167056,0.017358838,0.009959991,0.0606105,0.111575,0.016889647,0.003018906
77,0.04552477,0.00092359696,0.09264404,0.14405914,0.101229675,0.005075819,0.3900187,0.04552477,0.00092359696,0.0015194289,0.04023743,0.00189816,0.003217466,0.0033142623
78,0.024609039,4.4378077e-05,0.08127666,0.053158335,0.13108134,0.027207997,0.35567045,0.024609039,4.4378077e-05,0.006247386,0.0025434978,0.045496903,0.0044456124,4.026369e-05
79,0.0012480206,0.10418588,0.04021036,0.07801616,0.10230287,0.07860137,0.2905828,0.0012480206,0.10418588,5.004135e-06,0.01247549,0.037125334,0.066296846,0.0005028588
80,0.09159025,0.04533834,0.18145409,0.055726785,0.15813926,0.11020381,0.36806986,0.09159025,0.04533834,0.051052384,0.004575349,0.06673868,0.1095798,0.015325154
81,0.03328797,1.960529e-05,0.126498,0.08412978,0.20122975,0.11601874,0.38859987,0.03328797,1.960529e-05,0.020863539,0.0050601545,0.063082576,0.07022362,0.022145504
82,0.0084848525,0.048361983,0.10017463,0.10097687,0.12664343,0.10775009,0.39101934,0.0084848525,0.048361983,9.056421e-05,0.00036199202,0.009649976,0.0911061,0.0039877803
83,0.00024058155,0.023438878,0.14743006,0.06404053,0.13970813,0.010979316,0.39828712,0.00024058155,0.023438878,0.018885585,0.0007188067,0.0395326,0.00673689,0.0005140877
84,0.16533908,0.0004816976,0.12374062,0.07458052,0.061584417,0.010299527,0.33735538,0.16533908,0.0004816976,0.07451126,0.004726452,0.001922415,0.0101792365,3.3497556e-06
85,0.035282813,0.0061820806,0.04940843,0.03363939,0.12630507,0.09044489,0.25846756,0.035282813,0.0061820806,0.0067275567,0.002847182,0.006898988,0.0077753514,0.00012611217
86,0.0011013781,0.004040623,0.1154475,0.06800973,0.08243552,0.102160156,0.29254204,0.0011013781,0.004040623,0.050314315,0.004857187,0.0006512563,0.08451875,0.04767839
87,0.0017777281,0.086231045,0.1783494,0.09221588,0.067268595,0.0017545918,0.30820444,0.0017777281,0.086231045,0.09124416,0.050998118,0.0025564008,0.0012039028,0.041137844
88,0.033088684,0.002569243,0.09234424,0.036794838,0.06391876,0.036573913,0.3789333,0.033088684,0.002569243,0.0022434797,0.0031605402,0.0011623692,0.035685048,0.05692295
89,0.027126847,0.020837002,0.072326705,0.060075205,0.082671165,0.019078959,0.3132493,0.027126847,0.020837002,0.03435771,0.028115824,0.031162638,0.0025346158,0.05315672
90,0.05271202,0.00396786,0.07357879,0.044734072,0.059298083,0.10267193,0.26640397,0.05271202,0.00396786,0.023583211,0.0033984906,6.90793e-05,0.089108504,0.0029898584
91,0.002102881,0.13507383,0.08081491,0.03935351,0.10049258,0.048352517,0.22537954,0.002102881,0.13507383,0.0051279822,0.009704466,0.021468587,0.021996506,0.00033407775
92,0.0077827033,0.026025087,0.15539546,0.06462448,0.082040906,0.019010523,0.3547337,0.0077827033,0.026025087,0.044005543,0.014378189,0.00017136324,0.017959082,0.048889022
93,0.00736997,6.070131e-05,0.056517553,0.051359,0.051920347,0.042514283,0.3450323,0.00736997,6.070131e-05,0.001687507,0.0103385495,0.000103746424,0.03862293,0.053905148
94,0.00880152,0.0065439804,0.047647655,0.047725797,0.043512087,0.05211656,0.26532176,0.00880152,0.0065439804,0.00068066164,0.021765621,0.0033635185,0.048431575,0.017652087
95,0.0062709847,4.6306195e-05,0.06119151,0.02555403,0.046835706,0.01450236,0.24521862,0.0062709847,4.6306195e-05,0.007998344,0.0037979863,0.004960339,0.0101016,0.03707023
96,0.00011955771,0.02374415,0.03466174,0.023504738,0.03213955,0.023566589,0.1719612,0.00011955771,0.02374415,0.014610395,8.688572e-05,0.007269459,0.020431096,0.0031081955
97,0.024186846,0.00047746702,0.047296654,0.058393776,0.061373927,0.028679196,0.14718562,0.024186846,0.00047746702,0.0118889185,0.042324,0.03557539,0.028619416,0.0038069482
98,0.0002254272,0.009442449,0.045067362,0.06310356,0.06585504,0.023784352,0.15642247,0.0002254272,0.009442449,0.0012921435,0.03241659,0.016530527,0.0116909295,0.0008194568
99,0.04726947,0.021434836,0.053904153,0.04095572,0.07951581,0.018082758,0.18961674,0.04726947,0.021434836,0.005738972,0.008028199,0.038856745,0.017970044,0.018122384
100,0.032176938,0.08382893,0.06646927,0.043323606,0.10665471,0.051627032,0.18705788,0.032176938,0.08382893,0.026232615,0.0035657012,0.0430227,0.027992299,0.0011779913
101,0.015965758,0.031099048,0.14707664,0.054099634,0.10106525,0.085352935,0.25692973,0.015965758,0.031099048,0.057686854,0.00077227765,0.013618206,0.069264464,0.0018022518
102,5.829236e-05,0.07563004,0.15027907,0.050959766,0.07614202,0.012268031,0.28685796,5.829236e-05,0.07563004,0.06500326,0.00042714344,0.00025492118,0.004285152,0.022623226
103,0.06612778,0.014159803,0.0701067,0.0736558,0.056333102,0.000453046,0.3476929,0.06612778,0.014159803,0.00067777606,0.035584785,0.0025539903,0.00042389982,0.06818354
104,0.00034498906,0.011745342,0.04940164,0.04289478,0.06941414,0.03310867,0.3612953,0.00034498906,0.011745342,0.0052673155,0.014728231,0.00019980798,4.4783086e-05,0.09330734
105,0.011179991,0.015579937,0.043907046,0.052805748,0.039463595,0.01948276,0.26499012,0.011179991,0.015579937,3.2648222e-05,0.018098678,3.6467904e-07,0.019310266,0.00037814202
106,0.0012519043,0.003850127,0.049805615,0.027131485,0.03941809,0.0069507253,0.30515727,0.0012519043,0.003850127,0.0058713923,0.007399687,0.0019950862,0.0013607298,0.09677047
107,0.025438419,0.018130224,0.02156377,0.060115077,0.057325974,0.08081035,0.20577896,0.025438419,0.018130224,0.0025976016,0.04040603,0.037362415,0.0801844,0.008517381
108,0.0026592084,0.006730639,0.080942266,0.07631315,0.069204375,0.013612771,0.21169713,0.0026592084,0.006730639,0.001414442,0.047650162,0.0023897605,0.0008935619,0.0012581028
109,0.0029401537,0.00011731348,0.056975503,0.073005736,0.05476843,0.16409524,0.2173359,0.0029401537,0.00011731348,0.008647221,0.03840355,0.011973588,0.16276564,0.011199103
110,0.039115906,0.073083155,0.12759884,0.052657425,0.078471035,0.002688529,0.27191606,0.039115906,0.073083155,0.008989697,0.02527321,0.0040042824,0.0012184521,0.03999781
111,0.065355174,0.010549055,0.13940647,0.11618825,0.100150295,0.022686392,0.2890452,0.065355174,0.010549055,0.07519191,0.07695273,0.028867306,0.0031284385,0.018874105
112,0.0066910153,0.052694887,0.08259611,0.13341676,0.12668978,0.03573383,0.5547624,0.0066910153,0.052694887,0.007884257,0.08334161,0.03161869,0.0030562426,0.2594401
113,0.10332517,0.004949834,0.13553943,0.08481983,0.15677913,0.0033524197,0.5027101,0.10332517,0.004949834,0.024616692,0.02147494,0.06629981,6.9119346e-06,0.01346682
114,0.0006174156,0.0062512555,0.064319625,0.08683944,0.114256196,0.06567152,0.40241113,0.0006174156,0.0062512555,0.01775859,0.008449876,0.000118305936,0.014008931,0.0045011593
115,0.001287663,0.06155805,0.08590917,0.08346648,0.15888351,0.0068842624,0.41540402,0.001287663,0.06155805,0.006528064,0.02633838,0.09032019,0.0065755546,0.07083447
116,0.036634102,0.0020885153,0.13983753,0.11505592,0.29346886,0.006837175,0.40474716,0.036634102,0.0020885153,0.06388315,0.035614163,0.21512695,0.0061933435,0.0071139326
117,0.026833896,0.046717323,0.06801034,0.20124348,0.12576264,0.07085866,0.43898028,0.026833896,0.046717323,0.006019531,0.054509047,0.0030829674,0.052541606,0.00030467488
118,8.791984e-05,0.028886875,0.22799242,0.09826206,0.1424231,0.030819116,0.50349116,8.791984e-05,0.028886875,0.06858269,0.035380736,0.017860627,0.017402168,0.017434433
119,2.9239186e-06,0.004385316,0.12697063,0.07281192,0.10337264,0.019025065,0.42824787,2.9239186e-06,0.004385316,0.047986608,0.001600371,0.028230898,0.018981105,0.0022242663
120,0.03974771,0.03902268,0.067659065,0.062845506,0.13544312,0.0027166458,0.3467849,0.03974771,0.03902268,0.019547917,0.011159186,0.08554292,0.002715184,0.018320428
121,0.13081902,0.026024396,0.062390693,0.06774335,0.07988162,0.019890742,0.31821942,0.13081902,0.026024396,0.010098277,2.1795147e-05,7.837226e-07,1.6886175e-05,2.5124336e-05
122,0.02636131,0.012597709,0.057129245,0.04494974,0.114172764,0.06834224,0.3166321,0.02636131,0.012597709,0.00029999967,0.0050089294,0.00037822739,0.0029327248,0.04228307
123,8.0935286e-05,0.0028698528,0.08122592,0.057452463,0.104944125,0.09175506,0.27816704,8.0935286e-05,0.0028698528,0.018281069,0.00036608012,0.031747855,0.078574404,0.0025184692
124,0.037187956,0.0006852697,0.09864136,0.07900004,0.064457156,0.00024474796,0.26238897,0.037187956,0.0006852697,0.022602668,0.026527982,0.0001613223,0.00020428031,0.0026529187
125,0.027200194,0.0003588032,0.067829385,0.033114664,0.055254266,0.0531994,0.26064488,0.027200194,0.0003588032,0.027864357,0.0008860876,0.0005634846,0.03460542,0.037396647
126,0.049489725,0.0034530982,0.043377016,0.029323522,0.10298776,0.02716707,0.25384983,0.049489725,0.0034530982,4.057789e-05,0.0016963899,0.05390588,0.013566974,0.057495307
127,0.026537545,0.017412435,0.031134654,0.07216697,0.10476403,0.029043313,0.20980981,0.026537545,0.017412435,0.0011628085,0.02067309,0.039286308,0.004298451,1.6779197e-05
128,0.01078412,0.0033961255,0.10688315,0.072763056,0.08152637,0.026469167,0.2889479,0.01078412,0.0033961255,0.04757179,0.02038104,0.012410911,0.013200396,0.057215616
129,0.0005471435,0.071796484,0.0569636,0.12162434,0.058958795,0.0068068965,0.3247283,0.0005471435,0.071796484,0.0056494256,0.08086116,0.007528054,0.0014148363,0.07575449
130,0.028993815,0.010128141,0.1013257,0.05123023,0.06642826,0.00680512,0.35013747,0.028993815,0.010128141,0.0012118383,0.021750832,0.0013580604,0.006531548,0.011526583
131,0.18710186,0.021331279,0.05198346,0.04570516,0.08168175,0.032568038,0.25895417,0.18710186,0.021331279,0.017901713,0.012491029,0.033536904,0.018071132,0.0029512462
132,0.010151194,0.017076565,0.05250665,0.051877096,0.14669389,0.09424019,0.24455135,0.010151194,0.017076565,0.0027044138,0.011036223,0.007821409,0.0006892597,0.015814051
133,0.007805122,0.0064932713,0.12920345,0.086290665,0.09320297,0.026073579,0.2901511,0.007805122,0.0064932713,0.04760653,0.012943725,0.0106554385,0.02099798,0.01925319
134,0.026217604,0.0040003317,0.082341634,0.047293767,0.057367876,0.009199126,0.28382102,0.026217604,0.0040003317,0.022912877,0.0006922822,0.000450193,0.0052965647,0.016037645
135,0.01957046,0.0016234161,0.10998425,0.19208607,0.35209173,0.054154437,0.25150576,0.01957046,0.0016234161,0.07973764,0.16340213,0.30951765,0.041045636,0.040140968
136,0.0048692357,0.03118346,0.12415813,0.17922837,0.23706998,0.038936052,0.51720333,0.0048692357,0.03118346,0.0002261625,0.003182495,0.077295825,0.029150821,0.056583863
137,0.023573283,0.0139818005,0.14490376,0.11854413,0.13099137,0.014248415,0.5446941,0.023573283,0.0139818005,0.02022982,9.141671e-06,0.0069522876,0.011813797,1.4579364e-05
138,0.036667887,0.036799297,0.07338895,0.069358535,0.09785512,0.03888786,0.5232104,0.036667887,0.036799297,1.7711064e-06,0.0038628532,0.016627047,0.027101219,0.08241113
139,0.0017020011,0.01746066,0.08194839,0.049002558,0.08458458,0.06311505,0.41106775,0.0017020011,0.01746066,0.009425541,7.499914e-05,0.005525433,0.044781107,0.01119463
140,0.026547428,0.044951037,0.094485015,0.050196,0.0775628,0.0022922596,0.31927094,0.026547428,0.044951037,0.02969588,0.007903711,0.02317109,0.001441259,0.005818602
141,0.0033723575,1.9448813e-05,0.069432504,0.04016275,0.07700473,0.01498195,0.270351,0.0033723575,1.9448813e-05,0.020712858,0.0013813495,0.019980486,0.0017082358,7.874075e-07
142,0.01698966,0.0027211022,0.03009815,0.049095877,0.042533427,0.014831193,0.24763967,0.01698966,0.0027211022,0.0025160748,0.010593513,0.007805029,0.013145014,0.040079664
143,0.023394106,0.002443313,0.034552615,0.03975942,0.063895956,0.022500128,0.1925972,0.023394106,0.002443313,0.001228531,0.018492708,0.028105726,0.014005298,0.004940113
144,0.024982758,0.030170338,0.039851088,0.033816826,0.105177045,0.015415667,0.16556701,0.024982758,0.030170338,0.007499659,0.001868846,0.06133029,0.0037186134,4.3343243e-05
145,0.015553847,0.054379616,0.07145263,0.082194686,0.05864811,0.062215645,0.1894978,0.015553847,0.054379616,0.03175122,0.029606165,1.1760654e-05,0.049724266,0.002281487
146,0.009319026,0.0011673664,0.12807088,0.10097694,0.09953185,0.018754996,0.2766512,0.009319026,0.0011673664,0.028675908,0.07165288,0.027395414,0.010978073,0.03459361
147,0.008004283,0.012762218,0.065818116,0.114536166,0.07869369,0.04833463,0.26958805,0.008004283,0.012762218,0.0053684693,0.06477024,0.018926393,0.043675113,0.00019954778
148,0.062348273,0.00016448913,0.09680958,0.05688437,0.08022718,0.13789518,0.2978017,0.062348273,0.00016448913,0.008993076,0.017537525,0.012643367,0.13389304,0.016103383
149,0.057998247,0.045401286,0.13210544,0.08950367,0.100076266,0.032291353,0.2834063,0.057998247,0.045401286,0.03463342,0.049390078,0.00010932203,0.0011172149,0.017131405
150,0.08026364,3.0510879e-05,0.08393061,0.05327041,0.11017807,0.076240316,0.30659688,0.08026364,3.0510879e-05,0.00033245943,0.003232278,0.014360799,0.047241192,0.0056040706
151,1.373271e-08,0.018872788,0.06519405,0.073780805,0.112579875,0.047274962,0.2687929,1.373271e-08,0.018872788,0.00042343326,0.018691773,0.0125182355,0.0071431445,0.0013696536
152,0.0004609944,0.11143563,0.07038253,0.06395992,0.087082125,0.020873766,0.2917074,0.0004609944,0.11143563,0.00041825,0.007669979,0.02395501,0.020873759,0.019712066
153,0.015706182,0.0037978897,0.17999871,0.063055746,0.12415522,0.05883886,0.32717976,0.015706182,0.0037978897,0.08186405,0.019514685,0.05308686,0.05860836,0.0010199315
