,x0(t),x1(t),x2(t),x3(t),x4(t),x5(t),x6(t),x7(t),x8(t),x9(t),x10(t),x11(t),x12(t),x13(t),x14(t),x15(t),x16(t),x17(t),x18(t),x19(t),x20(t),x21(t),x22(t),x23(t),x24(t),x25(t),x26(t),x27(t),x28(t),x0(t-1),x1(t-1),x2(t-1),x3(t-1),x4(t-1),x5(t-1),x6(t-1),x7(t-1),x8(t-1),x9(t-1),x10(t-1),x11(t-1),x12(t-1),x13(t-1),x14(t-1),x15(t-1),x16(t-1),x17(t-1),x18(t-1),x19(t-1),x20(t-1),x21(t-1),x22(t-1),x23(t-1),x24(t-1),x25(t-1),x26(t-1),x27(t-1),x28(t-1),e0(t),e1(t),e2(t),e3(t),e4(t),e5(t),e6(t),e7(t),e8(t),e9(t),e10(t),e11(t),e12(t),e13(t),e14(t),e15(t),e16(t),e17(t),e18(t),e19(t),e20(t),e21(t),e22(t),e23(t),e24(t),e25(t),e26(t),e27(t),e28(t)
10,0.10076913,0.024470516,0.008191801,0.0012204618,0.025440257,-0.03186052,-0.06078473,0.13149191,0.0012819461,0.06886563,-0.09594262,0.047061145,0.098015115,0.037001923,0.04515052,0.09546079,0.014963314,0.092279255,-0.033327684,0.13002676,0.084398896,0.07907418,-0.009567951,0.18210553,0.20599964,0.07651746,-0.024992451,0.1250788,0.06439899,-0.034770466,-0.07690567,0.0024583696,0.09058981,-0.17693482,0.039606176,0.1484607,-0.10223399,6.2420954e-06,-0.08365479,0.2216823,0.07268989,-0.07559562,0.0072407057,-0.050491974,0.013203722,0.007875863,0.17749806,-0.0036595687,-0.01355163,0.109130464,0.13602673,-0.013703811,-0.12837353,-0.18078366,0.14549339,0.11931161,0.123321466,-0.0835105,6.3611755e-05,0.0070852824,0.008191801,0.0011443713,0.037826303,0.02243017,0.00950769,0.003178944,0.0012819461,0.0058218325,0.0025810415,0.04509218,0.06276193,0.020101285,0.01129064,0.04909456,0.007016249,0.009255719,0.011071988,0.06801621,0.0057103224,0.001854884,0.014742362,0.01317136,0.06183731,0.057687663,0.0698306,0.06226031,0.04243723
11,-0.02790053,-0.003732752,0.009306138,0.16661397,-0.10951917,0.04562147,0.11347312,0.029884856,0.012605165,-0.049119007,0.12442298,0.01040346,0.18742453,0.12333355,-0.049123097,-0.10125491,-0.16999419,0.17209782,0.0042185057,0.070689574,0.1782318,0.09786367,-0.0073648915,0.02781399,-0.22036846,0.20669663,0.044948384,0.13754632,-0.09684223,0.10076913,0.024470516,0.008191801,0.0012204618,0.025440257,-0.03186052,-0.06078473,0.13149191,0.0012819461,0.06886563,-0.09594262,0.047061145,0.098015115,0.037001923,0.04515052,0.09546079,0.014963314,0.092279255,-0.033327684,0.13002676,0.084398896,0.07907418,-0.009567951,0.18210553,0.20599964,0.07651746,-0.024992451,0.1250788,0.06439899,0.020971196,0.046651814,0.009306138,0.09681661,0.024941672,0.028667262,0.0755991,0.059719924,0.012605165,0.02246381,0.04817399,0.006662631,0.020018388,0.0085333735,0.0073661185,0.0007314995,0.00011457234,4.5118227e-06,0.0029413418,0.089147285,0.07011682,0.1017317,0.0021486783,0.00018055335,0.012974447,0.0048650587,0.009506403,0.032856345,0.010625208
12,0.13767213,0.019922763,0.013308645,0.039752644,-0.074133135,0.042125158,-0.13427682,0.106070474,0.011810291,0.052272797,-0.1407856,-0.037110414,0.01643794,0.095774546,-0.007918424,0.13730599,-0.086665235,0.157399,0.15436967,0.06222841,0.21485826,0.09154171,0.08726745,0.122551486,0.2094522,-0.1015263,-0.11971242,0.14767465,0.030364245,-0.02790053,-0.003732752,0.009306138,0.16661397,-0.10951917,0.04562147,0.11347312,0.029884856,0.012605165,-0.049119007,0.12442298,0.01040346,0.18742453,0.12333355,-0.049123097,-0.10125491,-0.16999419,0.17209782,0.0042185057,0.070689574,0.1782318,0.09786367,-0.0073648915,0.02781399,-0.22036846,0.20669663,0.044948384,0.13754632,-0.09684223,0.051720954,0.005972498,0.013308645,0.00072540937,0.0022966543,0.0001036507,0.007456823,0.047465906,0.011810291,0.12142351,0.022451121,0.005388134,0.00048571482,0.029619224,0.00079674384,0.0046613277,0.032855876,0.010768877,0.01002995,0.0028022525,0.11651672,0.00040644256,0.086338595,0.05368876,0.035792973,5.255915e-05,0.006951864,0.0050208853,0.11730464
13,-0.04236097,-0.058449984,0.027863685,0.044713184,-0.1263671,0.10014469,0.024737138,-0.080378875,0.010723989,0.100632876,-0.010772463,-0.0020596068,0.08298298,0.10782037,0.05907117,0.035803437,-0.12215547,0.32682225,-0.059841987,0.07237071,0.20656161,0.09135366,0.03558988,0.020149548,-0.2967518,0.16900423,0.058077622,0.28902856,0.023176406,0.13767213,0.019922763,0.013308645,0.039752644,-0.074133135,0.042125158,-0.13427682,0.106070474,0.011810291,0.052272797,-0.1407856,-0.037110414,0.01643794,0.095774546,-0.007918424,0.13730599,-0.086665235,0.157399,0.15436967,0.06222841,0.21485826,0.09154171,0.08726745,0.122551486,0.2094522,-0.1015263,-0.11971242,0.14767465,0.030364245,0.0141639095,0.010386081,0.027863685,0.057232704,0.0014084178,0.028549636,0.00093134417,0.008196247,0.010723989,0.104892634,0.028008398,0.019606702,0.009197993,0.0058315923,0.023957523,0.0013311371,0.00034367538,0.19393852,0.00059203664,0.034500513,0.0018424927,0.0032624213,0.019325403,0.003356952,0.06273691,0.104591556,0.008191053,0.04339286,0.044485144
14,0.0043652607,0.038918216,0.032841347,0.033025865,-0.15263654,0.07266044,-0.0013721809,0.05306801,0.0032122333,-0.059743974,-0.0114964545,-0.007889381,-0.08865337,0.006480693,0.03396134,0.06903803,-0.20317167,0.08795495,0.07474871,0.14912204,0.07938825,0.15553245,-0.07561397,-0.1714926,-0.09103816,-0.10955702,0.01903797,0.20706607,-0.040845312,-0.04236097,-0.058449984,0.027863685,0.044713184,-0.1263671,0.10014469,0.024737138,-0.080378875,0.010723989,0.100632876,-0.010772463,-0.0020596068,0.08298298,0.10782037,0.05907117,0.035803437,-0.12215547,0.32682225,-0.059841987,0.07237071,0.20656161,0.09135366,0.03558988,0.020149548,-0.2967518,0.16900423,0.058077622,0.28902856,0.023176406,0.007600433,0.017737731,0.032841347,0.014635451,0.00012073547,0.009965114,0.07207412,0.027959144,0.0032122333,0.011283096,0.18434663,0.022649487,0.016376048,0.010380338,0.014375092,0.0013518361,0.0074206498,0.0028580897,0.051158942,0.0084052235,0.014675406,0.014396696,0.045906186,0.0006440293,0.013003788,0.004700096,0.030269064,0.0014345056,0.017071472
15,0.027715532,0.003217936,0.02262705,0.13404666,-0.0842213,0.1317893,-0.10073778,0.04416503,0.0031452412,0.029701306,-0.022615945,-0.049929444,-0.024343528,0.048985697,0.15248042,0.12853853,0.0897718,0.16275343,-0.07824526,0.019635662,0.15977183,0.1442958,0.0391183,-0.09820237,0.01823418,-0.12070873,0.01570436,0.15842967,0.12369233,0.0043652607,0.038918216,0.032841347,0.033025865,-0.15263654,0.07266044,-0.0013721809,0.05306801,0.0032122333,-0.059743974,-0.0114964545,-0.007889381,-0.08865337,0.006480693,0.03396134,0.06903803,-0.20317167,0.08795495,0.07474871,0.14912204,0.07938825,0.15553245,-0.07561397,-0.1714926,-0.09103816,-0.10955702,0.01903797,0.20706607,-0.040845312,0.02896162,0.0054005664,0.02262705,0.021678662,0.003270852,0.02958041,0.00016195861,0.0026565883,0.0031452412,0.0023552899,0.028735923,0.0008634755,0.095788114,0.10526551,0.0065679015,0.018650714,0.009592861,0.12847121,0.00060044054,0.046147734,0.002523154,0.00396491,0.03979906,0.0037113628,0.01393513,0.030324886,0.010168615,0.03018325,0.02321976
16,-0.113565974,0.017037742,0.0007152862,-0.008322301,-0.17789577,0.013241843,0.099711426,0.06540428,0.055508777,-0.054080967,0.042011,0.028132413,-0.051357247,-0.03621447,-0.030404467,0.09929483,-0.056780882,0.14713246,-0.07641208,0.119195074,0.11584314,0.1765298,-0.011299123,-0.025456704,-0.27452472,0.08678204,0.04048012,0.19014576,0.0880227,0.027715532,0.003217936,0.02262705,0.13404666,-0.0842213,0.1317893,-0.10073778,0.04416503,0.0031452412,0.029701306,-0.022615945,-0.049929444,-0.024343528,0.048985697,0.15248042,0.12853853,0.0897718,0.16275343,-0.07824526,0.019635662,0.15977183,0.1442958,0.0391183,-0.09820237,0.01823418,-0.12070873,0.01570436,0.15842967,0.12369233,0.0017296006,0.030895509,0.0007152862,0.0014190181,0.0018036824,0.00047995654,0.0044566323,0.022733057,0.055508777,0.009987485,0.0013308618,0.0056894626,0.094156064,0.008584896,0.0023096693,0.0071732444,0.0020128945,0.06660622,2.895097e-05,0.05400084,0.00023888082,0.14872274,0.0037225438,0.012610629,0.036642272,0.0060704793,0.005704041,0.043940682,0.0004160947
17,0.06570027,0.07135313,0.0030271406,0.07202514,-0.083091564,0.007040847,-0.04808169,0.19415617,0.0026046622,0.10804962,-0.084198885,0.045527354,-0.09279325,-0.076731466,0.06926485,0.14644425,0.05671104,0.064970255,0.044806093,-0.013333505,-0.000854576,0.19401786,0.044896785,-0.10547455,0.10831916,-0.10436461,0.043058936,0.20431942,0.07758422,-0.113565974,0.017037742,0.0007152862,-0.008322301,-0.17789577,0.013241843,0.099711426,0.06540428,0.055508777,-0.054080967,0.042011,0.028132413,-0.051357247,-0.03621447,-0.030404467,0.09929483,-0.056780882,0.14713246,-0.07641208,0.119195074,0.11584314,0.1765298,-0.011299123,-0.025456704,-0.27452472,0.08678204,0.04048012,0.19014576,0.0880227,0.00028467784,0.014570143,0.0030271406,0.0067780437,0.007974574,0.0113582015,0.030164465,0.09537647,0.0026046622,0.067168765,0.00046401104,0.059722576,0.00020114232,0.0020687138,0.015195785,0.00057938416,0.043896496,0.05584087,0.12013213,0.0055590323,0.0091731455,0.052613646,0.01831964,0.036996618,0.011201922,0.016095497,0.0034296997,0.10066246,0.0005323664
18,-0.04908036,-0.03147903,0.0001862273,-0.024802748,-0.13554095,0.00022557279,0.12222483,0.0039562685,0.071457595,0.05968877,0.0011944361,0.092621654,0.08330072,0.017528987,0.018376045,0.1498349,-0.11949483,0.08964504,-0.08728688,-0.08056801,0.09005375,0.18682528,0.038842995,-0.022757797,-0.25080985,0.15361305,0.13171193,0.030995127,0.10400644,0.06570027,0.07135313,0.0030271406,0.07202514,-0.083091564,0.007040847,-0.04808169,0.19415617,0.0026046622,0.10804962,-0.084198885,0.045527354,-0.09279325,-0.076731466,0.06926485,0.14644425,0.05671104,0.064970255,0.044806093,-0.013333505,-0.000854576,0.19401786,0.044896785,-0.10547455,0.10831916,-0.10436461,0.043058936,0.20431942,0.07758422,0.008079338,0.0013711036,0.0001862273,0.004312395,0.028654689,1.2432565e-06,0.069828466,0.0022089342,0.071457595,0.04792457,0.011299105,0.07844389,0.076767124,0.04441539,0.0003349404,0.047292635,0.001959434,0.014139799,0.03233186,0.008182092,0.020102158,0.09381033,0.0023788349,0.0011374082,0.0033294975,0.0332754,0.018752513,0.010743784,0.06253598
19,0.062082857,0.07212909,0.07877582,-0.02689854,-0.053552046,0.04415225,-0.11487463,0.107427835,0.0047179186,-0.04450672,-0.25423077,0.040309988,-0.01813705,-0.0084593855,0.018947756,0.15298527,-0.14313869,-0.13384235,-0.03318351,0.15378712,-0.102808416,0.050288964,0.07561463,-0.13651328,0.1578055,-0.07628763,0.056034327,0.16737281,0.007306858,-0.04908036,-0.03147903,0.0001862273,-0.024802748,-0.13554095,0.00022557279,0.12222483,0.0039562685,0.071457595,0.05968877,0.0011944361,0.092621654,0.08330072,0.017528987,0.018376045,0.1498349,-0.11949483,0.08964504,-0.08728688,-0.08056801,0.09005375,0.18682528,0.038842995,-0.022757797,-0.25080985,0.15361305,0.13171193,0.030995127,0.10400644,0.010065349,0.047588915,0.07877582,0.032806963,0.0024366316,0.010413582,0.0059852023,0.009353669,0.0047179186,0.0063316603,0.00196647,0.070183694,0.005608639,0.00078401103,0.00085069885,0.005911034,0.01086463,0.0014831465,8.3582374e-05,0.00927208,0.0023109298,0.018165864,0.021363588,0.0027192975,0.019899737,0.0058104717,0.0001431307,0.008790283,0.010194327
20,-0.016730381,0.013518162,0.020040091,0.06070697,0.00783799,0.097409554,-0.0140143335,0.07927568,0.07580074,0.001808096,-0.055302702,-0.033599105,0.067721464,0.14943948,0.14648187,-0.017598424,0.03267581,0.06734531,0.023858808,-0.059099186,0.041545868,0.039143577,-0.0021879044,-0.09418395,-0.019195218,-0.07316241,0.19253801,0.07885313,-0.028906457,0.062082857,0.07212909,0.07877582,-0.02689854,-0.053552046,0.04415225,-0.11487463,0.107427835,0.0047179186,-0.04450672,-0.25423077,0.040309988,-0.01813705,-0.0084593855,0.018947756,0.15298527,-0.14313869,-0.13384235,-0.03318351,0.15378712,-0.102808416,0.050288964,0.07561463,-0.13651328,0.1578055,-0.07628763,0.056034327,0.16737281,0.007306858,0.010792902,0.04455959,0.020040091,0.021620724,0.004104612,0.012078566,0.00011769649,0.007735356,0.07580074,0.0022134485,0.006824506,0.0021855687,0.00076068786,0.11242844,0.06584399,0.001972723,0.005064344,0.0077049844,0.10941997,0.025977205,0.033406008,0.0007313979,0.0010085587,0.019997546,0.00039112143,0.003224522,0.105349526,0.022209726,0.03161346
21,-0.07013952,0.033564225,4.591699e-05,-0.025264183,-0.14470553,0.021463938,0.024374131,0.006057822,0.033409316,-0.10615925,0.03261452,0.009821185,-0.055442035,0.018422471,-0.03924164,0.20250931,0.0066896942,0.24378532,0.10611409,0.060590476,-0.007869758,0.15566355,0.064443626,0.0011071824,-0.017270267,-0.08409175,0.012629645,0.18097931,-0.0032175463,-0.016730381,0.013518162,0.020040091,0.06070697,0.00783799,0.097409554,-0.0140143335,0.07927568,0.07580074,0.001808096,-0.055302702,-0.033599105,0.067721464,0.14943948,0.14648187,-0.017598424,0.03267581,0.06734531,0.023858808,-0.059099186,0.041545868,0.039143577,-0.0021879044,-0.09418395,-0.019195218,-0.07316241,0.19253801,0.07885313,-0.028906457,8.853271e-05,0.025199035,4.591699e-05,0.0031914578,0.0018458919,0.0026878146,0.0010290584,0.015086924,0.033409316,0.0009424161,0.01384335,0.0016522325,0.084959865,0.015994975,0.010956995,0.018583834,0.0075640907,0.14644772,0.06345414,0.0095576495,1.9631968e-06,0.058042012,0.06815135,0.056779277,0.06292501,0.013383042,0.031171149,0.1024548,0.023222553
22,0.058314748,0.061137564,3.7572978e-08,0.016761871,-0.10231173,-0.017904233,0.020198794,0.021282468,0.0013596284,0.068836175,0.0052260803,0.0020255079,-0.042386178,-0.0197246,0.039849628,0.12231617,0.04597733,0.07042515,-0.11903413,0.033720028,-0.028234188,0.23001865,0.042787116,-0.037431102,-0.022291489,0.022642966,0.14105669,0.14277685,0.12434423,-0.07013952,0.033564225,4.591699e-05,-0.025264183,-0.14470553,0.021463938,0.024374131,0.006057822,0.033409316,-0.10615925,0.03261452,0.009821185,-0.055442035,0.018422471,-0.03924164,0.20250931,0.0066896942,0.24378532,0.10611409,0.060590476,-0.007869758,0.15566355,0.064443626,0.0011071824,-0.017270267,-0.08409175,0.012629645,0.18097931,-0.0032175463,0.026483906,0.026067803,3.7572978e-08,0.018688446,0.002989021,0.001356035,0.029041013,0.029945964,0.0013596284,0.021494336,0.013542301,0.00035308427,0.0012982986,0.0016738444,0.015473458,0.0047112787,0.016094148,0.005885323,0.009941551,3.6116748e-05,1.5057913e-05,0.034697525,0.05789509,0.033828426,0.045396067,0.057383608,0.12008467,0.03791826,0.037876904
