,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38
10,-0.0027231632,-0.071417846,0.26841265,-0.06303862,0.08342636,0.050420776,-0.032926794,0.027103418,0.024375811,-0.06451296,0.026518794,-0.029879171,-0.04430354,0.025398104,0.117776856,-0.008599974,0.081931464,0.06989556,0.025741486,-0.00031259237,-0.0135851465,0.10542714,0.06026675,0.02358588,-0.026708864,0.037041016,0.007813755,0.0012562461,0.07902167,0.015465483,-0.050762527,0.050489463,-1.5300757e-05,-0.038185645,0.022430865,-0.044732112,0.034070402,0.014373317,0.02515208,0.003772659,0.004305721,0.19749448,8.7720546e-05,0.002749924,0.020751843,0.01621202,0.0073250034,0.0075694635,0.00023862357,0.0013747924,0.00066436693,0.0022824001,0.00821971,0.0124504585,0.0005408527,0.00010054247,0.02587382,0.02349785,0.0054969606,0.034619074,0.08813442,0.042870667,0.03258308,0.0077329422,0.052788746,0.004242454,0.033658605,0.0003552749,0.026651867,8.53992e-05,0.027166292,1.4978404e-05,0.0030548237,0.0074914354,0.022395562,0.025367966,0.01817679,0.082282454
11,-0.01034475,0.041078977,-0.0220894,0.0021336428,0.015759649,0.09160183,0.015648816,0.040866546,0.016533246,-0.01467965,0.042984903,0.053429473,-0.014359475,0.0146894455,0.03897576,-0.028249491,0.11075255,0.0018050261,-0.008122924,0.06982067,0.07915078,0.0042756093,-0.020628883,-0.09953177,0.11666414,0.041220542,0.032178897,0.018909099,-0.006828055,-0.008892994,0.05637063,-0.0021710722,-0.0558207,-0.012055669,0.022595005,0.080760024,-0.009719155,0.028756456,-0.03411647,0.007648158,0.0025693926,0.0021651953,0.0060405205,0.0024052176,0.01048805,3.8026596e-05,0.0053457287,0.00085962686,0.0031299465,0.074735984,0.057221003,0.003601135,0.000319856,0.043815996,0.00016169286,0.036924545,0.0026433226,0.013609235,0.00033123378,0.05876139,1.2510219e-05,7.318198e-05,0.007092149,0.06457724,0.00043748837,0.04009506,0.032017034,0.041473813,0.059533697,0.033771828,0.012761485,0.016772363,0.01659125,0.009393416,0.081011,0.00046654866,0.023832185,0.012784077
12,-0.016282436,-0.019315908,0.09368695,-0.015987955,-0.055219878,0.061261363,-0.01219297,0.029184023,-0.006374419,0.046705406,-0.0033785794,-0.10966867,0.05929467,0.07545577,0.035859548,0.034328286,-0.0014232872,-0.0071574585,0.08060996,-0.003809465,0.021724343,0.028375603,0.02961393,0.007876348,-0.003574492,0.030267164,0.08538432,0.014022951,-0.019820359,0.022555001,0.09993945,0.030987015,0.055519,0.0038883965,0.046676733,0.031647813,0.002446685,0.00726196,0.010243628,0.0035070414,0.029818432,0.06504405,0.00010149454,0.0031121948,0.019617075,0.027421327,0.0008323991,0.0036575333,0.0010864533,0.008977764,0.023658814,0.08681007,0.04188051,0.0012620934,0.001869337,0.005803569,0.007497636,0.014319833,0.014380122,0.0017942819,0.019752014,0.025775358,0.02441113,0.0008357284,0.015234827,0.055538457,0.0038286455,0.0038089822,0.0108391335,0.0029210115,0.039462272,0.011804917,0.007975347,0.016264549,0.007928598,0.026588116,0.016880862,0.048751034
13,0.13053295,-0.07375218,0.08543361,-0.033666372,0.0017915919,0.050057754,-0.05560047,0.061024405,0.017959882,0.037794285,-0.05392475,-0.032355476,-0.015518837,-0.06733863,0.062788084,0.003041484,0.1310384,-0.053480104,-0.019299245,0.007440327,0.07709577,0.03258042,0.041091166,0.0011443123,0.078164026,0.015039559,0.014463996,-0.029832276,0.072512485,-0.0025313878,-0.010988891,0.008824896,-0.008941421,0.052241918,0.035170734,0.016460342,-0.016662577,-0.001137537,-0.036577426,0.12498368,0.01768637,0.00053949613,0.009025786,4.345889e-06,0.03227104,0.00021525529,0.07205136,0.024877757,0.025116818,0.054817196,0.012964432,0.013630765,0.0073207645,0.04510103,0.0032537007,0.058274288,0.008205823,0.02467292,0.000940787,0.04936681,0.007915013,0.0051720724,0.037931286,0.05536269,0.053542543,0.0045142854,0.006284309,0.05366742,0.0037779575,0.0058646984,0.036897067,5.8594847e-05,0.035856623,0.0009056423,0.00048738054,0.020739196,6.6281726e-05,0.059200756
14,-0.0006432589,0.10724563,0.041945346,-0.0045960485,-0.03873487,0.26356888,0.0650561,0.11959149,0.059216548,0.055138282,0.07821471,-0.056148686,-0.017750695,0.045754444,0.14460166,-0.008885543,0.056587927,0.08094916,0.022561248,0.073025756,-0.019666132,0.06763763,0.009451537,-0.040799968,0.056208286,0.024372267,0.060942605,0.03554424,0.0771512,0.042192187,0.000956689,-0.05416024,0.12572877,-0.08655961,0.05517412,-0.10274426,0.013002923,0.0062512597,0.105610825,0.02668423,0.11731447,0.005096943,0.0026359493,0.00034714345,0.19825438,0.122323796,0.07292526,0.0022813596,0.026301904,0.099614985,0.0033039132,0.037884664,0.006137292,0.0038987843,0.008959801,0.00901615,0.037704773,0.00019110211,0.006617893,0.0008686686,0.0026256817,0.0024730144,0.0073928256,0.10361227,0.0029906088,0.028484182,0.013009836,0.06735597,0.059284978,0.0019743582,0.00034843004,0.011972743,0.010727492,0.0035159364,0.00054899196,0.009726154,0.0101325195,0.15505631
15,-0.1330409,-5.2638352e-05,0.11129026,-0.025617877,0.046466842,0.15546782,-0.106193155,0.024059946,0.0073610037,0.01962159,-0.016034735,-0.034994237,0.029029168,0.12491261,0.04351927,-0.108842246,0.14139475,-0.15093988,0.0497367,0.14406285,0.0395324,0.07953273,-0.009654074,-0.13682991,0.2801762,-0.0031744975,-0.010526275,0.07828258,-0.06511835,0.06374639,0.11214389,-0.04573668,0.03477464,0.032078285,0.06705498,0.13615231,0.0862757,0.02883411,-0.0933044,0.0016083106,0.024395548,0.0016557778,0.0048534255,0.07457098,0.09036913,0.0019183707,0.025538754,0.0011811716,2.9626337e-05,0.0026776772,0.014178054,0.0040070456,0.0036719798,0.01758607,2.4337432e-05,0.041019578,0.0018982321,0.08764411,0.065953806,0.041163556,0.0020173136,0.010290465,0.0058379034,0.014981684,0.0020131294,0.018890696,0.043669768,0.0025418308,0.05798908,0.069668785,0.005971347,0.028479548,0.00051804417,0.009316786,0.121225476,0.069187336,0.027146194,0.025449375
16,0.10155012,-0.006289819,-0.016200438,0.17284378,-0.14002472,0.04178895,0.068271846,0.08593334,0.014096167,0.20793065,-0.10751897,-0.19436266,-0.06316771,0.0005709119,0.014914565,0.041487936,0.097223446,-0.049912147,0.019048665,0.05111467,0.09025536,0.030730218,0.013744806,-0.032071743,-0.081001095,0.03383956,-0.0022378694,0.06702933,-0.11015216,0.10869111,0.14331254,-0.09903745,-0.10512461,-0.06955305,0.12633258,0.1288059,-0.016897894,0.0681062,0.0074730963,0.08237728,0.0013811387,0.00026614912,0.16758065,6.338111e-05,0.057801235,0.028930673,0.014099081,0.03747877,0.03964985,0.0014943224,0.0008216245,0.0109938225,0.021590993,0.004607353,0.0011095323,0.057966694,0.0001833722,0.016779583,0.008117991,0.0035127616,0.062394038,0.0015172391,0.038586725,0.0037394492,0.004660047,0.009004487,0.0014311649,0.0048854924,0.007870587,0.0031749855,0.007234983,0.004128632,0.0022357858,0.07979801,0.019414913,0.033796553,0.053745802,0.024489457
17,-0.033620276,0.015953124,0.123076536,0.06761552,0.19607922,-0.03327009,-0.096101746,-0.004111027,0.052296005,0.12736009,-0.052702233,-0.1345401,0.054950364,-0.07988086,0.1975066,0.008669822,0.11787036,-0.062152155,-0.021275206,0.019356389,0.15219796,0.076003894,-0.017957723,0.06639978,-0.014008608,0.08856289,0.024719203,0.0499432,-0.025015503,-0.109319545,0.11407742,-0.08132009,0.024552122,0.017391805,0.053841423,-0.04695513,-0.031367972,-0.009992787,-0.13263789,0.011748837,0.09493941,0.011216439,0.06649658,0.15557867,0.0030977875,0.011243926,0.007038158,0.009969892,0.120563164,0.04685905,0.001763774,0.025830397,0.011547992,0.0012025824,0.01776327,0.013231756,0.021669297,0.030778443,0.0002331791,0.04770367,0.018653294,0.0035547973,0.05060169,0.059879694,0.07540753,0.051945016,5.3871327e-06,0.012108882,0.0046733776,0.09171105,0.004832591,0.017949427,0.076172315,0.0133234495,0.013746056,0.007937671,0.011258236,0.009557785
18,-0.12649214,-0.07984783,-0.08640845,-0.004500513,0.021725113,-0.0008070655,0.083152115,0.06871429,-0.018031176,-0.08563114,0.021234408,-0.07499343,-0.06515779,-0.029733444,0.111247525,0.09380911,0.17096421,-0.073752366,0.013327948,0.049836114,0.11617169,-0.12036045,-0.014294057,0.028473483,-0.04933933,0.16800797,0.09151599,0.02510997,0.058892418,0.010005694,0.18143514,0.032065555,0.0047232695,0.020410618,0.11334237,-0.03413051,-0.009282095,0.024534728,-0.053505145,0.031043923,0.0052344697,0.0013270663,0.0078590885,0.014720809,0.035438873,0.052912824,0.011596948,0.014462947,0.0021809416,0.08484961,0.007780568,0.005036523,0.022771979,0.031590443,0.0020832722,0.0049408656,0.003865325,0.0044990173,0.017688788,0.07065838,0.00049486983,0.004036554,0.011648914,0.12039515,0.1703316,0.032314204,0.005031897,0.043190174,0.023374021,0.019628298,0.07687711,0.0116515495,0.0056910887,0.018148862,0.0059452285,0.029143242,0.029878525,0.02742202
19,-0.016836025,-0.13971837,0.089217395,-0.027123624,0.037046738,0.2712238,-0.06828045,0.06817854,-0.050075725,-0.009007515,-0.13489743,-0.052495807,-0.09960618,-0.037293807,-0.011546431,-0.019734547,0.13516256,-0.09608601,0.040253278,-0.14799334,0.009332538,-0.044684064,-0.04040776,0.053651787,0.07180773,0.05021006,0.10725087,-0.060315378,-0.007958108,-0.12895745,0.0639707,-0.04682829,0.016953617,0.16501433,0.040410914,0.111098155,-0.06496021,0.02222476,-0.17040882,0.031535402,0.0013982386,0.019964818,0.01863437,0.012377074,0.124122776,0.0053440323,0.014462898,0.017811395,0.0016437157,0.0043922793,0.10946712,0.030114138,0.03255023,1.7510802e-05,0.013864413,0.042042077,0.04102522,0.01966415,0.0038113995,0.0866916,0.027761202,0.005873341,0.045282967,0.08844811,0.0005228887,0.07750449,0.03656552,0.0008740492,0.0054984004,0.07959279,0.007711853,0.044895757,0.00088428275,0.0015444601,0.007714512,0.03158972,0.030678965,0.0009153781
20,0.12142806,-0.11029694,0.06920842,0.044299826,0.0028981902,0.21008675,-0.100961246,0.10449687,-0.035417467,0.05099525,-0.030372664,-0.037869453,-0.06465183,0.071562245,0.083866246,0.019111743,0.02162368,-0.015671382,-0.021533685,-0.03516291,-0.0058534974,-0.03174771,0.023221929,-0.0041666664,-0.12845896,0.05450803,0.18980476,0.11236385,0.115012795,-0.021132719,-0.043449335,0.0130834915,-0.021968955,0.016775416,0.078255035,0.07115169,-0.023070965,-0.02110939,-0.05495371,0.057044256,0.007793949,1.7086888e-05,0.09792526,0.038802054,0.08054307,0.0002037981,0.08131265,0.0054806527,0.05453225,0.08065057,0.03487128,0.04623645,0.0050764186,0.004168875,0.007954309,0.0011489937,0.00047147757,4.794959e-05,0.0038818251,0.001397101,0.03683049,0.032586288,0.059222993,3.567911e-05,0.009755177,0.043273274,0.099531494,2.0791162e-05,0.03623091,0.029457374,0.054094184,2.2078345e-06,0.026159452,0.017585656,0.005950909,0.01514447,0.00068685354,0.020540522
21,0.06272871,-0.039548695,0.16071619,-0.09360997,0.066260144,0.09982815,-0.13220169,-0.008442262,0.17815271,-0.052990954,0.07649771,0.024808794,0.037083153,0.19426934,0.11797931,0.037830874,0.16260694,0.08093002,-0.020884842,0.02877419,-0.08380549,0.05305252,0.012895422,0.013936058,0.054219615,0.041494615,0.029205672,0.011866717,0.11083615,-0.13686728,-0.012942892,0.025699452,-0.036167495,-0.020819878,0.10566471,-0.03980642,0.03407318,0.01674355,-0.07132678,0.0022448217,0.045164496,0.01501447,0.0012924154,0.0020306667,0.0003438412,0.0044330815,0.00208316,0.12897415,0.0040961555,0.022615308,0.0159793,0.03262433,0.026681298,0.0032470867,0.014544522,0.101739086,0.10209002,0.0009766336,0.051764973,0.0001294623,0.00090770837,0.00079617137,0.1135985,0.041337255,0.03037739,0.0062257396,0.0033750595,0.0016571606,0.00019240241,0.031756483,0.00015828422,0.066351324,0.028411353,0.09581004,0.004675577,2.9024166e-05,0.017233944,0.053934682
22,-0.07530021,0.017650347,-0.008849936,-0.01142545,-0.007955898,0.10000797,0.035431094,0.10331919,0.07294476,-0.1301483,-0.008265312,-0.06367013,-0.049602576,0.19020304,0.022760544,-0.06841004,0.058432687,0.060867313,-0.0013505407,0.04136365,0.008124933,-0.06074585,0.04721743,-0.0849491,0.046599433,0.060196668,0.08151732,-0.006475945,-0.15380338,0.010810064,0.25039446,-0.08414336,-0.084715106,-0.11756116,0.15452951,0.03561656,-0.017564153,0.011996303,-0.034058128,0.024971664,0.008745147,0.01389843,0.0031773853,0.01915391,0.012407321,0.0027991892,0.019758634,0.024543816,0.0002518711,0.010272381,0.004193864,0.046110667,0.124473855,0.025664551,0.04156931,0.011847428,0.00093135616,0.028147805,0.0007041434,0.028644972,0.0014518552,0.00036429777,0.005559929,0.0011956367,0.03164354,0.023723966,0.001088745,0.012329541,0.01990756,0.12532851,0.011651749,0.0026586733,0.049446166,0.13471857,0.055848226,0.0028924434,0.0076638944,0.0027935125
23,-0.07193667,-0.1149486,0.09681568,-0.036216334,0.034049712,0.08305217,-0.102949,0.029042207,-0.030832365,0.009137693,-0.1970892,-0.1956035,-0.02155926,-0.0744284,-0.087987095,-0.011111437,0.043563653,-0.12159407,-0.013521887,-0.12528013,0.05252702,-0.031284213,0.02179735,0.05842811,0.061951168,0.008418922,0.07833253,0.055936597,-0.05793061,-0.043678254,0.19361994,-0.108368635,-0.1338532,0.045423944,0.044087466,0.13067369,-0.043791786,0.032596357,-0.098450854,0.024304438,0.059789363,0.00041947875,0.004542325,0.05734943,0.03607272,0.005690776,0.03604485,0.015599818,0.016905325,0.022362744,0.0012846297,0.038221244,0.0007138469,0.021993201,0.00021210786,0.00034831907,0.019785255,0.014250711,0.021602381,1.08674875e-07,0.0068994444,0.028025975,0.00059910177,0.010864436,0.0022293748,0.004529444,0.002875985,0.003159695,0.006499669,0.043842886,0.015675753,0.012040735,0.007737712,0.0020478645,0.050713804,0.0064754128,0.039986473,0.0044523273
24,0.03511214,-0.15354629,0.09473143,0.018559285,-0.030975016,0.09632752,-0.044297386,-0.0075853486,-0.053418726,0.028272517,-0.23253606,-0.08392976,-0.048666395,-0.0812376,0.06765069,0.10424566,0.062182337,-0.19779605,-0.047411606,-0.044759177,0.030311212,-0.051608637,-0.007289465,0.097444415,-0.1532816,0.024366524,0.034631185,0.054852303,0.23030871,-0.066375375,0.04244845,-0.007519968,-0.02123484,0.013378434,0.065505035,0.039825954,-0.07093018,-0.0101432735,-0.032037556,0.03414573,0.004325815,0.058068916,0.05772555,5.68733e-07,0.0011707905,0.010450866,0.0051395018,0.004445502,0.0037198775,0.01725947,0.005447975,0.018539509,0.0076161465,0.06185217,0.017402276,0.00837413,0.0030811557,0.024126632,0.008933478,0.00068983354,0.0017256745,0.00021464632,0.03275423,2.0499641e-05,0.029053569,0.00025189758,0.02404438,0.109927714,0.0011755412,0.00019268227,0.072697654,0.016771965,0.013674,0.0012172437,5.1909494e-05,0.0062497472,0.008953762,0.025556354
25,-0.013782414,-0.008646771,0.029748533,-0.002446358,0.11019747,0.21321294,0.011065993,0.020919558,-0.011010013,-0.08066091,-0.0012396645,0.0015152548,-0.07707275,0.12268414,0.22585706,0.008658329,0.09979269,-0.1136681,0.021663256,0.021581288,-0.14546107,-0.027765488,0.06525914,-0.02278579,-0.02345388,0.0267291,-0.029528435,-0.037637487,0.066820286,-0.042168185,0.02351156,0.031732947,-0.0039363545,0.08341603,0.03670093,0.0063714553,0.046340268,-0.01488275,-0.06202938,0.0055984394,0.06535814,0.00073810725,0.0148692345,0.033556674,0.0510742,0.057243627,0.0005929619,0.0068990095,0.002458213,8.357729e-05,0.005108439,0.012433366,0.015120499,0.1363642,0.020168422,0.024002459,0.019776385,0.04847253,0.06369524,0.000569233,0.0035989818,0.110155925,0.022510644,0.004891272,0.00015070781,0.006237407,0.019679872,0.009755283,0.11830729,0.049069807,0.059752647,0.001364944,0.09244428,0.0016611239,0.019596722,0.08553689,0.00031397777,1.8391154e-05
26,0.18198775,0.106023565,0.03608612,0.056676522,0.027750768,0.06323536,0.04737281,0.10930908,0.018992176,-0.014400636,-0.010079753,-0.06889629,-0.061541133,0.114078715,0.008180184,-0.06317373,0.11231572,0.091720834,-0.06988178,-0.04583099,-0.007072117,0.005048856,-0.009769537,-0.19129328,0.11114663,0.07508306,0.12125687,-0.0018550837,-0.10693607,-0.0878429,0.06714249,-0.050858457,-0.111735374,-0.029181605,0.033819072,0.16581285,-0.009999555,0.021046763,-0.03236548,0.10941737,0.079845,0.09548929,0.041912306,0.016023828,0.010596316,0.00496087,0.045616183,0.0027132507,0.01290539,0.0015955959,0.0041487236,0.05662836,0.00026809206,4.932429e-07,0.0011686798,0.00014481688,0.026202561,0.0020911226,0.00042491936,0.047662143,0.06398988,0.004341833,0.0003543901,0.046061307,0.0015226487,0.07356812,0.01020109,0.008249331,0.052809346,0.047962695,0.012759532,0.014300542,0.0005895891,0.006767221,0.07107311,0.00024081429,0.005741008,0.00366225
